# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=917402092
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-210.498,0.972878,0.0179778,7,127,0,230.361,-0.577096,0.766761,1.41875,0.587076,-0.427896,-0.307669,-0.151713,-0.580621,-1.45583,-0.86739,0.870134,0.917103,-0.779712,-1.0807,-0.31346,1.42994,1.40316,-0.17381,0.95375,-0.134028,-1.41835,-0.337922,-1.26534,-2.5191,-0.969712,1.02584,0.250584,-0.246962,0.813415,-1.35921,1.9191,-1.11506,-0.337056,0.613961,0.200786,1.30356,0.143361,-1.95994,-0.464726,0.754877,0.528927,2.60801,0.61965,0.901595,-1.72872,-2.08798,0.303861,-0.945276,-2.52786,1.11051,-3.95593,1.48679,0.509279,-1.31738,-1.38531,-0.540628,1.15861,-2.87708,-1.90007,-0.116021,-0.687377,1.52129,-0.779712,-1.0807,-0.31346,1.42994,1.40316,-0.17381,0.95375,-0.134028,-1.41835,-1.18794,-1.51899,-0.818387,-0.0660508
-212.448,0.999602,0.0166731,8,255,0,220.778,-0.449597,1.44754,1.72075,0.159267,-0.603517,-0.0322692,-0.159466,-0.44977,-1.15264,-0.490958,0.428984,0.851837,-0.327245,-1.12208,-0.582855,1.95176,1.01712,0.525954,0.414813,-0.342638,-0.700132,-0.395838,-1.40442,-2.37217,-0.504381,0.0509979,-0.495113,-0.156589,0.131309,-0.190451,0.122943,0.459454,-0.913274,-0.938434,-0.453487,0.987741,0.527985,-1.05391,-0.187689,0.435726,-0.641132,1.08114,-1.37544,1.26149,0.364214,-1.71745,1.1508,0.225622,-0.486228,-1.35652,-1.272,3.52705,1.10294,-3.86219,-2.14094,1.5453,1.89096,-2.5649,-1.82717,1.64096,-0.47718,1.55609,-0.327245,-1.12208,-0.582855,1.95176,1.01712,0.525954,0.414813,-0.342638,-0.700132,2.19118,-0.543309,-0.80792,-0.474312
-209.433,0.999414,0.0170295,7,127,0,220.208,0.174171,-0.466074,1.46661,1.17277,0.0121455,-0.458156,-1.59247,-0.519273,-1.22929,-1.82767,0.265232,-0.309278,-0.279313,0.683995,0.52152,0.788583,-0.444897,0.721826,0.273035,-0.066625,1.26212,-0.539617,-1.14755,-2.3331,-0.239875,-0.407352,1.68605,0.962456,-0.939446,-0.105837,-0.490234,1.45148,0.0408533,-0.403242,0.119686,-0.0962049,1.57144,-0.229029,-1.57193,-0.896171,1.78632,1.34098,0.237336,0.329135,-0.348004,-1.38107,-0.840894,-0.582847,-0.330259,0.227807,-0.239935,-2.28262,0.559651,1.84802,0.450196,1.86141,-4.65856,1.81592,0.327558,-3.97034,0.154909,-0.330398,-0.279313,0.683995,0.52152,0.788583,-0.444897,0.721826,0.273035,-0.066625,1.26212,-0.493717,-0.705317,-0.236899,4.12063
-206.45,0.999413,0.017539,8,255,0,217.553,-0.509658,0.436022,1.5881,1.07318,0.137775,-0.24553,0.00947319,1.24585,-0.583262,-1.17294,-0.196692,-0.183528,0.291416,-0.450487,-0.700164,-0.472726,0.760872,-0.656663,-0.489109,0.254847,-0.985517,-0.440797,0.470725,-1.52706,-2.39975,0.797179,-1.95232,-1.20058,-0.0217029,0.455718,1.53685,0.0942079,0.0693686,0.388712,-0.479912,0.558771,-0.951101,0.0262899,1.15498,-0.772163,1.54772,1.4167,0.378945,-0.972113,0.86507,1.41636,-0.15991,0.078276,-0.989945,0.973659,2.12313,0.100927,1.16808,2.09625,0.54899,1.01682,-0.0432966,0.92038,0.368952,-1.1835,-1.22185,5.05713,0.291416,-0.450487,-0.700164,-0.472726,0.760872,-0.656663,-0.489109,0.254847,-0.985517,-2.82196,-0.159011,0.793798,-0.937871
-215.419,0.998359,0.0181843,7,127,0,225.973,-0.595534,0.613139,0.489079,-0.569519,-0.687031,-1.00715,0.740139,0.201444,-0.692905,0.573965,1.14032,0.401191,-1.02091,0.190622,-0.940147,-2.81727,-0.987264,0.935942,-0.787973,0.597075,0.904229,-0.543176,-0.531189,-1.38245,-2.57405,-0.954335,0.98833,-0.660756,0.946384,0.966367,-0.704352,-1.29584,0.424429,0.842632,0.961948,0.263998,-0.178196,-0.270552,-0.410864,-1.37736,-2.23405,0.296415,-0.20569,-1.04058,0.653631,-0.607715,0.386563,1.18826,1.30755,-0.671469,2.7014,2.30336,-1.01689,-2.19381,-1.21279,0.884824,1.15131,-0.369721,0.815317,2.29348,2.39638,1.08342,-1.02091,0.190622,-0.940147,-2.81727,-0.987264,0.935942,-0.787973,0.597075,0.904229,-0.739665,1.29392,-1.28054,-0.259965
-216.871,0.998757,0.0188848,7,255,0,227.969,-1.27012,-0.0944344,1.49102,1.46629,0.680538,-0.0720741,0.757776,1.14292,-1.15029,-1.55576,0.377753,-1.1153,0.102603,-0.551968,-1.0154,1.58283,0.64569,-2.61459,1.30198,0.644561,-0.309425,-0.611621,-1.09704,-0.947228,-2.7813,-0.335165,-0.0924216,0.322184,0.982427,-0.961161,-0.152713,1.38547,-0.663183,-1.03949,0.87108,0.120605,1.6465,-1.01795,0.100458,-1.12408,-2.59051,-0.89249,0.50931,-0.580031,0.71384,0.864848,0.0983473,0.224879,1.03381,-0.579282,-2.21127,-1.60614,-0.0305786,3.28151,0.751457,1.25388,0.322458,0.544065,-0.958386,-1.82614,0.539802,-1.59156,0.102603,-0.551968,-1.0154,1.58283,0.64569,-2.61459,1.30198,0.644561,-0.309425,-2.88648,-0.0737576,1.45599,-0.903318
-216.307,0.999269,0.0197087,8,255,0,228.337,-0.504415,0.381307,0.575096,-0.303976,-0.362886,-0.618762,1.45404,0.860015,-0.0222456,-1.29063,0.985215,-0.677387,-1.1418,1.04738,-0.27153,1.88504,0.955362,-1.76612,0.00236464,1.58162,1.47103,-0.320367,-1.41341,-1.61509,-2.53571,-0.490285,-0.651615,0.787286,2.42709,0.736211,0.604738,0.456998,0.755598,-0.419593,-1.34531,0.130585,-0.986762,0.781828,-1.24663,-1.0165,0.735512,0.19178,-1.99771,1.50424,-0.173267,-1.21222,-0.0800645,0.255131,0.703397,-0.350972,-5.07767,1.04636,-2.13784,-5.31455,-1.44523,0.496435,2.30575,0.489872,2.10062,-1.46082,-0.156194,-0.648707,-1.1418,1.04738,-0.27153,1.88504,0.955362,-1.76612,0.00236464,1.58162,1.47103,-0.134114,-1.90065,-0.735204,-0.114984
-215.094,0.998073,0.0206555,7,127,0,228.329,-0.817521,-0.0846288,0.981192,-0.394024,-0.307466,-0.457829,-0.663332,-0.106768,-1.82206,-0.0707061,0.59715,0.180823,-1.40453,1.18004,-1.3735,2.19552,-0.759108,-1.30688,0.458774,-0.254874,0.650769,-0.163321,0.760019,-0.160175,-2.05544,0.570751,1.73146,0.985964,0.252856,-0.17593,-1.0229,-2.02628,0.155339,-0.329409,0.0596055,0.541664,-0.498562,1.08336,-0.99836,0.21368,-1.79378,-0.988264,1.71235,0.0170326,-1.59372,-1.44475,-0.962531,0.934382,0.203483,0.662419,8.26154,0.419492,3.49776,6.36975,-1.16892,7.57618,-2.24567,-0.856589,-1.76757,1.85873,27.4297,-7.23786,-1.40453,1.18004,-1.3735,2.19552,-0.759108,-1.30688,0.458774,-0.254874,0.650769,1.09834,15.8199,-2.7645,-2.26237
-217.986,0.99891,0.0216096,7,127,0,229.102,0.69936,-0.271256,1.02322,-1.18804,-0.633751,-1.02276,0.0227417,-0.654829,-0.440948,-3.14547,0.898294,-0.790557,-0.244296,-1.42453,0.108618,1.07003,1.40835,-0.18774,-0.736367,-0.0323398,-0.931825,-0.598969,-1.6142,-0.184866,-1.83232,0.716681,-0.378477,1.14432,-0.638829,0.0597557,-0.627703,0.055094,-1.51762,0.258699,-0.765876,0.275127,1.19752,-1.47176,0.940628,-1.37615,2.42557,-0.515773,-1.36226,0.332552,-0.264898,0.492187,-0.148897,1.20604,-0.342393,0.151182,-8.94458,-0.946161,0.035312,-12.7417,-0.921067,-2.16667,0.584178,-2.25401,1.20573,-3.96451,-1.00097,-0.810907,-0.244296,-1.42453,0.108618,1.07003,1.40835,-0.18774,-0.736367,-0.0323398,-0.931825,4.77575,-2.49096,9.08633,1.83912
-216.086,0.999424,0.0226944,7,255,0,228.278,0.130767,0.16449,0.877334,1.17092,-0.298241,-0.114636,-0.187695,1.8649,-1.65977,1.23473,-0.559961,-0.548623,-0.298438,-0.43623,0.465372,-1.65223,-1.22189,0.126675,0.487958,0.209686,2.08185,-0.709683,0.35629,-2.29551,-3.11935,-0.674099,-1.4112,-1.27939,0.167234,-1.25173,-1.6671,0.137571,0.31793,-0.312596,-1.54213,-1.06462,-1.37931,-0.414968,-1.7914,0.344805,0.391578,0.974463,-0.147348,-0.582228,0.0651418,-0.0311596,0.933138,0.515965,2.04293,0.13176,0.104025,-0.507061,-1.93464,0.86233,-0.829234,3.11066,-0.285905,1.69892,-1.65785,2.57778,-5.34147,4.1947,-0.298438,-0.43623,0.465372,-1.65223,-1.22189,0.126675,0.487958,0.209686,2.08185,-2.6863,0.503186,-0.410521,-1.05268
-217.936,0.998852,0.0238894,7,127,0,229.734,0.251598,-0.195607,0.692099,-0.806775,-0.486533,-1.57682,-1.07426,0.0865508,-0.316142,-2.09761,-0.403517,-1.722,-1.57465,-1.91753,-0.372987,0.328731,0.801349,-0.858034,-0.927677,-1.09132,0.912364,-0.860223,-1.68658,-1.43062,-3.74349,0.239038,-0.783741,-0.140575,-1.49773,0.680442,1.11403,0.59389,-1.73277,0.511458,-2.09416,0.805453,0.198438,0.158131,0.265659,-0.500728,1.6883,1.29873,-0.204274,-0.573244,-0.308575,-2.00811,-0.149882,-0.899979,-0.0433675,0.226396,2.79119,0.0646905,-0.180017,-1.64181,0.484066,-0.226249,-1.41122,-0.376618,1.15673,-1.90278,-0.399692,-1.25561,-1.57465,-1.91753,-0.372987,0.328731,0.801349,-0.858034,-0.927677,-1.09132,0.912364,-3.5673,-1.6195,-0.954225,-0.927683
-208.409,0.997927,0.0251149,7,127,0,225.909,-0.854196,0.421648,2.18645,0.600921,0.139495,-0.329469,0.146359,0.332941,-0.581832,-0.191274,0.0669031,0.0127897,0.630248,1.15481,-0.0301971,-0.131472,0.110263,0.486337,0.0404969,1.22377,-0.693389,-0.435684,0.782839,-2.98422,-0.984994,1.26462,-0.975617,0.0335236,-0.453289,-0.448947,-1.12376,-0.500162,0.0193411,-2.49615,2.35208,-0.940753,1.18278,-1.57761,-1.54936,-0.545965,0.329445,1.21655,-0.722473,-1.24694,-0.337991,0.59904,1.23892,0.902235,0.241858,2.17884,-8.01139,-0.514745,3.13822,-2.65665,-0.171888,-4.94509,0.717462,-1.12764,-0.062988,0.684328,-18.4399,2.86202,0.630248,1.15481,-0.0301971,-0.131472,0.110263,0.486337,0.0404969,1.22377,-0.693389,-1.11373,-0.0140509,-1.03348,0.551897
-211.277,0.998756,0.0263356,7,127,0,220.069,-0.413863,0.245194,1.28751,1.17388,-0.368449,-0.950925,0.790216,1.60393,-1.24787,0.732515,-0.245963,-0.398677,0.202875,0.948742,-0.066263,-0.00880006,1.01157,-1.32944,-0.387494,0.253875,-0.824171,-0.739648,-0.479219,-3.27934,-2.52756,0.0736129,0.294072,1.65885,-0.261704,0.347986,-0.248568,0.0190446,-0.752596,0.600798,-0.149746,0.484855,0.814251,0.630154,0.740394,0.0104001,-0.155517,-0.590493,1.55308,0.328036,1.32414,-0.26184,-0.629486,1.37912,-0.0300273,2.16391,-6.9993,-0.23617,-0.484742,0.515122,-0.98589,-2.56106,1.11094,1.25416,-1.01957,1.75627,-5.64506,0.922276,0.202875,0.948742,-0.066263,-0.00880006,1.01157,-1.32944,-0.387494,0.253875,-0.824171,-2.4927,0.420612,-1.04683,-0.122747
-221.165,0.998989,0.0276812,6,127,0,231.079,-1.21258,1.04236,1.83585,0.531385,0.113018,-0.341012,0.825952,2.4803,-0.78204,0.757642,1.41126,-0.217026,2.99438,0.888163,-0.657883,-0.294566,-0.0835019,-1.96353,-0.657616,-0.738041,-1.49521,-0.451175,-0.926213,-3.01999,-3.14994,-0.0039537,-0.535107,-0.253558,0.407555,-1.14836,-0.705643,0.307354,-0.116351,-0.804252,0.70382,-1.55987,-0.699175,-2.60976,0.461142,0.543226,0.272239,1.48685,0.0481546,0.0964166,1.06567,0.298271,-1.25488,0.492821,-0.668254,0.466915,-3.02692,1.94035,2.24079,-2.29552,-1.55304,-0.273297,0.704845,2.946,-0.498758,1.93027,1.83029,-1.35463,2.99438,0.888163,-0.657883,-0.294566,-0.0835019,-1.96353,-0.657616,-0.738041,-1.49521,1.27208,0.2343,-0.904068,-0.951652
-216.383,0.997182,0.0291075,7,127,0,235.372,-0.841901,1.09495,1.01976,1.06876,0.955556,0.0907182,0.673068,2.8309,-1.15678,0.84412,0.0406537,-0.491581,1.19576,-0.0238069,-1.58638,0.442591,0.979076,-0.104539,-0.598697,-0.753559,-1.0826,-0.675784,-0.616531,-2.35123,-2.62046,0.881152,-0.419685,-0.760544,1.11283,0.819041,-0.236821,-0.494087,-0.559223,-0.212409,-0.478994,-2.08088,-0.311039,-3.23178,-1.40915,-0.865753,0.984853,1.29539,2.92821,0.309645,0.250321,1.03575,0.797922,0.589871,1.24889,1.02212,2.1775,1.3789,-2.17831,0.0316416,2.67928,2.82752,0.901663,3.15968,-1.10989,1.77404,-0.0246206,1.20361,1.19576,-0.0238069,-1.58638,0.442591,0.979076,-0.104539,-0.598697,-0.753559,-1.0826,-1.78051,-1.29616,-0.483767,-0.407014
-218.048,0.989865,0.0304374,7,127,0,232.468,-0.78456,0.342839,1.52062,0.82592,-0.401015,-0.708413,0.136417,1.10571,-0.18311,-1.34286,0.426375,0.3869,1.16866,-1.597,-1.02316,0.934008,-0.761632,1.3413,0.756835,3.18912,0.67055,-0.51892,0.147163,-3.61063,-3.33002,0.356094,1.96614,0.39126,0.966939,-0.127362,0.0953767,0.67875,2.96075,-0.448456,1.35032,0.900909,-0.285061,0.952944,0.351954,-1.38851,0.234525,1.18531,-0.423535,-0.79342,-1.5258,-1.27019,1.485,0.163203,0.429547,-0.0525599,11.5892,0.962164,2.37142,1.60105,0.247366,2.18972,0.456313,1.0415,1.67974,-1.11134,9.44072,5.70813,1.16866,-1.597,-1.02316,0.934008,-0.761632,1.3413,0.756835,3.18912,0.67055,-1.70601,6.06082,-0.62939,-0.852774
-219.732,0.998393,0.0311616,7,127,0,232.301,-0.815793,0.849509,1.20101,1.10694,0.748386,0.211016,0.576711,1.30943,-0.866241,0.323497,-0.190704,-1.81191,0.657111,-1.07704,0.75712,0.484631,-2.12739,-0.5961,1.89927,2.19244,1.31203,-0.164206,-1.86356,-3.09882,-4.14322,0.0913888,0.241542,0.682108,-1.24419,0.897141,0.310471,-0.167275,0.429008,0.200798,-1.36668,0.259266,1.566,1.00253,-1.30351,-1.37227,0.816285,-0.0227029,1.65181,0.102257,2.58759,0.228192,-1.02263,0.893088,-0.964271,0.0504409,8.39037,1.58059,-0.833638,1.33494,4.27058,5.86947,0.533766,1.00591,-1.29093,1.36295,0.63875,-1.2133,0.657111,-1.07704,0.75712,0.484631,-2.12739,-0.5961,1.89927,2.19244,1.31203,1.88798,-2.08768,-0.445406,-0.991312
