# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=536066880
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1
-211.067,0.998357,0.0709305,6,63,0,217.405,-0.371274,-0.0991069,0.254096,-0.713347,-0.698584,-1.1568,-0.83327,-0.862263,0.839248,-4.10339,13.3721,-1.10532,-1.28374,-0.383569,0.84821,-1.76009,0.481798,0.0382411,1.72843,0.131218,4.83319,-0.138684,0.23017,-0.708442,-0.695011,-1.16515,-0.705077,-0.84691,0.845039,-1.09717
-215.272,0.996357,0.0731213,6,63,0,220.379,-0.627962,0.328861,2.92299,1.22848,-1.72652,0.211113,-0.476922,0.811797,-0.0443459,-2.96863,1.84331,0.199192,-0.805251,0.790444,1.61185,1.22356,1.06985,0.63003,-0.874358,1.96749,-12.0693,0.130928,2.79689,1.20401,-1.72732,0.114088,-0.575695,0.793937,-0.0691631,-1.39777
-206.646,0.999172,0.0749329,6,63,0,219.506,-0.604966,0.470819,0.488436,-0.0844238,-0.577206,0.792393,0.406321,0.0213744,0.279284,-0.759432,-8.79868,-0.994243,4.06971,1.38665,-1.95015,0.306464,-2.65554,0.861523,-0.122532,-0.0518965,1.19154,-0.684914,-0.229497,-0.460519,-0.632138,1.01922,3.5189,-0.166542,0.27313,0.0752938
-206.48,0.998379,0.0773883,5,47,0,209.51,-0.532475,1.01144,0.239123,0.300013,0.755516,-0.475614,-0.224935,0.0708584,-0.0639567,-0.587528,6.34676,0.668643,-0.0979022,0.597256,1.27031,-0.929978,-1.73471,0.0325189,-0.35321,0.445297,-6.37802,1.11829,-0.731367,0.506841,0.986472,-2.09902,-1.39039,0.202793,-0.229537,0.722453
-208.066,0.998775,0.079715,5,31,0,209.228,-0.661373,0.481804,0.885326,0.237579,-1.33451,1.22948,0.224484,0.165116,0.736878,-0.615631,2.00481,-0.155495,-0.939507,0.323871,0.0818322,-0.182554,0.915275,-0.0825979,0.903315,0.159113,0.765047,-0.908097,1.02907,0.0520825,-1.54963,2.32031,1.34076,0.0246033,1.08774,1.06798
-210.875,0.966466,0.0821694,6,63,0,216.023,-0.340275,0.865926,-0.381125,-0.563343,1.29529,-1.48731,-1.01864,-0.402572,-0.752815,-2.91663,11.7117,-1.89412,-0.627617,1.0438,-1.72687,-0.0908484,-0.114482,-1.03398,0.196658,0.330972,5.06173,0.763452,-0.456444,-0.544379,1.31145,-1.52493,-0.61955,-0.343995,-0.737854,-1.38108
-214.507,0.998155,0.0774347,5,63,0,217.719,-0.265106,-0.7836,-0.913034,-1.57874,0.310886,-1.55188,-0.0767891,0.0576962,-2.0142,-3.45111,-2.69342,-1.74424,-0.0952932,-0.517566,-1.23099,0.965286,1.29672,0.438926,0.0247623,0.0367461,12.3339,-0.84295,-0.937565,-1.55992,0.320704,-1.55272,0.309892,0.112653,-2.00023,-0.979388
-211.288,0.999993,0.0796697,5,63,0,218.126,-0.519955,-0.276564,0.381279,-0.0952255,-0.860106,0.336029,0.0784171,-0.188668,-0.379845,-5.86553,11.0283,-0.909256,-1.04241,-1.90711,0.103725,-1.46333,-0.0587557,0.0381929,-2.09127,0.991967,-5.41476,-0.285951,0.373278,-0.0960467,-0.859774,0.332344,0.0863617,-0.188487,-0.380287,-0.998307
-209.459,0.996268,0.0823407,5,63,0,212.13,-0.38011,0.334548,-0.13008,-0.747526,0.0518557,0.0828448,-0.248919,0.21394,-0.293514,-4.29179,4.83458,0.471805,-0.468216,-0.203963,0.830758,-0.316684,-0.280452,0.212369,0.355723,2.17885,4.74146,0.301541,-0.151757,-0.743895,0.0548492,0.0769036,-0.141962,0.227398,-0.289865,-1.02241
-210.413,0.999344,0.0842041,5,31,0,210.978,-0.475305,0.714495,0.119806,-0.671984,0.311542,0.708558,-0.505948,-0.655995,-0.722903,-4.45479,5.08079,-0.0792353,-0.261718,-0.540851,-0.0549615,-0.168334,0.121575,0.531053,-0.0481878,-0.428702,-2.3728,0.679842,0.0916822,-0.673526,0.313316,0.697145,-0.457066,-0.652483,-0.723392,-1.04969
-214.866,0.996257,0.0867853,5,63,0,216.764,-0.376673,-1.4212,1.70557,-1.07427,-0.957976,-1.08194,-0.765392,1.75614,-0.82944,-3.88,-1.34713,1.05679,-0.0883133,-0.554478,0.178625,0.532316,-0.305642,-0.55962,-0.813553,-1.3301,4.62683,-1.47496,1.68053,-1.06955,-0.953712,-1.0935,-0.610849,1.78142,-0.824558,-1.02024
-212.995,0.999028,0.0886686,5,63,0,220.409,-0.368802,-1.53242,-0.320579,1.21968,0.771928,0.706879,-0.536386,-2.46453,0.162071,-2.13414,8.66343,-2.60156,1.85979,-0.88309,-0.54589,-0.779311,-0.432827,0.482683,-0.886524,-2.07261,1.35494,-1.94527,-0.53498,1.33733,0.806632,0.725697,0.174303,-2.55955,0.206471,-0.136506
-211.693,0.999299,0.0912179,5,31,0,217.605,-0.432675,-0.977593,-1.93854,1.08489,0.17369,-0.0258378,0.698478,-0.55808,0.241649,-3.15372,4.4612,-1.81978,-0.284374,1.26452,0.789623,0.66043,-0.47116,-2.52969,0.209468,0.71593,1.15704,-1.10683,-2.0577,1.09696,0.181621,-0.0589745,1.00148,-0.53797,0.247942,-0.382711
-211.379,0.999298,0.0938573,5,63,0,212.66,-0.433615,-0.717696,-2.05534,0.660391,0.174767,0.195825,0.63223,-0.524498,-0.23222,-3.42726,0.430406,-0.841243,-0.488815,1.21795,0.0602607,-0.280798,0.461906,-0.229064,0.645528,0.389575,0.923981,-0.812506,-2.14162,0.665947,0.180738,0.171933,0.850365,-0.507982,-0.229328,-0.593535
-212.175,0.998936,0.0965215,5,63,0,215.473,-0.445214,1.03443,1.99735,0.324889,-0.554397,-0.934017,-1.28847,0.315675,0.214762,-3.77266,0.423481,-0.222329,-1.1582,1.22082,-0.724545,-1.54548,0.22447,-0.450922,-0.0780019,-1.22399,-0.524427,0.972372,1.95726,0.326292,-0.550663,-0.956538,-1.18644,0.329243,0.216872,-1.22859
-214.88,0.997783,0.0991172,6,63,0,218.296,-0.433347,-1.85564,-0.522419,0.643652,-0.0655771,-0.328465,-2.31719,1.33788,1.07594,-4.06595,12.0285,-0.838022,1.21157,1.20963,-0.472864,-0.819358,0.294196,0.323245,0.125602,-0.959827,-0.598955,-1.90657,-0.559022,0.645835,-0.0625048,-0.342327,-2.23998,1.35105,1.07886,-1.0216
-214.507,0.998623,0.101433,5,63,0,221.902,-0.525305,-1.6569,1.42618,-0.365064,-1.06032,-0.436209,1.71761,-0.0176423,-0.219341,-5.02535,-3.03456,-2.56261,-0.251947,0.732715,-0.672447,-0.632728,-2.8233,1.48489,1.07704,-0.320909,-5.42307,-1.67926,1.40781,-0.367173,-1.0596,-0.445113,1.73738,-0.0174267,-0.22048,-0.944484
-216.827,0.998578,0.103977,5,31,0,219.007,-0.444936,-2.2047,0.5773,-0.975333,-1.24931,0.00201811,2.46478,-0.633462,-0.385595,-4.93263,6.63094,-0.00382591,-1.65966,-0.73979,0.313316,0.557358,0.463088,-0.5779,-0.0394169,0.518226,0.589865,-2.22592,0.562013,-0.975332,-1.24811,-0.00407379,2.50943,-0.629743,-0.385099,-0.84885
-216.211,0.998996,0.106522,5,31,0,221.556,-0.552454,-1.05438,0.891644,-1.85645,-0.767596,1.65484,1.08077,-0.417245,-0.950087,-5.74013,0.721986,-2.27939,0.325602,-0.277411,-1.1141,-0.21663,2.8055,-0.567717,-0.252518,0.117077,-7.65446,-1.06571,0.8817,-1.85789,-0.767293,1.65012,1.08639,-0.417713,-0.950924,-0.992028
-213.478,0.999999,0.109193,5,31,0,220.809,-0.33335,-0.867462,-0.852206,0.886751,1.74138,0.0675412,1.50186,0.08437,-0.731772,-4.00892,-3.56185,-1.27805,0.910612,-2.28093,-0.168027,1.71825,1.26673,-0.404641,-1.23491,-2.02099,9.25612,-0.908241,-0.875453,0.897356,1.74638,0.0650146,1.69665,0.107616,-0.724791,-0.619312
-216.763,0.995253,0.112156,5,31,0,220.835,-0.140523,-0.637879,-1.54872,1.0491,-0.300404,1.40696,0.716708,0.219328,0.517931,-5.17508,-8.90879,0.824584,0.502353,-0.671435,-1.7019,0.00537488,-1.7836,-0.0736447,0.726252,-0.49162,23.2719,-0.643168,-1.54542,1.05699,-0.298179,1.4134,0.814101,0.233814,0.523889,-0.903346
-213.043,0.999851,0.113807,5,31,0,220.58,-0.651635,-0.327202,0.476831,-1.10509,1.78117,-1.56211,-0.464834,-0.464975,0.259258,-1.9801,14.1728,-1.06259,-1.84672,1.07435,0.733137,0.523716,0.97788,0.011933,0.737822,-2.71255,-18.649,-0.928361,0.00588357,-1.30329,1.80876,-2.0189,-1.03237,-0.621746,0.198439,0.412853
-213.307,0.999913,0.116749,5,31,0,216.495,-0.636893,-0.341696,0.164465,-0.887731,1.74842,-1.89152,0.305382,-0.0912419,1.00171,-1.9381,6.24931,0.253686,-0.600687,0.88891,-0.590471,0.16596,2.15448,0.764872,0.961112,-0.0374606,-13.8156,-0.959717,-0.360992,-1.07242,1.77932,-2.40032,0.330495,-0.197707,0.99169,0.456471
-212.669,0.999106,0.119728,5,31,0,217.222,-0.329543,1.28406,0.153278,-0.175044,-1.51214,2.22115,-0.0786779,-0.291464,-1.29874,-2.42104,-8.58287,-0.20805,-0.671646,-1.72586,0.970424,-0.735274,1.85383,-1.0456,-0.800299,-0.00567454,9.84513,1.16012,0.0665274,-0.133976,-1.49809,2.32257,0.772404,-0.191463,-1.29186,-0.991831
-214.071,0.997585,0.12249,5,31,0,216.678,-0.647481,-0.360543,0.158726,0.937149,0.497626,-1.03676,-0.140595,1.05413,2.20518,-1.00235,5.76981,0.379254,-0.724929,-0.0363224,-1.36702,1.29146,0.00798937,0.56125,0.0475067,-0.252163,-12.0247,-2.13198,-1.10422,1.17369,0.555435,-2.55975,-1.43893,1.69672,2.94834,4.13336
-209.025,0.996381,0.124807,4,15,0,218.086,-0.489475,-1.10533,0.40744,-0.126841,-0.812271,0.568323,-0.64482,0.324601,0.0494792,-2.85644,-15.34,-0.515187,-0.375483,1.2996,0.607753,-1.42205,-0.269949,1.11807,2.22178,2.23876,-4.46245,-1.3068,0.272429,-0.137794,-0.806107,0.515523,-0.49795,0.346407,0.0465445,-0.896232
-208.34,0.994845,0.12676,4,31,0,213.41,-0.460952,-0.700582,0.501578,-0.196189,-1.02215,0.618839,-0.58062,0.0819802,-0.193147,-2.5186,7.3582,2.2933,0.428295,-0.376582,-0.649425,0.114688,0.451017,-1.0111,-0.871667,1.92018,-2.62459,-0.965669,0.345488,-0.204704,-1.01391,0.567669,-0.319779,0.121046,-0.19476,-0.998356
-210.838,0.996866,0.128238,5,31,0,211.89,-0.455662,0.748075,0.0334708,1.28517,1.34733,-0.244566,1.28911,-0.38847,0.396285,-2.56337,6.30059,-0.82992,0.434164,0.34982,-0.0121995,0.529642,0.735361,-0.135227,0.179683,-0.193872,3.6416,0.551337,-0.138504,1.3169,1.36573,-0.323743,1.96988,-0.366499,0.406976,-0.117663
-210.634,0.997948,0.130315,5,31,0,214.942,-0.641141,0.616644,0.331236,0.023753,-0.268382,-0.151279,0.910068,0.997556,-1.60746,-2.31077,-0.866267,0.639872,-0.279954,1.53031,1.40583,-0.684186,2.26078,0.0795341,-0.694817,-0.622953,-10.1641,0.25287,-0.0265152,-0.0536729,-0.266696,-0.361377,1.07645,0.990341,-1.70379,-0.915066
-209.222,0.998367,0.132717,5,31,0,214.532,-0.00818677,-0.0759028,-0.366626,-0.147802,-0.289829,0.041993,-1.55817,-1.44971,0.623537,-1.28992,1.49159,0.473684,-1.11867,-1.54912,-0.9929,-0.381874,1.52158,-0.171608,-1.75136,1.5554,13.6471,-0.127939,-0.101127,0.342249,-0.170335,0.598617,0.0455569,-1.23272,1.18241,-3.36675
-211.146,0.991248,0.135249,4,15,0,216.25,-0.105747,-0.739065,-1.18612,0.13363,-1.81166,-0.344927,-0.665963,-0.494796,0.304068,-1.3939,-10.6384,0.59954,1.33022,-0.465405,0.222117,-0.745607,-0.464963,1.49903,-1.57982,-1.11348,14.2344,-1.20209,-1.62041,0.54883,-1.78835,-0.156326,2.32705,-0.00745534,0.651792,-2.07501
-207.792,0.998694,0.135548,5,31,0,213.611,-0.132499,0.372322,0.871291,-0.590385,-0.0722293,-0.122643,-0.537363,-0.413095,-0.422993,-0.950588,6.77643,-2.42457,-0.683836,0.821396,-1.7874,-0.157991,-0.0704728,0.669372,1.20461,0.600282,17.0133,0.400982,2.39176,-0.437998,0.0746244,0.199623,3.1125,0.182826,-0.212348,-1.71471
-207.379,0.998406,0.138157,5,31,0,210.504,-0.379359,-0.350007,0.0399102,0.392734,0.269124,0.521384,-1.15039,-0.346747,-0.081162,-1.01809,-8.75456,0.208378,2.00953,0.949088,0.914805,0.111589,0.303477,0.327959,-0.0256571,0.370236,-9.4643,-1.51313,-0.476347,0.731031,0.373822,0.796794,-3.59961,-0.287416,-0.0125293,2.84383
-211.699,0.996378,0.140677,4,15,0,212.663,-0.254192,0.788114,0.280295,0.842866,-1.97947,0.192749,-1.50871,-0.061198,-0.932767,-2.65333,-1.72465,0.65212,0.0233269,-0.565549,0.341947,-0.695078,0.913835,0.192533,0.35263,0.100581,10.9359,0.697467,0.265003,0.922154,-1.96479,0.223977,-0.897314,0.0630706,-0.899729,-1.92238
-214.678,0.995646,0.142545,5,31,0,217.827,-0.717316,1.37066,-0.0296082,-1.02476,2.88476,0.398968,0.645529,-0.434979,1.0193,-1.66581,-1.25657,-1.81095,0.385534,1.51532,-1.26797,-0.211757,0.672662,0.132445,0.230337,0.206437,-13.4324,0.817288,-0.896048,-1.37218,2.95496,0.0143272,0.66264,-0.742481,0.987733,-1.02612
-215.875,0.998564,0.144164,5,31,0,219.096,-0.192785,-0.584033,1.23837,1.26443,-3.04766,0.577266,-1.78658,-1.25614,-0.81087,-1.89961,-1.46179,0.704888,0.31128,-0.75055,-0.700164,-0.0514518,0.66612,1.90698,-0.532621,-1.12996,9.67644,-0.854751,1.52698,1.56127,-3.04321,0.773124,-1.04159,-1.1124,-0.737934,-1.43073
-217.431,0.99867,0.146717,5,31,0,221.295,-0.648731,0.342131,-1.20749,-1.05181,3.29781,-0.433805,0.679079,1.02453,1.06353,-2.85995,-7.55743,-1.17234,-0.04321,0.854844,0.618947,0.0624022,-2.23132,-0.882491,0.845063,-0.559583,-13.4253,0.115356,-1.46758,-1.1127,3.30703,-0.560942,0.654731,1.00327,1.04307,-0.616719
-213.157,0.996544,0.149306,5,31,0,223.831,-0.329603,1.37877,0.611599,0.693202,-2.28055,1.46191,0.0761155,-0.255899,-1.26595,-2.29498,2.62194,1.31878,-1.53443,-0.939342,2.63964,1.74876,2.45126,1.65734,-0.0802643,-0.629616,10.9485,1.25426,0.558129,0.777605,-2.27137,1.54437,1.09702,-0.142433,-1.26196,-0.901851
-215.188,0.988456,0.151187,4,31,0,220.25,-0.46643,1.55106,1.35592,-0.524253,-1.64316,2.0698,0.869261,-0.62659,-1.97263,-1.85014,14.0387,0.700559,-0.0444588,1.41435,-1.79278,0.983844,0.47483,0.00635459,-0.73036,0.0878959,7.07055,1.32453,1.2941,-0.588655,-1.64645,2.24035,2.41563,-0.660401,-2.11478,0.760045
-208.465,1,0.150372,4,31,0,217.983,-0.397198,1.20804,-0.484355,-0.697923,-0.454895,0.451858,-1.46195,0.565526,0.00849364,-1.43531,-3.30961,1.23542,1.57594,-0.361202,-1.5215,2.08293,2.43931,-0.6281,-1.96963,-0.569926,-7.2255,1.03858,-1.14251,-0.809806,-0.424245,0.4829,-2.67846,0.97917,0.063751,1.44314
-208.731,0.991831,0.153359,4,31,0,212.655,-0.552992,0.438522,0.197668,0.381906,-0.0527001,0.388384,-0.968807,-0.673281,-1.2215,-2.05126,2.16417,1.13998,-1.11478,-1.49332,-0.453918,0.221953,-1.8616,1.03762,0.530134,0.834213,-12.1335,0.031816,-0.175051,0.353529,-0.0410252,0.23376,-1.32815,-0.760151,-1.31347,-0.675985
-212.135,0.990809,0.15362,4,15,0,215.353,-0.464689,1.5657,1.90205,1.01835,-0.268547,-0.0673913,-1.3817,-1.8374,-0.17122,-1.65875,12.3546,0.671141,0.886608,0.16219,-0.0376467,-0.238296,1.21691,0.286256,1.24815,-0.581751,-6.96894,1.36,2.09744,1.1685,-0.245417,-0.266564,-2.24175,-2.16347,-0.187149,1.19024
-209.12,0.998272,0.153527,4,31,0,215.518,-0.547539,2.1981,0.844452,0.82583,-0.643374,-0.48431,-0.1201,0.416734,-0.0390652,-1.604,1.65844,0.266285,1.87584,0.827056,0.0203749,-0.0601054,-2.38971,-2.43215,-0.192905,-0.370873,-3.42103,2.0603,0.533495,0.886939,-0.641192,-0.897055,0.0671682,0.502134,-0.0913532,-1.1003
-208.248,0.99118,0.155891,5,31,0,213.008,-0.399788,-0.204964,-0.0775253,-0.111384,-1.44623,-0.13095,-1.28668,0.208282,0.508106,-1.95436,11.5714,-2.16214,-0.579141,-1.00226,1.20463,0.845625,0.200767,-0.60285,-0.166447,0.540617,-3.4233,-0.593864,-0.339354,-0.0892278,-1.43776,-0.227306,-1.20715,0.354012,0.571008,-0.800453
-212.864,0.986809,0.155883,4,31,0,216.093,-0.54237,0.0433845,1.68597,2.62081,-0.476345,1.06752,0.386235,-0.277236,0.293549,-2.51528,0.347305,-0.575212,0.157532,0.23734,-1.87635,0.354289,-1.39913,0.117535,0.739852,-0.747161,-3.32954,-0.233108,1.54001,2.66334,-0.470186,0.99362,0.637916,-0.294542,0.281521,-1.04912
-212.677,0.991841,0.154428,5,31,0,219.722,-0.576905,-0.0622657,-0.727103,0.354593,-0.0455112,0.241703,-1.59322,2.06437,-0.799651,-1.96753,-7.80572,-0.247719,1.97554,3.26964,-0.452126,0.877389,1.18508,-0.649452,0.330074,-0.54817,-16.1995,-0.579711,-1.31564,0.309928,-0.0350899,0.0395572,-2.56261,2.28348,-0.891054,1.60465
-209.986,1,0.154619,4,15,0,215.999,-0.497611,-0.408517,-1.03538,-0.305725,-0.479862,0.584084,-0.21823,-0.462077,-0.594731,-3.97474,12.343,0.185221,0.924751,-0.470945,0.13209,-0.268949,2.09117,-2.05724,0.923605,-1.07685,-4.22053,-0.468931,-1.08808,-0.309828,-0.477458,0.563381,-0.153303,-0.45919,-0.596962,-0.928141
-212.919,0.982301,0.15746,5,31,0,215.82,-0.174274,-0.0733191,0.14813,-0.607247,1.43182,-0.977935,-0.586101,0.299705,-0.953969,-3.47079,7.48211,0.518965,1.37789,-0.0144363,0.846405,-0.838661,-0.351617,0.567854,0.335019,1.25282,19.5758,-0.108908,0.160318,-0.572004,1.44435,-0.956973,-0.117736,0.373987,-0.927867,-1.26561
-210.685,0.997538,0.154514,5,31,0,215.611,-0.497586,-0.727058,-0.697743,-0.96927,0.00877448,1.3585,0.582126,0.279173,0.738243,-3.40606,-18.3487,0.0595435,-0.17409,0.538234,-1.41388,0.702645,0.659014,-0.375295,0.780178,0.78009,-3.16874,-0.837063,-0.791888,-0.980204,0.0132371,1.3289,0.725169,0.288056,0.737927,-0.765214
-209.473,0.998279,0.1565,5,31,0,214.387,-0.245614,0.926432,1.02405,0.85877,-0.279861,-1.14147,-1.33841,-0.262375,-1.00896,-1.15302,-12.2342,-0.73493,1.43074,-0.204561,0.883476,-0.462353,-2.21756,-0.489568,0.790428,-0.649389,1.88882,1.02253,1.8882,1.52633,-0.200363,-1.71679,-2.11748,0.148876,-1.09933,2.52338
-212.428,0.961061,0.158721,5,31,0,215.577,-0.610698,0.411011,-0.188086,-1.70454,0.330406,1.38562,-0.171341,0.431061,1.17118,-3.53373,-2.28712,1.62257,1.26884,-0.29279,0.139276,0.186509,-1.99951,0.391505,0.285945,-0.429036,-11.8576,0.300671,-0.295391,-1.72989,0.332225,1.33864,-0.189799,0.418768,1.16173,-1.03045
-209.283,0.997249,0.149126,5,31,0,217.435,-0.388495,0.839918,1.22837,1.03685,-0.336915,-1.20951,-0.680215,-0.613695,-1.10604,-1.27328,11.8406,1.64288,2.49949,-1.32195,0.271634,0.374724,2.76283,0.229499,0.793698,-0.479173,-0.825911,0.561378,1.66945,1.47299,-0.296392,-1.91716,-0.49157,-0.665742,-1.29664,0.996672
-210.405,0.979179,0.15092,5,31,0,214.593,-0.550324,0.0467102,-0.873576,0.30481,0.944083,1.23608,0.824299,0.704292,-0.391693,-2.87074,4.45277,0.63434,0.724794,1.52841,0.492915,-0.769655,0.513043,-0.116923,-2.02979,0.561716,-5.62605,-0.150088,-1.07377,0.285348,0.951723,1.17584,1.01619,0.71152,-0.40934,-0.680656
-213.217,0.992571,0.147212,4,15,0,214.576,-0.524383,-0.671797,-1.75463,0.751305,0.656568,1.67866,0.974953,-0.332137,-1.17189,-2.47614,-3.9619,0.55895,0.110624,-0.311227,0.695893,0.443805,0.461689,1.04713,0.168523,-0.520108,-3.66377,-0.980568,-2.10377,0.747986,0.66955,1.63989,1.44829,-0.343578,-1.21068,0.355814
-209.503,0.999498,0.147554,5,31,0,215.848,-0.48794,0.449469,-0.150726,-0.102654,0.0437626,-1.05806,-0.0790469,0.358531,1.73766,-2.45351,-5.03441,-1.22374,-2.77128,0.877074,0.808802,1.04074,2.01743,-0.181545,-0.24608,0.298465,-3.14179,0.202483,-0.379592,-0.119043,0.0561281,-1.20092,0.240035,0.398701,1.77294,-0.786674
-209.251,0.999278,0.149953,5,31,0,212.176,-0.364952,-0.0997505,0.16447,0.564255,-0.0860979,-0.978875,0.660941,0.59171,0.519581,-2.31153,6.1213,-0.75368,0.490009,0.907099,-0.122901,0.622936,0.732375,-0.0314762,-1.72936,0.335369,8.76097,-0.338436,0.0377052,0.625735,-0.0639869,-1.07308,1.74939,0.735263,0.568097,0.0566231
-210.616,0.993328,0.152291,4,31,0,213.905,-0.618075,0.780561,-0.712703,0.200406,-0.474869,1.7663,0.391573,0.496543,1.32295,-1.71481,11.3298,-0.771722,-0.181793,0.633101,-0.0753309,-0.964685,1.73521,0.690218,0.600716,-0.172577,-6.84655,0.232189,-1.57284,0.101857,-0.476115,1.77774,0.714775,0.498731,1.37332,-0.439688
-214.526,0.961892,0.152813,5,31,0,218.703,-0.252253,0.528642,1.01327,1.26327,0.398642,-1.47034,-2.25649,-0.449805,-1.4043,-3.27208,10.1839,-1.58093,0.252837,-1.61416,0.286221,-0.905711,1.29166,-0.22663,0.134491,1.11179,11.3815,0.471653,1.01238,1.30437,0.410891,-1.46983,-1.89497,-0.385592,-1.38478,-1.80913
-211.977,0.999936,0.144078,5,31,0,219.374,-0.389744,1.86666,0.190735,-0.292847,0.00859513,0.86441,-1.94242,-1.34323,-1.02857,-2.73919,10.1714,-0.733639,1.17154,2.13843,0.417286,-1.8481,-1.53832,0.157423,-1.05514,-1.62148,-0.0753927,1.7543,0.0909889,-0.280816,0.0222783,0.854697,-1.7509,-1.32108,-1.02583,-1.58055
-211.004,0.994595,0.14648,4,31,0,218.116,-0.654722,0.873673,1.12698,-0.290384,-0.281874,-0.16844,-0.849548,-1.34743,-0.513521,-2.4253,13.0834,1.97337,-1.06825,-0.160469,0.223298,1.11808,-2.6346,-0.660667,-0.885745,-0.934563,-17.3405,0.550606,0.849109,-0.374319,-0.281076,-0.362758,-1.25557,-1.47815,-0.574275,-0.89782
-213.992,0.9829,0.147339,4,15,0,218.726,-0.208249,1.38777,1.28163,0.54271,1.16631,0.0229867,0.44232,-1.38349,1.09109,-2.31163,-18.2507,0.107839,0.621823,-0.836504,-0.680266,-0.196448,-1.22096,-0.862231,-0.870661,-0.623669,21.4735,1.34224,1.40339,0.672162,1.20898,0.0889777,2.04211,-1.26538,1.20752,-0.0152456
-210.624,0.999348,0.144845,4,15,0,216.926,-0.348657,0.610705,1.42614,0.245617,-0.0947966,-0.199528,-0.0905336,-0.466602,2.17239,-1.92812,16.8727,1.4347,0.651836,0.681554,1.36952,0.141116,1.75553,-1.2965,0.1223,-0.549136,9.79259,0.36646,1.52214,0.333329,-0.061189,-0.261492,1.1645,-0.360663,2.37505,-0.558906
-211.091,0.999386,0.147026,5,31,0,214.189,-0.492377,1.05751,1.63606,0.447446,-0.0157289,0.176258,-1.04712,-0.622026,2.23573,-1.7107,-12.0886,0.593091,-0.256308,0.237824,0.10574,0.504934,-1.85354,0.00655683,-0.857685,0.586572,-5.11497,0.706262,1.66093,0.47888,0.0088505,0.00607762,-1.57776,-0.705593,2.45501,-0.0684668
-211.059,0.999433,0.149221,5,31,0,215.685,-0.483931,0.0914417,-0.739452,-0.198681,-0.328885,-0.219876,-0.859336,0.575654,-2.38034,-2.55908,1.69196,-1.35545,1.41018,-0.901144,0.946434,-0.850957,-1.64658,0.385178,-0.244038,-1.67326,-6.12938,-0.143945,-0.97305,-0.214258,-0.319134,-0.311931,-0.728277,0.620604,-2.42631,-0.728622
-210.407,0.999422,0.151433,5,31,0,214.232,-0.317877,0.645209,1.02923,-0.107051,0.10467,-0.633389,-0.869824,-1.8374,1.73599,-1.45413,3.82749,-0.130861,-0.0850287,0.608692,0.753207,0.932318,0.225731,1.08115,0.395746,2.3986,2.8591,0.391987,1.32465,0.00319987,0.170428,-0.861002,-0.226647,-2.14593,2.1529,0.244725
-209.295,0.996685,0.153646,5,31,0,214.888,-0.498649,-0.109261,1.14955,-1.58691,0.013091,-0.873822,0.142956,-0.279524,-0.221137,-1.86639,6.45349,0.33384,1.05026,0.290684,0.141503,-1.08731,-0.362197,-2.06304,1.82025,0.767837,-3.74058,-0.616424,0.991457,-1.77286,0.0339734,-1.1812,0.819825,-0.290472,-0.250825,-0.301308
-208.22,0.999118,0.15505,4,31,0,211.813,-0.54425,-0.14368,0.646546,1.39711,-0.538888,0.226814,-0.282487,0.638743,0.577046,-1.50235,-6.0866,-0.95911,0.994234,-1.99876,-0.17453,-1.31358,0.222345,-0.0645112,-0.0383195,-0.798178,-5.45341,-0.955126,0.256295,1.60973,-0.534573,-0.0282446,-0.35582,0.821737,0.614399,-0.51709
-208.56,0.990625,0.157169,4,31,0,212.427,-0.367093,1.44612,-0.741851,-0.0959413,0.174798,-0.377462,-1.46778,0.0440254,0.760279,-1.77329,12.7452,1.08139,-0.594406,-1.95237,0.514908,-0.0593394,-0.0153741,-0.804267,-0.578455,-0.34789,-2.787,1.31211,-1.18177,-0.0457547,0.217124,-0.506492,-1.5786,0.230504,0.884226,-0.381265
-209.507,0.991832,0.156755,5,31,0,213.58,-0.326526,1.48689,-0.650438,1.15649,0.182735,0.277885,-0.867586,0.110175,1.28519,-1.78702,2.93384,-0.354116,0.522142,2.62468,-0.061172,0.954712,1.7089,0.00840415,0.359837,0.230146,6.09615,1.40254,-0.997512,1.39143,0.229566,0.310011,-0.105802,0.350776,1.47587,-0.832374
