# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,index.1
-216.042,1,0.125,5,31,0,222.012,-0.535264,-1.00182,1.92961,-0.278779,-1.85895,-1.85457,1.65097,1.34307,0.385713,-1.16155,0.0326194,9,0.111111,0.361712,0.384067,0.367174,0.355282,0.355315,0.381919,0.379551,0.372225,0.36051,9
-216.042,0,10.0182,0,1,1,220.127,-0.535264,-1.00182,1.92961,-0.278779,-1.85895,-1.85457,1.65097,1.34307,0.385713,-1.16155,0.0326194,9,0.111111,0.361712,0.384067,0.367174,0.355282,0.355315,0.381919,0.379551,0.372225,0.36051,9
-216.042,0,0.951493,0,1,1,224.095,-0.535264,-1.00182,1.92961,-0.278779,-1.85895,-1.85457,1.65097,1.34307,0.385713,-1.16155,0.0326194,9,0.111111,0.361712,0.384067,0.367174,0.355282,0.355315,0.381919,0.379551,0.372225,0.36051,9
-211.1,0.970476,0.0488594,6,63,0,223.493,-0.325114,0.616889,0.38459,-0.229923,1.15479,-0.882469,-2.07877,-0.367849,-0.0845992,-0.292238,0.575939,9,0.111111,0.507544,0.47412,0.387571,0.584185,0.302935,0.179114,0.368892,0.407614,0.379087,9
-204.95,0.99968,0.0306652,6,127,0,225.407,-0.35409,1.00723,2.22934,0.326651,0.0594443,-1.2707,-0.502283,0.80853,-0.169388,-2.08623,0.287831,9,0.111111,0.483961,0.571405,0.435347,0.416543,0.327429,0.377855,0.469695,0.400629,0.277966,9
-203.377,0.999997,0.0238891,7,127,0,209.132,-0.0624838,0.353005,0.714645,-0.488887,-0.868109,-2.09912,0.344712,0.65439,-1.29683,0.491452,0.383489,9,0.111111,0.518214,0.552697,0.437832,0.40242,0.295781,0.51742,0.546978,0.363593,0.531454,9
-203.18,0.994739,0.0203606,7,127,0,208.526,-0.419055,0.183025,1.98821,0.693304,0.686153,-1.05543,-0.90067,0.494409,-0.286374,-1.72387,0.394305,9,0.111111,0.414137,0.590228,0.463644,0.462943,0.302543,0.315573,0.444206,0.370057,0.249968,9
-201.929,0.998267,0.0181297,6,127,0,208.649,-0.561021,-0.216885,0.899617,0.434704,-0.00572216,0.227895,0.270593,0.193195,-0.368075,-0.765546,0.768403,9,0.111111,0.325705,0.532516,0.443494,0.362295,0.404703,0.412632,0.398296,0.300724,0.240623,9
-201.88,0.999753,0.0170186,7,127,0,206.499,0.221188,0.37317,0.694748,0.264821,-0.772066,-1.28618,-0.131812,0.756412,-0.663007,-1.34544,0.831946,9,0.111111,0.629867,0.689799,0.608618,0.396247,0.299676,0.527853,0.700668,0.418144,0.289433,9
-207.671,0.999435,0.0165412,7,127,0,209.377,-0.479665,-0.0749323,-0.00313426,1.43135,-0.352669,-0.582383,0.564072,1.08137,-0.89619,-1.58018,0.140286,9,0.111111,0.379852,0.382227,0.430732,0.370717,0.363231,0.401184,0.418736,0.353112,0.331515,9
-205.722,0.995026,0.0164174,7,127,0,212.915,-0.113193,-0.142741,0.135385,1.21285,-0.199969,-1.34345,0.982834,1.62133,-0.0415803,0.315529,0.661987,9,0.111111,0.448264,0.494108,0.6659,0.438914,0.268443,0.631215,0.723144,0.464878,0.523903,9
-205.747,0.996006,0.016331,7,127,0,211.982,-0.707742,0.550034,0.701599,0.282103,-0.0300592,-0.802483,0.901279,1.97268,-0.32359,0.268682,0.401459,9,0.111111,0.380618,0.395063,0.355606,0.327435,0.263102,0.414373,0.521039,0.30203,0.354372,9
-207.346,0.999943,0.0164932,8,255,0,212.419,-0.241374,-0.423489,1.27525,1.81224,-0.563385,-0.737821,-1.2785,-0.856682,-0.768309,-1.61021,0.73706,9,0.111111,0.36505,0.667868,0.749201,0.341499,0.313202,0.234386,0.294672,0.308388,0.193379,9
-204.495,0.999998,0.0170173,7,255,0,211.734,-0.244812,-0.342125,1.12323,1.79755,-0.486102,-0.778973,-1.36,-0.51652,-0.990111,-1.50962,0.632141,9,0.111111,0.386729,0.614253,0.709198,0.365378,0.32361,0.248893,0.360931,0.295108,0.231635,9
-204.661,0.994562,0.0176785,7,127,0,210.818,-0.461488,0.472937,1.93844,-0.542798,-0.393558,-1.43052,0.965061,0.237914,-0.969273,-0.809999,0.492273,9,0.111111,0.443079,0.620755,0.325482,0.341813,0.237634,0.503396,0.414748,0.281176,0.297292,9
-202.999,0.999787,0.0181481,6,127,0,207.738,0.138699,-0.426448,0.241712,0.710048,-0.991194,-1.43812,0.422085,-0.778202,-1.6439,-0.454497,0.531418,9,0.111111,0.478033,0.566393,0.626219,0.404189,0.348521,0.589767,0.431716,0.324121,0.474315,9
-202.492,0.999075,0.0190052,7,127,0,209.454,-0.663148,1.02917,2.26488,0.915445,0.514452,-0.544392,-1.12972,1.28258,-0.176211,-1.09111,0.544731,9,0.111111,0.474391,0.638902,0.458973,0.405425,0.276939,0.217798,0.508878,0.318834,0.221403,9
-204.225,0.997758,0.0199117,7,127,0,210.953,-0.927324,0.725215,1.21738,1.61295,0.261197,0.0394832,1.48859,1.49125,0.318501,1.30835,0.652231,9,0.111111,0.388335,0.466722,0.531133,0.319306,0.288728,0.510893,0.511326,0.327484,0.481513,9
-203.432,0.999898,0.0208175,7,127,0,208.123,-0.83389,0.388771,1.33903,1.44984,0.0518435,0.310814,1.55631,1.97594,0.0149416,0.625078,0.730579,9,0.111111,0.365897,0.536031,0.556096,0.310879,0.352786,0.575204,0.64787,0.305133,0.406797,9
-201.3,0.999596,0.0219341,7,127,0,207.914,-0.190205,0.067103,0.897974,-0.268822,-0.361339,-1.16128,-1.1148,-0.507096,-1.68121,-0.996657,0.550804,9,0.111111,0.461764,0.575518,0.416229,0.403902,0.303679,0.309119,0.384731,0.246713,0.323186,9
-201.293,0.999266,0.0231074,7,127,0,205.012,0.133135,-0.471372,0.530568,0.0897379,-1.87155,-1.56023,-0.387845,-0.0311227,-1.53511,-0.969288,0.59709,9,0.111111,0.462989,0.610623,0.546544,0.27203,0.310354,0.475409,0.528607,0.313574,0.390403,9
-203.84,0.99445,0.0243294,6,63,0,207.186,0.0325948,-0.15943,0.186856,-0.646944,-1.64992,-1.32306,-0.00945811,-0.720804,-1.71415,-1.5689,0.651505,9,0.111111,0.482189,0.538507,0.403984,0.260699,0.303776,0.506608,0.392453,0.252715,0.271,9
-202.042,0.999316,0.02526,6,127,0,208.795,-0.549614,-0.162684,1.18142,1.46319,0.11256,-1.22409,-0.899247,0.923046,-0.207759,-1.13744,0.424057,9,0.111111,0.3501,0.487846,0.517708,0.377098,0.255651,0.282733,0.460535,0.345763,0.262705,9
-203.622,0.999841,0.0266033,6,127,0,206.714,-0.574094,0.981846,1.31071,1.13862,0.56259,-1.4583,-1.21704,1.22235,-0.65411,-0.259556,0.436398,9,0.111111,0.46366,0.499474,0.480709,0.418586,0.229614,0.248766,0.489835,0.297434,0.33462,9
-202.765,0.999812,0.0280524,6,63,0,206.898,-0.681817,0.090232,1.46512,1.81298,-0.16326,-0.341432,-1.73965,0.560172,-0.781338,0.274993,0.543917,9,0.111111,0.34689,0.52874,0.575492,0.316346,0.295769,0.164099,0.406819,0.248468,0.369994,9
-202.725,0.998636,0.0295646,7,127,0,208.982,-0.320656,0.702282,0.897195,0.75863,-0.483127,-1.24063,2.08678,1.32891,-0.342739,-1.14372,0.502038,9,0.111111,0.507978,0.532397,0.515047,0.362806,0.280194,0.674143,0.58577,0.379252,0.29011,9
-205.586,0.985664,0.0310373,6,63,0,207.59,-0.52893,0.231994,0.606274,0.783563,0.00411,-1.24374,1.9325,0.954495,-0.503331,-0.850834,0.242159,9,0.111111,0.383965,0.405617,0.416008,0.370999,0.303621,0.484765,0.426098,0.342806,0.324106,9
-204.763,0.999671,0.031399,6,63,0,209.848,-0.355372,1.77268,0.332982,0.267107,-0.348244,-1.07579,1.2703,1.01807,-1.26385,-0.68664,0.543121,9,0.111111,0.647349,0.45648,0.447618,0.367139,0.28097,0.582868,0.549231,0.260804,0.325568,9
-206.116,0.985681,0.0330274,6,127,0,211.463,-0.360423,-0.618131,2.04507,0.0687912,-0.790358,-1.35889,-0.952629,-0.810608,0.659759,-0.329059,0.531493,9,0.111111,0.334265,0.674041,0.419735,0.314214,0.253002,0.295933,0.311899,0.497559,0.369278,9
-206.183,0.992418,0.0333986,6,63,0,211.444,-0.0565972,-0.0198507,-0.00580728,1.52063,-1.54265,-1.10498,-0.66546,0.075512,-0.249465,-0.56414,0.319685,9,0.111111,0.484269,0.485391,0.605761,0.36592,0.398949,0.43307,0.491886,0.465966,0.441039,9
-210.219,0.999579,0.0343979,6,63,0,215.993,-0.579391,-1.07211,2.15562,1.07547,1.23839,-2.14609,0.808547,-0.367144,-1.83759,-0.141199,0.221464,9,0.111111,0.306438,0.474522,0.415515,0.424303,0.258329,0.401234,0.340582,0.271633,0.351908,9
-209.383,0.999493,0.0361053,6,63,0,215.34,-0.201607,-1.38736,2.26838,1.0059,0.394979,-1.89903,0.909844,0.163488,-2.81315,-0.330783,0.269577,9,0.111111,0.359944,0.601063,0.517383,0.476235,0.328817,0.510915,0.460698,0.276884,0.427813,9
-207.377,0.998719,0.0378574,6,63,0,214.586,-0.616748,1.45904,0.641596,0.508325,-0.377263,0.130912,1.52794,0.994194,1.02336,-0.500127,0.520329,9,0.111111,0.535549,0.429741,0.412837,0.307241,0.366182,0.544453,0.475161,0.478947,0.293804,9
-203.882,0.99881,0.0395795,6,63,0,210.54,-0.721298,0.895072,1.66339,2.00453,0.701986,-0.871916,1.09201,0.0473512,-0.476053,-0.716563,0.568333,9,0.111111,0.44705,0.555782,0.602991,0.420106,0.228494,0.474853,0.333058,0.270546,0.24443,9
-201.903,0.996732,0.0413566,6,63,0,207.81,-0.511935,0.617404,1.85852,0.933615,-0.193999,-0.534707,-0.688097,-0.431332,-1.21976,-0.258846,0.818915,9,0.111111,0.498417,0.733027,0.562821,0.338317,0.278922,0.254372,0.296263,0.180818,0.326533,9
-205.564,1,0.0429435,6,63,0,207.896,-0.328309,0.435338,0.714744,1.94479,-0.705189,-1.44242,0.0758741,1.85397,-0.810213,1.17593,0.487529,9,0.111111,0.471015,0.505037,0.65018,0.338025,0.262787,0.427681,0.640044,0.326664,0.560943,9
-201.628,0.999488,0.0449409,6,63,0,209.173,-0.276957,-0.358752,1.27747,1.03469,-0.740876,-0.736264,-0.374337,-0.792498,-0.57611,-1.6807,0.490752,9,0.111111,0.388644,0.586609,0.55745,0.345124,0.345635,0.386829,0.339421,0.363621,0.249409,9
-199.907,0.966788,0.0469293,6,63,0,205.269,-0.0308975,-0.151393,0.359813,0.0531786,-0.60412,-1.31427,0.321668,0.640045,-0.682752,-0.35371,0.530208,9,0.111111,0.472237,0.539885,0.499325,0.41309,0.325692,0.534857,0.576509,0.40302,0.445607,9
