# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,index.1
-209.861,0.995278,0.0179295,7,127,0,213.824,-0.704799,-0.478758,2.30305,-0.543728,-0.557808,-0.0372752,0.884574,0.180241,6,0.166667,0.311935,0.428078,0.309427,0.308885,0.329264,0.366941,6
-213.762,0.999895,0.0178475,8,255,0,217.258,-0.554736,-0.614454,-0.2798,1.46926,-1.50376,1.06931,-1.86339,0.0563691,6,0.166667,0.356779,0.36112,0.384163,0.345359,0.378843,0.34079,6
-213.183,0.999967,0.0182421,8,255,0,218.339,-0.410194,1.13675,-0.205118,-1.83946,1.39135,1.52351,-0.759588,0.0284434,6,0.166667,0.406643,0.397467,0.386389,0.408391,0.4093,0.393697,6
-216.013,0.987439,0.0188148,4,31,0,218.595,-0.711238,1.15494,-0.214537,-1.9315,1.48796,1.55143,-0.811142,0.028084,6,0.166667,0.336529,0.327996,0.317457,0.33862,0.339019,0.324314,6
-215.292,0.999993,0.0187848,8,255,0,219.001,-0.620749,-0.783918,0.457271,1.60595,-1.90101,-1.81955,0.673399,0.309047,6,0.166667,0.29671,0.382387,0.468931,0.230011,0.2345,0.39828,6
-216.078,0.999865,0.0196035,7,127,0,222.084,-0.681319,2.60942,0.557325,1.81135,1.00039,-0.0307389,-0.98415,0.0364551,6,0.166667,0.357509,0.340515,0.350854,0.344151,0.335717,0.328011,6
-214.6,0.999597,0.0205233,6,63,0,218.001,-0.203316,2.72366,0.0537548,1.01679,0.110841,0.0512952,-0.782071,0.0333172,6,0.166667,0.471887,0.449789,0.457741,0.450259,0.449768,0.442907,6
-209.546,0.999962,0.0215244,7,127,0,217.339,-0.282796,-1.38308,0.0607756,-1.51394,0.00725755,-0.71087,0.40013,0.264996,6,0.166667,0.343146,0.43372,0.335373,0.43024,0.384338,0.455924,6
-208.214,0.998181,0.0226406,7,127,0,212.729,-0.443388,-0.95222,0.459789,-0.856574,0.428205,-1.01066,-0.555535,0.172901,6,0.166667,0.352509,0.410018,0.356293,0.408698,0.350206,0.368318,6
-208.24,0.999986,0.0237163,7,127,0,210.193,-0.374859,-0.912461,0.681884,-0.857468,0.31251,-1.30248,-0.492126,0.151059,6,0.166667,0.374562,0.432452,0.37651,0.418812,0.360865,0.389551,6
-208.239,0.997439,0.0249978,7,127,0,210.969,-0.392862,-1.37228,0.707707,-0.0464078,-0.402581,-1.08068,-0.319252,0.293363,6,0.166667,0.311002,0.45382,0.399757,0.374967,0.329622,0.380714,6
-209.542,0.993006,0.0261607,7,127,0,211.975,-0.594229,0.176294,-0.137952,-1.89729,0.101724,-0.14715,-0.30922,0.108608,6,0.166667,0.360065,0.352239,0.309964,0.358201,0.352011,0.348007,6
-206.615,0.998207,0.0270301,7,127,0,211.541,-0.47753,0.980426,0.980975,0.0704786,4.20401e-05,0.161174,-0.166325,0.603923,6,0.166667,0.528612,0.528694,0.392941,0.382842,0.40608,0.359398,6
-211.97,0.997409,0.0283596,7,127,0,214.576,-0.399208,0.846296,0.55989,-1.78698,0.966433,-1.05313,1.8734,0.0695213,6,0.166667,0.415719,0.410891,0.372048,0.417749,0.384043,0.433161,6
-211.541,0.998961,0.0296793,7,127,0,213.52,-0.4919,0.360924,1.37962,0.453236,-1.34903,-2.75651,0.231876,0.142617,6,0.166667,0.39164,0.426746,0.394781,0.335303,0.292137,0.387263,6
-205.37,0.995116,0.0311882,6,63,0,215.671,-0.52801,0.563328,0.0840714,-1.04359,-0.0806541,-0.300389,0.59714,0.451642,6,0.166667,0.432027,0.379884,0.269072,0.362522,0.339914,0.435778,6
-206.67,0.984131,0.0324021,6,63,0,209.914,-0.176855,0.468928,0.182388,-2.08066,-0.692007,-0.34826,-0.339862,0.482161,6,0.166667,0.512309,0.477786,0.23504,0.375073,0.414651,0.415634,6
-205.739,0.993997,0.032627,6,127,0,212.617,-0.537623,0.583945,0.370261,0.587415,-0.850994,-0.469481,0.257032,0.42631,6,0.166667,0.428327,0.406181,0.428689,0.288966,0.323493,0.394593,6
-206.903,0.997717,0.0337701,6,63,0,208.384,-0.708199,2.0174,0.545933,-0.587843,0.372897,-0.117678,0.267494,0.441463,6,0.166667,0.545476,0.385282,0.275337,0.367355,0.318614,0.35661,6
-207.473,0.995432,0.0352972,6,127,0,213.242,-0.577976,-0.468921,1.02031,-1.2026,-0.576165,0.00998246,0.779688,0.4638,6,0.166667,0.310997,0.473835,0.243103,0.30044,0.360465,0.446121,6
-206.752,1,0.0366377,6,63,0,208.687,-0.334839,0.496303,0.623344,-1.10322,-0.704241,-1.02732,-0.39528,0.184196,6,0.166667,0.439443,0.445215,0.368642,0.385905,0.371902,0.399476,6
-209.103,0.996159,0.0384803,6,63,0,210.206,-0.480565,0.257176,-0.191542,-0.485216,0.913306,-1.82076,-0.455664,0.138849,6,0.166667,0.390584,0.375859,0.366343,0.412473,0.324454,0.367296,6
-207.383,0.999977,0.039966,6,63,0,210.318,-0.556044,-0.476913,0.544711,0.524452,-0.484751,-0.124526,0.527518,0.147459,6,0.166667,0.348334,0.383263,0.382557,0.348072,0.360221,0.382664,6
-208.453,0.999843,0.0419063,5,63,0,210.768,-0.494818,-0.81318,0.717948,0.257544,-0.219779,-0.507821,0.176176,0.0472677,6,0.166667,0.369758,0.386777,0.381628,0.376318,0.373128,0.380721,6
-206.623,0.999655,0.0438878,6,63,0,213.243,-0.889785,1.20875,1.48823,-0.7758,0.718524,0.454947,0.995985,0.573742,6,0.166667,0.451089,0.491019,0.208351,0.382834,0.347791,0.421079,6
-206.404,0.964293,0.0459016,6,95,0,210.984,-0.149081,0.713675,0.00859331,0.269761,-0.789234,-0.844274,-0.0627392,0.514416,6,0.166667,0.554296,0.463898,0.497422,0.364687,0.358153,0.454785,6
-208.792,0.998348,0.0437413,6,63,0,210.381,-0.0894876,-0.500546,0.20807,-2.07218,-0.807359,-1.02547,-0.404287,1.01685,6,0.166667,0.354694,0.530484,0.100058,0.286908,0.243749,0.377403,6
-209.071,1,0.0455517,6,63,0,212.099,-0.794036,2.11924,1.32586,1.00871,0.50503,-0.00489237,0.944882,0.547227,6,0.166667,0.590412,0.482884,0.439784,0.373397,0.310729,0.431196,6
-206.92,0.999965,0.0476019,5,31,0,210.245,-0.707971,1.67882,1.02919,0.367341,0.684444,-0.0371103,0.785393,0.351046,6,0.166667,0.470378,0.414188,0.359159,0.385161,0.327173,0.393586,6
-207.862,0.990525,0.0496992,6,127,0,212.512,-0.350552,-0.408478,-0.176992,0.238332,-1.13966,-0.87029,-0.067241,0.105464,6,0.166667,0.402843,0.40873,0.419356,0.38444,0.391184,0.41153,6
-208.927,0.999634,0.0506233,6,63,0,211.068,-0.525538,1.02475,1.06722,0.336507,-1.95554,0.510183,0.521975,0.279869,6,0.166667,0.440597,0.443528,0.393802,0.254865,0.405463,0.406259,6
-205.461,0.998674,0.0527345,6,63,0,210.358,-0.641617,1.04046,0.903083,0.232601,0.326852,-0.488966,0.510028,0.528341,6,0.166667,0.477042,0.458972,0.373151,0.38487,0.289059,0.408022,6
-208.313,0.982934,0.0547605,5,31,0,211.107,-0.718852,0.343019,1.68446,0.461738,-0.349173,0.115649,0.569953,0.638761,6,0.166667,0.377601,0.588341,0.395581,0.280519,0.344122,0.412222,6
-205.565,0.942879,0.0546528,4,15,0,214.015,-0.470503,0.678885,0.588796,0.558987,-0.228215,0.0694331,0.0230642,0.508657,6,0.166667,0.468745,0.457352,0.453591,0.357419,0.392889,0.387277,6
-206.489,0.999031,0.0494263,5,31,0,207.679,-0.550619,-0.0600872,0.438146,0.258539,-0.121279,-0.574452,0.423447,0.796035,6,0.166667,0.354698,0.449711,0.414641,0.343629,0.26739,0.446817,6
-208.935,0.99481,0.0513257,6,63,0,209.416,-0.394713,1.0177,0.152477,0.325899,-1.20701,-0.232866,-0.978778,0.0655276,6,0.166667,0.418721,0.404989,0.40773,0.383716,0.398919,0.387259,6
-209.803,0.992243,0.0527188,5,63,0,214.944,-0.422513,0.65073,1.15403,-0.462966,-0.142996,-1.80989,-0.245465,0.0458074,6,0.166667,0.403066,0.408626,0.390855,0.39435,0.376268,0.393229,6
-210.447,0.979884,0.0537869,6,63,0,211.922,-0.572412,0.935423,0.775412,0.221092,0.150369,-1.37299,-0.512115,0.0280344,6,0.166667,0.366749,0.365708,0.362111,0.361653,0.351853,0.357376,6
-209.797,0.994771,0.0532559,6,63,0,214.063,-0.428999,-0.0570497,0.250801,-1.02197,-0.310584,0.895533,0.463211,0.0171806,6,0.166667,0.394131,0.395395,0.39018,0.393092,0.398046,0.396268,6
-208.887,0.99335,0.054624,6,63,0,213.262,-0.358597,0.979109,-0.80574,-0.584755,-0.327688,-0.0859051,-1.27226,0.116263,6,0.166667,0.439113,0.38882,0.394943,0.402107,0.408883,0.376011,6
-207.381,0.999881,0.0558113,6,63,0,210.833,-0.337987,1.04911,0.648524,-0.191922,-0.493624,-1.18611,-1.05304,0.212621,6,0.166667,0.4713,0.450142,0.406418,0.39104,0.356594,0.363112,6
-209.314,0.996041,0.0578767,5,31,0,211.563,0.0377256,0.248163,-1.37413,-0.258256,-1.01858,-1.02724,-0.418324,0.574165,6,0.166667,0.544932,0.320548,0.472389,0.366536,0.365382,0.449557,6
-205.694,0.999135,0.0594463,5,31,0,211.011,-0.213402,0.255174,-0.326754,-0.325721,-1.1437,-1.0016,-0.597017,0.43243,6,0.166667,0.474258,0.412243,0.412351,0.330047,0.343773,0.384245,6
-205.585,0.99964,0.0614652,5,31,0,207.022,-0.217877,0.375745,0.197592,-1.19892,-1.1156,-1.23851,-0.125372,0.489619,6,0.166667,0.491525,0.469754,0.308981,0.317758,0.304857,0.430635,6
-206.257,0.996385,0.0635888,4,31,0,211.504,-0.536446,-0.280469,0.612778,-0.563947,-0.523769,-0.619249,0.712526,0.270572,6,0.166667,0.351527,0.408385,0.334248,0.336671,0.330927,0.414921,6
-206.27,0.999046,0.0652602,5,63,0,209.307,-0.40314,0.175827,0.270652,-0.0963993,-0.963829,-1.05107,0.336777,0.549121,6,0.166667,0.423947,0.436712,0.387917,0.282438,0.272832,0.445663,6
-208.094,0.972564,0.0673485,5,31,0,208.614,-0.360029,0.169097,-0.148774,-0.773812,-0.290268,-0.891895,-1.36122,0.236848,6,0.166667,0.420681,0.40245,0.367419,0.394418,0.360943,0.335719,6
-207.528,0.99977,0.0654411,5,31,0,209.551,-0.496225,0.514954,0.201418,-0.806329,-0.116132,-1.76036,0.605704,0.239997,6,0.166667,0.407904,0.389864,0.334091,0.371895,0.285222,0.413174,6
-209.306,0.996093,0.0675964,5,47,0,212.853,-0.446804,1.00489,0.975586,-2.76569,-0.307082,0.110329,-0.0733643,0.662542,6,0.166667,0.554526,0.549726,0.0928612,0.342931,0.407646,0.37862,6
-207.199,0.999341,0.0692159,5,31,0,213.009,-0.444464,0.283264,0.192278,-0.0414138,0.430679,0.0751765,-0.16416,0.0968774,6,0.166667,0.39723,0.395121,0.389723,0.400654,0.392413,0.386899,6
-208.3,0.996114,0.0713546,4,31,0,209.219,-0.467029,-0.249547,-0.0477274,-0.518774,0.435602,0.726198,-0.490439,0.0778857,6,0.166667,0.380727,0.38444,0.375795,0.393386,0.3988,0.376313,6
-211.219,0.991986,0.0730021,5,63,0,213.125,-0.542932,-0.858958,2.40269,1.26915,-0.796515,0.0846466,0.809014,0.138425,6,0.166667,0.340328,0.447608,0.409206,0.342271,0.370234,0.393901,6
-208.151,0.992818,0.0739858,6,63,0,214.904,-0.333835,1.75473,-0.560726,-1.52573,0.00744889,-0.803455,-0.378054,0.320311,6,0.166667,0.55681,0.374387,0.305224,0.417888,0.356362,0.388189,6
-210.243,0.92281,0.0750963,5,63,0,217.805,-0.457952,-0.753115,1.85493,-0.119486,0.392188,0.627082,1.20717,0.158168,6,0.166667,0.359607,0.458952,0.382996,0.402293,0.411258,0.43364,6
-210.376,0.99978,0.0654961,5,31,0,213.655,-0.567775,0.214231,0.961464,-1.16417,-0.108715,0.783893,1.1559,0.0328844,6,0.166667,0.363379,0.369082,0.352959,0.360925,0.367723,0.370572,6
-211.005,0.996704,0.0674984,6,63,0,213.552,-0.261858,-1.70589,0.48255,0.750339,0.654782,-1.24503,-0.818564,0.136594,6,0.166667,0.378746,0.45117,0.460243,0.457002,0.393667,0.407655,6
-210.985,0.998801,0.069073,6,63,0,217.591,-0.484997,-1.72123,0.993239,0.527966,0.485422,-0.61032,-0.382778,0.304534,6,0.166667,0.267142,0.454496,0.419649,0.416497,0.338304,0.353985,6
-208.801,0.99987,0.0709725,5,31,0,213.87,-0.500777,-0.788215,0.264522,-0.13717,0.932765,0.530703,-0.185585,0.066096,6,0.166667,0.365198,0.381475,0.37523,0.391949,0.385635,0.37448,6
-208.092,0.989221,0.0730577,5,31,0,210.36,-0.528213,0.799168,-0.000328786,0.00315308,-0.150396,0.359582,0.298752,0.0543575,6,0.166667,0.381126,0.37093,0.370974,0.369028,0.375506,0.374731,6
-211.68,0.934308,0.0735062,6,63,0,213.798,-0.585091,-0.796582,0.849575,0.335489,-1.77812,1.26779,-0.157386,0.043045,6,0.166667,0.349923,0.366208,0.361087,0.340374,0.370396,0.356207,6
-210.926,0.99761,0.0659199,6,63,0,220.335,-0.565071,0.782393,-0.0939329,0.0299201,1.77839,-0.461863,-0.582803,0.0288011,6,0.166667,0.367598,0.36175,0.362574,0.374291,0.359307,0.358506,6
-211.104,0.999886,0.0675079,6,63,0,214.931,-0.588488,-0.755218,0.305684,-0.325074,1.72546,0.600409,0.19349,0.285898,6,0.166667,0.309084,0.377284,0.335943,0.476223,0.397275,0.369778,6
-207.228,0.985672,0.0694344,5,31,0,213.281,-0.462369,0.749712,0.876736,-1.00906,0.732426,-0.432186,0.781235,0.215085,6,0.166667,0.425284,0.431975,0.336395,0.424376,0.36463,0.426942,6
-208.759,0.898607,0.0693275,6,63,0,218.355,-0.367056,0.45384,-1.29002,0.590085,-0.382318,-0.519047,-0.0539785,0.323551,6,0.166667,0.445168,0.313363,0.45608,0.379716,0.369353,0.405037,6
-210.52,0.984098,0.0579089,6,63,0,214.233,-0.463506,0.171012,2.27495,0.186411,-1.82924,-0.929321,0.179235,0.106649,6,0.166667,0.390486,0.445002,0.390877,0.341056,0.362942,0.390695,6
-210.963,0.999452,0.0576753,5,63,0,212.811,-0.460053,0.147488,2.324,-0.525735,-1.3001,-1.15575,-0.249333,0.0630555,6,0.166667,0.389182,0.422258,0.379139,0.367715,0.369834,0.38325,6
-213.889,0.994952,0.0592541,6,63,0,218.81,-0.401961,1.89758,-1.75708,-1.08783,1.00853,1.08826,-0.443122,0.0194634,6,0.166667,0.409743,0.392656,0.395767,0.405565,0.405939,0.398772,6
-208.164,0.974628,0.0603026,6,63,0,217.171,-0.686836,0.276466,0.59474,0.423042,-0.645785,0.754096,0.138408,0.296889,6,0.166667,0.353256,0.375131,0.363261,0.293476,0.386285,0.343949,6
-208.867,0.99933,0.0588993,6,63,0,210.343,-0.330105,0.402581,1.23784,-0.70204,-0.0253251,0.11468,0.469686,0.0698302,6,0.166667,0.42507,0.439383,0.406337,0.417785,0.420165,0.426216,6
-211.561,0.944578,0.0604453,5,63,0,219.036,-0.528724,0.403587,-0.0152558,-0.113953,-1.80993,1.90485,0.735707,0.150653,6,0.166667,0.385108,0.370278,0.366818,0.309727,0.439855,0.397022,6
-211.432,0.98721,0.0556152,6,63,0,217.774,-0.518942,0.639054,0.206463,-0.180004,1.39282,-0.819386,-0.542901,0.00702581,6,0.166667,0.37415,0.373439,0.372804,0.375391,0.371754,0.372208,6
-211.586,0.999952,0.055712,6,63,0,213.464,-0.443616,-0.031794,0.400527,0.819939,1.42114,-1.20623,0.383777,0.00838069,6,0.166667,0.390816,0.391679,0.392517,0.393719,0.388476,0.391646,6
-208.338,0.982476,0.0572194,6,63,0,214.89,-0.599043,0.590338,0.421275,-0.290905,-0.886102,-0.208725,0.5043,1.12587,6,0.166667,0.516395,0.468855,0.283622,0.168446,0.302791,0.492184,6
-214.154,1,0.0567688,6,63,0,215.894,-0.430578,1.19341,1.30159,-1.98874,1.88153,-1.17363,1.74425,0.0864275,6,0.166667,0.418865,0.421143,0.353781,0.433408,0.370048,0.430496,6
-214.205,0.99601,0.0582779,5,63,0,215.98,-0.438144,1.34579,1.27532,-1.93637,1.71688,-1.1593,1.93126,0.084061,6,0.166667,0.419454,0.418012,0.354134,0.427069,0.369213,0.431484,6
-211.167,0.976104,0.0593448,6,63,0,217.717,-0.525155,-0.680618,-0.792927,1.53332,-1.47867,-0.92251,-0.28984,0.11975,6,0.166667,0.352822,0.349757,0.415436,0.331319,0.346236,0.363579,6
-210.662,0.95585,0.0581356,6,63,0,214.972,-0.679764,-0.0101901,0.984024,-1.16677,1.27655,-0.0368146,-0.509516,0.150727,6,0.166667,0.335971,0.37018,0.298254,0.380517,0.335076,0.319393,6
-209.916,0.999553,0.0547802,5,63,0,211.973,-0.587706,-0.163972,1.14121,-1.17738,1.42494,0.19668,-0.0174553,0.0888478,6,0.166667,0.353824,0.380763,0.333519,0.386724,0.361184,0.356805,6
-211.113,0.960848,0.0561476,5,55,0,215.228,-0.489692,-1.2034,0.611986,-1.64852,0.53662,-0.596594,-0.34431,0.0220628,6,0.166667,0.373731,0.383152,0.371435,0.382759,0.37687,0.378178,6
-208.559,0.999287,0.0534397,6,63,0,216.21,-0.508826,0.415144,0.150129,0.58221,0.45424,1.05768,0.747513,0.17528,6,0.166667,0.39268,0.381659,0.399685,0.394316,0.419839,0.406657,6
-208.994,0.999675,0.0547293,6,63,0,210.633,-0.308368,0.36673,0.811345,-1.02617,-1.47073,-2.14446,-0.119061,0.356964,6,0.166667,0.455751,0.495313,0.337451,0.302934,0.254669,0.413172,6
-207.693,0.995601,0.056074,6,63,0,211.517,-0.471742,1.73104,0.482646,-0.565774,-0.555568,-0.861386,0.338762,0.13418,6,0.166667,0.440417,0.399636,0.366408,0.366726,0.35725,0.395013,6
-206.235,0.998688,0.0569956,5,63,0,209.585,-0.675209,1.48535,0.636035,-1.75699,-0.435583,-0.105312,0.313473,0.777011,6,0.166667,0.617493,0.454873,0.115025,0.266264,0.31929,0.393736,6
-206.663,0.904175,0.0582545,6,63,0,210.398,-0.164041,-0.589677,0.270294,-0.313603,-0.361572,-1.16586,-0.150658,0.502499,6,0.166667,0.386902,0.492946,0.420279,0.414418,0.320846,0.440349,6
-209.24,0.962606,0.0499076,6,63,0,212.584,-0.336054,1.27258,-0.132255,-0.391048,-0.424676,0.450147,0.868983,0.0751876,6,0.166667,0.440195,0.414353,0.40964,0.409028,0.425018,0.432731,6
-210.123,0.994606,0.0477145,6,63,0,213.432,-0.52305,-1.74331,0.650199,-0.319069,-0.377884,-1.14198,-0.324246,0.236659,6,0.166667,0.281786,0.408741,0.354673,0.351494,0.311458,0.354393,6
-207.35,0.999912,0.0484118,6,63,0,211.387,-0.557378,-0.117919,-0.163085,-0.482883,-1.15791,-0.114671,0.0487389,0.320128,6,0.166667,0.355459,0.352154,0.329165,0.283319,0.355698,0.367775,6
-206.674,0.996646,0.049591,5,63,0,209.033,-0.483986,0.182929,0.298595,-0.114545,-0.682074,-0.207551,-0.446561,0.646415,6,0.166667,0.409571,0.427767,0.364004,0.283963,0.350202,0.315906,6
-207.332,0.999953,0.050481,5,47,0,208.375,-0.580809,-0.198029,0.352642,0.192799,-0.841811,-0.998501,0.200016,0.367333,6,0.166667,0.34219,0.389058,0.375196,0.291103,0.279369,0.375818,6
-207.379,0.999235,0.0516861,6,63,0,210.621,-0.410397,1.23405,1.12995,-0.121801,0.171627,0.365608,0.130399,0.259226,6,0.166667,0.477391,0.470663,0.391271,0.409531,0.421743,0.406949,6
-207.379,3.56425e-126,1.69076,1,1,0,208.683,-0.410397,1.23405,1.12995,-0.121801,0.171627,0.365608,0.130399,0.259226,6,0.166667,0.477391,0.470663,0.391271,0.409531,0.421743,0.406949,6
-207.379,1.97488e-42,2.74945,1,1,0,211.169,-0.410397,1.23405,1.12995,-0.121801,0.171627,0.365608,0.130399,0.259226,6,0.166667,0.477391,0.470663,0.391271,0.409531,0.421743,0.406949,6
-206.859,0.986471,0.152351,4,23,0,210.373,-0.51841,0.469844,1.07683,-0.622182,-0.546663,-0.0708682,0.621093,0.145418,6,0.166667,0.38934,0.410519,0.352313,0.354823,0.370817,0.394582,6
-207.141,0.998897,0.0796845,4,31,0,208.738,-0.521487,0.418068,1.02085,-0.73996,-0.536322,-0.219412,0.671291,0.1248,6,0.166667,0.384779,0.402734,0.351185,0.356998,0.366127,0.392287,6
-209.339,0.997789,0.0541011,6,63,0,211.012,-0.717447,1.59619,1.22241,-1.0178,-0.156437,-0.732993,0.974249,0.161195,6,0.166667,0.386951,0.372759,0.292864,0.322422,0.302462,0.363454,6
-204.979,0.998939,0.041987,5,63,0,213.455,-0.827217,1.47732,0.931868,-0.199916,0.199802,-0.053212,0.544613,0.689284,6,0.166667,0.547624,0.453908,0.275875,0.334145,0.296526,0.388927,6
-207.416,0.994615,0.0357069,6,63,0,210.026,-1.02722,1.04396,0.602013,-0.258106,0.267328,0.682475,0.848909,1.093,6,0.166667,0.528427,0.408731,0.2126,0.324093,0.430143,0.475182,6
-208.371,0.996341,0.0318017,5,63,0,212.649,-1.0457,1.12054,0.648557,-0.231204,0.612115,0.215467,1.13718,0.483092,6,0.166667,0.376513,0.324672,0.239142,0.320824,0.280576,0.378402,6
-209.498,0.998655,0.029683,6,63,0,211.897,-1.07456,1.53326,0.981563,0.0389997,1.0104,0.403151,0.58436,1.14558,6,0.166667,0.664164,0.512471,0.263106,0.52072,0.351438,0.40008,6
-208.488,0.999985,0.0287547,7,127,0,211.39,-1.11135,0.831411,0.778919,-0.91783,-0.224375,0.351841,0.778366,0.656438,6,0.166667,0.362258,0.354336,0.152666,0.221209,0.293098,0.354253,6
-209.325,0.996941,0.0285902,5,31,0,215.644,-1.15761,0.584731,0.494712,-1.17242,-0.229271,0.670432,0.49761,1.24723,6,0.166667,0.39453,0.368051,0.0678696,0.190994,0.420329,0.368892,6
-209.412,0.997307,0.0286113,7,191,0,213.106,-1.28171,2.11497,2.0442,-0.186548,0.709233,0.759928,1.42782,0.617714,6,0.166667,0.506184,0.495254,0.198301,0.300775,0.307402,0.401378,6
-207.954,0.999773,0.0290111,6,127,0,210.653,-1.26533,1.68571,1.62233,-0.329343,0.743391,1.04267,1.00747,0.744424,6,0.166667,0.497388,0.485596,0.180864,0.329171,0.380094,0.37394,6
-210.87,0.99836,0.0299117,6,127,0,213.241,-1.17162,2.18176,0.656354,-0.0245443,-0.255686,0.380996,1.41332,0.621033,6,0.166667,0.545703,0.317778,0.23382,0.209091,0.281909,0.427049,6
-212.621,0.997096,0.0309091,6,63,0,215.971,-1.16181,1.81149,1.48038,-0.0204662,-1.22301,1.03412,1.33732,0.493417,6,0.166667,0.4334,0.3938,0.23651,0.146132,0.342638,0.377082,6
-209.867,0.996364,0.0319734,6,127,0,217.054,-0.90484,0.716117,0.764453,0.123697,1.20875,0.167155,0.296067,0.417151,6,0.166667,0.352947,0.357565,0.298754,0.401166,0.302565,0.314032,6
-205.99,0.999975,0.0331231,6,63,0,211.226,-0.82064,0.22423,0.992224,-0.110944,-0.342629,0.257047,0.760613,0.600873,6,0.166667,0.334944,0.444125,0.291667,0.26376,0.339351,0.410086,6
-205.709,0.999883,0.0347908,6,63,0,208.008,-0.841955,0.174253,0.485759,-0.157603,0.454708,0.232516,0.313013,1.11034,6,0.166667,0.343333,0.424923,0.265622,0.41652,0.358062,0.378857,6
