# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1480661404
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-217.118,0.999197,0.0176347,8,255,0,229.168,0.18833,0.878794,1.22461,-2.41253,-0.895837,-0.0994041,-0.163441,1.42047,-1.15188,0.585888,-1.44217,-0.102585,1.43464,-1.15773,-0.165112,0.890073,0.7249,0.643297,-1.17366,-0.931688,-0.827822,-1.29976,1.47976,0.0754883,0.993262,1.67548,-1.38694,-0.0813325,0.521622,-1.06284,0.308853,1.13658,0.342225,0.494245,-0.59687,1.08926,0.972957,1.1973,2.23774,-0.270757,-0.386337,1.52596,-1.04888,0.669936,6.77993,0.424,1.74257,-0.143612,-0.509469,0.586546,1.06006,6.1719,-1.68925,1.05601,-1.44217,-0.102585,1.43464,-1.15773,-0.165112,0.890073,0.7249,0.643297,-1.32379,4.27008,-5.7452,2.00184
-214.859,0.999562,0.0177731,8,255,0,227.378,-0.541659,0.761293,0.641621,-1.32076,0.166464,0.136565,0.351444,1.12201,-1.67685,-0.363043,1.34629,-0.357235,-0.970238,1.02101,0.262235,-1.15508,-0.770226,-0.677861,0.248429,-1.84401,-0.773832,-3.89443,0.70073,1.24336,1.23534,-0.977606,-0.158895,1.78582,0.905773,-0.584347,-0.614099,-1.91905,0.536619,1.61296,-1.81665,0.638471,-0.314362,0.795801,0.0553877,0.0294803,-1.94043,-0.945969,0.276308,-0.1163,-7.16069,-0.162981,0.557092,-5.10736,0.325576,-1.86955,-4.64364,-0.0198554,-1.62649,-0.354435,1.34629,-0.357235,-0.970238,1.02101,0.262235,-1.15508,-0.770226,-0.677861,-1.44855,-2.1075,3.4344,-1.085
-214.048,0.996811,0.0181472,8,255,0,226.307,0.435029,-0.226705,0.537222,-1.78222,-1.21672,-0.870135,-0.455724,0.624869,0.179669,1.62072,-0.00293992,1.52065,0.349867,-0.795211,0.391126,-0.280793,-0.171331,1.3194,-1.15322,0.513593,-0.0284319,-2.08238,0.586226,0.310658,0.200751,-0.257182,1.8656,0.507924,-0.0226127,-0.4883,1.40388,-0.705045,-1.61681,-0.585827,0.933001,-0.69669,-0.576472,1.57636,1.04052,-0.0659247,0.0747701,-0.392553,-2.63109,1.49207,1.64774,-0.913493,0.89876,-1.7663,-0.994258,0.0643547,-0.19076,2.91509,0.356334,1.78063,-0.00293992,1.52065,0.349867,-0.795211,0.391126,-0.280793,-0.171331,1.3194,-1.53843,2.03985,-0.633937,0.0550152
-219.385,0.978616,0.018533,7,127,0,229.995,-1.27759,1.02387,0.826291,-0.477905,0.389207,0.187718,0.604036,1.14193,-0.361025,-1.91773,-0.977976,1.07589,-0.439526,-2.31141,-0.914135,0.817316,2.2534,0.917934,0.352981,-1.19504,-0.167892,-3.45248,-1.40692,-0.682126,1.66314,-0.106347,-1.43087,0.627975,0.652584,-0.702145,-1.06741,-1.24425,0.228832,-1.80902,-0.257571,1.34981,-0.190327,0.099451,-0.344479,-1.56601,-0.432211,-0.613224,-1.24668,0.0484081,-9.19768,0.833933,0.545851,-7.21363,0.54164,-7.61757,-2.67056,-1.23538,-0.466985,-1.91775,-0.977976,1.07589,-0.439526,-2.31141,-0.914135,0.817316,2.2534,0.917934,-3.10205,-3.24777,2.77525,-1.08974
-212.732,0.999918,0.0180029,7,127,0,223.582,-0.599779,0.551906,0.310497,-0.495133,-0.143685,-0.343645,0.155499,0.417941,0.137172,-0.392427,-0.886388,0.560479,-1.12327,-1.95627,-0.165425,0.729938,1.37508,1.45232,-0.0404901,0.00766029,-0.619588,-2.85383,-1.23049,-0.155472,0.229868,0.00238078,0.586123,1.293,0.882339,-0.549903,0.924908,-1.95947,-0.635252,0.920339,0.101706,-1.57547,-0.947975,0.536682,1.82014,0.264894,0.239811,-1.66737,0.261668,-1.04823,1.73677,0.3315,0.172885,2.68055,0.708071,-2.59798,2.20509,0.467109,2.57246,-0.35113,-0.886388,0.560479,-1.12327,-1.95627,-0.165425,0.729938,1.37508,1.45232,0.0696741,0.358442,-1.50287,-0.788791
-223.725,0.993188,0.0187882,8,255,0,233.825,-0.35141,1.4795,-0.3972,-0.371991,-0.513349,0.14561,0.253745,-0.349452,-1.00296,1.24512,-0.694029,-0.649089,1.31273,-0.673091,0.765456,1.21764,-2.2737,-0.16353,-3.86007,-1.36313,-2.2878,-4.16434,-0.247661,1.42727,-0.896025,0.741286,-0.226406,0.0292398,-0.633092,-0.160481,0.206999,0.289306,-1.43932,0.267548,-0.529182,-2.66947,0.259981,1.56689,0.254052,1.59008,1.08359,-0.293486,0.075348,-0.459803,-4.17369,1.41773,-0.486153,-0.438087,-0.553792,0.0324676,0.122053,-2.08871,-0.264514,1.24221,-0.694029,-0.649089,1.31273,-0.673091,0.765456,1.21764,-2.2737,-0.16353,-1.07267,-0.876186,-0.867902,-0.986356
-225.398,0.99803,0.0192754,7,255,0,240.641,-0.335327,0.966008,-0.638306,-0.33132,-0.922973,-0.293263,0.499518,0.188509,-1.23716,1.27632,-0.885787,-1.00931,1.16579,-0.857348,0.0161449,2.07527,-2.04811,-1.25903,-3.46406,-1.51765,-2.22425,-4.5142,-0.779832,1.5983,0.534194,-0.174479,0.966188,1.15133,-0.622959,-1.7083,0.50316,0.14853,0.371419,0.818939,0.626213,0.35574,2.09532,-2.01047,-1.0092,2.82585,-1.28186,0.218849,-0.329878,0.777224,4.44679,0.893951,-0.727335,0.516319,-0.912933,-0.278886,0.471541,0.635471,-0.603453,1.28026,-0.885787,-1.00931,1.16579,-0.857348,0.0161449,2.07527,-2.04811,-1.25903,-1.10216,-1.43699,-1.12804,-0.978968
-217.424,0.992527,0.0201284,8,255,0,233.358,-0.0454921,-0.134116,1.29204,0.391643,0.109872,-0.300377,-0.289512,-0.172841,-0.602975,0.115895,0.514163,0.609727,-1.20199,0.605726,-0.194343,-2.31867,1.68958,1.08636,-0.759431,0.0258522,-0.885435,-0.52513,0.756109,-1.08187,-1.1723,0.213335,1.39026,-0.517729,1.90111,2.24327,0.961546,-0.21306,-1.40268,-1.51631,0.0418994,-0.986473,-0.60973,-0.540044,-1.52345,-0.772595,-0.371243,-0.731709,1.72672,2.10004,9.40888,-1.22418,3.77344,6.8369,1.3841,-2.14275,1.65791,8.54251,3.27416,1.92583,0.514163,0.609727,-1.20199,0.605726,-0.194343,-2.31867,1.68958,1.08636,3.2051,-2.42688,1.91057,-1.81895
-218.386,0.990794,0.0207113,7,127,0,227.28,-0.709693,0.196534,0.749656,0.207202,-0.360184,0.618027,-0.191811,0.0337508,-0.590844,-0.748799,1.1081,1.37448,-0.127702,0.455977,-0.865747,-2.84854,1.01602,1.1571,-0.927433,-0.379136,-0.67825,-0.234353,0.141248,-1.11204,1.29927,1.06329,0.609766,-0.770539,-1.31141,-0.756262,-0.810612,0.949728,-0.583972,-0.769917,-1.78978,0.400242,0.793246,-0.118951,1.44419,0.283151,1.08375,0.769144,-0.0735873,-0.136503,-15.2422,-1.83093,-1.19553,-4.56764,-1.33853,1.02433,-4.76752,-11.63,-6.72997,-3.6179,1.1081,1.37448,-0.127702,0.455977,-0.865747,-2.84854,1.01602,1.1571,-0.775406,0.022656,-1.46808,4.61654
-222.91,0.999287,0.0212341,7,127,0,229.493,0.192174,0.736398,-0.15256,-1.99117,-0.70329,-0.348804,0.205397,0.7409,-0.474808,1.00852,-1.74483,-1.94721,0.937055,-0.589207,1.4107,3.39322,-1.72165,-0.851543,-0.267123,-0.62849,-0.748273,-2.93524,-0.767942,0.849862,-0.115668,-2.06681,0.372882,-0.848405,-0.0296862,-1.00302,1.10557,0.518352,-0.550233,-0.375036,1.10592,-0.0440002,0.497155,-0.132549,-0.677063,0.800062,-0.218868,-0.0734727,0.625422,0.857377,1.49619,0.974657,-3.13028,-1.93369,-1.28078,0.199076,4.52258,1.29515,-0.277367,1.03143,-1.74483,-1.94721,0.937055,-0.589207,1.4107,3.39322,-1.72165,-0.851543,1.81959,-0.0967349,-1.11599,-0.824541
-222.177,0.999235,0.0223552,7,127,0,234.617,-0.497738,1.08063,1.86937,0.59291,0.0226805,0.512364,-0.17509,-0.21743,-0.251151,-0.793882,-1.3858,1.16919,-1.12491,0.419295,-0.51355,-3.47078,0.838638,1.0788,-1.09028,-0.638506,-1.20479,0.114239,0.311291,-0.658313,-0.137346,1.39061,-0.826306,-0.259747,0.128297,-0.518838,1.25686,-0.334957,2.83601,1.57153,-0.426361,0.437091,-1.33421,-1.89755,1.50397,0.35428,0.184266,0.806969,0.0136356,0.575423,2.90933,0.0487929,2.18403,2.96601,0.322198,7.51296,2.31903,-4.67556,3.76163,-4.01363,-1.3858,1.16919,-1.12491,0.419295,-0.51355,-3.47078,0.838638,1.0788,0.251401,-0.939381,0.408701,5.11904
-216.179,0.997136,0.0235418,7,127,0,233.749,-1.3417,0.730925,1.51047,0.00902255,0.0931322,0.532435,0.19961,0.477177,0.218606,0.609865,0.748303,0.950078,-1.16648,0.377688,0.970181,-2.26638,1.76867,-0.176792,-1.42233,0.186498,-1.81792,-0.52995,0.7612,-0.15376,-2.16029,-1.32417,0.0254302,1.53769,0.18778,-0.126698,2.52954,1.17951,2.0089,-0.807486,0.635286,-0.268835,1.13327,2.70791,0.0308814,-1.33618,-1.32472,-0.257336,-0.232896,-0.684464,-2.61726,0.106963,1.33488,0.58391,0.287071,-1.62825,0.393716,-3.65017,2.86823,1.28227,0.748303,0.950078,-1.16648,0.377688,0.970181,-2.26638,1.76867,-0.176792,-1.17927,-1.0451,-0.953736,-1.41463
-216.68,0.998107,0.0246423,7,127,0,227.035,-1.10373,0.568526,1.64638,0.704037,-0.718502,0.451649,-0.326024,0.589612,-0.277972,1.47487,0.0503248,0.0656777,-0.444343,-0.22539,1.66358,-0.945233,0.867912,0.0995179,-1.16145,-0.524947,-0.83855,-0.882852,-0.168233,0.279219,0.725954,0.140142,0.869653,-0.261971,-0.298238,0.399935,1.24586,-0.0345891,1.08375,1.37393,-1.26771,0.836028,-0.43693,-2.36867,1.69837,-0.384438,0.31062,1.06291,-1.05111,0.947416,2.56564,0.093723,2.62143,4.93563,-1.32059,-0.140617,-2.63726,3.05989,0.650574,3.27325,0.0503248,0.0656777,-0.444343,-0.22539,1.66358,-0.945233,0.867912,0.0995179,2.34377,0.67223,2.57615,1.24236
-226.023,0.964638,0.0258672,7,127,0,235.916,0.521772,0.789606,1.70976,-2.75297,1.76328,-0.045859,0.360045,-0.206583,-0.932339,-2.0337,-0.439237,0.0561096,-0.662217,-0.176116,-1.90266,1.43303,-0.47036,-0.722813,-4.11576,-0.164793,-1.62955,-1.89526,1.91763,0.53235,2.46267,0.228217,0.25151,1.19715,0.584134,1.17494,0.122535,0.804602,-0.103616,0.0898079,-0.708647,-0.302321,1.08627,-0.491363,0.753472,-0.152774,1.1523,0.527221,-0.456125,1.17847,12.6675,0.749484,1.6792,-0.649189,1.99438,-0.0511872,1.77862,8.50928,1.51158,-2.16631,-0.439237,0.0561096,-0.662217,-0.176116,-1.90266,1.43303,-0.47036,-0.722813,-1.01015,-3.64296,-6.24537,-0.657324
-228.878,0.999455,0.0246507,7,127,0,239.169,-0.337304,-0.138007,-1.83626,1.04195,-1.26739,0.434301,-1.07356,-0.716241,-1.29811,2.30422,1.3169,0.852156,0.931666,0.963802,0.248997,0.15388,0.191222,-0.605411,-2.29427,-0.665538,-0.663215,-4.97466,1.13192,0.640712,1.24438,-0.449075,1.25361,-0.243692,-0.752883,-0.763112,-0.546915,-1.70561,-0.239038,0.189749,-0.524809,-0.0278484,-1.88668,1.47427,-0.446179,-0.825969,-1.54791,-0.270547,0.991064,0.846492,6.39765,-0.331901,-2.17191,7.90653,-2.01151,0.338849,-2.40867,1.50019,-0.0229464,2.30949,1.3169,0.852156,0.931666,0.963802,0.248997,0.15388,0.191222,-0.605411,-0.0226296,-3.68939,8.82611,-1.0772
-229.361,0.994915,0.0259817,7,127,0,241.851,-0.602513,0.251411,1.99065,-1.83481,1.36649,-0.947492,-1.43326,1.89319,1.24406,-3.0365,-1.10929,-0.633915,-0.928912,-0.81188,-0.118485,-0.0504486,-0.330481,0.543458,-4.08492,-0.909451,-1.44458,-2.85015,-1.32062,0.000227484,0.0909087,-2.13687,0.485181,0.979394,1.29787,-0.963478,-0.177374,1.10437,-1.64839,-1.69761,-0.0823796,-1.20627,-0.997954,-0.788004,1.0346,0.505968,-1.02384,0.681709,-0.78881,1.21035,10.6687,0.217061,1.97009,0.856176,1.57449,-0.987238,-1.26557,4.81941,3.39571,-3.04717,-1.10929,-0.633915,-0.928912,-0.81188,-0.118485,-0.0504486,-0.330481,0.543458,-1.16397,6.83484,-5.19643,-0.417599
-218.023,0.99945,0.0270196,7,127,0,238.704,-0.485969,-0.664713,0.264846,-0.405142,-0.110249,0.227948,0.212738,1.46946,-0.309917,0.0242209,0.727241,1.14084,-0.738964,-0.502806,0.836568,2.48888,-0.190011,0.883551,-3.59869,-1.05069,0.279511,-2.69962,0.14483,0.448629,1.96505,-2.49286,2.03455,-0.439188,-1.8612,1.50722,1.83718,-3.24844,-1.41893,-1.05752,-0.729761,-0.686474,-0.409659,-0.899759,-0.28442,0.273483,-1.01918,-0.0511397,-0.58218,-0.646967,-4.94245,-0.760074,0.152524,-7.00977,-0.442884,1.44602,-0.0687373,-0.189215,-0.256431,-0.0358297,0.727241,1.14084,-0.738964,-0.502806,0.836568,2.48888,-0.190011,0.883551,-0.96154,-3.01456,3.32298,-1.07158
-219.32,0.998529,0.0284472,7,127,0,231.01,0.709861,0.824629,-0.0246622,-1.00599,-0.611147,0.374745,-1.542,-0.419486,-0.994392,-0.111642,-0.154792,-0.224309,1.12495,0.817653,0.0441111,-1.3571,0.353256,-1.98771,-0.992773,0.327838,-1.70481,-2.11352,-0.197195,-0.534103,-0.200296,-1.2449,-0.783997,-0.410109,-1.69606,1.5842,-0.387863,-0.128248,1.01198,1.61247,0.276256,0.258368,1.46363,2.34798,0.157311,-1.1967,0.230795,-0.890671,1.11095,-0.413284,0.140912,0.766614,-0.349779,-0.0583191,0.0515289,2.98643,-6.20384,2.08714,-4.02143,0.0590213,-0.154792,-0.224309,1.12495,0.817653,0.0441111,-1.3571,0.353256,-1.98771,6.51456,2.76521,-0.836017,-1.67399
-226.515,0.982588,0.0298524,7,127,0,237.535,-1.29815,0.246032,0.349574,-1.96498,1.61646,-0.860025,0.606019,2.4199,1.05647,0.446418,0.407976,0.454331,-0.897456,-0.766652,-0.429828,1.50584,-0.262664,1.71742,-2.33646,-0.740803,-2.71685,-5.03817,-0.142705,-0.182982,-1.10112,0.600245,-0.629514,-1.37375,1.59053,-1.69196,0.50429,0.755391,1.2205,1.10036,1.22472,0.331872,-1.87881,0.588709,0.478114,-1.52112,-0.665536,0.480437,-0.24469,-0.670115,6.681,0.0363937,0.1686,-1.16168,2.02147,-0.60195,0.845335,6.33426,0.979659,0.448053,0.407976,0.454331,-0.897456,-0.766652,-0.429828,1.50584,-0.262664,1.71742,-0.74011,8.82765,-2.25759,-0.907558
-224.242,0.960148,0.0299565,7,127,0,238.018,-0.262774,0.804727,0.499525,0.248842,-1.15388,-0.0742169,0.130537,-0.870363,-0.635699,-2.33118,-0.678352,0.669544,-0.30551,-0.276973,-1.44163,-1.33427,0.440416,-1.44166,-0.100176,-3.13746,-1.53581,-2.74692,0.809527,0.284263,1.11328,-0.29863,1.79933,-0.495847,-0.462594,1.84918,1.69672,-0.887487,0.058675,0.951086,-1.24652,-1.07478,-1.40216,0.943525,-0.0354896,1.12588,-0.433128,0.221386,-1.4814,-2.12861,16.6556,2.20673,3.9881,6.49857,-4.87451,4.8044,7.19112,-0.370202,0.140396,-2.1993,-0.678352,0.669544,-0.30551,-0.276973,-1.44163,-1.33427,0.440416,-1.44166,7.92618,-1.51457,0.380147,-1.52159
-216.3,0.993296,0.0282688,7,127,0,233.354,0.255179,1.06569,0.366312,-0.884231,0.124928,-0.528128,0.263629,-0.184994,-0.734547,-0.21581,-0.862702,-0.198003,0.528367,0.364277,0.856718,-0.795851,0.878701,-0.0680813,-1.62631,-3.13529,0.0602866,-3.11699,-2.92418,0.161123,-0.0268641,-0.555007,-1.90351,-0.572562,-0.204067,-1.17262,-0.185709,-2.60323,-0.264586,0.909007,-0.685164,-0.550338,-2.22291,-1.07662,-0.024888,-1.65207,1.35791,-0.476832,0.687732,0.0177484,-11.0419,0.50946,-0.653175,-13.7948,1.0507,-0.962071,-0.177253,-1.01055,-0.648763,-0.252945,-0.862702,-0.198003,0.528367,0.364277,0.856718,-0.795851,0.878701,-0.0680813,-2.16182,-0.959508,11.8539,-0.609942
