# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,index.1
-210.573,0.948321,0.0586903,6,63,0,214.068,-0.255499,-0.0967298,1.34636,0.0995462,1.43791,-0.600589,-0.257066,0.111863,6,0.166667,0.433811,0.473801,0.439211,0.476355,0.420022,0.429411,6
-208.73,0.999817,0.0539436,6,63,0,212.092,-0.41447,0.58783,1.18473,-0.25154,0.564405,-0.88575,0.113237,0.0508502,6,0.166667,0.405023,0.412358,0.394781,0.404736,0.387102,0.399221,6
-209.422,0.997654,0.0558987,5,63,0,216.473,-0.472333,1.26934,0.424177,-0.134969,1.16649,-0.792013,-0.378573,0.049334,6,0.166667,0.398981,0.389026,0.38249,0.397765,0.374864,0.379656,6
-209.801,0.989076,0.0576016,6,63,0,212.144,-0.376623,0.406367,0.96381,0.165529,-0.547662,1.29987,0.433825,0.0401089,6,0.166667,0.410881,0.416304,0.408545,0.401651,0.419583,0.411148,6
-213.339,0.997213,0.0581742,5,63,0,216.363,-0.546583,0.54553,-0.135798,0.649175,-1.01664,1.4551,-1.43881,0.00471368,6,0.166667,0.367255,0.366509,0.367369,0.365546,0.368252,0.365084,6
-209.772,0.909155,0.0598295,6,63,0,220.747,-0.356856,0.020705,1.12048,-0.781975,0.0108605,-1.69884,1.20634,0.234331,6,0.166667,0.412896,0.476444,0.368165,0.412337,0.319745,0.481465,6
-210.176,0.999807,0.0504305,6,63,0,213.116,-0.60344,-0.284615,-0.622121,-0.676332,0.968375,-0.0467309,-0.000906017,0.0271693,6,0.166667,0.351792,0.349703,0.349369,0.359593,0.353267,0.353551,6
-209.953,0.999606,0.0521787,6,63,0,215.502,-0.47668,-0.677268,1.98701,-0.353893,-0.569348,-0.101513,-0.758402,0.27809,6,0.166667,0.339612,0.518963,0.360062,0.346375,0.376387,0.334571,6
-210.8,0.996755,0.0539325,6,63,0,213.833,-0.402448,0.0375454,-0.554816,-1.06176,0.613241,0.332861,0.75417,0.00767758,6,0.166667,0.400794,0.399702,0.398768,0.401856,0.401338,0.402116,6
-211.633,0.923902,0.055364,6,63,0,218.115,-0.593211,0.0500981,-1.4397,0.68846,1.33054,-0.0985647,1.41586,0.115696,6,0.166667,0.357228,0.318694,0.37436,0.391914,0.353289,0.394269,6
-210.559,0.995504,0.0483943,6,63,0,214.971,-0.520416,0.110405,1.52969,0.191278,0.473742,-0.104498,-1.55406,0.0434603,6,0.166667,0.373878,0.388426,0.374701,0.377581,0.371694,0.357104,6
-211.694,0.99779,0.049544,6,63,0,213.283,-0.317169,0.478987,1.94602,0.608976,0.639422,0.117941,-1.64482,0.0682776,6,0.166667,0.42936,0.454055,0.431535,0.432045,0.423331,0.394252,6
-209.377,0.984899,0.0509521,6,63,0,215.556,-0.497222,0.0102674,-0.55478,-1.05929,-1.58699,-0.90347,1.14509,0.22059,6,0.166667,0.378727,0.349872,0.324999,0.3,0.332585,0.439147,6
-209.024,0.996615,0.0509361,6,63,0,213.839,-0.377045,1.14314,0.759376,-1.52973,0.22505,-0.960187,-1.21989,0.160908,6,0.166667,0.451873,0.436629,0.349056,0.415607,0.370156,0.360468,6
-206.37,0.979701,0.0522114,5,31,0,210.744,-0.455702,0.345182,-0.269135,-1.41259,-0.359058,-0.905235,0.336021,0.49288,6,0.166667,0.429089,0.357013,0.240135,0.346904,0.288666,0.427983,6
-208.648,0.966108,0.0515961,6,63,0,210.381,-0.86879,1.72217,1.21062,-0.150443,0.400468,0.163026,0.0604912,0.475286,6,0.166667,0.487436,0.427171,0.280841,0.336607,0.311888,0.301526,6
-207.413,0.999467,0.0495352,5,31,0,210.144,-0.664408,1.8945,1.02315,-0.476216,0.285715,0.234626,0.532304,0.698748,6,0.166667,0.659119,0.512626,0.269499,0.385856,0.377432,0.427401,6
-208.219,0.966484,0.0510477,5,31,0,212.383,-0.983864,1.63927,0.680524,-0.132397,-0.071228,0.213706,0.720992,0.476726,6,0.166667,0.449577,0.340866,0.259805,0.265452,0.292767,0.345213,6
-205.979,0.999376,0.0490584,3,15,0,208.806,-0.832323,1.64203,0.627541,-0.127381,0.0386084,0.261744,0.853375,0.508558,6,0.166667,0.500687,0.374448,0.289646,0.307318,0.331987,0.401713,6
-206.587,0.992032,0.0505191,5,31,0,211.714,-0.708591,1.60566,0.943366,-0.439249,-0.482455,0.540463,0.880015,0.368055,6,0.166667,0.470629,0.410626,0.2952,0.291903,0.375271,0.404995,6
-206.707,0.995885,0.0512116,6,63,0,209.795,0.0821081,0.000476914,-0.231347,-0.915114,-0.524622,-1.56373,-0.792992,0.604577,6,0.166667,0.520587,0.485564,0.384344,0.441502,0.296653,0.401957,6
-208.656,0.990894,0.0523147,5,31,0,211.338,-0.329186,0.161866,-1.12376,-1.81396,-0.520458,-0.795675,-0.576111,0.277131,6,0.166667,0.429393,0.345108,0.303245,0.383807,0.365936,0.380166,6
-209.74,0.97713,0.0528767,6,63,0,213.27,-0.63099,0.268143,1.50124,1.61399,-0.279598,-0.868397,0.290068,0.149772,6,0.166667,0.356445,0.399837,0.403896,0.337856,0.318418,0.357198,6
-207.467,0.984884,0.0519468,5,63,0,211.735,-0.353276,0.542424,1.67358,0.19937,-0.395363,-0.63063,-0.0233594,0.352329,6,0.166667,0.459548,0.55882,0.429711,0.379287,0.359977,0.410595,6
-210.418,0.999397,0.0518489,6,63,0,213.39,-0.663947,-0.525658,1.96813,-1.00617,0.307252,-0.779093,1.6945,0.172807,6,0.166667,0.31978,0.41974,0.301994,0.351865,0.310329,0.408269,6
-208.875,0.999961,0.053291,6,63,0,212.134,-0.470359,0.668485,-1.06201,-0.0712723,-0.42261,-1.48197,0.571955,0.100619,6,0.166667,0.400569,0.359573,0.382836,0.374518,0.349901,0.398239,6
-208.243,0.990186,0.0548139,6,63,0,210.821,-0.390694,-0.376325,0.2042,-0.34574,-0.100259,-0.838073,1.22399,0.0954087,6,0.166667,0.394939,0.408248,0.395636,0.40125,0.384462,0.431946,6
-211.443,0.964404,0.0552627,6,63,0,213.446,-0.833808,0.09513,0.259858,1.16262,1.36885,0.00315087,1.04165,0.250999,6,0.166667,0.307905,0.316785,0.367724,0.37984,0.303007,0.360693,6
-209.364,0.993373,0.0529085,6,63,0,214.38,-0.157622,1.12032,0.694112,-1.08077,-2.1111,-0.894766,-0.588,0.257385,6,0.166667,0.532637,0.505258,0.392743,0.331593,0.404218,0.423368,6
-207.24,0.999529,0.0536733,6,63,0,213.539,-0.474768,0.574848,0.875635,-1.71402,-1.39114,-1.01314,0.040504,0.383959,6,0.166667,0.436827,0.465415,0.24363,0.267193,0.296552,0.387172,6
-207.356,0.997669,0.0551025,6,63,0,210.8,-0.688325,0.535665,1.01038,-1.05733,-1.36457,0.012367,0.368199,0.52704,6,0.166667,0.39987,0.461126,0.223467,0.196628,0.335858,0.378888,6
-206.175,0.999422,0.0563426,5,31,0,209.03,-0.596981,1.35255,0.322514,-1.00352,0.603673,-0.352346,0.210541,0.416228,6,0.166667,0.491497,0.386336,0.266066,0.414422,0.322209,0.375346,6
-205.901,0.976012,0.0577903,5,63,0,208.587,-0.652636,0.936824,0.46531,-0.289941,0.499583,0.418855,0.563469,0.621168,6,0.166667,0.48233,0.410088,0.303066,0.415248,0.403126,0.424915,6
-205.772,0.999665,0.0566105,4,31,0,208.096,-1.07858,0.893332,0.632442,0.00321578,0.526935,0.16338,0.80459,0.887323,6,0.166667,0.429007,0.373461,0.254316,0.351827,0.282193,0.409835,6
-208.006,0.859735,0.0580652,5,55,0,211.812,-0.959867,1.64711,1.0426,-0.0944481,0.292446,0.813985,0.676118,0.438151,6,0.166667,0.440734,0.376824,0.268696,0.303279,0.353608,0.339926,6
-207.827,0.99986,0.0454338,6,63,0,211.67,-0.192048,-0.680727,0.374883,-1.22805,-0.595802,-1.22366,-0.957189,0.255148,6,0.166667,0.409572,0.475919,0.376277,0.414822,0.37654,0.392629,6
-205.989,0.980811,0.0466453,6,63,0,210.212,-0.477934,1.04753,-0.230789,0.192169,-0.28249,-0.561712,0.386608,0.486193,6,0.166667,0.507841,0.356602,0.405041,0.350856,0.320596,0.428012,6
-206.151,0.998222,0.0461583,5,63,0,208.391,-0.48023,1.45256,0.768142,-0.981244,-0.191034,-0.579227,0.446079,0.258711,6,0.166667,0.473914,0.430085,0.324298,0.370598,0.347492,0.409792,6
-204.946,0.967152,0.047217,5,63,0,209.408,-0.30436,0.515503,0.790061,-0.889517,-0.578505,-0.506493,-0.199996,0.510604,6,0.166667,0.489716,0.524742,0.318961,0.354402,0.362859,0.399757,6
-208.783,0.991836,0.0455213,5,31,0,209.918,-0.859309,0.130953,0.991102,-1.57629,0.465877,-0.0460863,1.29468,0.362364,6,0.166667,0.307495,0.377501,0.193021,0.333924,0.294006,0.403678,6
-207.495,0.999714,0.0459915,6,63,0,212.48,-0.376607,0.249841,0.337081,-1.18241,0.378038,-0.506853,0.816941,0.224534,6,0.166667,0.420552,0.425332,0.344772,0.427582,0.379796,0.451856,6
-205.741,0.999501,0.0471513,5,63,0,208.148,-0.433113,0.0602904,0.741284,-0.86185,-0.0709527,-0.91092,-0.298052,0.356031,6,0.166667,0.398517,0.457802,0.323013,0.387372,0.319205,0.368367,6
-207.839,0.991638,0.048306,5,63,0,208.973,-0.591738,-0.989326,0.55874,0.351684,-0.289662,-0.343515,0.320772,0.286751,6,0.166667,0.294126,0.393764,0.379683,0.337423,0.333979,0.377598,6
-208.543,0.984354,0.048754,6,63,0,212.669,-0.621332,-0.030206,0.24017,0.994779,-0.0759563,-0.996061,0.648224,0.432882,6,0.166667,0.346512,0.373468,0.452466,0.342041,0.258744,0.415633,6
-207.415,1,0.0485368,6,63,0,210.048,-0.441806,0.408703,1.03683,0.333657,0.657775,-0.44944,0.627235,0.146472,6,0.166667,0.405658,0.428019,0.403011,0.414484,0.375748,0.413399,6
-211.375,0.998797,0.0497361,5,31,0,213.708,-0.574241,-0.0263162,-0.446948,1.1876,0.326941,-0.160155,0.841954,0.53562,6,0.166667,0.357017,0.307116,0.51546,0.401523,0.340734,0.469221,6
-206.602,0.998876,0.0508373,5,31,0,213.749,-0.3737,1.46463,0.55628,0.0176521,-0.665657,-0.702633,0.0656628,0.210679,6,0.166667,0.483722,0.436223,0.408546,0.37427,0.372448,0.410992,6
-206.363,0.996317,0.0519563,5,63,0,208.81,-0.926323,1.61634,0.975377,0.193912,0.0211528,0.246582,1.06278,0.53732,6,0.166667,0.485547,0.400776,0.305312,0.285987,0.311347,0.412105,6
-208.733,0.996754,0.0528384,6,63,0,211.016,-0.353066,-0.499784,0.141696,-1.2916,-0.447849,-1.32347,-1.28227,0.174072,6,0.166667,0.391726,0.41863,0.359417,0.393882,0.35814,0.359791,6
-208.733,3.42049e-08,1.72052,1,3,1,212.836,-0.353066,-0.499784,0.141696,-1.2916,-0.447849,-1.32347,-1.28227,0.174072,6,0.166667,0.391726,0.41863,0.359417,0.393882,0.35814,0.359791,6
-208.733,0,2.79784,0,1,1,211.646,-0.353066,-0.499784,0.141696,-1.2916,-0.447849,-1.32347,-1.28227,0.174072,6,0.166667,0.391726,0.41863,0.359417,0.393882,0.35814,0.359791,6
-208.269,0.995479,0.155033,4,31,0,214.417,-0.381216,0.117715,-0.267838,-1.27,0.359471,-0.569753,-0.727516,0.0927447,6,0.166667,0.408469,0.399858,0.377775,0.413897,0.393158,0.389673,6
-209.298,0.998588,0.083057,6,63,0,211.115,-0.32069,0.303086,0.178572,-1.28904,-0.246719,-1.23437,-0.768036,0.0592501,6,0.166667,0.42489,0.423088,0.402018,0.41695,0.402797,0.409461,6
-210.02,0.999105,0.0564389,7,127,0,212.586,-0.394644,-0.127274,-0.473108,1.12081,0.113601,0.929456,0.953137,0.0365559,6,0.166667,0.401481,0.398447,0.412492,0.403599,0.410798,0.411008,6
-211.618,0.999617,0.0440211,7,127,0,213.617,-0.464403,-1.40596,-0.168146,1.56789,-0.484903,1.08658,1.08631,0.0657741,6,0.166667,0.36427,0.383324,0.410651,0.378411,0.403011,0.403007,6
-209.806,0.999622,0.0375448,7,127,0,215.47,-0.371109,-0.204516,1.80493,0.710617,0.0903478,-0.272274,1.02583,0.0857047,6,0.166667,0.404045,0.446106,0.423065,0.410145,0.402648,0.429672,6
-208.339,1,0.0339822,7,255,0,211.602,-0.531247,-0.319601,0.234383,-0.00655175,0.439511,0.726037,-0.375872,0.207412,6,0.166667,0.354908,0.381631,0.369909,0.39172,0.405968,0.35224,6
-208.924,0.999948,0.0321003,7,255,0,211.869,-0.770703,1.52998,1.26657,-1.1206,-0.493864,0.817659,1.30868,0.241524,6,0.166667,0.40103,0.385849,0.260888,0.291113,0.360495,0.388262,6
-205.125,0.999409,0.0312328,7,127,0,212.761,-0.378403,0.128999,0.421534,0.0273704,-0.947063,-0.441345,0.139284,0.647616,6,0.166667,0.426814,0.473672,0.410795,0.270569,0.339791,0.428444,6
-207.832,0.997725,0.0310005,6,63,0,209.019,-0.617752,0.172676,0.351828,-0.0659508,-1.14866,-0.617246,-0.0186017,0.561661,6,0.166667,0.372673,0.396482,0.34191,0.220473,0.275991,0.347919,6
-208.667,0.999996,0.031098,7,127,0,212.918,-0.642202,0.920304,0.665525,-0.898943,0.995869,0.404813,-0.276963,0.40577,6,0.166667,0.433209,0.408021,0.267574,0.440753,0.382738,0.319823,6
-209.115,0.999914,0.0317944,7,127,0,211.859,-0.602328,1.39279,1.089,0.534203,-0.84309,-1.40016,1.26347,0.188805,6,0.166667,0.415965,0.402101,0.377196,0.318319,0.295945,0.410045,6
-208.99,0.999812,0.0327852,7,127,0,213.774,-0.365314,0.355761,0.341415,-1.45253,0.302811,0.894162,-0.348261,0.208423,6,0.166667,0.427719,0.426987,0.338933,0.425019,0.455381,0.392241,6
-212.531,0.99906,0.0340182,7,255,0,216.177,-0.563315,1.23879,-0.197997,-0.74912,-1.25077,1.62591,-1.33242,0.0974449,6,0.166667,0.391121,0.358332,0.34608,0.335102,0.400141,0.333332,6
-212.423,0.999707,0.0353868,7,127,0,215.775,-0.636835,-1.51574,1.40747,0.4079,0.641619,-1.2585,1.40844,0.061049,6,0.166667,0.325333,0.365653,0.351618,0.354878,0.328789,0.365667,6
-208.091,0.999959,0.0370168,7,127,0,216.035,-0.679724,1.98125,1.09239,-0.558966,-0.0705741,0.202473,-0.184198,0.349752,6,0.166667,0.503306,0.42613,0.294169,0.330836,0.352308,0.322098,6
-207.62,0.999779,0.0388517,6,63,0,211.128,-0.696487,2.02625,0.993344,-0.579175,0.0136253,0.138911,-0.0300925,0.377127,6,0.166667,0.51691,0.42022,0.285996,0.333733,0.34432,0.330077,6
