# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=536066880
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-211.853,0.998417,0.0171337,7,127,0,218.762,-0.333375,0.515323,-0.540464,-0.0170808,-2.31316,-0.397668,-0.717617,0.232935,1.33837,0.0564599,8,0.125,0.424512,0.410018,0.417185,0.386043,0.41197,0.407601,0.420621,0.435902,8
-212.461,0.999951,0.0172262,7,127,0,219.01,-0.273531,1.30117,0.0584804,-1.40798,-1.96664,0.911955,-0.251563,-0.954531,-0.689364,0.547718,8,0.125,0.608055,0.439917,0.260242,0.205756,0.556252,0.398596,0.310808,0.34274,8
-210.654,0.999998,0.017612,7,127,0,215.712,-0.389658,-1.46731,0.496271,0.749558,1.2068,0.14159,-1.3999,0.836794,0.176229,0.0798935,8,0.125,0.375924,0.41338,0.418296,0.42721,0.406526,0.377188,0.419993,0.407194,8
-209.5,0.999478,0.0181695,8,255,0,215.226,-0.510826,1.84341,-0.00429509,-0.774371,-1.43933,0.0143164,0.207735,-0.924868,-0.0167603,0.259871,8,0.125,0.492056,0.374738,0.329143,0.29217,0.375872,0.387735,0.320566,0.37398,8
-206.966,0.999906,0.0188382,7,127,0,211.166,-0.329759,1.41083,-0.09026,-0.128553,-0.367433,0.74832,-0.769824,0.217481,-0.190051,0.388482,8,0.125,0.554365,0.409792,0.406199,0.384025,0.490239,0.347778,0.438988,0.40045,8
-208.104,0.996748,0.0196535,7,127,0,211.532,-0.287677,0.567089,-0.546409,-0.562319,-1.14659,0.520614,-1.35155,0.614074,0.210408,0.228408,8,0.125,0.460545,0.398317,0.397447,0.365965,0.457909,0.355172,0.463212,0.44038,8
-209.062,0.99764,0.0203789,7,127,0,211.242,-0.420526,0.549251,0.823339,0.927486,0.715709,-0.0116398,0.284835,-0.883017,-1.0997,0.348861,8,0.125,0.44302,0.466725,0.475778,0.457393,0.39542,0.420394,0.325507,0.309135,8
-209.409,1,0.0212466,7,127,0,212.486,-0.323434,1.12166,-0.397441,-0.484731,-1.05145,-0.880696,-0.491533,-0.519047,-1.06922,0.102069,8,0.125,0.447953,0.409992,0.407838,0.393946,0.398115,0.40767,0.406992,0.393513,8
-208.722,0.999975,0.0223533,7,255,0,213.427,-0.43978,0.0839113,-0.32463,0.573147,-1.15167,0.626877,0.190053,-1.04851,0.298707,0.10862,8,0.125,0.393967,0.383424,0.406724,0.36242,0.408133,0.396723,0.365014,0.399551,8
-209.264,0.999825,0.0235443,7,127,0,213.374,-0.439602,-0.539524,1.0992,0.41515,0.525718,1.79644,-0.467491,-0.235109,-0.474906,0.137706,8,0.125,0.37428,0.428436,0.40554,0.409216,0.452092,0.376606,0.384148,0.376366,8
-210.731,0.996105,0.0248062,7,127,0,213.5,-0.469353,0.686997,-1.80129,-0.961007,0.32483,-0.67676,-0.277707,-0.372257,-0.460293,0.246064,8,0.125,0.425482,0.286471,0.330523,0.403856,0.346179,0.368726,0.363327,0.358331,8
-211.193,0.999999,0.0258597,7,127,0,214.98,-0.341013,0.178264,-2.1931,0.502359,-0.255156,-0.284243,-0.193323,0.572729,-1.08476,0.0874963,8,0.125,0.419356,0.369841,0.426277,0.410152,0.409536,0.411461,0.427783,0.392712,8
-213.122,0.99886,0.027275,7,127,0,216.459,-0.366959,0.594662,2.50603,0.278761,1.31751,-1.13785,-0.693846,0.262193,1.23168,0.0640137,8,0.125,0.41851,0.448548,0.413597,0.429811,0.391789,0.398583,0.41334,0.428466,8
-211.505,0.996377,0.0286688,7,127,0,218.11,-0.430082,-0.638416,-0.823533,0.42777,-1.55406,1.28969,-1.32407,-1.13922,-0.925056,0.186031,8,0.125,0.366132,0.358177,0.41326,0.327572,0.452603,0.337065,0.344792,0.353847,8
-208.822,0.998331,0.029911,7,127,0,214.359,-0.429764,0.735218,0.940463,0.338185,-0.615483,-0.647006,-0.793152,-1.41528,-1.12463,0.299562,8,0.125,0.447811,0.463058,0.418616,0.351116,0.348967,0.339088,0.298652,0.317202,8
-210.82,0.992374,0.0313731,7,127,0,216.104,-0.600005,-0.0892131,-0.51949,-0.425525,0.407653,0.919926,-0.0987728,1.42275,1.36406,0.0780104,8,0.125,0.352752,0.345127,0.346785,0.361651,0.370927,0.352582,0.380125,0.379047,8
-209.637,0.979135,0.0323403,7,127,0,216.503,-0.302726,0.74477,0.885918,0.344422,-0.250386,-0.633402,-0.87233,-1.38377,-1.40956,0.458879,8,0.125,0.509757,0.525928,0.463894,0.397086,0.35586,0.331143,0.281363,0.278977,8
-211.042,0.995595,0.0321115,6,63,0,214.431,-0.214433,0.277346,0.736708,-0.685898,-0.549819,-0.745566,-1.54775,-1.25913,-2.18038,0.161368,8,0.125,0.457682,0.47613,0.41943,0.424786,0.417087,0.385992,0.397087,0.362096,8
-210.835,0.999995,0.0333893,7,127,0,215.987,-0.52667,0.237127,-0.542535,0.457946,0.371253,1.1559,0.22977,0.51875,1.89523,0.05067,8,0.125,0.374103,0.3649,0.376726,0.375696,0.385066,0.374016,0.37745,0.393974,8
-212.655,0.999603,0.0351228,6,127,0,220.123,-0.51839,-0.694391,0.290982,1.25936,1.59044,-0.972814,1.56924,0.177111,0.770536,0.0517475,8,0.125,0.364862,0.376758,0.388595,0.392674,0.36153,0.392412,0.375375,0.382603,8
-211.435,0.996504,0.0368771,6,127,0,216.855,-0.443645,1.20444,0.608094,-0.458179,0.323638,0.470572,-2.39995,0.229967,-1.01044,0.0564228,8,0.125,0.407168,0.399072,0.384735,0.395229,0.397212,0.35915,0.393966,0.377386,8
-212.355,0.99305,0.0383636,6,127,0,217.659,-0.521782,0.807274,-0.593253,-0.665269,1.28184,0.277854,-2.01907,-0.886518,-1.1569,0.0536454,8,0.125,0.382612,0.365028,0.364133,0.388644,0.375926,0.347489,0.361389,0.358048,8
-213.379,0.99995,0.0395135,6,63,0,217.94,-0.042425,0.378597,-0.858238,1.39542,1.11972,-1.15472,-1.57489,-1.83715,0.0816588,0.395281,8,0.125,0.526781,0.405724,0.624609,0.598731,0.377808,0.339629,0.316779,0.497463,8
-214.032,0.980991,0.0414326,6,63,0,218.635,-0.416932,-0.229762,1.35306,-0.891692,-1.63321,0.986212,1.04949,2.10411,0.205154,0.0465078,8,0.125,0.394695,0.412412,0.387365,0.379213,0.408284,0.408995,0.420901,0.399538,8
-210.875,0.993535,0.0412806,6,63,0,217.612,-0.569771,1.20063,0.427207,0.0489486,0.942306,-0.157608,-1.11059,1.2295,-0.839274,0.0530344,8,0.125,0.376109,0.366534,0.361889,0.3729,0.359363,0.347812,0.376468,0.351083,8
-215.858,0.999776,0.0425063,6,63,0,219.01,-0.341966,0.524588,0.293776,-2.44965,-0.234308,1.58121,-0.136782,-0.365671,2.71194,0.228419,8,0.125,0.444692,0.431714,0.28874,0.402397,0.504803,0.407766,0.395203,0.568931,8
-210.371,0.999995,0.044461,6,63,0,218.853,-0.509702,0.476983,0.640359,-1.67895,1.33965,1.20157,-1.0436,0.0362977,0.414997,0.150659,8,0.125,0.392256,0.398139,0.318071,0.423634,0.418563,0.339185,0.376546,0.390032,8
-212.667,0.999785,0.046493,6,63,0,215.8,-0.528049,0.52887,-0.56838,1.94336,-1.2394,-1.38457,0.688984,-0.447058,-0.765135,0.0475616,8,0.125,0.37686,0.364686,0.392785,0.357324,0.35574,0.378651,0.366024,0.362521,8
-212.385,0.996367,0.0485512,6,63,0,220.876,-0.525468,0.883431,1.0957,-1.88568,1.03036,0.184002,-0.0797312,1.32231,1.53794,0.0867731,8,0.125,0.389644,0.394033,0.334235,0.39268,0.37531,0.369961,0.398738,0.403232,8
-214.463,0.981131,0.0502198,6,63,0,217.536,-0.306978,-0.377097,1.69293,-2.13438,1.59862,0.735662,-0.574212,1.46426,0.722801,0.194694,8,0.125,0.406031,0.505656,0.326836,0.501066,0.459154,0.39681,0.494526,0.458532,8
-210.006,1,0.0499485,6,63,0,217.187,-0.351442,1.01904,0.411049,-0.793764,0.122456,1.33346,0.243474,-0.880163,1.15542,0.134746,8,0.125,0.446671,0.426522,0.387366,0.417039,0.457164,0.421008,0.384607,0.451217,8
-209.629,0.999863,0.0520846,6,63,0,217.123,-0.439902,0.174243,0.331464,0.833229,1.7447,-0.672778,-0.972132,0.483382,-0.763591,0.314663,8,0.125,0.404904,0.416878,0.455688,0.527246,0.342629,0.321738,0.428543,0.336222,8
-212,0.986538,0.0542511,6,63,0,215.324,-0.319364,0.375692,-0.811719,-1.23703,-2.09115,0.474577,-0.451334,-1.16294,1.19491,0.104072,8,0.125,0.430389,0.40039,0.389812,0.368887,0.432914,0.409427,0.391647,0.451402,8
-208.396,0.998027,0.0546331,6,63,0,214.511,-0.517179,-0.129146,0.855203,0.154394,1.13373,-0.152558,0.0561297,-0.436537,-1.20278,0.215515,8,0.125,0.367022,0.417542,0.38133,0.432209,0.365851,0.376347,0.351772,0.315097,8
-209.348,0.955448,0.0565775,6,63,0,213.76,-0.0223298,1.26473,-0.633802,-0.72471,0.0203055,-1.15009,-1.48998,-0.82322,-0.61437,0.312441,8,0.125,0.592141,0.445133,0.438129,0.496004,0.405725,0.380398,0.430567,0.446633,8
-212.147,0.997378,0.0527756,6,63,0,215.377,-0.18736,-1.25269,-0.927717,0.276331,-0.462992,1.73443,-1.33343,-1.4213,-0.145097,0.148019,8,0.125,0.407869,0.419536,0.463451,0.436374,0.517335,0.404986,0.401855,0.44798,8
-211.432,0.986716,0.0545356,6,63,0,216.571,-0.643098,-0.993248,-0.74163,0.442701,0.068456,-0.33514,0.445875,0.867045,0.984301,0.0371447,8,0.125,0.336263,0.338352,0.34827,0.345121,0.341741,0.348296,0.351856,0.35285,8
-212.697,0.943264,0.0548927,6,63,0,220.046,-0.058581,1.71789,-0.151194,-0.346887,1.15512,0.0839836,-0.939577,-1.85939,0.292443,0.225413,8,0.125,0.581432,0.476851,0.46586,0.550279,0.490089,0.432815,0.382792,0.501835,8
-208.954,1,0.049791,6,63,0,215.46,-0.545573,1.58186,-0.239053,-0.188196,0.886867,0.0404246,-0.177229,-1.12081,0.666365,0.395393,8,0.125,0.51996,0.345226,0.349785,0.451426,0.370613,0.350772,0.271162,0.42994,8
-208.374,0.996198,0.0517312,6,63,0,211.717,-0.592468,0.210531,1.55758,0.416137,-0.719456,0.773872,-0.374694,0.782561,0.329242,0.24261,8,0.125,0.367864,0.446559,0.379538,0.317125,0.400179,0.335509,0.400685,0.374586,8
-209.368,0.999933,0.0532309,6,63,0,211.803,-0.476222,-0.157164,0.289225,0.0831204,0.625305,0.95468,-1.46585,0.577147,0.135896,0.049827,8,0.125,0.381296,0.386556,0.384124,0.390535,0.394448,0.366036,0.389964,0.384746,8
-207.322,0.937442,0.0552247,6,63,0,213.352,-0.520189,0.62688,0.00210415,-0.0758251,-0.24382,-0.552633,-0.00493936,-0.680992,-0.196337,0.715445,8,0.125,0.482085,0.37316,0.360213,0.333004,0.285862,0.371982,0.267489,0.340592,8
-209.011,0.999551,0.0495096,5,63,0,212.011,-0.398385,0.30577,1.12462,0.788206,0.0677733,0.678116,0.193393,-0.680611,-0.0192117,0.0552102,8,0.125,0.405764,0.41671,0.412202,0.4026,0.410731,0.404269,0.392704,0.401446,8
-210.066,0.968162,0.0513008,6,63,0,213.908,-0.316524,0.0425745,-1.11122,-0.797416,0.203371,-0.714219,-0.579189,0.570074,0.330456,0.0346967,8,0.125,0.421883,0.412151,0.414792,0.423245,0.415492,0.416631,0.426353,0.424321,8
-213.521,0.995809,0.0494291,6,63,0,215.499,-0.567398,1.05824,-0.795316,-0.596845,0.136922,-0.157353,-1.22088,2.52116,-0.655511,0.0432946,8,0.125,0.372482,0.353925,0.355892,0.363207,0.360266,0.349723,0.387402,0.35531,8
-210.649,0.988594,0.0507423,6,63,0,216.416,-0.383315,0.0403709,-0.035661,-0.020308,0.612597,0.951569,-0.173129,-1.65295,0.820984,0.570291,8,0.125,0.410889,0.400435,0.402539,0.491512,0.539755,0.381768,0.209826,0.521208,8
-210.487,1,0.0512197,6,63,0,214.804,-0.478075,0.825678,0.488123,-0.94111,0.754505,-0.123318,0.0166127,-1.94094,0.472314,0.0614603,8,0.125,0.394764,0.389819,0.369138,0.39372,0.380918,0.382948,0.354947,0.389588,8
-212.649,0.998153,0.053033,6,63,0,215.83,-0.542741,1.72158,-0.258924,-0.214559,-1.30848,-1.55484,1.29368,-0.71521,0.539547,0.0820564,8,0.125,0.400958,0.362625,0.363467,0.342965,0.338424,0.392555,0.354017,0.377901,8
-211.303,0.999949,0.0546516,6,63,0,218.706,-0.37599,0.338712,0.060469,-1.29092,-0.816864,-0.874666,-0.836563,1.92991,0.787796,0.269974,8,0.125,0.42934,0.411041,0.326402,0.35514,0.351574,0.353923,0.536195,0.459264,8
-213.025,0.997786,0.0565159,6,63,0,217.984,-0.405042,0.265683,2.22965,0.813968,-0.651567,-0.109508,-1.25058,1.85387,1.16683,0.0781454,8,0.125,0.405095,0.442553,0.415461,0.387945,0.398049,0.37689,0.435322,0.422173,8
-212.671,0.997889,0.0581322,6,63,0,218.251,-0.343097,-1.0486,1.63848,1.0548,-1.11398,0.707589,-2.23617,-0.358011,0.847166,0.138096,8,0.125,0.380387,0.470826,0.450801,0.378262,0.43896,0.342561,0.403107,0.443713,8
-212.85,0.99998,0.0597793,6,63,0,216.161,-0.434152,2.15439,-1.27404,-1.08698,1.15087,-0.26513,0.429416,0.197398,-0.918887,0.0392095,8,0.125,0.41346,0.381283,0.383015,0.403952,0.390658,0.39716,0.394983,0.384573,8
-211.407,0.968498,0.0617255,6,63,0,218.74,-0.375078,1.14651,-0.613063,-2.0054,-0.476921,0.116045,0.444713,0.122416,-0.423197,0.0342176,8,0.125,0.416819,0.40226,0.39086,0.403381,0.408273,0.410993,0.408326,0.403823,8
-210.287,0.999916,0.0594869,6,63,0,215.771,-0.484251,0.575179,0.880825,1.74141,-0.267149,0.894623,-0.66263,0.123881,0.813013,0.476214,8,0.125,0.447607,0.483808,0.585412,0.351724,0.485449,0.310067,0.39526,0.475748,8
-209.795,0.953916,0.0613763,6,63,0,213.891,-0.610401,0.0443409,-0.721833,-0.815195,0.390445,0.667752,0.209638,0.900046,0.0300555,0.0658306,8,0.125,0.352634,0.341207,0.339827,0.357852,0.362058,0.355122,0.365597,0.352419,8
-212.081,0.992466,0.0573343,6,63,0,214.311,-0.653118,-0.0574703,-0.384987,-0.276041,1.26026,2.05025,0.871665,0.102891,-0.0555797,0.07318,8,0.125,0.341341,0.335973,0.337754,0.363341,0.376817,0.356789,0.343984,0.341372,8
-209.062,0.999469,0.0581957,6,63,0,214.411,-0.550786,1.10238,0.392373,1.19926,0.0996179,-1.32368,-0.38579,0.325325,0.206466,0.175193,8,0.125,0.411527,0.381769,0.415643,0.36974,0.313741,0.350151,0.379001,0.374112,8
-209.4,0.999593,0.0599379,6,63,0,212.535,-0.495858,-0.728405,0.449567,-1.09743,-1.11581,0.96405,-0.804974,0.217155,-0.677778,0.153668,8,0.125,0.352563,0.394897,0.33973,0.339097,0.413937,0.349882,0.386396,0.354341,8
-210.243,0.999244,0.0617201,5,31,0,214.487,-0.393617,-0.517574,1.18384,-0.465969,-0.659246,-0.552637,0.21226,1.09723,0.298309,0.0311451,8,0.125,0.398975,0.411748,0.399361,0.397918,0.398713,0.404438,0.411094,0.405084,8
-209.394,0.997568,0.0634798,6,63,0,214.329,-0.485814,0.450571,-0.690398,-0.501085,1.01862,-0.241017,-0.904227,-0.473352,-0.419087,0.0417765,8,0.125,0.385329,0.374103,0.375956,0.390965,0.378509,0.372013,0.376228,0.37676,8
-207.407,0.999965,0.0650332,6,63,0,211.348,-0.417873,-0.175768,0.683435,0.408827,-0.431759,-0.245771,-0.198596,0.777639,0.545506,0.448353,8,0.125,0.378321,0.472166,0.441624,0.351728,0.370968,0.375917,0.482703,0.456785,8
-210.193,0.993905,0.0669317,6,63,0,211.752,-0.32938,1.50117,0.659316,-1.3767,-0.289171,0.507165,-0.583267,-1.82646,0.109643,0.153202,8,0.125,0.475171,0.443154,0.368119,0.407652,0.43741,0.396819,0.352242,0.422484,8
-208.13,0.995804,0.067998,5,31,0,213.694,-0.353228,0.691292,0.325928,-0.609977,-0.163573,0.677063,-0.750086,-1.65037,0.0159474,0.443069,8,0.125,0.488268,0.447984,0.348988,0.395153,0.486693,0.33502,0.252663,0.414313,8
-208.38,0.999361,0.069332,6,63,0,210.663,-0.335633,0.502277,0.197388,-1.07081,-0.559403,-0.368957,-0.582234,-0.669808,1.36752,0.166541,8,0.125,0.437335,0.424883,0.374264,0.394414,0.402014,0.393506,0.390031,0.473055,8
-208.961,0.917928,0.0711861,5,63,0,212.986,-0.623699,-0.0645211,0.287074,0.768607,0.59307,-0.0111897,-0.388603,0.558192,-1.06534,0.317791,8,0.125,0.344297,0.369941,0.406261,0.392879,0.348133,0.321433,0.390238,0.276427,8
-206.919,0.99818,0.0618904,5,31,0,215.337,-0.412943,0.278452,0.669396,-0.20464,0.391934,0.521783,0.0393707,-0.449723,-0.862723,0.553329,8,0.125,0.435642,0.489365,0.371409,0.451138,0.468984,0.403439,0.340338,0.291045,8
-208.29,0.975992,0.0633982,6,63,0,212.152,-0.680513,1.55898,0.262993,0.999048,-0.905415,0.283923,-0.129757,0.250202,-0.234541,0.529232,8,0.125,0.536074,0.367878,0.462126,0.238724,0.370458,0.320999,0.366306,0.309034,8
-211.615,0.997671,0.0620778,6,63,0,216.228,-0.559662,0.179494,0.823262,-1.33912,0.777117,1.10977,-0.424942,-0.719476,-1.3524,0.0396359,8,0.125,0.365274,0.37121,0.351435,0.370783,0.373864,0.359737,0.357053,0.351315,8
-211.525,0.999964,0.0634943,6,63,0,215.607,-0.538404,0.0878911,0.00115303,0.0872727,0.844583,-0.633568,-0.766064,-1.33699,1.73932,0.0353014,8,0.125,0.369281,0.368568,0.369276,0.375524,0.363369,0.362288,0.357645,0.38296,8
-213.018,0.998791,0.0652195,6,63,0,216.028,-0.374033,-0.130979,-0.777626,-0.078124,-1.04655,0.834195,0.706076,1.81462,-1.798,0.0499506,8,0.125,0.405988,0.398223,0.406625,0.395008,0.417665,0.41611,0.429622,0.386074,8
-208.282,0.999798,0.0668106,5,31,0,214.033,-0.408814,0.785159,-0.330126,-0.155875,0.236955,0.971927,-0.309883,0.606643,-0.0361248,0.0682986,8,0.125,0.412125,0.393801,0.396646,0.403084,0.415219,0.394132,0.409174,0.398605,8
-210.489,0.879663,0.0685535,5,63,0,217.482,-0.204614,2.00217,0.157292,-0.0794989,0.112547,0.917625,-0.969192,0.101312,0.109118,0.121477,8,0.125,0.50965,0.453756,0.446636,0.452409,0.476731,0.420103,0.452071,0.452306,8
-209.441,0.996632,0.0555078,5,31,0,213.332,-0.494345,0.143187,0.641479,-0.148064,0.703925,1.08051,0.35624,-0.93688,-0.489713,0.516192,8,0.125,0.396413,0.459286,0.361058,0.467301,0.515846,0.423003,0.273298,0.321447,8
-210.56,1,0.0566276,6,63,0,213.136,-0.352042,-0.078347,-0.00241568,1.01482,-0.317502,-0.954784,-1.95836,0.986256,-0.389314,0.0631749,8,0.125,0.411688,0.41285,0.428511,0.408034,0.398346,0.383254,0.428069,0.406938,8
-209.189,0.999786,0.0581336,6,63,0,216.491,-0.494723,1.37959,0.374592,-1.14189,0.445986,0.663635,0.53024,-0.608711,-0.934381,0.19766,8,0.125,0.444718,0.396354,0.327298,0.399735,0.410101,0.403738,0.35091,0.336392,8
-208.95,0.982445,0.059634,6,63,0,212.542,-0.292154,-0.15712,0.188434,1.21737,-0.405746,-0.597408,-0.865916,0.406914,0.8426,0.115829,8,0.125,0.423029,0.432827,0.462285,0.416016,0.410633,0.403127,0.439049,0.451514,8
-208.691,0.984136,0.0591377,6,63,0,213.763,-0.345786,0.943352,-0.237325,-0.542244,0.389468,0.977952,-0.209424,-0.672291,-1.18187,0.135609,8,0.125,0.44575,0.406617,0.39668,0.427277,0.446909,0.40753,0.392467,0.376118,8
-209.685,0.982818,0.0588351,5,63,0,213.349,-0.449482,1.20022,-0.488858,-0.826345,0.84112,0.86383,0.112482,-0.806059,-1.19595,0.113338,8,0.125,0.422273,0.376393,0.367458,0.412376,0.413,0.39252,0.367992,0.357776,8
-209.27,0.981817,0.0583835,5,63,0,212.255,-0.570104,1.00537,-0.413729,-0.52381,-0.200476,0.381926,0.149111,-0.508423,-1.36471,0.107583,8,0.125,0.386525,0.351007,0.348314,0.356251,0.370746,0.364922,0.34869,0.328071,8
-207.561,0.998235,0.0578233,6,63,0,213.26,-0.208965,-0.467062,0.0128098,-0.0204105,-1.03202,-0.453982,-0.55567,-0.162376,0.554359,0.3101,8,0.125,0.412461,0.448931,0.446383,0.370751,0.413444,0.405819,0.435531,0.490737,8
-209.208,0.998881,0.0590799,5,63,0,210.855,-0.336214,1.18072,-0.610861,-0.0523142,-0.471778,1.62598,-0.264813,0.49634,-0.217353,0.179626,8,0.125,0.469008,0.390326,0.414447,0.396288,0.488966,0.405215,0.438548,0.407272,8
-211.883,0.999508,0.0604202,5,63,0,215.537,-0.489612,1.6785,-0.297577,0.201734,0.573902,1.83681,0.754307,1.18934,0.871593,0.189492,8,0.125,0.457217,0.366793,0.389032,0.405919,0.464671,0.414189,0.434322,0.419591,8
-215.048,0.961463,0.061846,6,63,0,219.708,-0.493251,-0.749076,0.529462,1.82524,1.54893,-1.16089,-1.28432,-1.98845,0.668994,0.195081,8,0.125,0.345386,0.403726,0.465758,0.452374,0.327455,0.322174,0.292937,0.410296,8
-213.996,0.995044,0.0589351,6,63,0,221.155,-0.37029,0.759225,-0.138266,-1.56258,-1.16883,0.780431,0.0153742,2.21328,-1.82472,0.130369,8,0.125,0.432585,0.404123,0.360314,0.372228,0.433264,0.408955,0.479574,0.352475,8
-209.751,1,0.0598093,6,63,0,217.176,-0.513647,1.45542,0.840305,-0.347762,-0.87853,-0.614543,-0.338326,0.653959,-1.72107,0.328609,8,0.125,0.491155,0.440899,0.347981,0.309525,0.328364,0.348685,0.425863,0.253656,8
-207.218,0.999947,0.0612444,5,31,0,210.955,-0.351303,1.16015,0.832331,0.208781,0.220136,-0.406992,-0.61588,-0.411014,-0.361256,0.165065,8,0.125,0.460134,0.446725,0.421446,0.421903,0.39688,0.388657,0.396721,0.398688,8
-210.746,0.998662,0.0626898,5,31,0,213.403,-0.788323,0.250714,0.808442,0.298814,-0.637475,0.718184,1.31927,0.00761318,0.166878,0.387389,8,0.125,0.333766,0.3834,0.337923,0.262063,0.375169,0.431127,0.313163,0.326584,8
-210.468,0.983384,0.0639995,5,31,0,213.355,-0.0822501,0.96785,-0.193559,0.409409,-0.109787,-0.688645,-2.48073,0.0354438,-0.773605,0.212388,8,0.125,0.530788,0.469199,0.501176,0.473633,0.44312,0.352258,0.481328,0.438672,8
-213.639,0.999888,0.0635158,6,63,0,216.38,-0.548107,0.495092,1.68189,-0.898808,-1.24627,0.602818,1.7416,1.21168,1.12658,0.13149,8,0.125,0.381542,0.418981,0.339328,0.329162,0.38489,0.420894,0.40401,0.401319,8
