# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,index.1
-205.792,0.999762,0.018243,8,255,0,220.504,-0.736873,-0.707648,2.18807,1.60574,0.0038163,-0.414251,-0.658977,0.066767,0.381664,-1.75958,0.59121,9,0.111111,0.239533,0.635697,0.552916,0.324182,0.272538,0.244814,0.332389,0.374905,0.144655,9
-205.125,0.997541,0.0184182,7,127,0,210.545,-0.608069,1.51815,1.17372,0.61638,-0.235391,-1.01079,0.469414,0.65235,-2.41345,-0.463031,0.605128,9,0.111111,0.577033,0.525523,0.441499,0.32071,0.227984,0.419698,0.446873,0.112195,0.291469,9
-203.86,0.995755,0.0186846,7,127,0,214.52,-0.151292,-0.829021,0.789862,1.01363,-1.46946,-1.68085,0.0419905,-1.31641,-1.41251,-0.0893687,0.456774,9,0.111111,0.370525,0.552183,0.577302,0.305233,0.285149,0.46702,0.320257,0.310777,0.452119,9
-208.324,0.994231,0.0190163,7,127,0,214.36,-0.179451,-1.64968,2.30496,-0.290743,-0.598788,-1.89517,1.20833,1.49015,-1.55605,-1.2873,0.28178,9,0.111111,0.344275,0.615394,0.435025,0.413824,0.328832,0.540171,0.559823,0.350256,0.367679,9
-206.467,0.998939,0.0193913,7,127,0,214.143,-0.500994,1.12783,0.0339828,1.14677,-0.311313,-0.210025,-1.50542,1.42337,0.0178156,-1.56176,0.567818,9,0.111111,0.534796,0.381851,0.537471,0.336761,0.349725,0.204924,0.576207,0.379687,0.199761,9
-202.654,0.999455,0.0201664,6,63,0,210.172,-0.285352,-0.154329,1.68607,0.320738,-0.581141,-1.12388,-1.15173,1.45497,-1.10058,-1.78588,0.722235,9,0.111111,0.402078,0.71756,0.486577,0.330689,0.250291,0.246537,0.682541,0.253462,0.171479,9
-207.273,0.990772,0.0210819,7,127,0,211.612,-0.390761,-0.390224,0.465962,1.4454,-1.55888,-0.82829,-0.26373,0.914122,-0.0922219,-2.77844,0.302057,9,0.111111,0.375514,0.43782,0.511456,0.296999,0.345031,0.384516,0.47137,0.396848,0.22618,9
-206.219,0.999969,0.0215179,7,127,0,210.203,-0.248893,-0.149391,0.817135,1.25977,-1.63228,-0.892311,-0.609429,1.10831,-0.384029,-2.98853,0.424238,9,0.111111,0.422561,0.524422,0.570907,0.280624,0.34809,0.375795,0.555099,0.398477,0.179942,9
-205.437,0.999188,0.0226343,7,127,0,212.607,-0.663708,0.854276,2.20932,0.965781,0.81073,-0.687333,0.504989,-0.24922,0.293174,1.48838,0.372669,9,0.111111,0.414511,0.539825,0.424631,0.410578,0.284987,0.383312,0.319388,0.364832,0.472768,9
-202.548,0.998903,0.0237817,7,127,0,211.719,-0.300739,0.0112449,0.360524,0.590414,0.121199,-0.961847,0.0283229,1.84452,-0.658993,-2.12442,0.569156,9,0.111111,0.426942,0.476132,0.508824,0.442319,0.299815,0.429322,0.678979,0.337197,0.180959,9
-201.304,0.995362,0.0249854,6,127,0,209.593,-0.432592,1.07834,1.30983,1.28315,-1.07076,-0.667934,-0.517176,0.0939026,-1.18449,-0.661892,0.505601,9,0.111111,0.528125,0.557164,0.553834,0.27409,0.316414,0.333127,0.404894,0.262799,0.317075,9
-197.805,0.999365,0.0259878,6,63,0,202.125,-0.353125,0.419048,1.04896,0.568419,0.0478447,-0.708273,-0.74519,0.490937,-0.514023,-0.767544,0.842984,9,0.111111,0.500031,0.629746,0.531469,0.422433,0.278847,0.272632,0.515177,0.312934,0.268911,9
-199.171,0.998866,0.0273582,6,63,0,202.901,-0.391781,0.170819,0.851782,0.469916,-0.541331,-0.640578,-1.39805,0.584835,-1.19791,0.0248349,0.720005,9,0.111111,0.433204,0.555151,0.486643,0.313988,0.298804,0.198073,0.507325,0.221959,0.407599,9
-202.203,0.998695,0.0287558,7,127,0,204.911,-0.638149,0.123722,1.83659,1.01737,-0.0260866,-0.380504,0.731434,0.392434,0.305969,-1.27874,0.937089,9,0.111111,0.372336,0.747043,0.578159,0.340157,0.269982,0.511815,0.432808,0.413036,0.137473,9
-202.168,0.999987,0.0302022,7,127,0,205.294,-0.0564346,0.938988,0.482727,-0.0224837,-0.706457,-1.54125,0.541852,0.811469,-0.972924,0.0309927,0.647973,9,0.111111,0.6346,0.563741,0.482257,0.37421,0.258243,0.573139,0.615236,0.334731,0.490913,9
-202.688,0.994664,0.0318261,6,63,0,207.065,-0.56957,0.158063,2.63759,0.774205,-0.73093,-0.375969,-0.475344,0.0602707,-0.181678,-0.14627,0.455202,9,0.111111,0.3781,0.652731,0.445925,0.28858,0.322849,0.31304,0.367691,0.342478,0.346117,9
-202.142,0.999316,0.0330168,6,63,0,207.137,-0.611992,1.25592,1.39052,0.564589,0.602186,-0.617032,0.866731,0.613581,-0.985712,-0.991881,0.752332,9,0.111111,0.582459,0.606863,0.453328,0.460347,0.254225,0.510018,0.462477,0.205287,0.20453,9
-205.196,0.99652,0.0346891,6,63,0,209.858,-0.277938,-0.645309,1.20049,1.5122,-1.537,-1.73802,-0.317404,-0.377254,-0.430431,1.21901,0.293235,9,0.111111,0.385287,0.518513,0.541279,0.325493,0.312687,0.408296,0.404063,0.400314,0.519869,9
-201.987,0.996279,0.036139,6,63,0,209.597,-0.261629,0.46705,0.136068,-0.188512,-0.156952,-0.781752,0.978724,0.298506,-0.189091,-0.961685,0.919743,9,0.111111,0.541886,0.465933,0.39293,0.399875,0.272765,0.654425,0.50323,0.392803,0.241196,9
-198.757,0.997955,0.0376021,6,95,0,205.304,-0.656388,-0.252977,1.03705,0.97081,-0.0612562,-0.0039336,0.624582,0.689848,-0.439055,-0.356854,0.915971,9,0.111111,0.291501,0.572857,0.55795,0.329047,0.340742,0.47894,0.493874,0.257587,0.272246,9
-200.187,0.975934,0.0392801,6,63,0,204.304,-0.168295,0.616745,1.01229,0.30256,-0.531338,-1.65354,-0.325656,-0.0211998,-0.829113,-0.151928,0.494194,9,0.111111,0.534071,0.58224,0.495307,0.393916,0.271809,0.418427,0.455426,0.359384,0.439454,9
-200.703,0.991305,0.038623,5,63,0,204.112,-0.20876,0.6593,1.06975,0.12665,-0.694235,-1.47337,-0.21101,-0.0617997,-0.896973,-0.193623,0.387706,9,0.111111,0.511711,0.551315,0.46017,0.382744,0.314321,0.427864,0.442081,0.364353,0.429515,9
-202.084,0.993426,0.039592,6,63,0,205.717,-0.11679,-0.807517,0.496356,0.492254,-0.762033,-0.564998,0.515488,0.97554,-2.02247,-0.723074,0.632196,9,0.111111,0.348123,0.549092,0.54845,0.354677,0.383675,0.552085,0.622446,0.198549,0.360334,9
-203.799,0.993986,0.0407968,6,63,0,208.472,-0.518994,1.02355,1.5617,1.04291,-0.937825,-0.639793,-1.53056,0.378578,0.826369,-0.472009,0.436855,9,0.111111,0.482045,0.54072,0.484157,0.283191,0.310348,0.233683,0.412507,0.460584,0.32625,9
-200.925,0.999343,0.0420769,5,63,0,206.135,-0.399099,0.182752,1.97805,0.975844,-0.544007,-1.2964,-1.03275,0.827169,-0.0538809,-0.563798,0.46403,9,0.111111,0.422066,0.626862,0.513427,0.342644,0.26881,0.293525,0.496183,0.395536,0.340578,9
-198.855,0.972084,0.0439863,6,63,0,205.365,-0.280277,-0.143142,0.333921,-0.0632038,-0.343729,-0.565741,-0.367026,-0.0689873,-1.20772,-1.05056,1.03475,9,0.111111,0.39451,0.516306,0.414431,0.346162,0.296154,0.340726,0.41298,0.177998,0.203049,9
-197.806,0.998627,0.042791,6,95,0,201.63,-0.278225,0.189232,0.882187,0.356211,-0.270873,-1.01549,0.0733011,0.449459,-0.909023,-0.947202,0.939256,9,0.111111,0.474899,0.634222,0.514083,0.3699,0.225826,0.447846,0.535921,0.243787,0.237237,9
-201.599,0.974171,0.0446018,5,63,0,208.761,-0.529891,0.11724,0.853969,0.927237,0.301145,-0.422514,0.599451,2.10366,0.433236,-0.579773,0.80766,9,0.111111,0.392885,0.539872,0.554532,0.42882,0.295017,0.488567,0.762991,0.455125,0.269305,9
-200.847,0.999776,0.0436245,5,31,0,204.391,-0.653466,-0.180301,1.28751,0.706185,-0.0332888,-0.171033,0.0598527,1.62567,0.669142,-0.683382,0.859043,9,0.111111,0.308242,0.611249,0.488297,0.335801,0.309942,0.353875,0.677663,0.480349,0.224345,9
-201.258,0.992226,0.0455547,6,63,0,205.765,-0.329692,0.890664,1.00683,0.813975,-0.5453,-0.961665,-0.0854267,1.02713,-2.35578,-0.136001,0.541151,9,0.111111,0.538,0.553583,0.52767,0.348695,0.299412,0.407111,0.556296,0.16735,0.400522,9
-201.479,0.999387,0.0466325,5,63,0,204.319,-0.47429,1.26749,1.46837,0.321583,-0.284901,-0.487803,0.610125,1.0442,-1.78188,-0.447891,0.621341,9,0.111111,0.577679,0.607798,0.431808,0.342694,0.314884,0.476219,0.543518,0.170591,0.320259,9
-203.428,0.99685,0.0485768,6,63,0,206.844,-0.279809,-1.43063,0.317532,0.42383,-0.439447,-0.774718,-0.734327,0.0256645,-0.0942802,-1.30248,0.540566,9,0.111111,0.258619,0.472986,0.487327,0.37347,0.332124,0.336984,0.433905,0.418052,0.272121,9
-202.234,0.996411,0.0502445,5,63,0,208.318,-0.0358492,-0.963707,1.41416,0.257684,-1.21969,-1.92581,0.113979,0.456492,-1.37044,-0.933319,0.570186,9,0.111111,0.357704,0.683626,0.527741,0.32491,0.243439,0.507284,0.555875,0.306347,0.361695,9
-201.243,0.948999,0.0518786,6,95,0,207.872,-0.753657,0.952672,1.06825,1.10201,0.0699138,0.0882389,-0.640823,0.251522,0.0717476,-0.615753,1.15601,9,0.111111,0.586045,0.618041,0.627211,0.337862,0.342617,0.183255,0.386299,0.338337,0.187632,9
-205.256,0.967493,0.0476459,6,63,0,207.898,-0.761366,0.0439534,1.85271,1.0564,0.142217,-1.06109,0.491911,1.31131,1.22795,-0.486053,0.485686,9,0.111111,0.323,0.534562,0.438245,0.333523,0.218109,0.372279,0.46892,0.458851,0.269446,9
-208.827,0.986478,0.0458251,6,63,0,214.595,-0.446205,0.296398,1.07534,-0.0590092,-1.13931,-1.14491,-1.40658,-1.1048,-2.94021,-0.046263,0.43067,9,0.111111,0.421028,0.504228,0.384233,0.281532,0.281046,0.258846,0.284549,0.152844,0.385533,9
-206.006,0.997002,0.0461651,6,63,0,214.405,0.226677,-1.03082,0.731355,0.408089,-1.01488,-1.33362,1.18255,-0.452573,-2.20043,-0.233686,0.563665,9,0.111111,0.412326,0.654508,0.612232,0.414504,0.371674,0.709558,0.492895,0.266271,0.523721,9
-205.446,0.997395,0.0476864,6,63,0,212.35,-0.152876,0.818317,0.668014,0.283009,-0.966849,-1.92719,-0.669089,-0.636974,-0.800037,1.43501,0.312182,9,0.111111,0.525625,0.513913,0.483874,0.388242,0.319839,0.410535,0.412964,0.40068,0.573246,9
-205.677,0.999174,0.0492734,6,63,0,214.548,0.194647,-0.983008,0.640839,0.199559,-1.06838,-1.18325,1.4435,0.0869687,-1.96786,-2.33875,0.881559,9,0.111111,0.338064,0.681263,0.591597,0.321433,0.299756,0.812627,0.567416,0.176515,0.133877,9
-202.226,0.997771,0.0510969,4,15,0,208.1,-0.0933625,-0.134581,0.431678,-0.00215019,-1.10031,-1.32789,1.15812,-0.0385619,-1.80219,-1.87302,0.503542,9,0.111111,0.459805,0.530962,0.476406,0.343572,0.31821,0.620059,0.471835,0.268776,0.261825,9
-205.495,0.974044,0.0527779,5,63,0,210.441,-0.410727,-0.0350549,0.131938,1.2069,0.508829,-0.356211,1.01431,-0.255307,-1.48999,-1.46943,0.607344,9,0.111111,0.393645,0.418096,0.579879,0.474599,0.348175,0.551147,0.36221,0.211541,0.213631,9
-206.914,0.99748,0.0515372,5,63,0,213.174,-0.521836,0.788515,0.854554,1.48704,0.389844,-0.174052,0.792317,-0.766673,-2.48246,-0.131055,0.306007,9,0.111111,0.43032,0.435281,0.483308,0.400702,0.360061,0.430605,0.319419,0.217297,0.363099,9
-204.507,0.940789,0.0531527,6,63,0,213.824,0.0824865,-0.828702,1.11643,-0.593511,-1.72003,-1.8063,0.0531598,1.22367,-0.183989,-1.17009,0.436161,9,0.111111,0.430709,0.638632,0.456019,0.339007,0.330627,0.526394,0.649355,0.500559,0.394637,9
-203.549,0.987266,0.0480596,6,63,0,207.837,0.0845399,-0.647717,1.18073,-0.240654,-0.958045,-1.67918,0.221785,1.51423,-0.585691,-1.7783,0.478833,9,0.111111,0.443836,0.656991,0.492327,0.407526,0.327502,0.54754,0.692025,0.451179,0.317136,9
-205.493,0.998469,0.0484031,6,63,0,208.844,-0.199901,-0.591398,0.605998,0.019046,-1.20745,-2.40083,0.981977,2.08984,-1.16526,-0.42088,0.364157,9,0.111111,0.397651,0.505194,0.451908,0.345336,0.254609,0.539342,0.636714,0.348818,0.412614,9
-200.665,0.981882,0.0499982,6,63,0,210.019,-0.853346,0.488045,1.11252,0.907328,0.196942,-0.212457,-0.379484,1.80885,-1.00587,-0.82941,0.769461,9,0.111111,0.382768,0.500674,0.46128,0.331412,0.265647,0.24134,0.631462,0.164197,0.18369,9
-201.6,0.998506,0.0497109,5,31,0,206.831,-0.267362,0.975806,1.20603,0.772644,-0.105605,-0.950206,0.269373,1.05278,-1.81946,-1.4806,0.503584,9,0.111111,0.555776,0.584185,0.530395,0.420543,0.321722,0.46712,0.565324,0.234404,0.2664,9
-202.498,0.999083,0.0513072,5,31,0,204.79,-0.368155,1.29524,0.744921,0.523943,-0.521835,-0.247756,0.578982,0.870676,-1.41131,-1.0751,0.786949,9,0.111111,0.657266,0.5543,0.511038,0.314576,0.362824,0.521855,0.578598,0.185611,0.228958,9
-203.452,0.979708,0.0529942,5,31,0,209.504,-0.733979,-0.560016,0.806136,0.835487,0.00662559,-0.230288,0.0216097,0.729389,0.659512,0.000149283,0.593998,9,0.111111,0.256045,0.43656,0.440853,0.325185,0.295094,0.327141,0.425381,0.415268,0.324342,9
-203.939,0.999815,0.0523969,6,63,0,206.958,-0.0099783,-0.179118,1.11407,0.520534,-0.658773,-0.990223,-0.23207,0.602502,-3.00123,-1.14858,0.838624,9,0.111111,0.460038,0.715919,0.605051,0.362983,0.30145,0.449028,0.621353,0.0739949,0.274243,9
-203.657,0.997061,0.0541624,5,63,0,209.831,-0.519929,-0.527447,0.667968,0.301647,0.510922,-0.45822,-0.284344,-0.173622,-1.30234,-0.0685242,0.420639,9,0.111111,0.322612,0.440544,0.402985,0.424332,0.329008,0.345352,0.355956,0.255832,0.366154,9
-211.048,0.989254,0.0556188,6,63,0,213.664,-0.38029,0.64478,1.33259,1.06549,-2.05983,-1.6788,-1.71081,0.109883,-3.06835,-1.04878,0.199804,9,0.111111,0.437464,0.471522,0.458247,0.311771,0.328336,0.326927,0.411363,0.27025,0.356671,9
-206.252,0.991337,0.0561215,4,15,0,212.142,-0.11273,0.148923,1.17693,0.773526,-1.82517,-1.67818,-0.901665,0.348679,-2.69212,-0.849917,0.597265,9,0.111111,0.494054,0.643413,0.58644,0.23097,0.246931,0.342705,0.523863,0.151789,0.3497,9
-199.656,0.999889,0.0568715,5,63,0,208.115,-0.264642,0.107041,0.453206,0.982273,-0.329535,-1.0711,-0.357647,-0.0586546,-0.311418,-1.45585,0.658896,9,0.111111,0.451624,0.508492,0.594494,0.381834,0.274803,0.377471,0.424754,0.384655,0.227251,9
-204.916,0.976998,0.0586895,5,63,0,207.815,-0.702847,1.76384,2.3283,0.819192,-0.123387,-0.0291072,0.0209188,-0.667385,0.086627,-0.76083,0.418225,9,0.111111,0.508708,0.567316,0.410901,0.319852,0.32849,0.333122,0.272502,0.339255,0.264824,9
-205.663,0.978239,0.0576283,6,63,0,211.982,-0.751063,-0.823835,2.11388,1.62439,1.10384,-0.611734,-0.247146,1.49965,0.0535023,-0.361631,0.521576,9,0.111111,0.234916,0.586977,0.524026,0.45628,0.255379,0.293184,0.507778,0.326698,0.280965,9
-206.961,0.947074,0.0567402,6,63,0,210.352,0.188017,-1.51901,0.465393,1.2747,-0.601997,-1.83928,0.224454,0.256669,-2.05046,-0.7826,0.504406,9,0.111111,0.359351,0.604144,0.696563,0.471124,0.323064,0.574744,0.578711,0.30022,0.4485,9
-204.543,1,0.0522858,6,63,0,210.647,-0.151432,-1.43811,0.950961,0.669974,-0.692556,-0.757448,-0.100018,0.246818,-1.80723,-1.82871,0.407252,9,0.111111,0.323638,0.55869,0.530317,0.393296,0.387009,0.452106,0.487274,0.29164,0.289836,9
-203.101,0.997578,0.0539271,6,63,0,209.018,-0.0545828,0.787225,1.04416,-0.0861649,-0.883288,-1.42425,0.00121339,-0.882821,-1.03906,-1.8051,0.673301,9,0.111111,0.616674,0.656661,0.47188,0.343147,0.266289,0.486562,0.343218,0.31991,0.219265,9
-202.767,0.969167,0.0553112,5,31,0,206.18,-0.268749,0.758931,1.3128,-0.230407,-0.660933,-1.45621,-0.245808,-0.247115,-1.24738,-1.6539,0.348213,9,0.111111,0.49888,0.546958,0.41363,0.377801,0.315222,0.41233,0.41222,0.331124,0.300555,9
-204.413,0.984499,0.053436,5,31,0,210.37,-0.0455397,0.042804,0.441552,-0.650571,-0.160594,-1.29665,0.215579,1.23019,-2.24776,-0.0623785,0.496942,9,0.111111,0.493933,0.543362,0.408822,0.468705,0.334055,0.515393,0.637792,0.238205,0.480875,9
-199.933,0.999981,0.0533102,5,31,0,206.474,-0.185816,-0.809649,1.02977,0.503594,-0.782654,-0.919052,-0.588335,0.674007,-1.20332,-1.08709,0.896808,9,0.111111,0.286608,0.67649,0.566064,0.291583,0.266974,0.328839,0.603157,0.220121,0.238535,9
-203.052,0.980438,0.0549106,5,31,0,205.164,-0.474618,0.59041,0.941568,0.528971,-0.0889736,-1.13783,-1.67973,1.18854,-0.92956,0.242748,0.777206,9,0.111111,0.496063,0.563942,0.484131,0.367311,0.204411,0.144289,0.610431,0.231996,0.428995,9
-204.108,0.999757,0.0543048,5,63,0,206.93,-0.832145,0.388852,1.65989,1.5,-0.308046,-0.340752,1.2829,-0.617895,-0.584704,-1.14183,0.708559,9,0.111111,0.36433,0.585158,0.557419,0.259146,0.254721,0.519207,0.219264,0.223317,0.162302,9
-201.098,0.996647,0.0558727,6,63,0,207.486,-0.0465886,0.45036,0.520623,0.268059,0.120713,-0.921131,-0.595836,-0.13639,-0.806526,-0.487352,0.920637,9,0.111111,0.590983,0.606522,0.549883,0.51613,0.290158,0.355457,0.457067,0.312361,0.378654,9
-201.641,0.939152,0.0570991,5,63,0,206.66,-0.262116,0.0551604,1.81125,1.2898,-0.678169,-0.812316,0.206763,1.43805,-0.968929,0.187824,0.50845,9,0.111111,0.441748,0.658994,0.597169,0.352759,0.337347,0.460833,0.615161,0.319783,0.458442,9
-201.941,0.98801,0.0519142,6,63,0,204.907,-0.762969,0.279389,2.0219,1.40134,-0.50153,-0.550429,0.583614,1.46918,-1.09231,-0.157982,0.571017,9,0.111111,0.353559,0.59666,0.509304,0.25935,0.254022,0.394194,0.51898,0.199936,0.298766,9
-201.298,0.979695,0.0521326,5,63,0,206.982,-0.710815,-0.264156,0.860437,1.2125,0.0222518,-0.27734,0.429726,0.759174,-0.284999,-0.769555,0.535985,9,0.111111,0.29893,0.437914,0.484771,0.332059,0.297451,0.382137,0.424602,0.296594,0.245403,9
-201.041,0.985878,0.0514771,5,63,0,206.893,-0.427295,-0.0117909,0.871347,1.48175,0.132259,-0.504717,0.228857,1.4372,-0.207847,-1.06374,0.498109,9,0.111111,0.39337,0.501683,0.577075,0.410617,0.336552,0.42231,0.57165,0.370324,0.277448,9
-198.165,0.99998,0.0514619,5,31,0,201.953,-0.541269,0.67628,1.17671,0.485543,-0.367296,-0.452168,-0.287561,1.26391,-0.981786,-0.720842,0.804229,9,0.111111,0.500654,0.599906,0.462376,0.302239,0.288041,0.315931,0.616616,0.209019,0.245827,9
-200.412,0.980762,0.0529031,5,63,0,201.748,-0.448383,0.0894849,1.12919,1.38711,0.307426,-0.306294,0.200107,-0.0103704,-0.315973,-0.744962,0.648989,9,0.111111,0.403643,0.570637,0.611076,0.438102,0.343629,0.421037,0.388146,0.342213,0.282548,9
-203.025,0.999657,0.0523362,5,63,0,205.482,-0.165234,0.799296,1.56863,0.616876,-0.771445,-1.17544,-1.8074,-0.161613,-1.37332,-0.345659,0.446855,9,0.111111,0.547837,0.630815,0.527577,0.375203,0.333925,0.274307,0.440914,0.314555,0.42075,9
-203.587,0.995116,0.053737,6,63,0,212.42,-0.0700048,-0.631383,1.23572,0.33514,-1.44206,-1.05955,-0.52167,1.07348,-0.965612,0.906471,0.468049,9,0.111111,0.409623,0.624425,0.521701,0.32192,0.362177,0.422097,0.606455,0.372394,0.587652,9
-202.175,0.991349,0.054667,5,31,0,207.584,-0.453976,0.152031,1.10026,0.925906,-1.44751,-1.37396,0.351292,0.62417,-1.17417,-0.488328,0.441015,9,0.111111,0.404457,0.507814,0.488593,0.251176,0.257326,0.42579,0.455442,0.274521,0.338646,9
-201.644,0.999388,0.0551911,5,31,0,205.055,-0.348372,0.224556,1.27382,0.446361,0.0851338,-0.336493,0.517427,0.714485,-1.93216,0.237272,0.878354,9,0.111111,0.462289,0.683628,0.510921,0.432025,0.344358,0.526503,0.56935,0.114509,0.465066,9
-202.226,0.999519,0.0565856,5,31,0,204.994,-0.6715,0.787849,1.15805,0.965748,0.0926169,0.0429505,0.523466,0.477437,-1.8308,0.604432,0.939042,9,0.111111,0.517074,0.602516,0.558574,0.357891,0.347246,0.455135,0.444439,0.0838847,0.474045,9
-203.987,0.964471,0.0580106,5,31,0,212.033,-0.690638,0.363369,0.993377,1.4539,-0.979387,-0.115331,0.285275,0.29549,-1.77393,-0.149415,0.597165,9,0.111111,0.383753,0.475662,0.544278,0.218318,0.318753,0.372786,0.374214,0.148051,0.314349,9
-201.096,0.984906,0.0555768,5,31,0,210.62,-0.634957,0.152422,1.48299,1.50297,0.0480398,-1.13107,0.255874,0.45534,-0.192557,-0.617246,0.550113,9,0.111111,0.365607,0.545091,0.547814,0.352395,0.221461,0.378905,0.40505,0.322811,0.273982,9
-200.967,0.974676,0.0553853,5,63,0,207.556,-0.556554,0.518219,2.13614,1.1325,-0.00614255,-0.742652,-0.174077,-0.122838,-0.264059,-0.371889,0.380445,9,0.111111,0.411105,0.563685,0.468616,0.363804,0.301726,0.349149,0.353592,0.341411,0.332248,9
-199.907,0.989361,0.0541252,5,63,0,204.041,-0.496403,0.212778,0.838754,0.90731,-0.334574,-0.494986,-0.207754,-0.396681,-1.46956,-0.822216,0.590582,9,0.111111,0.408362,0.499737,0.509858,0.333145,0.312441,0.349987,0.325046,0.203542,0.272497,9
