# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1480661404
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-218.769,0.99993,0.00637234,8,255,0,223.106,0.296916,0.570686,0.574311,-0.856696,-0.740331,-0.113281,-0.0304351,-1.44994,-1.72438,-1.21825,1.1662,0.267627,1.4385,-0.993388,0.470973,1.90052,0.874388,0.656911,0.325975,0.103345,0.625291,0.0851112,240,0.00181806,0.465365,0.465655,0.354752,0.363374,0.411228,0.417699,0.419906,0.41314,0,0,0,0,0.381128,0.398312,0.494192,0.507048,0,0,0.432166,0.433866,0.404976,0.399459,0.409653,0,6,8,6,9
-221.341,0.998747,0.00644467,9,511,0,234.123,-0.966022,1.35651,0.598096,-0.295163,0.5038,0.142334,0.487596,0.546934,0.48359,-0.0866666,-1.34474,-1.27814,-1.02872,0.267034,0.0559168,-2.24271,-3.05426,-0.522879,0.916202,0.434524,0.197776,0.266442,240,0.00181806,0.640722,0.471271,0.282523,0.449851,0.370091,0.446187,0.453028,0.446445,0,0,0,0,0.439826,0.477763,0.460541,0.47699,0,0,0.437363,0.45937,0.463171,0.459114,0.422896,0,6,8,6,9
-219.149,0.999625,0.00658353,9,511,0,232.898,-0.134897,0.180268,1.93762,-1.43132,-1.08944,0.66034,-0.696906,-0.158003,-0.0529849,0.27195,1.80744,0.0596522,1.21455,1.3781,-0.00775578,0.291296,0.965454,-1.07577,0.122687,0.5989,0.331967,0.337861,240,0.00181806,0.379651,0.430309,0.335343,0.344537,0.393283,0.355235,0.368713,0.383062,0,0,0,0,0.334887,0.360361,0.500233,0.390592,0,0,0.429722,0.324896,0.365106,0.373185,0.398612,0,6,8,6,9
-220.942,0.999989,0.00681357,9,511,0,232.501,-0.378019,-0.170382,1.36574,-2.27372,-1.04371,-1.0009,0.0431297,1.0647,-0.483273,0.640397,0.335337,1.01823,0.217575,-0.15894,-0.00304664,0.106282,0.671802,0.480129,0.0214709,0.605752,0.188677,0.300892,240,0.00181806,0.401428,0.408878,0.391294,0.39721,0.397417,0.402461,0.49112,0.277403,0,0,0,0,0.376514,0.429036,0.430898,0.476731,0,0,0.328087,0.396901,0.468133,0.361542,0.438245,0,6,8,6,9
-216.754,0.999421,0.00711378,9,511,0,226.883,-0.292512,0.920734,1.32877,-1.68741,-0.721432,1.36542,0.24347,0.624459,0.239798,0.310233,0.523847,0.255012,-0.116443,0.30262,1.32899,0.15084,0.775755,-0.440957,0.0855439,0.64896,0.314342,0.191878,240,0.00181806,0.483239,0.491603,0.430217,0.44973,0.492355,0.469381,0.498222,0.438578,0,0,0,0,0.40706,0.481365,0.640361,0.556415,0,0,0.509763,0.45824,0.475685,0.458072,0.46129,0,6,8,6,9
-215.017,0.999988,0.00745618,9,511,0,224.293,-0.598902,0.133947,0.81738,-0.624196,0.10278,1.08212,0.335382,0.72095,-0.365803,-0.055313,0.552617,0.512938,-0.028217,0.725923,0.981692,0.0702293,2.15446,-0.411995,0.0663931,0.562341,0.401501,0.079254,240,0.00181806,0.389156,0.399578,0.37771,0.388683,0.403639,0.392218,0.452878,0.312459,0,0,0,0,0.347922,0.415209,0.510459,0.437541,0,0,0.406059,0.39241,0.399438,0.379739,0.385331,0,6,8,6,9
-221.83,0.999431,0.00786143,9,511,0,231.853,-0.907656,2.1495,0.235624,-0.321109,-0.57351,-1.06739,0.0509025,1.1693,0.12574,2.14801,-0.249272,0.17739,0.812414,-0.123724,-0.400685,0.428535,-2.66384,0.221475,0.167511,0.432965,0.198487,0.0280515,240,0.00181806,0.424396,0.349488,0.328839,0.319683,0.302162,0.34257,0.383834,0.284536,0,0,0,0,0.347379,0.336295,0.315119,0.364015,0,0,0.332587,0.339466,0.346413,0.339929,0.352546,0,6,8,6,9
-223.005,0.999743,0.00829943,9,511,0,238.897,0.342067,0.324863,-0.372206,-0.731468,-0.198586,-0.323185,-0.860647,-1.60428,-1.98795,-2.26926,0.0486237,-0.556807,-0.948366,0.458529,0.462178,-0.557999,2.74523,-0.05139,0.329787,0.0650482,0.434252,0.25256,240,0.00181806,0.431948,0.377153,0.349995,0.39057,0.380924,0.340451,0.377244,0.371473,0,0,0,0,0.364048,0.418495,0.405533,0.351298,0,0,0.435448,0.402608,0.358619,0.336767,0.321169,0,6,8,6,9
-222.034,0.998674,0.0087888,8,511,0,235.217,-0.290124,1.00231,1.12531,-0.512899,-0.336719,-0.326164,0.813109,0.805955,-2.45776,-1.34173,-1.41565,-1.14484,0.489725,0.324721,1.02366,-0.0525372,1.94021,0.391726,0.819699,0.0623876,0.866811,0.0440559,240,0.00181806,0.545303,0.569545,0.264406,0.292498,0.294236,0.507684,0.44954,0.404063,0,0,0,0,0.394988,0.429505,0.431595,0.655531,0,0,0.430025,0.441279,0.441208,0.409155,0.420049,0,6,8,6,9
-219.169,0.999561,0.0092903,9,511,0,238.207,-1.05115,-0.20025,0.185236,-0.89583,0.902002,1.10909,-0.699737,0.911977,0.0209881,1.38363,1.59255,1.08243,-0.313125,0.0941367,-0.310665,1.11974,-1.28632,-0.522547,0.00813173,0.513052,0.107637,0.333197,240,0.00181806,0.346652,0.347343,0.345407,0.34863,0.349002,0.345758,0.389564,0.289289,0,0,0,0,0.334179,0.377356,0.382468,0.338774,0,0,0.392313,0.262555,0.376982,0.311011,0.414013,0,6,8,6,9
-223.831,0.999814,0.00985558,9,511,0,232.119,-1.06687,0.645601,1.26273,-0.362942,0.0489564,1.8248,0.0265026,0.567666,0.158896,-0.87521,1.09723,0.00318082,-0.634712,3.10216,-1.3159,-0.0961255,-1.95676,-0.362746,0.0183481,0.844784,0.0678212,0.261974,240,0.00181806,0.354854,0.357403,0.350705,0.352397,0.359732,0.352305,0.387401,0.310133,0,0,0,0,0.34708,0.353327,0.380805,0.352985,0,0,0.442109,0.331779,0.363685,0.339457,0.281956,0,6,8,6,9
-214.45,0.999958,0.0104679,8,255,0,231.19,-1.43682,0.175866,0.702052,0.20427,0.00450037,0.561949,0.402171,0.968373,0.250366,1.136,-0.68463,0.873358,0.356584,1.11166,1.81863,0.129358,-0.701433,-0.286514,0.27283,0.615585,0.193118,0.445016,240,0.00181806,0.349253,0.382016,0.350989,0.338861,0.373174,0.363193,0.403693,0.303748,0,0,0,0,0.358109,0.34943,0.373874,0.366797,0,0,0.351227,0.335383,0.392945,0.320661,0.410651,0,6,8,6,9
-217.836,0.998536,0.0111242,8,511,0,230.383,-0.905851,-0.678517,-0.142745,0.836943,0.480125,0.728535,0.547147,0.0509563,0.100199,0.955969,-0.58843,1.0932,0.985105,0.980124,0.733939,0.0116223,-0.53911,0.204443,0.205541,1.17143,0.103888,0.629669,240,0.00181806,0.356444,0.381803,0.42977,0.412098,0.42438,0.415402,0.398549,0.41227,0,0,0,0,0.406198,0.397407,0.403521,0.399054,0,0,0.445718,0.417777,0.344439,0.351457,0.48122,0,6,8,6,9
-214.195,0.999952,0.0117711,8,255,0,222.969,-1.26219,0.219393,0.812335,0.879461,0.127031,0.404959,0.12113,0.692138,-0.329006,-0.0121523,-0.0726958,0.676785,-0.0138756,0.437172,0.251661,0.770531,-0.770247,0.656671,0.142156,0.895348,0.207262,0.193392,240,0.00181806,0.314675,0.332344,0.334374,0.311966,0.320153,0.311794,0.398353,0.210035,0,0,0,0,0.328265,0.296157,0.307817,0.295913,0,0,0.326235,0.314774,0.338034,0.297032,0.309464,0,6,8,6,9
-214.879,0.996255,0.012503,7,255,0,228.457,0.00771261,1.08169,0.127869,-0.901752,-0.46572,0.178092,-0.939043,0.246656,-0.102274,0.140375,1.0546,0.970301,-1.90865,-0.161563,-0.830381,1.39634,-0.330408,-0.343844,0.168444,0.487591,0.584932,0.187747,240,0.00181806,0.45739,0.418622,0.37788,0.394961,0.420642,0.376432,0.422072,0.382032,0,0,0,0,0.371033,0.431824,0.524882,0.365989,0,0,0.418527,0.369511,0.421599,0.406033,0.41684,0,6,8,6,9
-216.624,0.999409,0.013134,8,255,0,229.795,-0.158982,0.0582338,-0.0868027,-0.0225751,0.195604,0.758992,-0.763232,-0.217423,-0.321747,0.410999,-0.987615,-2.68611,1.44985,-0.558037,-0.0399897,-0.231393,-0.17364,-0.87096,0.185716,0.830463,0.145177,0.383123,240,0.00181806,0.40631,0.399906,0.402738,0.412404,0.437659,0.370516,0.410328,0.389821,0,0,0,0,0.398267,0.40578,0.425377,0.373131,0,0,0.479024,0.339598,0.387772,0.37836,0.446014,0,6,8,6,9
-217.794,0.997808,0.0139144,8,255,0,227.077,-1.23566,0.191457,1.6403,0.0432704,-0.279772,-0.357011,0.679256,0.496342,-0.1186,0.154104,0.504296,-0.534525,1.71632,1.1309,0.698469,-0.682313,0.789126,1.84548,0.405096,1.21555,0.124218,0.206817,240,0.00181806,0.310547,0.442953,0.298196,0.272249,0.266252,0.353013,0.395515,0.239125,0,0,0,0,0.330418,0.321998,0.32,0.347297,0,0,0.304735,0.349774,0.341607,0.314822,0.326568,0,6,8,6,9
-217.687,0.99146,0.0146646,8,255,0,228.368,-0.825363,0.352468,-0.0103716,0.477938,1.352,1.1728,-0.489496,-0.0727598,-0.885981,0.981683,0.221269,-0.778236,-1.28845,0.65678,0.5678,0.945664,-1.36226,0.403247,0.127282,0.270207,0.494939,0.264593,240,0.00181806,0.362592,0.352241,0.366201,0.391731,0.386444,0.338779,0.384543,0.335169,0,0,0,0,0.350372,0.452358,0.430821,0.251614,0,0,0.429098,0.327861,0.352195,0.305522,0.416976,0,6,8,6,9
-217.034,0.997889,0.0151737,8,255,0,228.172,-0.610311,0.661625,0.200858,0.17561,0.590281,1.11771,-0.745883,0.650046,-0.749865,0.420939,-0.191877,-0.686901,-2.25532,-1.23052,0.634357,0.915734,-0.472871,1.34306,0.127309,0.332843,0.367297,0.418131,240,0.00181806,0.419647,0.406034,0.405292,0.417531,0.433236,0.378514,0.45232,0.344777,0,0,0,0,0.395645,0.431195,0.477364,0.320761,0,0,0.503794,0.321453,0.456134,0.321097,0.433015,0,6,8,6,9
-216.677,0.998961,0.0159743,8,255,0,228.253,0.0983489,0.0611474,0.345908,-0.809556,-0.752282,0.290354,-0.474852,0.023159,-0.0928497,-0.596544,1.13362,2.85691,1.04456,-0.305736,0.847256,0.990718,-0.937071,-0.303181,0.722174,1.60483,0.330059,0.506116,240,0.00181806,0.459845,0.510481,0.313947,0.322816,0.500587,0.367494,0.434804,0.391282,0,0,0,0,0.396548,0.400934,0.482813,0.422389,0,0,0.47021,0.378854,0.43777,0.423828,0.364903,0,6,8,6,9
-212.031,0.999275,0.0168529,7,127,0,221.537,0.143975,0.309477,0.297241,-0.849502,-0.34407,-0.0958034,0.22633,-0.105733,-0.71598,0.191648,-0.42446,1.5345,0.111623,-0.867058,0.697548,1.52891,0.322916,-0.802194,0.227503,0.659652,0.460762,0.432217,240,0.00181806,0.422812,0.422148,0.361399,0.387764,0.400965,0.418303,0.447284,0.352373,0,0,0,0,0.375184,0.4303,0.458098,0.494526,0,0,0.405252,0.438556,0.404237,0.343708,0.434939,0,6,8,6,9
-218.004,0.984429,0.0177794,8,255,0,232.428,0.189822,-1.27128,0.0882654,-1.1932,-0.0953527,0.425992,-0.173541,0.0175186,-1.41531,-1.21065,-0.0580551,-0.931424,-0.861827,1.16606,-0.565583,-1.35585,0.916028,0.254166,0.0146553,0.355209,0.294094,0.312316,240,0.00181806,0.413794,0.418471,0.414062,0.417838,0.419635,0.417569,0.468049,0.348225,0,0,0,0,0.382592,0.459141,0.496385,0.453583,0,0,0.477119,0.43187,0.446206,0.342332,0.356532,0,6,8,6,9
-216.895,0.999685,0.018005,8,255,0,230.597,-0.0445059,1.31681,0.594953,-0.754515,-1.48121,-0.479014,-0.242242,-0.169862,-0.694041,0.577826,0.694555,0.884107,1.46732,-0.53119,-0.0414349,1.06998,-1.57899,0.626161,0.66649,0.466001,0.318176,0.0545565,240,0.00181806,0.60193,0.483775,0.276932,0.191207,0.314978,0.349801,0.38825,0.33581,0,0,0,0,0.362218,0.314101,0.381232,0.397856,0,0,0.363053,0.36583,0.366681,0.360539,0.375512,0,6,8,6,9
-223.56,0.992913,0.0189867,7,127,0,236.084,0.56216,0.44435,-0.674466,-1.37591,0.225549,-0.4034,0.222328,0.353952,-0.721628,0.647267,1.00422,2.51388,0.0105151,-3.05237,0.791899,0.059933,-1.0317,1.1256,0.38424,0.67121,1.04276,0.0718385,240,0.00181806,0.434003,0.344426,0.292851,0.41594,0.365411,0.415676,0.451433,0.30166,0,0,0,0,0.279086,0.658856,0.507034,0.658129,0,0,0.381583,0.390895,0.392865,0.376878,0.397265,0,6,8,6,9
-219.681,0.999554,0.0196471,7,127,0,234.388,-0.630139,1.92935,0.989772,-0.359714,-0.290165,-0.772286,-0.582435,0.651853,-0.0898699,0.501029,0.182262,-1.25854,-1.77361,-0.839283,-0.974696,1.23111,0.151432,0.23974,0.183972,0.373068,0.0263236,0.0482486,240,0.00181806,0.459176,0.416856,0.358281,0.361215,0.341099,0.348957,0.402722,0.338755,0,0,0,0,0.376294,0.376719,0.373778,0.374935,0,0,0.367883,0.369992,0.383818,0.375486,0.382118,0,6,8,6,9
-221.728,0.993762,0.0206749,7,255,0,233.986,-0.456019,2.39664,1.96112,0.565352,-0.907798,0.14426,0.219641,-0.276373,-0.547251,0.731799,-1.26976,-1.01986,-1.03709,-1.44117,-0.452706,0.994299,-0.155536,-0.869455,0.155364,0.479987,0.0463798,0.0589972,240,0.00181806,0.437123,0.420571,0.36888,0.317423,0.353801,0.35648,0.384014,0.353963,0,0,0,0,0.373682,0.357956,0.369158,0.369966,0,0,0.372783,0.373816,0.367044,0.363368,0.38086,0,6,8,6,9
-220.627,0.998477,0.0214099,7,127,0,233.889,1.02626,-1.23911,0.0124032,-2.04466,-0.909973,-0.712095,-1.23989,-0.461406,-0.13397,0.768408,0.79883,1.15445,0.269747,0.246443,0.115969,-0.132037,0.069972,0.16054,0.233221,0.0604258,0.714997,0.0786293,240,0.00181806,0.386478,0.454557,0.344697,0.404072,0.414771,0.386436,0.401261,0.405813,0,0,0,0,0.330683,0.525642,0.560579,0.467006,0,0,0.398424,0.38895,0.402951,0.408887,0.42538,0,6,8,6,9
-217.411,0.999955,0.0224277,7,127,0,232.109,-0.695139,1.28837,0.808378,-0.934445,-0.0797705,0.406087,1.28245,0.499314,-0.205742,-0.156683,-0.80949,-1.70126,0.279775,0.273607,0.913398,-0.527667,0.574437,1.71632,0.416891,0.13332,0.143112,0.113393,240,0.00181806,0.46607,0.416992,0.25755,0.330968,0.377044,0.465459,0.413131,0.391009,0,0,0,0,0.385323,0.414118,0.430758,0.461134,0,0,0.402593,0.426201,0.405085,0.38636,0.387653,0,6,8,6,9
-218.549,0.996553,0.0235625,7,127,0,227.234,0.784733,0.224528,-0.37305,-0.602791,-1.04817,-0.601272,0.0301501,-0.158871,-0.709365,-1.47155,-0.636211,2.29922,-0.723073,-0.238036,-1.89556,1.1236,-0.313951,-0.676475,0.55141,0.185132,1.61126,0.248108,240,0.00181806,0.448916,0.372151,0.344064,0.292691,0.344246,0.423484,0.385445,0.362676,0,0,0,0,0.361641,0.218274,0.362196,0.6068,0,0,0.369626,0.405178,0.394413,0.363666,0.322885,0,6,8,6,9
-214.8,0.990223,0.0245182,7,127,0,224.766,-0.798388,0.943067,0.12242,-0.782741,-0.0499542,0.761227,0.983827,0.688155,-0.100736,0.705893,-0.350396,-1.5528,1.21543,-0.226089,1.80617,-0.495915,0.143513,0.701801,0.209442,0.644945,0.321619,0.137793,240,0.00181806,0.412275,0.372464,0.330445,0.364293,0.403337,0.414287,0.440186,0.322842,0,0,0,0,0.350383,0.404719,0.467592,0.485108,0,0,0.39432,0.401446,0.39199,0.367158,0.392555,0,6,8,6,9
-218.013,0.992032,0.025088,7,127,0,226.773,-0.712408,0.636607,0.416686,0.0663403,-1.48045,0.155612,0.440983,1.20675,-0.529285,-0.994367,-0.320124,-0.141317,0.919759,0.568652,0.98817,-1.27494,-0.422995,-0.767522,0.229297,0.252336,1.33649,0.13693,240,0.00181806,0.412874,0.401328,0.38313,0.306753,0.387742,0.402599,0.424765,0.326858,0,0,0,0,0.387915,0.0759386,0.416038,0.508676,0,0,0.382364,0.391149,0.415011,0.361561,0.347689,0,6,8,6,9
-215.107,0.999894,0.0257742,7,127,0,225.529,0.0648683,-0.0185276,1.27567,-2.20702,-0.103144,-0.311112,-0.186001,1.01973,0.1432,-0.10169,-0.388806,-1.13849,0.358461,0.347585,0.283498,0.343799,1.33359,-0.114135,0.235195,0.372377,0.35527,0.0584679,240,0.00181806,0.447391,0.520707,0.329822,0.442642,0.431016,0.438002,0.477743,0.400387,0,0,0,0,0.382836,0.564346,0.546378,0.557205,0,0,0.438716,0.440444,0.457165,0.444998,0.44161,0,6,8,6,9
-215.832,0.999976,0.0269874,7,127,0,233.824,-0.337338,0.813752,-0.279199,0.259662,0.325642,0.894881,-0.00160402,-0.546713,-0.830232,-0.0680418,0.375109,1.16768,-0.418653,-0.420771,-0.41718,-0.529734,-1.32182,0.143885,0.14543,0.571963,0.160527,0.105207,240,0.00181806,0.365559,0.329637,0.347131,0.349303,0.368292,0.338594,0.363797,0.327232,0,0,0,0,0.344509,0.346897,0.367811,0.33513,0,0,0.37241,0.350705,0.337795,0.331173,0.349119,0,6,8,6,9
-214.944,0.993267,0.0282391,7,127,0,224.629,0.144692,-1.0101,1.46203,-1.03282,0.309842,-0.00275093,-0.504455,0.40224,-0.179478,0.139776,-1.03375,-0.419584,0.0925017,-0.248287,0.821664,0.271868,1.60577,-0.847027,0.0835159,0.276034,0.550388,0.777411,240,0.00181806,0.428099,0.477474,0.42765,0.454349,0.448105,0.438116,0.463515,0.425219,0,0,0,0,0.400633,0.579987,0.538375,0.470719,0,0,0.452318,0.360451,0.529247,0.419244,0.479316,0,6,8,6,9
-211.542,0.999316,0.0290412,7,127,0,219.839,0.0641133,1.52171,1.11519,-1.6572,-0.28469,0.132367,0.0435251,0.177947,-0.116558,-0.225816,1.04817,0.607483,-0.222141,0.152414,-0.882345,-0.183663,-1.74293,0.950025,0.3964,1.26884,0.503966,0.30593,240,0.00181806,0.551089,0.512895,0.269745,0.383101,0.420905,0.41276,0.469782,0.384212,0,0,0,0,0.359874,0.523489,0.573813,0.563183,0,0,0.441171,0.434935,0.444377,0.42375,0.416158,0,6,8,6,9
-212.755,0.993435,0.0302921,6,127,0,221.071,0.0641469,0.917892,0.851522,-1.32275,-0.725612,-0.713779,0.708933,0.00166637,-0.290299,-1.53985,0.153355,-0.145758,0.000417964,0.116128,0.378797,0.653546,-0.536758,-1.24562,0.308504,0.842909,0.452468,0.0313692,240,0.00181806,0.451003,0.44605,0.294722,0.333511,0.334305,0.435449,0.417437,0.360913,0,0,0,0,0.354742,0.417541,0.418819,0.575394,0,0,0.390257,0.400546,0.395419,0.39331,0.384326,0,6,8,6,9
-211.232,0.998377,0.0311256,7,127,0,220.459,-0.00100736,0.697195,0.519136,-0.59456,0.129258,-0.0532941,0.178697,-0.289505,-0.958454,-0.981837,1.55709,-0.497029,-0.565191,-0.472856,-1.25297,1.19721,-1.35051,-1.25504,1.53081,0.568955,0.689235,0.550652,240,0.00181806,0.571673,0.506356,0.163782,0.365557,0.305305,0.382703,0.43044,0.346729,0,0,0,0,0.358977,0.471,0.442061,0.478874,0,0,0.430723,0.460083,0.401283,0.32198,0.319347,0,6,8,6,9
