# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,index.1
-212.129,0.998548,0.0475971,6,63,0,216.65,-0.293237,2.55999,-0.885652,-1.16497,-0.557775,-0.0228226,-0.507304,0.0774609,6,0.166667,0.476283,0.410514,0.405289,0.416674,0.426779,0.417624,6
-206.552,0.999978,0.0494474,5,63,0,214.11,-0.455162,-0.208487,0.873476,0.133896,-0.259177,-1.18615,-0.100309,0.237209,6,0.166667,0.376456,0.438324,0.395703,0.373638,0.323764,0.382499,6
-206.159,0.997849,0.0515142,5,47,0,208.941,-0.229161,0.11384,0.260149,-0.437918,-0.153064,-0.605908,-0.716194,0.656548,6,0.166667,0.461472,0.485414,0.37363,0.418325,0.348198,0.33195,6
-205.28,0.996665,0.0533467,5,31,0,208.565,-0.313976,0.449723,0.373703,-0.688269,-0.620375,-0.304698,-0.563989,0.609025,6,0.166667,0.48998,0.478418,0.324504,0.333633,0.377648,0.341311,6
-206.406,0.957857,0.0550481,5,47,0,209.609,-0.334855,0.896398,0.141465,-1.07426,-0.248515,-1.00772,0.372817,0.269597,6,0.166667,0.47672,0.426361,0.348765,0.400867,0.35285,0.441681,6
-207.258,0.981266,0.0516756,4,31,0,212.758,-0.264475,-0.0696387,0.344452,-1.46976,0.385712,-0.191056,-0.276694,0.493703,6,0.166667,0.425837,0.476413,0.270892,0.481496,0.41125,0.401053,6
-206.492,0.983368,0.0513558,6,63,0,209.597,-0.595212,1.78553,1.13218,-0.063631,-0.665946,-0.00895883,0.10721,0.420357,6,0.166667,0.538759,0.470212,0.349336,0.294184,0.354577,0.365831,6
-206.409,0.984391,0.0512901,6,63,0,208.896,-0.465088,0.404674,-0.409174,-0.565464,-0.595139,-1.08499,0.153976,0.364807,6,0.166667,0.421295,0.351066,0.338189,0.335771,0.297151,0.399172,6
-207.092,0.999569,0.0513408,5,63,0,209.592,-0.486349,1.27155,0.549449,0.870856,-0.0175552,-0.957064,0.126913,0.210284,6,0.166667,0.445477,0.408346,0.42477,0.379884,0.334566,0.387066,6
-205.004,0.999413,0.0532533,6,63,0,210.112,-0.894744,1.04369,0.593576,-0.676067,-0.183239,0.37493,0.692211,0.791177,6,0.166667,0.482756,0.395292,0.193156,0.261204,0.354777,0.41409,6
-209.558,0.925894,0.0551805,5,31,0,214.333,-0.852001,1.30828,0.437613,-1.13004,-0.102943,1.10235,0.615198,0.730256,6,0.166667,0.525822,0.36995,0.157464,0.283498,0.488252,0.400652,6
-209.723,0.982953,0.048159,5,31,0,213.744,-0.886546,1.27055,0.293655,-1.07836,-0.0114562,0.880908,0.728898,0.904138,6,0.166667,0.565179,0.349544,0.134524,0.289687,0.477494,0.443363,6
-206.886,0.999749,0.048032,5,63,0,215.259,-0.395374,1.09022,0.139916,-1.26721,-1.12686,-0.0676057,0.4387,0.281668,6,0.166667,0.477941,0.411937,0.320319,0.328986,0.397854,0.432464,6
-208.261,0.999167,0.0497822,5,63,0,209.542,-0.654106,1.37546,0.23053,-0.9795,-1.12867,-0.0391603,1.31242,0.309021,6,0.166667,0.442984,0.358273,0.277521,0.268374,0.339347,0.438183,6
-214.068,0.975306,0.0514956,5,31,0,215.635,-0.371799,2.37657,0.586221,-1.39641,-1.7549,-0.624771,1.5553,0.0503584,6,0.166667,0.437302,0.415256,0.391236,0.386945,0.400529,0.427153,6
-213.301,0.992258,0.0504325,6,63,0,220.212,-0.280913,-2.32702,-0.0687865,0.152079,0.789948,-1.9451,0.597871,0.111019,6,0.166667,0.36836,0.428359,0.434373,0.451846,0.37828,0.44657,6
-211.147,0.999995,0.0513197,6,63,0,218.38,-0.513846,1.1484,-0.463779,-0.364658,-0.834799,0.305257,-1.88547,0.100037,6,0.166667,0.401561,0.363492,0.365789,0.354949,0.381471,0.331266,6
-215.408,0.979187,0.0531154,6,63,0,217.514,-0.77265,-0.576917,0.591866,-0.0854035,0.494045,1.34,2.95389,0.0599849,6,0.166667,0.308475,0.323628,0.3148,0.322345,0.333528,0.355383,6
-211.258,0.998447,0.052455,6,63,0,217.931,-0.495108,1.07891,0.168595,0.368497,0.931157,-0.150924,-2.04422,0.053054,6,0.166667,0.392249,0.380798,0.383302,0.390382,0.376809,0.353529,6
-210.252,0.990257,0.0540583,6,63,0,213.536,-0.488352,1.61461,0.955134,-0.334657,0.449044,0.507306,-0.907444,0.0397039,6,0.166667,0.395501,0.389259,0.377155,0.384492,0.38504,0.371828,6
-211.583,0.999907,0.0546877,6,63,0,215.075,-0.448474,-0.752335,-1.00976,0.253942,-0.271925,-0.545819,1.42521,0.00705002,6,0.166667,0.388463,0.388032,0.390149,0.389268,0.388809,0.392116,6
-212.033,0.999049,0.0564885,6,63,0,216.347,-0.428413,-1.32628,-1.5878,-0.819444,0.281657,0.739074,-1.0324,0.0224202,6,0.166667,0.387425,0.386035,0.390125,0.396015,0.39847,0.38899,6
-209.677,0.9957,0.0582093,6,63,0,213.807,-0.404189,0.164317,1.45019,0.016572,-0.810653,0.56907,0.780657,0.0387143,6,0.166667,0.401834,0.413856,0.40046,0.392796,0.405607,0.407583,6
-209.231,0.995591,0.0595205,6,63,0,212.094,-0.274371,0.724627,-0.268615,-0.558739,0.0618833,-2.363,0.173332,0.286923,6,0.166667,0.483391,0.413033,0.393008,0.436196,0.278408,0.444075,6
-208.792,0.999272,0.060823,6,63,0,211.988,-0.323791,1.06752,-0.726444,-0.642297,-0.084673,-2.09414,-0.394416,0.25984,6,0.166667,0.488401,0.374596,0.379732,0.414403,0.295684,0.395016,6
-211.956,0.959555,0.0626211,6,63,0,216.807,-0.40811,-0.720517,2.17483,0.0906465,0.142437,0.856511,1.20997,0.0298201,6,0.166667,0.394223,0.415019,0.400014,0.400385,0.405508,0.408051,6
-209.015,0.946917,0.0592244,5,63,0,216.582,-0.551843,0.163056,0.140279,-0.292721,-1.62684,0.0673557,-0.0235678,0.0635343,6,0.166667,0.367843,0.367506,0.361135,0.341818,0.36643,0.36509,6
-210.535,0.998583,0.0545611,6,63,0,215.567,-0.348297,2.66092,0.210913,-0.0133356,-1.06847,0.0489633,-0.299151,0.116841,6,0.166667,0.490653,0.419786,0.413418,0.383874,0.415184,0.405343,6
-210.193,0.988099,0.0560763,6,63,0,216.915,-0.299763,1.90161,-0.564315,0.130248,-0.497246,-1.33902,0.292717,0.0817001,6,0.166667,0.463962,0.414385,0.428219,0.415715,0.399113,0.431472,6
-213.859,0.998733,0.0563593,5,31,0,215.311,-0.375901,2.77109,-1.89404,-0.590014,-0.191859,-1.40451,0.733834,0.102715,6,0.166667,0.477199,0.361133,0.392574,0.402368,0.372814,0.425429,6
-213.615,0.980628,0.0579003,6,63,0,217.93,-0.497835,2.70149,-1.76428,-1.27554,0.185001,-1.27448,0.376942,0.122246,6,0.166667,0.458201,0.328823,0.342142,0.383382,0.342171,0.388944,6
-213.354,0.999267,0.0572721,5,31,0,217.35,-0.345594,2.41475,-1.90053,-1.16593,-0.125204,-0.952163,0.192234,0.0591685,6,0.166667,0.449494,0.38745,0.397814,0.412655,0.400848,0.417214,6
-212.126,0.994682,0.0588661,5,63,0,215.488,-0.320378,1.57956,-1.26903,-1.40223,-1.05406,-0.862126,0.826672,0.048828,6,0.166667,0.439485,0.405562,0.403995,0.408095,0.410361,0.430451,6
-208.689,0.985156,0.0599144,5,31,0,214.015,-0.565639,0.119675,0.271085,-0.966854,-0.229646,-0.0603489,-0.825441,0.0818661,6,0.166667,0.36451,0.367386,0.344164,0.357912,0.361103,0.346782,6
-206.94,0.999273,0.0597911,6,63,0,212.58,-0.763703,0.999843,0.431491,0.618499,-0.449748,-0.402947,0.758558,0.528371,6,0.166667,0.441417,0.369185,0.392479,0.268679,0.273565,0.410257,6
-207.334,0.90986,0.0613943,5,63,0,215.198,-0.114557,0.0760092,0.389326,-0.430039,-0.116707,-1.00629,0.015096,0.653231,6,0.166667,0.483779,0.534884,0.402401,0.452446,0.316069,0.47385,6
-207.412,0.972386,0.0526164,5,31,0,213.415,-0.574504,-0.178357,0.385879,-0.769285,-0.521386,-0.694614,-0.341671,0.260999,6,0.166667,0.349542,0.38372,0.315337,0.32947,0.319559,0.339913,6
-209.48,0.987818,0.0511959,5,31,0,212.817,-0.552182,-1.15358,0.144825,-0.301829,-0.746366,0.596992,0.668841,0.330222,6,0.166667,0.282292,0.376517,0.342572,0.310315,0.41216,0.41792,6
-207.557,0.999561,0.0513809,6,63,0,212.039,-0.446316,1.85515,0.883047,-0.35001,0.106601,-1.34424,-0.198375,0.27302,6,0.166667,0.51504,0.448873,0.367751,0.397184,0.307183,0.377429,6
-206.584,0.982474,0.0527763,6,63,0,210.318,-0.501192,1.27107,0.634456,-0.34938,0.51177,-0.632742,0.717719,0.432477,6,0.166667,0.512126,0.443541,0.342474,0.430487,0.315434,0.452445,6
-208.296,0.986289,0.0523885,5,63,0,209.785,-0.632241,1.23551,0.653371,-0.226544,-0.13478,-0.691913,1.00169,0.115345,6,0.166667,0.379957,0.36427,0.341106,0.343488,0.329146,0.373624,6
-207.823,0.998266,0.0523934,5,63,0,210.698,-0.5702,0.340865,1.13982,-0.434122,-0.75298,-0.822624,-0.0367401,0.120632,6,0.166667,0.370731,0.393482,0.349197,0.340507,0.338623,0.360169,6
-208.463,0.978312,0.0536365,6,63,0,211.491,-0.402456,0.333635,-0.118197,-0.633969,0.456475,-0.634708,0.92393,0.0548509,6,0.166667,0.405125,0.399166,0.392401,0.40675,0.392392,0.412951,6
-210.337,0.995776,0.0527962,6,63,0,210.962,-0.573045,0.499431,0.917784,-0.744078,0.743241,0.189794,1.46904,0.0347843,6,0.166667,0.364549,0.367927,0.354589,0.366516,0.362058,0.372397,6
-208.984,0.972678,0.0537631,6,63,0,215.984,-0.616865,-0.142523,1.40076,-0.965352,0.645274,-0.226029,0.786105,0.0977671,6,0.166667,0.347329,0.382272,0.329324,0.364988,0.345481,0.368185,6
-207.149,0.995166,0.0523439,6,63,0,210.396,-0.423187,0.928497,0.000168534,0.225982,-1.33516,-0.40382,-0.589065,0.344603,6,0.166667,0.474217,0.395768,0.414519,0.292497,0.363005,0.348377,6
-206.773,0.99989,0.0532223,5,63,0,209.259,-0.474571,1.39893,0.776365,0.967205,-0.580757,-0.501248,-0.131462,0.373466,6,0.166667,0.511968,0.453974,0.471692,0.333707,0.340342,0.371995,6
-208.357,0.970785,0.0545932,6,63,0,212.64,-0.613489,1.97319,1.07987,-0.21756,0.296557,-1.00944,0.646067,0.186448,6,0.166667,0.438909,0.398397,0.342077,0.363965,0.309663,0.37918,6
-204.076,0.999996,0.0529603,5,31,0,209.258,-0.649646,0.911498,0.507108,-1.18029,-0.0702928,0.122124,0.209015,0.922948,6,0.166667,0.547759,0.454721,0.149441,0.3286,0.368902,0.38776,6
-206.21,0.965523,0.0543135,5,31,0,210.453,-0.700102,1.20274,0.490764,-1.33822,0.4443,-0.214806,0.101369,0.862362,6,0.166667,0.583485,0.431217,0.135388,0.421418,0.292072,0.351447,6
-206.212,0.988842,0.052173,5,31,0,208.45,-0.750388,1.38434,0.540528,-1.5215,-0.380869,0.17704,0.338804,0.567362,6,0.166667,0.508757,0.390857,0.166086,0.275583,0.343003,0.363973,6
-205.511,0.996704,0.0523772,6,63,0,208.229,-0.557238,0.189793,0.260323,0.180848,-0.637476,-0.369365,0.0323192,0.757991,6,0.166667,0.398103,0.41098,0.396479,0.261065,0.302122,0.369878,6
-205.481,0.997973,0.0533552,3,15,0,207.024,-0.530198,0.169308,0.151938,0.279769,-0.630538,-0.345008,0.225855,0.788844,6,0.166667,0.40212,0.39883,0.423236,0.263551,0.309522,0.412889,6
-205.337,0.999359,0.0544665,5,47,0,206.653,-0.231728,0.797457,0.242821,-0.767734,0.0141295,-0.614825,-0.420065,0.586262,6,0.166667,0.558676,0.477672,0.335855,0.44437,0.356136,0.382726,6
-206.112,0.983191,0.0557294,5,31,0,208.309,-0.491797,-0.266278,0.426646,-0.217873,-0.397509,-0.885011,0.429343,0.504523,6,0.166667,0.348386,0.431301,0.353951,0.333511,0.281243,0.431635,6
-210.12,0.918472,0.0553267,6,63,0,213.606,-0.524806,0.461787,0.332374,-0.374229,-0.22065,-1.62375,-1.45378,0.0833934,6,0.166667,0.380767,0.378225,0.36447,0.367442,0.340691,0.343882,6
-209.416,0.997886,0.0487565,6,63,0,215.197,-0.382475,1.32682,1.05506,-0.233061,-0.531681,-1.57537,-0.998215,0.356391,6,0.166667,0.522583,0.498385,0.385673,0.360784,0.280108,0.323391,6
-209.712,0.990105,0.049748,6,63,0,213.126,-0.502379,0.266989,-1.45307,-1.14281,-0.612198,-0.400668,0.375989,0.284907,6,0.166667,0.395007,0.285698,0.304074,0.336976,0.350571,0.402452,6
-213.711,0.971031,0.050031,6,63,0,216.204,-0.518578,0.120825,1.69699,2.08223,0.738881,0.38883,-0.180647,0.00706102,6,0.166667,0.373384,0.375992,0.37663,0.374406,0.373827,0.372887,6
-213.711,0,3.11003,0,1,1,218.445,-0.518578,0.120825,1.69699,2.08223,0.738881,0.38883,-0.180647,0.00706102,6,0.166667,0.373384,0.375992,0.37663,0.374406,0.373827,0.372887,6
-213.711,0,5.05741,0,1,1,217.303,-0.518578,0.120825,1.69699,2.08223,0.738881,0.38883,-0.180647,0.00706102,6,0.166667,0.373384,0.375992,0.37663,0.374406,0.373827,0.372887,6
-212.324,0.985752,0.280239,5,31,0,219.917,-0.390028,-0.739611,-0.808012,-0.813321,-0.9061,-0.891428,-2.14572,0.0266223,6,0.166667,0.39898,0.398543,0.398509,0.397917,0.398011,0.390038,6
-208.956,0.998834,0.146293,5,31,0,215.441,-0.405929,0.181802,-0.23951,-0.161778,-1.03608,-1.06979,-1.49974,0.120734,6,0.166667,0.405167,0.39297,0.395211,0.370279,0.369331,0.357324,6
-210.126,0.998314,0.0992931,6,63,0,212.433,-0.268982,0.27578,0.154212,-0.0903127,-1.05237,0.650632,-1.58291,0.0880945,6,0.166667,0.439132,0.436496,0.431205,0.41055,0.44728,0.399289,6
-213.258,0.998187,0.0771729,6,63,0,218.541,-0.562025,-0.955075,-0.63568,0.443167,0.895515,-1.4014,1.73434,0.0105028,6,0.166667,0.360763,0.361537,0.364156,0.365257,0.359682,0.367302,6
-208.709,0.999412,0.0654776,6,63,0,216.315,-0.314934,-0.360975,-1.29837,-0.316939,-0.237602,-0.144352,-0.335279,0.247893,6,0.166667,0.400251,0.345972,0.402875,0.407615,0.413208,0.401781,6
-209.956,0.998789,0.0591905,7,127,0,212.842,-0.635156,0.549551,0.398176,0.0379415,-0.0444124,1.29652,0.668713,0.0481913,6,0.166667,0.352362,0.350699,0.346756,0.345858,0.36062,0.353674,6
-208.15,0.999778,0.0556803,5,63,0,212.769,-0.56666,0.283358,-0.418974,-0.0458644,-0.637395,0.431093,-0.0897257,0.100673,6,0.166667,0.368622,0.352324,0.360942,0.347323,0.37209,0.359924,6
-209.043,0.999408,0.0541357,6,63,0,211.054,-0.5079,-0.258232,0.0157294,-0.424759,-0.204566,-0.255951,0.835545,0.0213609,6,0.166667,0.374393,0.375765,0.37356,0.374662,0.374404,0.379881,6
-208.541,0.999796,0.0537297,6,127,0,209.86,-0.454159,0.328106,-0.53685,-0.171561,-0.17997,-0.584868,0.686924,0.0340669,6,0.166667,0.391031,0.384037,0.386985,0.386917,0.38365,0.393945,6
-210.806,0.999581,0.0542551,6,95,0,212.282,-0.507468,0.194138,0.0972706,-0.966469,0.320118,1.92357,-0.229914,0.167899,6,0.166667,0.383464,0.379626,0.338556,0.388476,0.454005,0.366777,6
-210.232,0.999879,0.0554035,7,127,0,214.971,-0.425542,-1.99857,0.0300957,-0.399269,0.126642,0.40453,0.450563,0.0534904,6,0.166667,0.369946,0.395576,0.390098,0.396812,0.400375,0.400966,6
-210.84,0.999241,0.0571331,7,127,0,216.025,-0.346627,0.525907,-1.2554,1.78766,-0.316961,-1.17931,-0.583111,0.0857614,6,0.166667,0.425185,0.388341,0.451821,0.407621,0.389892,0.402121,6
-211.354,0.999427,0.0591882,6,127,0,214.728,-0.43769,1.16256,-1.53279,1.41977,-0.903851,-1.38454,-0.417253,0.113015,6,0.166667,0.424017,0.35185,0.431132,0.368225,0.35568,0.381109,6
-213.067,0.999642,0.0616545,6,63,0,215.916,-0.55338,1.04791,-1.66215,1.76746,-0.437349,-1.09785,-0.86083,0.0586434,6,0.166667,0.37944,0.342797,0.389425,0.359156,0.350291,0.353461,6
-212.789,0.999764,0.0644979,6,63,0,218.133,-0.0916627,0.504202,0.566188,-3.04193,-1.86961,-0.388094,-0.0844863,0.450156,6,0.166667,0.533775,0.540712,0.188314,0.28226,0.4338,0.467622,6
-213.311,0.999883,0.067673,6,63,0,218.79,-0.22421,0.0524436,-0.356632,1.9865,-0.188577,-2.50608,-1.55175,0.165772,6,0.166667,0.446328,0.429638,0.52625,0.436477,0.345326,0.381911,6
