# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1480661404
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,index.1,index.2,index.3,index.4
-217.118,0.999197,0.0176347,8,255,0,229.168,0.18833,0.878794,1.22461,-2.41253,-0.895837,-0.0994041,-0.163441,1.42047,-1.15188,0.585888,-1.44217,-0.102585,1.43464,-1.15773,-0.165112,0.890073,0.7249,0.643297,0.309233,0.393888,0.437,0.272598,240,0.00181806,0.483732,0.507579,0.273001,0.364511,0.416976,0.412677,0.513934,0.292886,0,0,0,0,0.344009,0.490807,0.569879,0.563596,0,0,0.403523,0.399787,0.494319,0.343671,0.444066,0,6,8,6,9
-214.859,0.999562,0.0177731,8,255,0,227.378,-0.541659,0.761293,0.641621,-1.32076,0.166464,0.136565,0.351444,1.12201,-1.67685,-0.363043,1.34629,-0.357235,-0.970238,1.02101,0.262235,-1.15508,-0.770226,-0.677861,1.28201,0.158181,0.461242,0.0203549,240,0.00181806,0.51723,0.480373,0.0740826,0.339705,0.331466,0.392637,0.421047,0.325509,0,0,0,0,0.323393,0.476229,0.473036,0.495983,0,0,0.381096,0.382042,0.38544,0.373146,0.3789,0,6,8,6,9
-214.048,0.996811,0.0181472,8,255,0,226.307,0.435029,-0.226705,0.537222,-1.78222,-1.21672,-0.870135,-0.455724,0.624869,0.179669,1.62072,-0.00293992,1.52065,0.349867,-0.795211,0.391126,-0.280793,-0.171331,1.3194,0.315618,1.67129,0.971968,0.124633,240,0.00181806,0.434877,0.489895,0.328742,0.366019,0.38968,0.418629,0.482072,0.316735,0,0,0,0,0.333406,0.458619,0.53896,0.63217,0,0,0.384181,0.395416,0.425186,0.412845,0.4531,0,6,8,6,9
-219.385,0.978616,0.018533,7,127,0,229.995,-1.27759,1.02387,0.826291,-0.477905,0.389207,0.187718,0.604036,1.14193,-0.361025,-1.91773,-0.977976,1.07589,-0.439526,-2.31141,-0.914135,0.817316,2.2534,0.917934,1.4233,0.302691,0.845445,0.031667,240,0.00181806,0.543743,0.476366,0.131326,0.333556,0.275175,0.401732,0.419851,0.322246,0,0,0,0,0.322442,0.485706,0.446297,0.527817,0,0,0.379206,0.382046,0.385726,0.375474,0.364962,0,6,8,6,9
-212.732,0.999918,0.0180029,7,127,0,223.582,-0.599779,0.551906,0.310497,-0.495133,-0.143685,-0.343645,0.155499,0.417941,0.137172,-0.392427,-0.886388,0.560479,-1.12327,-1.95627,-0.165425,0.729938,1.37508,1.45232,0.960319,1.00769,0.538166,0.0576231,240,0.00181806,0.507692,0.450352,0.275414,0.347029,0.305168,0.414122,0.418644,0.353337,0,0,0,0,0.376083,0.420186,0.394894,0.458761,0,0,0.386046,0.39269,0.396199,0.392445,0.385399,0,6,8,6,9
-223.725,0.993188,0.0187882,8,255,0,233.825,-0.35141,1.4795,-0.3972,-0.371991,-0.513349,0.14561,0.253745,-0.349452,-1.00296,1.24512,-0.694029,-0.649089,1.31273,-0.673091,0.765456,1.21764,-2.2737,-0.16353,0.0210665,0.255859,0.10149,0.0155399,240,0.00181806,0.377295,0.368069,0.368192,0.367501,0.370728,0.371258,0.386944,0.348113,0,0,0,0,0.366888,0.363567,0.379153,0.381735,0,0,0.370954,0.371346,0.369164,0.366806,0.374943,0,6,8,6,9
-225.398,0.99803,0.0192754,7,255,0,240.641,-0.335327,0.966008,-0.638306,-0.33132,-0.922973,-0.293263,0.499518,0.188509,-1.23716,1.27632,-0.885787,-1.00931,1.16579,-0.857348,0.0161449,2.07527,-2.04811,-1.25903,0.0313024,0.219225,0.108148,0.0109524,240,0.00181806,0.395856,0.383981,0.386243,0.381887,0.386524,0.39239,0.41923,0.345617,0,0,0,0,0.38688,0.371901,0.387851,0.408274,0,0,0.387119,0.389169,0.388365,0.384684,0.391182,0,6,8,6,9
-217.424,0.992527,0.0201284,8,255,0,233.358,-0.0454921,-0.134116,1.29204,0.391643,0.109872,-0.300377,-0.289512,-0.172841,-0.602975,0.115895,0.514163,0.609727,-1.20199,0.605726,-0.194343,-2.31867,1.68958,1.08636,0.467933,1.02619,0.412535,0.591478,240,0.00181806,0.367672,0.528122,0.425392,0.394104,0.350087,0.351225,0.438468,0.336705,0,0,0,0,0.416596,0.389514,0.351287,0.352278,0,0,0.388771,0.390251,0.406267,0.348431,0.446688,0,6,8,6,9
-218.386,0.990794,0.0207113,7,127,0,227.28,-0.709693,0.196534,0.749656,0.207202,-0.360184,0.618027,-0.191811,0.0337508,-0.590844,-0.748799,1.1081,1.37448,-0.127702,0.455977,-0.865747,-2.84854,1.01602,1.1571,0.395568,0.684452,0.507504,0.791083,240,0.00181806,0.319959,0.367171,0.32084,0.275783,0.355671,0.288755,0.355389,0.267571,0,0,0,0,0.317456,0.260818,0.36213,0.276953,0,0,0.44955,0.30362,0.341844,0.24226,0.220399,0,6,8,6,9
-222.91,0.999287,0.0212341,7,127,0,229.493,0.192174,0.736398,-0.15256,-1.99117,-0.70329,-0.348804,0.205397,0.7409,-0.474808,1.00852,-1.74483,-1.94721,0.937055,-0.589207,1.4107,3.39322,-1.72165,-0.851543,0.765579,0.533396,0.473183,0.0531178,240,0.00181806,0.556913,0.398689,0.148121,0.308257,0.365332,0.461719,0.456758,0.316426,0,0,0,0,0.330554,0.465707,0.504507,0.564762,0,0,0.390782,0.397122,0.403277,0.389346,0.406363,0,6,8,6,9
-222.177,0.999235,0.0223552,7,127,0,234.617,-0.497738,1.08063,1.86937,0.59291,0.0226805,0.512364,-0.17509,-0.21743,-0.251151,-0.793882,-1.3858,1.16919,-1.12491,0.419295,-0.51355,-3.47078,0.838638,1.0788,0.336123,0.528081,0.299755,1.12102,240,0.00181806,0.429292,0.492064,0.391445,0.348781,0.385303,0.334479,0.390552,0.386562,0,0,0,0,0.397618,0.359661,0.392172,0.346857,0,0,0.567073,0.380235,0.369286,0.36066,0.236429,0,6,8,6,9
-216.179,0.997136,0.0235418,7,127,0,233.749,-1.3417,0.730925,1.51047,0.00902255,0.0931322,0.532435,0.19961,0.477177,0.218606,0.609865,0.748303,0.950078,-1.16648,0.377688,0.970181,-2.26638,1.76867,-0.176792,0.241151,1.20502,0.162364,0.588634,240,0.00181806,0.386665,0.431708,0.346583,0.351156,0.375465,0.356984,0.40546,0.333471,0,0,0,0,0.370209,0.373364,0.390009,0.377373,0,0,0.393253,0.348011,0.385591,0.35053,0.404077,0,6,8,6,9
-216.68,0.998107,0.0246423,7,127,0,227.035,-1.10373,0.568526,1.64638,0.704037,-0.718502,0.451649,-0.326024,0.589612,-0.277972,1.47487,0.0503248,0.0656777,-0.444343,-0.22539,1.66358,-0.945233,0.867912,0.0995179,0.313031,0.591587,0.432337,0.413601,240,0.00181806,0.391272,0.470685,0.401042,0.303499,0.382912,0.329163,0.419571,0.305853,0,0,0,0,0.39499,0.265636,0.370314,0.298693,0,0,0.380907,0.310781,0.393967,0.314915,0.480508,0,6,8,6,9
-226.023,0.964638,0.0258672,7,127,0,235.916,0.521772,0.789606,1.70976,-2.75297,1.76328,-0.045859,0.360045,-0.206583,-0.932339,-2.0337,-0.439237,0.0561096,-0.662217,-0.176116,-1.90266,1.43303,-0.47036,-0.722813,0.0163136,0.848069,0.196017,0.15028,240,0.00181806,0.433443,0.436961,0.419961,0.437166,0.430254,0.431803,0.493913,0.348975,0,0,0,0,0.378312,0.590479,0.505132,0.524485,0,0,0.446563,0.461018,0.440862,0.415328,0.377445,0,6,8,6,9
-228.878,0.999455,0.0246507,7,127,0,239.169,-0.337304,-0.138007,-1.83626,1.04195,-1.26739,0.434301,-1.07356,-0.716241,-1.29811,2.30422,1.3169,0.852156,0.931666,0.963802,0.248997,0.15388,0.191222,-0.605411,0.100835,0.513997,0.515192,0.00691085,240,0.00181806,0.369878,0.332236,0.396962,0.344649,0.382931,0.348925,0.385516,0.31956,0,0,0,0,0.41013,0.175633,0.337531,0.190495,0,0,0.358624,0.356318,0.356864,0.355975,0.361492,0,6,8,6,9
-229.361,0.994915,0.0259817,7,127,0,241.851,-0.602513,0.251411,1.99065,-1.83481,1.36649,-0.947492,-1.43326,1.89319,1.24406,-3.0365,-1.10929,-0.633915,-0.928912,-0.81188,-0.118485,-0.0504486,-0.330481,0.543458,0.0168246,0.402745,0.235845,0.0578359,240,0.00181806,0.427646,0.434708,0.419214,0.432171,0.422795,0.420833,0.452767,0.3899,0,0,0,0,0.400893,0.586173,0.451684,0.423685,0,0,0.417526,0.410803,0.457381,0.448206,0.388861,0,6,8,6,9
-218.023,0.99945,0.0270196,7,127,0,238.704,-0.485969,-0.664713,0.264846,-0.405142,-0.110249,0.227948,0.212738,1.46946,-0.309917,0.0242209,0.727241,1.14084,-0.738964,-0.502806,0.836568,2.48888,-0.190011,0.883551,0.0273596,0.349698,1.32248,0.0672309,240,0.00181806,0.385862,0.391584,0.387457,0.389272,0.391356,0.391262,0.44931,0.30905,0,0,0,0,0.326009,0.414683,0.523033,0.518132,0,0,0.387416,0.387186,0.406331,0.379318,0.384341,0,6,8,6,9
-219.32,0.998529,0.0284472,7,127,0,231.01,0.709861,0.824629,-0.0246622,-1.00599,-0.611147,0.374745,-1.542,-0.419486,-0.994392,-0.111642,-0.154792,-0.224309,1.12495,0.817653,0.0441111,-1.3571,0.353256,-1.98771,0.370548,1.38796,0.181807,0.120812,240,0.00181806,0.473515,0.399383,0.319041,0.35044,0.433908,0.278848,0.441144,0.266187,0,0,0,0,0.357119,0.372844,0.413162,0.336233,0,0,0.392694,0.341945,0.371333,0.356155,0.379561,0,6,8,6,9
-226.515,0.982588,0.0298524,7,127,0,237.535,-1.29815,0.246032,0.349574,-1.96498,1.61646,-0.860025,0.606019,2.4199,1.05647,0.446418,0.407976,0.454331,-0.897456,-0.766652,-0.429828,1.50584,-0.262664,1.71742,0.0966688,0.476731,0.0660824,0.00648561,240,0.00181806,0.387172,0.389491,0.338979,0.418227,0.362729,0.395255,0.450758,0.300386,0,0,0,0,0.376093,0.431539,0.392937,0.415664,0,0,0.384731,0.386925,0.389645,0.387599,0.386685,0,6,8,6,9
-224.242,0.960148,0.0299565,7,127,0,238.018,-0.262774,0.804727,0.499525,0.248842,-1.15388,-0.0742169,0.130537,-0.870363,-0.635699,-2.33118,-0.678352,0.669544,-0.30551,-0.276973,-1.44163,-1.33427,0.440416,-1.44166,0.904678,0.0433928,0.215282,0.064125,240,0.00181806,0.599828,0.532265,0.475755,0.203622,0.404029,0.449212,0.433436,0.435787,0,0,0,0,0.443017,0.374341,0.426943,0.437118,0,0,0.443091,0.446135,0.431288,0.43476,0.40981,0,6,8,6,9
-216.3,0.993296,0.0282688,7,127,0,233.354,0.255179,1.06569,0.366312,-0.884231,0.124928,-0.528128,0.263629,-0.184994,-0.734547,-0.21581,-0.862702,-0.198003,0.528367,0.364277,0.856718,-0.795851,0.878701,-0.0680813,0.196653,0.0434872,1.06214,0.0442903,240,0.00181806,0.442412,0.410271,0.354862,0.399344,0.370316,0.405611,0.402277,0.396812,0,0,0,0,0.335184,0.594878,0.423706,0.629739,0,0,0.397076,0.405106,0.40055,0.394992,0.400237,0,6,8,6,9
-219.411,0.999997,0.0292173,7,127,0,228.888,0.0939569,1.17025,-0.310101,-0.627498,1.04503,-0.592266,-0.625096,-0.78637,-1.51609,-1.12901,-0.285272,-0.216947,-0.482217,0.348244,0.113499,-0.344459,0.427842,-0.234663,0.172391,0.0336772,0.876453,0.0309727,240,0.00181806,0.446366,0.386404,0.373946,0.441199,0.375321,0.37404,0.39927,0.393605,0,0,0,0,0.371007,0.717495,0.378211,0.371497,0,0,0.398973,0.398738,0.397585,0.392382,0.395139,0,6,8,6,9
-221.5,0.980867,0.0307299,7,127,0,230.149,-1.84821,-2.28682,0.571161,-1.01387,-1.40638,0.325404,0.712799,1.28635,0.790837,0.0412068,-0.45333,-0.362883,1.0143,-0.859547,0.955625,0.542687,-0.758391,0.952971,0.0962847,1.07363,0.251295,0.177691,240,0.00181806,0.284797,0.342618,0.309846,0.301995,0.33743,0.345625,0.373803,0.260697,0,0,0,0,0.30332,0.283227,0.377267,0.399938,0,0,0.312334,0.326953,0.349207,0.329939,0.301834,0,6,8,6,9
-218.47,0.998245,0.0306831,7,127,0,231.863,-0.453743,1.81831,0.921451,-0.895617,0.901541,-0.75949,0.350299,0.18121,-0.580014,-0.283775,-0.543209,0.15246,-0.697391,0.452355,0.536164,0.845275,-0.373032,0.380601,0.340592,0.0992611,0.0630422,0.0104446,240,0.00181806,0.527665,0.451531,0.307255,0.449853,0.317205,0.403984,0.42033,0.402391,0,0,0,0,0.408594,0.435682,0.410629,0.427326,0,0,0.411274,0.414027,0.413607,0.411719,0.412453,0,6,8,6,9
-224.985,0.996187,0.0320784,7,127,0,231.576,-0.285011,-1.16484,-0.188666,0.371749,-1.77767,-0.482068,-0.442374,-1.10263,-0.433647,-1.78661,-0.200542,0.138644,-0.210339,0.514415,-1.14498,-1.05099,0.537479,-0.86309,0.140739,0.0321585,0.0467656,0.0108755,240,0.00181806,0.380981,0.41386,0.433109,0.360864,0.403882,0.405227,0.395658,0.400803,0,0,0,0,0.402293,0.37842,0.392747,0.393189,0,0,0.398698,0.398801,0.397084,0.398824,0.395308,0,6,8,6,9
-227.605,0.98004,0.0333288,7,127,0,241.097,-0.550798,2.21027,0.604757,-0.866913,1.35367,-0.451504,0.567779,1.49235,-0.171924,0.562992,0.517227,-0.408981,-0.211753,-0.627329,1.293,1.07935,-0.239542,0.195029,0.155968,0.00864694,0.312714,0.00105128,240,0.00181806,0.413708,0.355172,0.305017,0.382058,0.318778,0.353866,0.357947,0.354695,0,0,0,0,0.328824,0.494438,0.357976,0.433679,0,0,0.356356,0.356598,0.356818,0.356422,0.356597,0,6,8,6,9
-220.763,0.993953,0.0331754,7,127,0,237.743,0.602215,-1.39603,0.374559,-1.42696,-1.60355,-0.368625,0.812893,-0.367861,-0.942529,-1.0401,-0.14242,0.381452,0.321393,0.5381,-1.48847,-1.17399,0.12608,-0.165855,0.217029,0.472004,0.379439,0.144922,240,0.00181806,0.399941,0.492202,0.398372,0.389454,0.453035,0.515387,0.483336,0.418387,0,0,0,0,0.41746,0.401535,0.515331,0.622908,0,0,0.452956,0.494203,0.452983,0.433119,0.429766,0,6,8,6,9
-225.94,0.995263,0.0342312,7,127,0,239.41,-0.356491,2.21874,-0.00197886,0.380904,1.68802,1.04034,-1.48272,0.76478,0.205581,0.847978,-0.0421784,-0.572459,-0.0304657,0.603113,0.417642,1.68244,0.141282,-0.35478,0.0390956,0.00456241,0.119984,0.31932,240,0.00181806,0.463308,0.442325,0.445931,0.45828,0.452154,0.428437,0.446083,0.445468,0,0,0,0,0.444603,0.482668,0.463758,0.391479,0,0,0.51067,0.318436,0.488734,0.444438,0.495356,0,6,8,6,9
-223.396,0.977271,0.0354171,7,127,0,233.794,-0.807375,0.184773,-0.206097,0.0463791,0.689468,0.157439,-1.13961,0.842363,0.334608,0.168632,-0.524771,-0.698359,0.253938,0.633014,0.701773,0.227178,0.351291,1.1027,0.0472716,0.00835498,0.337377,0.131482,240,0.00181806,0.313556,0.309615,0.312157,0.318685,0.31328,0.300312,0.310258,0.309356,0,0,0,0,0.312657,0.360955,0.320749,0.233777,0,0,0.312744,0.277435,0.332339,0.317753,0.313059,0,6,8,6,9
-228.215,0.998404,0.0349776,7,127,0,238.692,-0.26062,0.632358,0.627223,-0.483665,-1.00079,0.0466022,1.28576,0.535593,-0.275147,-0.167587,-0.281251,1.9091,0.185589,-0.948893,-0.873583,-0.783743,-0.458133,-0.624286,0.0221564,0.0357592,0.0355822,0.321939,240,0.00181806,0.468192,0.468164,0.462096,0.459275,0.464991,0.471766,0.469693,0.462543,0,0,0,0,0.46454,0.460007,0.469194,0.48009,0,0,0.440434,0.539776,0.479508,0.41509,0.42352,0,6,8,6,9
-226.108,0.999703,0.0364414,6,63,0,240.965,-0.403554,-0.876004,0.474345,-0.0809637,0.724723,1.40309,-0.264058,-0.624508,-1.50816,-1.57394,-0.568248,1.57172,0.312905,-0.720085,-0.786761,1.66191,0.706812,-0.0700023,0.250453,0.44555,0.0582438,0.0158357,240,0.00181806,0.259162,0.328541,0.298861,0.3424,0.381256,0.289416,0.353923,0.270396,0,0,0,0,0.314471,0.324519,0.333105,0.31221,0,0,0.324873,0.319198,0.317978,0.314997,0.314776,0,6,8,6,9
-222.798,0.992863,0.0380606,6,127,0,236.169,0.155404,0.872304,0.98314,-1.13159,-0.964937,-1.97308,0.817682,-0.470561,-0.375666,-0.187403,-0.462335,0.154412,-1.8402,-1.41156,-1.57605,1.07233,-0.010686,0.49141,0.153133,0.45446,0.158159,0.0384483,240,0.00181806,0.476326,0.480546,0.401188,0.407311,0.370768,0.474248,0.43573,0.44624,0,0,0,0,0.438561,0.445007,0.406369,0.514665,0,0,0.425456,0.451575,0.439477,0.440366,0.442131,0,6,8,6,9
-219.994,0.999925,0.0390478,6,63,0,229.817,-0.303362,-0.169818,1.78926,-1.53854,0.278517,-1.53809,0.0648948,0.483181,-0.109694,-0.299743,-0.51962,0.498618,-0.941047,-0.757331,-0.534707,0.129775,1.22615,-0.297248,0.0923386,0.132922,0.263848,0.0460868,240,0.00181806,0.348556,0.390347,0.320635,0.357943,0.320644,0.353456,0.359015,0.341252,0,0,0,0,0.333747,0.446886,0.333774,0.433041,0,0,0.338057,0.354623,0.359006,0.352801,0.350823,0,6,8,6,9
-218.547,0.997535,0.0407444,6,63,0,228.076,-0.05562,1.54081,0.837618,-0.922402,-0.550571,0.703764,0.207363,1.36061,-0.232908,-0.352368,-1.00272,-0.791256,-0.0613073,-1.45926,-0.503012,-0.511968,0.537962,-0.615042,0.449812,0.0676382,0.542647,0.0624671,240,0.00181806,0.608401,0.533416,0.347101,0.384605,0.518883,0.464946,0.493459,0.467999,0,0,0,0,0.423027,0.471627,0.63415,0.571332,0,0,0.486881,0.479554,0.496585,0.473063,0.471303,0,6,8,6,9
-224.221,0.938881,0.0422322,6,127,0,230.648,-0.117909,0.340229,0.589846,0.0422137,0.505638,-0.359003,0.467911,-0.754913,-2.15796,1.53911,0.834188,0.0431926,-0.157787,-0.864482,1.17819,-0.644676,0.113832,1.47466,0.269413,0.0644003,0.289218,0.0293502,240,0.00181806,0.4726,0.489352,0.452685,0.483696,0.426121,0.481163,0.479276,0.456865,0,0,0,0,0.470091,0.503469,0.441397,0.500749,0,0,0.469119,0.475144,0.466237,0.456044,0.48296,0,6,8,6,9
-224.662,0.983704,0.0379125,6,127,0,240.234,-0.22935,1.2606,1.50893,-1.06676,-0.871152,-0.113317,-0.157514,0.583419,-1.18259,0.242673,1.09993,0.187058,-0.686994,-0.845572,-0.0579414,0.427951,3.38818,-0.918644,0.168319,0.0448303,0.0419477,0.3365,240,0.00181806,0.479131,0.489471,0.384224,0.391974,0.422477,0.420679,0.440713,0.421573,0,0,0,0,0.429666,0.431649,0.43935,0.4389,0,0,0.429403,0.425784,0.487193,0.344789,0.458791,0,6,8,6,9
-221.326,0.984599,0.0379883,6,63,0,233.489,-0.694584,2.21444,1.80689,-0.345473,-0.694717,0.280222,0.00297097,-0.011982,-1.12227,0.187795,0.995179,0.879892,-1.02328,-1.05034,0.107928,-0.603251,2.52789,-0.188831,0.447656,0.11341,0.0843426,0.307933,240,0.00181806,0.54744,0.502261,0.279077,0.248863,0.338419,0.311349,0.377327,0.349728,0,0,0,0,0.363187,0.35676,0.374821,0.369648,0,0,0.39171,0.37256,0.371537,0.29921,0.385286,0,6,8,6,9
