# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1480661404
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-229.009,0.9999,0.0113583,9,511,0,238.111,-0.203378,-1.31215,-0.279785,-1.74011,-0.130957,0.0234218,0.285958,-0.888821,0.271205,1.91136,1.11029,0.598475,0.912368,-0.0797683,-0.855827,0.82405,0.959095,0.46163,-3.52076,-2.02093,-1.81651,-8.63121,3.365,-1.1743,-0.210366,0.400811,0.468316,-0.0879545,2.97075,2.6599,-1.29426,-0.131025,-0.196255,-0.1231,-0.343188,1.85638,-0.674126,0.811489,-0.0055873,0.905245,0.179074,0.322902,-0.735775,1.04799,-7.04632,-1.41849,-0.424396,-2.6882,-0.162006,0.201632,0.022283,-2.63096,1.10585,1.91128,1.11029,0.598475,0.912368,-0.0797683,-0.855827,0.82405,0.959095,0.46163,-0.910855,0.906935,0.865439,-0.999376
-225.206,0.999351,0.0111295,9,511,0,241.48,-0.178263,0.478664,-0.464069,-1.62996,0.535016,0.207467,-0.005048,-1.09666,-0.176781,0.517349,-0.139686,0.640082,0.913966,-0.701547,0.225023,-0.826897,2.27086,0.57878,-2.52962,-3.46112,-1.44506,-6.32887,-2.92179,2.89034,0.176667,0.834809,0.471729,-0.0748541,-0.52037,0.0758715,-1.8283,-2.03433,-1.36959,-0.328026,-0.621418,-0.0652292,1.80081,-2.04212,-0.28838,-0.0891653,0.897676,-2.2852,1.79416,3.12601,-6.88545,0.222432,-0.880379,-3.08421,0.66816,0.629308,-0.554398,-1.47741,-0.012165,0.516515,-0.139686,0.640082,0.913966,-0.701547,0.225023,-0.826897,2.27086,0.57878,-0.898665,-0.585731,1.81927,-0.995807
-224.719,0.999982,0.0110676,9,511,0,241.304,-0.105708,1.66539,0.0451799,-1.54505,-0.0371676,0.0164404,-0.253018,-0.523512,0.77025,-0.183022,0.84745,0.709634,-1.89581,-0.518796,-0.8911,-1.05333,1.57304,1.70051,-0.892423,-3.21911,-1.38565,-6.16268,1.18295,-1.9427,-1.0726,-0.655907,1.24492,1.13592,0.239492,-2.96895,-4.27275,0.9597,-1.01459,0.161975,2.40387,-0.437276,2.14971,-0.0364981,1.54001,-2.5667,-1.23476,-0.937951,-0.867196,-0.683285,-1.40276,1.8773,-1.43194,-1.50957,0.806717,1.86188,-2.57357,-0.822431,1.01721,-0.180526,0.84745,0.709634,-1.89581,-0.518796,-0.8911,-1.05333,1.57304,1.70051,-0.280161,-0.61926,-0.239949,-0.994986
-220.555,0.998817,0.0111629,9,511,0,233.428,0.047942,0.739147,1.2601,-1.06698,-0.614824,-0.578118,0.898193,-0.110467,0.268634,-0.999629,1.61859,-0.598435,0.886703,-1.07841,-0.176803,-1.10264,1.11756,1.09988,-1.70848,-2.15103,-0.645682,-5.43304,0.185888,-1.77048,-0.0970806,2.17557,0.452351,0.40894,0.452404,1.66029,-2.17595,-0.0591021,-0.559979,-1.58161,1.81785,0.528585,1.2629,0.826084,-1.4407,-2.03973,-1.55869,2.05628,0.896422,1.3592,4.1163,0.297553,1.04976,0.871355,-0.506039,0.128953,1.67318,-0.460058,1.10025,-0.997697,1.61859,-0.598435,0.886703,-1.07841,-0.176803,-1.10264,1.11756,1.09988,-1.62282,-0.624063,-2.15092,-0.955103
-217.042,0.998641,0.0113193,8,511,0,233.817,0.983219,-0.259665,-0.325307,-0.713553,-0.449592,-0.664387,-0.310981,-0.368324,-0.0176022,1.36099,0.0800894,-0.404383,-0.615597,0.471121,0.980286,-0.732834,-0.00188963,0.352898,0.604678,-2.56913,-0.271347,-5.74838,-0.424617,-3.48062,0.0124416,1.3371,-2.55143,-4.07786,-0.435537,-0.415968,-1.40704,1.80397,-1.79984,0.607203,-0.996238,1.00403,1.32401,1.05492,-1.05771,-1.86785,0.0706284,-0.256933,0.278636,0.293479,10.8942,-1.65354,-0.593363,9.27031,4.57626,-2.6485,14.038,-0.130964,0.518661,1.36491,0.0800894,-0.404383,-0.615597,0.471121,0.980286,-0.732834,-0.00188963,0.352898,-5.67192,-1.01904,-5.81363,-0.992651
-219.636,0.999835,0.011549,8,511,0,228.49,1.02568,-0.0788486,-0.194984,-0.836681,-0.588276,-0.445785,-0.20963,0.133936,-0.064569,1.89725,0.155711,-0.153851,-0.818425,0.0320492,1.07286,-0.548439,0.386539,0.466957,1.15313,-2.93198,-0.521142,-5.87373,1.25561,2.21233,-0.888316,1.41649,-0.926239,-0.300423,0.154318,-3.34353,0.420239,-0.509109,-0.0993953,-0.852124,0.0656608,0.613689,0.0302698,-0.671247,-0.473813,-0.33752,1.79087,1.04775,0.0840049,-0.0243589,6.54144,3.17935,3.71973,2.3012,-12.3193,-6.68213,28.2008,0.130981,0.239757,1.90136,0.155711,-0.153851,-0.818425,0.0320492,1.07286,-0.548439,0.386539,0.466957,5.31015,-0.966113,-3.47075,-0.987668
-222.12,0.998263,0.011887,8,511,0,231.88,0.132943,0.210095,0.569725,-1.0797,-1.26056,-0.725822,-0.411319,0.120992,0.190368,-1.78504,1.2062,1.58482,-0.0484738,-0.0195121,1.67716,-0.747268,1.07456,-2.12758,-2.35791,-1.81769,-0.615244,-2.82752,1.10979,-1.15845,-0.673058,0.185123,-0.230031,-0.103357,-0.494442,-0.479892,0.0683456,1.88367,0.336577,-0.788486,-0.831821,0.022647,0.913459,-0.561892,0.768821,2.32531,0.585619,-2.15003,0.0988716,-3.02776,-0.962054,-0.056059,0.317544,-0.781172,-1.58227,-0.681958,-0.707212,-1.00535,1.1916,-1.80446,1.2062,1.58482,-0.0484738,-0.0195121,1.67716,-0.747268,1.07456,-2.12758,-1.60232,-0.79786,0.0447664,-0.725424
-221.265,0.99994,0.0122205,9,511,0,230.208,-0.104316,-0.791206,1.61099,-0.456246,-0.234436,0.180687,-0.849421,-0.25152,-1.23003,-0.347422,-1.09507,-1.00145,-0.0691641,-0.718245,-0.997156,0.911515,-1.66883,1.1657,-1.90199,-4.25462,-0.634381,-2.14555,1.03738,0.041452,0.153331,-3.70896,0.735979,-0.525794,-0.040708,-0.959284,-0.66562,1.45611,-0.620987,1.94671,0.16032,0.473143,2.2084,0.523379,0.258744,-2.82645,0.518988,-0.374371,1.29794,0.908596,2.43511,-1.2866,1.58477,1.64604,-0.178982,1.10838,-1.64069,-0.356801,-0.945565,-0.240349,-1.09507,-1.00145,-0.0691641,-0.718245,-0.997156,0.911515,-1.66883,1.1657,-0.113018,-1.07924,-0.417916,-1.72242
-227.777,0.999811,0.0126635,8,511,0,237.836,-0.510108,0.970217,-2.14882,-1.52794,-0.280669,-0.551814,1.43739,0.821353,-0.652784,1.2725,0.0424175,1.12874,0.568812,0.107449,0.691813,-0.911264,2.01645,0.658785,-5.20788,0.132285,-0.621662,-2.34242,-2.18723,1.61213,0.922263,-1.47834,-0.0104599,-0.430945,0.108012,-1.45068,3.96816,-0.256084,1.3044,1.30657,-0.429896,0.9508,1.3236,-0.952012,0.27689,-1.68117,-1.05275,1.35721,1.55018,0.147817,-6.20337,0.953384,-2.1716,-3.67763,-0.224479,-2.37627,1.99518,3.828,-10.2947,1.17327,0.0424175,1.12874,0.568812,0.107449,0.691813,-0.911264,2.01645,0.658785,-1.00449,9.06481,3.70983,-0.242777
-222.672,0.998446,0.013143,8,255,0,239.202,-0.639046,-0.0219194,-0.0995228,-0.569869,1.34976,-0.20584,1.37567,0.777516,0.526893,0.220405,-0.294997,0.730729,0.124263,-2.2752,-0.692999,-0.235367,-0.92473,-0.468219,-4.51879,-1.62224,-2.3899,-2.00978,-1.35272,-1.51502,2.38066,2.91351,0.961987,1.71785,-2.02353,-0.492739,2.97388,-1.37125,-0.12459,-1.19699,-0.526666,-0.0439917,-1.69101,1.13131,-1.92404,-1.93126,0.898092,-2.59361,-1.51931,-0.906561,-0.574949,-0.0537837,-0.140453,-0.384466,1.33708,-1.20925,2.24359,-0.321248,1.72906,0.180388,-0.294997,0.730729,0.124263,-2.2752,-0.692999,-0.235367,-0.92473,-0.468219,-0.987056,-1.04122,-1.16483,0.679916
-218.069,0.999937,0.013603,8,255,0,230.405,-0.151901,0.703695,0.115069,-0.536436,-1.51671,1.24851,-1.41034,0.111033,-0.826415,-0.287716,0.482525,-0.0326692,-0.208831,2.77617,0.350185,0.357574,0.647892,-0.0803466,-2.03842,-0.133444,-0.91115,-1.83928,2.03774,-0.290614,1.45647,0.267082,0.301535,-2.99806,0.860297,-1.97174,1.39154,-1.38793,-0.841134,-1.24676,-0.616281,0.712776,0.830587,-0.0775774,-1.46627,0.845403,-1.01937,-2.28282,1.3486,-1.63501,-1.5915,0.378105,-0.238283,0.165988,-1.89373,2.0625,-2.96899,0.544894,-2.4177,-0.286932,0.482525,-0.0326692,-0.208831,2.77617,0.350185,0.357574,0.647892,-0.0803466,0.742944,1.48866,1.47382,-1.63637
-214.852,0.999947,0.0141562,8,255,0,226.794,0.109281,-0.231965,1.86724,-0.6018,0.675941,0.595483,-0.296794,-0.351422,-0.789011,-0.946949,0.520827,1.55786,0.892751,-0.636577,-0.744507,0.033486,0.204503,1.42703,-2.33438,-0.341465,-1.25514,-0.774385,-0.657075,0.973318,-0.570988,0.0885158,-2.10023,3.20582,-2.28137,-0.0742061,-0.575821,-0.638822,0.407493,-1.25503,-0.22651,2.38552,1.12337,0.473288,0.597425,-1.86401,-0.402826,-0.0651842,0.510237,0.37327,1.49651,-0.60967,1.60101,0.167055,0.923425,1.64928,1.52772,-2.02604,0.526276,-1.6831,0.520827,1.55786,0.892751,-0.636577,-0.744507,0.033486,0.204503,1.42703,-0.93597,-1.44392,-0.931853,0.494266
-217.455,0.999057,0.0147405,8,511,0,225.718,-0.827834,-0.14459,-0.282028,0.416881,0.424524,0.417148,-0.726405,0.233814,-0.230854,-0.179634,0.0852834,0.552226,0.227664,-2.99061,-0.572722,-0.625157,0.278185,1.55563,-2.66547,0.0950525,-1.5742,-0.755955,-1.20827,0.385329,-2.1811,2.64583,-0.647742,-0.308101,-0.336982,1.72894,3.11481,1.51862,-0.558713,-2.12419,-0.812003,0.117498,0.676459,-0.584269,-0.129968,-0.715774,0.301635,0.334305,-0.00311861,0.299735,-13.1857,-0.408247,-0.669239,-1.04443,0.320454,-2.06659,-2.89227,-11.4121,-3.83063,-0.880958,0.0852834,0.552226,0.227664,-2.99061,-0.572722,-0.625157,0.278185,1.55563,-0.289227,-1.70917,-1.36541,-0.524977
-220.576,0.999731,0.0153128,8,255,0,227.666,0.943977,1.41062,0.766614,-1.97672,-0.880782,-0.733403,0.183007,-0.269154,-1.58987,-0.42084,-0.433027,0.00406138,-0.339794,2.97553,1.75047,-0.214982,-0.240251,-0.00284684,-0.892312,-1.25137,-0.506444,-0.824788,-1.63276,0.895401,-0.149853,0.170045,0.811519,1.40964,-1.14218,-0.961705,1.67879,-1.83955,-0.494386,0.814524,-0.297161,-0.26355,0.11155,-1.08706,0.165222,2.46077,0.37919,-0.776293,1.97104,0.483583,-6.10091,0.896739,-0.175727,-7.012,-1.17617,-5.0338,3.97217,-3.43874,-3.61752,-0.160905,-0.433027,0.00406138,-0.339794,2.97553,1.75047,-0.214982,-0.240251,-0.00284684,-1.44131,-1.18256,9.58925,7.35239
-220.882,0.999963,0.0159402,8,255,0,229.206,-1.32863,-0.576549,-1.22234,0.31719,0.652637,0.197393,-0.557619,0.938376,0.200292,0.063503,0.38693,-1.23227,0.500472,-2.93786,-1.73408,0.0400462,0.853642,-0.00574324,-2.46237,-0.146498,-1.6554,-1.01392,-2.06829,-1.02076,-0.322662,2.83402,0.545718,1.14103,1.1639,-1.31589,3.22349,0.557474,0.725131,1.714,0.442847,0.806011,-0.996084,0.424772,1.48033,0.00988479,0.242788,0.936467,-0.418191,0.987555,-6.5981,-0.851826,-1.63601,0.277663,0.710078,-2.25053,-1.56944,-0.755664,-1.47486,-0.355318,0.38693,-1.23227,0.500472,-2.93786,-1.73408,0.0400462,0.853642,-0.00574324,0.179455,-2.75308,-0.823666,-0.281377
-217.101,0.999908,0.0166029,8,255,0,232.228,-0.826075,1.38671,1.8137,-0.652994,-0.227648,-0.22303,-0.133597,0.7978,-0.389497,0.168705,-0.902323,0.577749,-0.486872,0.210558,1.63651,0.0580564,-0.551244,0.750851,-0.535159,-0.444738,-0.736891,-3.09773,0.746546,-1.05558,-1.35352,-3.55514,2.23707,-1.54574,-0.0735459,-0.824061,-1.65491,-1.27265,-1.30195,2.3057,0.210104,-2.78457,0.808613,-0.632512,0.602836,-1.17223,0.232492,-0.538177,1.20789,-0.32506,-9.07029,1.35422,5.46003,-2.38814,-1.03703,-2.9198,-7.68188,-2.19598,-2.71152,0.230237,-0.902323,0.577749,-0.486872,0.210558,1.63651,0.0580564,-0.551244,0.750851,7.29105,-1.63256,1.17703,-1.06338
-218.943,0.999984,0.0172859,8,255,0,225.152,-0.719922,-0.201149,-0.715162,0.139694,0.976226,0.521164,0.830494,0.0880569,-0.0210202,-1.0191,2.0637,0.46992,1.01518,0.0162766,1.35264,0.0924264,1.2095,-0.664286,-3.09824,-0.423603,0.123367,-2.78712,-0.646862,1.66713,1.61657,-1.69482,1.13661,-0.199323,-0.909082,-0.679377,1.78194,-0.270135,-0.0440654,0.772043,0.173649,0.292927,2.18638,0.0859601,0.288386,1.45051,-0.381751,-0.264516,-0.108673,-1.14555,1.53348,-0.337669,-0.903293,0.660884,1.92149,1.69065,1.299,-2.45791,4.0422,-1.0511,2.0637,0.46992,1.01518,0.0162766,1.35264,0.0924264,1.2095,-0.664286,-0.536538,-0.649509,1.66901,-0.711053
-216.987,0.999821,0.0179947,8,255,0,226.789,-0.117753,0.994403,0.202952,-1.3084,-1.18471,0.248278,-0.173569,-0.102474,-0.144941,-0.830692,-2.36503,0.282135,-0.515869,-1.34362,-2.06564,-0.172045,-1.10206,0.552333,-0.853968,-0.996293,-1.68376,-0.796719,0.133456,-0.803137,0.892886,2.23576,-0.110438,0.0547272,2.90772,-1.87182,0.593428,0.462231,0.379553,2.38297,-0.860009,0.574064,-1.73265,-0.508081,-0.601819,-0.606123,-0.97435,0.812822,-0.767226,1.74049,-0.489366,0.480938,-0.985031,-0.754886,-1.86112,1.22478,0.541077,-2.83353,2.66056,-1.3039,-2.36503,0.282135,-0.515869,-1.34362,-2.06564,-0.172045,-1.10206,0.552333,-0.339023,-0.69515,-0.842154,-0.98207
-215.069,0.999809,0.0187158,8,255,0,229.302,0.144289,0.447848,0.682061,-1.25692,-0.4131,-0.243107,0.361441,0.46298,-0.451799,0.357006,1.12469,0.333882,-0.795724,1.6728,0.0515368,1.57267,0.979054,2.40176,-0.996196,-0.770493,-0.390696,-2.09137,-1.92197,-0.943661,-0.0226229,2.97228,-1.83026,-1.35719,-0.074437,-1.50571,-0.653475,-0.173528,2.24234,-0.327961,0.985638,0.327161,2.85611,0.228369,0.638343,0.330964,-0.0730428,1.92963,-0.963813,-3.07763,2.36993,-0.422569,0.329702,-0.54375,0.0799456,0.567123,1.93527,0.227949,1.00099,0.404382,1.12469,0.333882,-0.795724,1.6728,0.0515368,1.57267,0.979054,2.40176,-1.80096,-1.24448,-0.95379,-0.475218
-213.383,0.998031,0.0194555,8,255,0,222.994,-0.10531,0.597777,-0.361511,-0.263446,0.0746621,0.0973504,0.282406,-0.144868,-1.12754,-0.200991,-1.14271,-0.968072,0.899062,-1.10409,0.751823,-1.14376,-0.659941,-0.99763,-0.568467,-0.775473,0.314226,-1.21968,1.08876,-1.53765,-0.708293,0.202324,0.754825,0.618627,1.90995,1.12019,-1.10247,1.73066,-0.0686964,-0.607398,-0.328743,-1.29415,1.05416,1.38899,-1.12987,3.42992,0.289784,-0.805292,0.312536,-0.697113,-7.31934,-0.826097,-5.09874,-9.03203,0.842434,-0.491931,1.28967,-4.64991,-2.00943,-0.485973,-1.14271,-0.968072,0.899062,-1.10409,0.751823,-1.14376,-0.659941,-0.99763,0.312716,-0.533596,2.72521,1.34722
-214.419,0.999827,0.0201138,8,255,0,221.66,-0.508469,0.779985,1.31555,-0.463809,0.215994,-0.0119574,0.841078,-0.142526,-0.283795,0.181393,-0.399471,-1.09831,0.0332018,1.58474,-0.0917825,-0.233612,0.275242,-0.0329017,-1.58939,-1.07601,-1.66203,-1.52337,-0.543236,-0.413257,0.405071,1.65207,-0.466216,-0.82329,0.26348,-0.367665,-3.02972,0.0568605,-1.61576,-1.37367,1.19642,0.261161,1.02338,-1.51056,-0.613823,-1.58068,-0.629892,1.23103,0.741261,0.551793,-3.20562,0.168428,0.78006,-0.346643,0.382202,-1.35121,2.07581,-3.26613,1.22307,0.196652,-0.399471,-1.09831,0.0332018,1.58474,-0.0917825,-0.233612,0.275242,-0.0329017,-2.22177,-0.750441,-0.89759,0.697478
-217.794,0.99954,0.0208876,8,255,0,225.306,0.219546,1.04894,-0.520585,-0.773911,-0.763453,-0.537396,0.185548,0.200232,-0.840321,-0.156163,0.896715,-0.468576,-0.0350328,-1.98495,0.0476545,0.654805,-0.308121,0.849186,-2.13644,-3.11658,-0.425307,-1.90308,2.93013,-0.521784,0.69676,1.40516,-0.554667,-1.45008,-1.52558,1.57572,-0.328673,-0.477047,-1.38647,2.22234,0.165318,-1.31639,0.107273,-0.393623,-0.704224,-0.366441,0.157383,0.0659827,0.648847,0.421293,10.1602,0.854445,-0.83571,5.82963,-0.719023,-0.187466,2.02879,0.65648,-0.182918,-0.00803063,0.896715,-0.468576,-0.0350328,-1.98495,0.0476545,0.654805,-0.308121,0.849186,-1.60122,-1.20726,-5.26326,-0.477878
-213.706,0.999973,0.0216612,8,255,0,229.526,-0.586595,-1.12328,1.22181,-0.202526,0.772519,0.662738,-0.464186,0.234374,-0.0712696,0.210124,-0.534083,0.683528,-0.498824,0.861513,-0.815377,-1.08437,-0.543453,0.369131,-2.71095,-0.456298,-1.75751,-0.0610662,2.88197,-2.02751,-0.833666,-0.337923,-0.481483,2.86404,-0.670437,-2.06499,3.00289,0.0380189,-1.25555,0.436605,0.55154,1.56587,-2.09135,-2.24163,0.863219,2.39399,0.805203,-2.28631,-0.645667,-0.832566,4.48543,-1.33217,1.08132,1.0324,0.921523,4.7476,-2.66735,2.89439,2.56366,1.1962,-0.534083,0.683528,-0.498824,0.861513,-0.815377,-1.08437,-0.543453,0.369131,-0.46104,-0.273637,-0.967944,3.81668
-220.511,0.999651,0.0224764,7,255,0,227.04,-0.364021,-1.22144,2.27247,-1.4478,-0.767696,0.257756,-0.856741,0.612798,-0.383683,-0.67898,1.43901,-0.88416,-1.30524,-0.0456112,0.0320292,-0.947553,-1.44273,0.235776,-1.82195,-1.65331,-2.33526,-1.81874,0.255188,-1.0839,0.635491,2.96378,1.4635,0.753261,-0.14271,-0.906031,1.79017,0.433242,-1.00025,1.87911,-0.332706,0.752031,-1.34853,-0.916452,-0.386372,0.445771,-0.242321,1.153,-0.0306157,0.785935,-0.199199,-1.85266,2.44802,-1.02907,-0.608357,0.222697,-1.3291,0.127159,0.5964,-0.687509,1.43901,-0.88416,-1.30524,-0.0456112,0.0320292,-0.947553,-1.44273,0.235776,0.728516,-1.37742,-1.05346,-1.51631
-215.86,0.999934,0.0232873,8,255,0,228.111,-0.937158,1.37755,-0.321114,-1.58937,-0.313682,0.168493,0.164601,0.248218,-0.106486,-0.0351244,-0.781915,0.0834432,0.780151,0.189394,1.96768,0.590565,1.06893,0.917654,-0.396223,0.759076,-2.76777,-0.661499,0.42854,1.98149,0.480215,1.68088,2.20208,-0.800482,-1.90696,-0.505391,1.17219,1.92623,-1.33722,1.22223,1.27025,-0.465554,-0.789955,0.968656,1.05543,-0.415808,-0.768109,2.05356,1.18225,1.23323,-5.0485,2.12101,-5.27641,-1.58437,-0.515495,-0.651046,1.06307,-3.01064,-6.27612,-0.206279,-0.781915,0.0834432,0.780151,0.189394,1.96768,0.590565,1.06893,0.917654,2.59334,1.2083,-0.95059,-0.928406
-217.372,0.987878,0.0241307,8,255,0,226.273,-0.0542673,0.000965966,1.20788,-0.148166,0.302972,-0.656008,0.521987,-0.127968,-1.45768,-0.430605,0.125676,-1.11813,-0.769903,-0.168907,-1.20977,-0.554149,-1.08231,1.22589,-1.11289,-0.860308,0.640522,-2.60685,-0.487019,-0.10896,1.24005,-1.60267,-1.47417,0.797589,-0.330135,0.747127,2.27204,-0.0657634,-2.2009,-0.908551,-0.694022,-0.0891303,2.12586,0.35062,0.149202,2.15563,0.0797985,0.0297812,0.72134,1.71429,2.90871,-0.971277,1.25818,11.3647,2.43405,-9.41155,3.2698,1.55157,-1.76227,-0.451969,0.125676,-1.11813,-0.769903,-0.168907,-1.20977,-0.554149,-1.08231,1.22589,0.221356,-0.141297,5.65938,-0.600612
-220.273,0.999806,0.024203,8,255,0,234.07,-0.916853,1.16201,-0.177061,-0.584239,-0.531265,1.47289,-0.0482191,1.46234,0.526236,0.673421,-0.78459,-0.80488,0.80112,0.620739,0.700068,-1.01232,1.08954,-0.36591,-2.88907,-1.23482,-3.26464,-2.86657,-0.829303,-0.109893,-0.866984,-0.929093,-0.478108,-1.39661,1.86952,-0.673791,3.19878,0.764477,2.11418,2.6249,1.24406,1.41281,1.3479,2.3058,0.0477441,-1.83684,-0.179812,1.08714,-1.51085,-1.12652,-4.0093,1.00504,-0.413957,-0.50789,-0.472863,1.3485,-0.0945884,-0.0511583,1.12301,0.654333,-0.78459,-0.80488,0.80112,0.620739,0.700068,-1.01232,1.08954,-0.36591,-0.814745,-2.51595,-0.987679,-1.54914
-220.494,0.998492,0.0250456,8,255,0,227.486,0.123926,-0.0103677,0.17288,-0.365194,-0.470446,-0.544468,0.0246712,-0.907046,-2.0327,-1.19632,-0.670182,0.725728,0.929644,0.546862,-0.0446409,1.64702,1.11537,0.779639,-0.258456,-1.68383,-5.21592,-2.22428,-2.28461,0.96352,1.0826,-1.67721,-0.09777,1.68391,1.13197,-0.0891959,-0.112593,-0.320463,-0.458758,-0.947291,0.242308,-0.29814,0.959422,-1.79733,-0.169813,0.362671,0.814643,0.295676,-2.12555,-0.636006,12.1322,-1.33668,0.967954,1.01023,0.649606,0.279858,7.31969,0.534302,-0.798948,-1.08837,-0.670182,0.725728,0.929644,0.546862,-0.0446409,1.64702,1.11537,0.779639,-1.52684,-3.8843,-1.0201,-1.58848
-228.217,0.991074,0.0258128,7,127,0,238.408,-0.0465977,0.612282,0.579551,1.24014,0.625604,-0.0962678,-1.50908,0.381124,-1.9454,0.18909,0.12967,-0.47856,-0.32036,-0.755276,-1.98967,-0.373131,-0.662164,-0.756562,-2.65524,-1.7051,-5.71433,-3.0576,-0.125995,0.396498,0.38793,1.05845,-0.483867,1.80965,-1.35356,2.62844,2.80256,1.78429,0.877799,-0.852096,-1.31564,0.583236,0.792099,-2.05744,-1.13114,-1.19488,0.43696,1.68407,0.871807,-0.472763,25.2435,0.565495,0.691793,1.48806,1.02316,0.589237,-0.597748,4.28464,-0.629524,0.308008,0.12967,-0.47856,-0.32036,-0.755276,-1.98967,-0.373131,-0.662164,-0.756562,-1.22081,-1.23661,-0.885717,-2.2529
-223.465,0.999598,0.0260826,7,127,0,235.57,-0.314247,0.947301,-0.703241,1.47964,-0.384325,0.402389,-1.60571,-0.358694,-1.22763,-0.533439,-0.190997,-0.698354,-1.40335,-0.521601,-1.20108,0.533184,-0.935689,-0.870979,-2.59067,-3.10256,-5.51569,-1.26537,3.85674,0.296898,0.482243,0.801722,0.960259,-0.371711,-0.949927,1.67383,-2.67264,0.362635,0.138562,-0.332455,-0.541071,-0.839242,-2.28047,-0.665229,-0.806329,-0.58162,-0.528748,0.749345,-1.002,-3.30053,-8.74996,0.715891,-1.10223,1.57378,-0.278449,-0.246334,-2.27203,-1.44284,-1.78418,-0.572754,-0.190997,-0.698354,-1.40335,-0.521601,-1.20108,0.533184,-0.935689,-0.870979,0.153191,-0.932339,-1.01707,0.264212
-214.035,0.999472,0.0269314,8,255,0,233.193,0.0933404,-0.258601,1.23861,-0.147126,-0.533494,-0.273809,-0.075502,-0.250109,-0.506374,-0.473853,0.249496,-0.21066,1.23588,1.25967,1.43025,-0.483436,-0.0856639,-0.593263,-1.41795,0.340102,-0.591279,-3.07138,0.99638,0.993793,-0.771784,-4.78461,0.282324,2.35689,1.1194,4.47491,0.46639,0.952905,0.370436,2.11132,-0.629586,0.376737,0.0471045,-0.285722,-1.6123,2.40495,0.69257,3.07592,3.35556,-1.2826,2.73511,-0.97979,1.3905,3.61949,-0.727162,-0.4124,-0.849205,1.29055,1.78186,-0.457302,0.249496,-0.21066,1.23588,1.25967,1.43025,-0.483436,-0.0856639,-0.593263,-0.814343,-1.06861,-0.420731,-0.980769
-212.616,0.990034,0.0277822,7,127,0,219.121,-0.21908,0.310713,0.222536,-0.387078,-0.387858,0.0565626,0.551736,0.152113,-0.500701,-0.672539,-0.0562762,0.00913376,-0.373594,0.0599458,0.962025,-1.07555,-0.660521,-0.419623,-2.17841,-0.0160292,-0.945693,-2.23209,-1.55178,1.03202,-1.24574,-1.7141,0.515187,0.944257,0.970877,0.826765,0.283686,0.178231,-0.335431,0.408257,-1.40049,-1.13408,-1.4463,-0.321199,-0.151421,0.662444,0.379446,-1.35336,-0.0132601,1.40704,11.8547,0.0710885,0.0473579,5.07233,-0.19548,0.271235,1.7556,11.1969,1.01665,-0.656208,-0.0562762,0.00913376,-0.373594,0.0599458,0.962025,-1.07555,-0.660521,-0.419623,-0.857985,1.11873,-2.73446,-0.648831
-214.141,0.995482,0.0279674,7,255,0,222.157,-0.969217,1.13141,0.431702,-0.0765422,-0.286932,1.08985,0.745267,0.409502,-0.158986,0.13179,0.408491,-0.781041,0.609231,0.476839,0.284219,-1.45997,0.183338,-0.156368,-1.20682,-0.82317,-2.48245,-1.47166,4.56256,-1.03086,-0.567378,-0.481716,-0.213905,-0.555934,1.6232,-0.485259,-0.0681442,-0.906674,-0.261645,0.899171,-0.539289,-0.0280969,1.38389,-0.361252,-0.680894,-0.694748,0.300106,1.45953,1.73045,-0.765227,-6.20608,0.270951,-1.26334,0.0877972,-0.49867,1.35724,1.10557,-3.40558,0.33875,-0.0810053,0.408491,-0.781041,0.609231,0.476839,0.284219,-1.45997,0.183338,-0.156368,-1.32503,-1.99601,-1.04678,-1.34755
