# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=917402092
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-218.639,0.99953,0.0290583,7,255,0,235.331,-0.880964,-0.0740932,0.918496,0.0559023,1.09207,0.962776,1.56253,0.0356445,-0.609013,2.17859,0.286878,-0.717483,0.261861,-0.546756,-0.678121,-0.145215,-0.128321,0.42799,-0.506291,0.397781,-0.889244,-2.07486,-0.864919,-0.115932,-2.37009,0.949127,0.090427,-2.52372,1.17292,2.9139,-0.642559,-1.87791,-1.1357,0.131194,-1.68723,-2.27417,-1.15006,-0.484866,0.745903,-1.81645,-0.472341,-0.197169,-1.891,0.0444064,1.9473,0.339447,-3.0393,0.766846,0.407206,1.28284,-7.15888,-0.403214,-0.292291,-8.65997,1.76008,3.01696,2.5501,-0.525924,-0.647349,2.35865,-3.44762,0.373471,0.261861,-0.546756,-0.678121,-0.145215,-0.128321,0.42799,-0.506291,0.397781,-0.889244,-0.188702,-2.433,1.9341,-0.564834
-222.388,0.994189,0.0300543,7,255,0,232.618,-0.447378,0.848377,1.72458,0.242121,0.388205,-0.208192,-0.960912,0.3565,1.88526,-2.34797,-0.148277,-0.6787,0.384709,0.0703208,0.0905293,-1.05694,-0.217512,-0.641033,0.696263,-0.297271,0.541807,-3.76028,-0.90823,-1.71177,-2.68806,2.04603,0.024425,1.00089,0.63944,1.82673,1.78209,2.47364,-0.302618,0.591021,2.53688,1.14898,-0.595002,0.773649,-0.707148,-1.27361,-1.03155,-0.642834,-0.133784,-0.101022,0.266392,-0.752785,1.02591,-1.07914,-0.713805,0.236161,-3.68231,0.81865,1.52901,0.218209,0.26577,-0.670743,-1.08099,0.177319,2.19663,-2.40526,-2.07979,-0.0516332,0.384709,0.0703208,0.0905293,-1.05694,-0.217512,-0.641033,0.696263,-0.297271,0.541807,-1.39098,-0.735953,-0.47681,-0.40686
-221.017,0.999587,0.0306714,7,255,0,234.14,-0.706461,-0.842151,-1.27738,1.08414,1.32869,0.086362,1.05686,0.109502,-0.912755,-0.185233,0.154426,-0.388369,-1.40075,0.0495879,0.403881,0.767454,0.72952,0.335818,0.7327,1.88337,1.03958,-1.97412,-0.00311169,-1.96341,-1.63019,-1.52407,1.14538,2.31546,0.719164,-0.273923,-1.16302,-0.249112,0.0278365,3.24565,-3.48187,-1.1983,-1.23718,-0.236324,0.102412,0.460614,-1.00084,0.323059,-0.547462,1.13546,0.868861,1.25301,-4.05671,-0.280045,0.226969,-0.106716,-2.24181,-1.15753,-2.78194,0.744422,1.57632,0.538526,2.45985,-0.469875,-0.954871,-0.236399,-1.90324,0.138721,-1.40075,0.0495879,0.403881,0.767454,0.72952,0.335818,0.7327,1.88337,1.03958,0.905852,-0.525571,-0.884844,1.10865
-221.677,0.996661,0.031691,7,127,0,237.695,0.0194065,0.123188,2.3839,0.387287,-1.09908,-1.47606,-1.81272,-0.067681,-1.3748,-0.887892,0.0853389,-0.54631,2.16849,-0.630656,-0.364221,-2.26018,-0.98343,-0.608789,-1.84784,-1.47139,-1.05556,-0.739133,-1.53923,-3.18853,-1.98982,2.44676,-2.83043,-0.162274,1.94449,1.61705,1.72465,-2.43778,0.473743,0.968804,1.25669,2.24236,-0.858877,0.638826,-0.644431,0.198232,-1.2993,-0.748493,-0.482325,-1.11886,1.28627,0.253669,4.66001,0.934581,-0.80665,0.593125,6.57486,0.730233,4.72822,0.37946,-1.73171,-1.63188,-1.96595,-0.382854,0.237307,0.110284,1.14321,-0.197728,2.16849,-0.630656,-0.364221,-2.26018,-0.98343,-0.608789,-1.84784,-1.47139,-1.05556,3.44423,-0.88561,-0.558109,-1.44844
-220.823,0.998791,0.0325003,7,127,0,239.09,-0.453102,-2.2443,2.33817,1.62656,-0.0716939,-0.26972,-1.49446,-0.362916,-1.04056,-1.51065,0.610193,-0.309008,-0.57626,0.695042,-0.0555454,-1.65137,-0.241696,0.699283,-1.09936,0.205407,-2.47975,-1.5094,-0.598637,-2.62811,-1.01866,2.42965,2.29004,1.51703,-2.33718,-3.0551,-3.30467,-1.49614,0.198454,-0.366796,0.284623,0.507212,-0.770632,2.76724,-1.19731,-0.333836,-1.95151,-0.896225,-0.86172,-1.69784,-1.60604,-0.258531,1.19089,-0.113065,-0.318715,-1.41142,4.6471,-3.05747,1.68735,1.92833,-0.114806,1.7981,-1.23677,0.147393,0.79812,-1.64256,4.0234,-0.919352,-0.57626,0.695042,-0.0555454,-1.65137,-0.241696,0.699283,-1.09936,0.205407,-2.47975,-2.20188,1.82088,0.348215,-2.53683
-213.065,0.99961,0.0334806,7,127,0,233.394,-0.388488,0.713293,0.691125,0.405895,0.18387,0.0330654,-0.0434287,2.30164,-0.461254,-0.144693,-0.3744,-1.08735,0.08785,-1.47082,0.0575751,0.524436,0.244185,-0.847264,0.622009,-0.4346,2.09115,-0.351659,-0.523817,-2.27832,-2.90302,0.561847,4.37256,-0.752038,-1.11764,-0.549829,-0.889492,-1.04524,-0.864307,-0.413821,2.24721,1.1671,-1.2523,-1.38065,-1.18142,-0.0472404,-2.54765,0.335391,-0.651525,-1.30148,-1.13736,-1.78049,5.97422,0.843129,-0.439036,0.26008,1.56011,1.36062,-3.01193,-2.15817,-0.00427594,5.75305,-0.350004,2.99037,0.335304,0.441979,0.884029,-1.1917,0.08785,-1.47082,0.0575751,0.524436,0.244185,-0.847264,0.622009,-0.4346,2.09115,-2.31055,-0.765426,-0.685984,-0.980163
-213.133,0.992171,0.0345376,7,127,0,224.174,-0.430833,-0.622392,0.452743,0.111861,-0.509449,-0.203588,0.328986,-0.652862,-0.835991,-0.801624,1.23882,-0.0119601,0.249245,1.16138,-0.692808,-1.8548,0.576876,-0.805717,1.64316,-0.546482,-0.364444,-0.0836488,-1.07291,-0.30681,-1.22764,1.01256,-0.820706,-1.00164,0.118612,-1.40218,1.76908,-0.50718,-3.27696,-1.28846,-0.835501,1.53981,1.18136,-0.122505,1.67591,0.190233,-0.621304,-0.435181,1.05165,-0.776139,0.570929,-2.11364,-1.41987,0.541852,-0.247533,0.796764,9.14747,-3.34849,-1.29439,8.69148,-1.68111,12.1365,2.49096,-2.61426,1.59667,-0.0460704,4.30933,0.19344,0.249245,1.16138,-0.692808,-1.8548,0.576876,-0.805717,1.64316,-0.546482,-0.364444,-2.12509,3.14337,1.30039,-0.924296
-221.227,0.991928,0.0350014,7,127,0,232.325,-0.0105996,1.65003,1.41706,-0.59199,0.431302,-1.75184,-0.621043,1.20776,0.36545,-0.749952,0.055992,-0.673446,-0.337752,-0.421659,0.900442,0.792386,-1.30869,1.73814,-1.3737,-0.470979,-0.0567785,-2.20111,0.0854236,-1.80334,-2.12901,-1.37539,-0.393696,-1.66675,-0.94267,-1.16845,2.1974,-1.21,-1.38512,1.166,-1.18943,0.0900775,0.599114,-0.00505851,1.32668,0.422255,-2.00706,-1.58694,1.26696,1.06674,-1.80806,-0.727097,0.638249,0.230068,0.28154,0.660355,14.7451,1.86038,1.03371,2.00195,0.553573,-1.04513,-0.109956,1.63787,1.73452,-0.490725,16.926,-1.47182,-0.337752,-0.421659,0.900442,0.792386,-1.30869,1.73814,-1.3737,-0.470979,-0.0567785,-3.78809,1.57142,-1.95328,0.726683
-214.687,0.999819,0.0354405,6,127,0,229.878,-0.401359,0.758283,1.19935,-0.416636,0.47704,-1.22493,-0.804088,1.10165,0.096845,-1.35753,0.00556048,-0.326207,-0.224419,-0.63987,0.816675,0.227381,-0.468554,0.95165,-0.54459,-0.0297834,-0.753617,-1.96413,-0.372115,-1.63861,-2.23476,-0.201842,-3.33499,-0.991456,1.59334,0.158774,3.89783,-0.100953,-0.6168,-1.07261,-1.67994,1.98862,1.2806,0.297659,-0.297303,-0.38318,-1.36809,1.4665,-1.68961,1.95148,0.787789,-1.05784,2.39793,-0.725345,0.0218819,-0.303803,-10.0222,0.622055,0.122693,-2.45193,0.351288,-1.89544,-0.975097,0.693631,0.494565,-1.37982,-7.15944,0.207369,-0.224419,-0.63987,0.816675,0.227381,-0.468554,0.95165,-0.54459,-0.0297834,-0.753617,-3.08136,-0.524622,0.25882,0.235591
-220.373,0.999243,0.0365262,7,127,0,226.14,-0.775416,0.612972,-0.32397,-0.212314,0.853613,0.492354,0.645872,-0.0235835,-0.487821,-1.17653,0.920809,-0.355362,-1.3613,0.721566,-0.0259779,-1.23778,1.1489,0.0221732,1.15415,1.08131,-0.0137987,-1.03733,-0.896088,0.154334,-2.96861,2.06778,0.75537,0.189545,-1.86147,1.46135,0.142012,-1.33284,1.37166,0.976092,-1.32148,0.366422,0.199277,-0.234305,-0.815872,0.773353,0.41911,-0.213039,0.961512,-0.679972,0.0887222,-0.776162,-0.954869,0.352567,0.493726,-0.544849,-7.29958,0.15444,-4.45195,-13.6981,3.07866,6.47508,0.850667,-0.875387,-0.181753,-1.23137,-2.48313,0.385655,-1.3613,0.721566,-0.0259779,-1.23778,1.1489,0.0221732,1.15415,1.08131,-0.0137987,3.87555,-3.98955,4.35611,-0.827005
-216.814,0.988288,0.0375765,7,127,0,229.18,-0.775294,0.505208,2.77583,1.65027,-0.299785,-1.07063,-0.811839,-0.210317,-1.09825,-0.268211,0.999932,0.647217,1.00052,0.875636,-0.674768,0.838009,-1.30664,0.0953214,-0.680648,-0.509003,-0.14807,-0.557978,-1.24926,-3.36908,-2.0147,0.266381,1.16755,-1.97838,-1.58593,1.54694,1.61038,-1.14432,2.24237,0.308116,-0.739027,2.71313,-0.600431,-1.03445,1.43147,-0.904388,-1.11247,0.181691,0.120072,1.04299,1.00742,-0.146176,0.479948,0.882022,0.329419,1.52573,-2.68091,0.491777,5.60978,3.04616,-1.30183,-5.69163,-1.12967,-1.62808,-0.249446,0.614783,0.214617,0.886159,1.00052,0.875636,-0.674768,0.838009,-1.30664,0.0953214,-0.680648,-0.509003,-0.14807,13.6063,-1.3439,-0.6922,-0.375627
-210.038,0.99994,0.0376959,7,127,0,225.494,-0.361873,-0.0183632,0.146957,-0.00987105,0.21834,-0.552846,-0.44071,1.09439,-0.359374,-0.405166,0.293719,-1.23031,-1.39708,-0.970897,-0.309534,-0.838417,0.754955,-0.63898,0.999689,0.517386,0.912139,-0.149369,-0.44262,-2.1776,-2.11055,-1.85858,-2.9482,-3.68134,1.89274,2.83683,2.72556,1.12836,0.0700203,0.853057,-0.991894,-1.02931,2.09519,0.654805,0.358473,0.918808,-0.0957828,1.00227,0.620126,-0.944511,0.176826,-1.0893,-3.53175,0.221562,-0.729615,-0.482534,-2.61965,-0.287622,-4.38078,-3.38492,1.28996,2.07272,-1.01871,1.38993,1.38952,0.129329,1.38941,-3.77628,-1.39708,-0.970897,-0.309534,-0.838417,0.754955,-0.63898,0.999689,0.517386,0.912139,-2.59401,3.09651,-0.709552,-0.712275
-214.876,0.99559,0.0388087,6,63,0,226.518,-0.0249571,-1.72917,1.0307,1.1356,0.157972,-1.46174,0.0684035,0.102936,-0.803155,0.525884,-0.473541,-1.148,-0.318475,0.345575,0.256884,-1.58726,-0.361727,-1.18631,0.66992,0.976953,1.223,-0.874103,-0.52624,-2.2353,-1.82456,1.18318,0.888401,-2.07225,-1.50946,1.75921,0.724246,0.556871,2.18958,1.59666,-0.483635,1.62003,-0.346067,-1.49876,-1.49918,-0.364008,-0.058143,0.842309,-0.225071,0.862057,0.178022,0.486967,3.61379,-0.933981,0.0526898,1.32554,-2.81174,-3.50011,-0.122278,1.3688,0.966648,-3.20644,0.703425,-0.754762,0.147943,1.51392,-2.93753,-0.330515,-0.318475,0.345575,0.256884,-1.58726,-0.361727,-1.18631,0.66992,0.976953,1.223,1.39688,-0.180859,-0.392125,1.20834
-213.688,0.997406,0.0395501,7,127,0,228.636,-0.188487,0.690066,0.61525,-0.472366,-0.633648,-0.89847,-0.164326,0.56476,-1.01811,-1.65874,0.0528927,0.378458,0.183153,-0.305797,0.546672,1.59575,-0.126999,1.85459,-0.918618,-1.70431,-0.954076,-0.541996,-0.324848,-1.33072,-1.97401,0.196748,2.75294,0.034014,-1.31584,-3.58024,-1.5435,0.366849,-0.925751,-1.74612,1.75829,-0.499919,-2.39043,0.609934,-1.00323,-0.841442,-0.395666,0.643362,-0.964733,1.98537,1.09343,-0.90392,1.42593,-0.0462928,-0.724206,-1.41901,-7.34099,1.7999,-2.11041,-5.61349,-0.515424,-1.63335,0.0777918,-0.104643,-0.284837,-1.6347,-8.6698,3.93249,0.183153,-0.305797,0.546672,1.59575,-0.126999,1.85459,-0.918618,-1.70431,-0.954076,-1.56585,0.606319,0.224538,0.224574
-214.937,0.999434,0.0404535,7,127,0,230.203,-0.3258,-1.149,1.32504,1.51813,-0.139822,-1.42226,0.228491,1.43875,-0.468349,0.112753,-0.0753493,-0.631273,-0.264898,0.194631,-0.921171,-1.36944,-0.20159,-1.66143,0.896097,1.34304,0.95265,-0.765049,-0.850164,-2.2815,-2.32319,-2.14531,-0.394922,-0.538314,0.0492918,2.08609,1.55942,-0.21364,-2.62319,-0.804922,2.09125,-0.179748,-0.452999,0.999759,0.503787,-0.728664,-1.1366,-0.880843,1.63112,0.227044,-2.77423,-0.0536922,4.22838,1.16531,-0.292667,0.572448,5.32244,-2.54691,1.05043,3.86754,0.700978,-2.2717,0.761015,1.49853,1.05258,1.08964,1.00928,0.697848,-0.264898,0.194631,-0.921171,-1.36944,-0.20159,-1.66143,0.896097,1.34304,0.95265,2.04766,-1.49342,0.811913,0.310929
-214.728,0.996503,0.0415461,6,127,0,225.314,-0.454884,0.874947,1.43415,1.10926,-0.674111,-0.842116,-1.16745,0.639933,-0.281949,-0.124332,-0.346749,-1.72735,-0.822983,-1.62756,0.992484,0.787653,0.976207,-0.195057,0.0260776,0.448221,0.0249502,-1.00323,-2.2244,-3.39041,-2.79084,2.0977,-2.10895,0.596005,2.35625,-0.362797,-1.83947,0.0283739,1.69562,0.971483,0.906885,0.470224,-1.1001,-0.558186,-0.104817,-0.41641,-1.44587,0.341319,-1.90956,1.02737,1.67487,1.05952,-2.41326,0.12302,-0.101508,0.0780267,-5.13826,1.05698,-1.59226e-05,0.224722,-1.54683,-0.52001,-1.36797,-0.0135469,0.605586,0.366821,-0.921038,-1.65949,-0.822983,-1.62756,0.992484,0.787653,0.976207,-0.195057,0.0260776,0.448221,0.0249502,-4.03562,-0.809957,-0.837545,-0.722115
-213.336,0.999349,0.042377,6,63,0,222.489,-0.41553,0.913641,1.34026,1.18882,-0.743299,-0.877171,-1.17122,0.617382,-0.391818,-0.0760855,-0.321808,-1.47392,-0.899333,-1.6054,0.884343,0.722776,0.872765,-0.183654,-0.0162591,0.235142,0.327487,-0.88734,-2.0423,-3.25462,-2.6543,-1.46172,-0.36255,1.36728,-1.38424,1.13085,0.702378,-0.089858,0.283585,1.33167,-0.536154,-0.332626,-2.788,0.443946,-0.307259,0.625538,0.568995,0.616086,-0.0835072,0.307807,1.28294,-1.86123,-2.8718,-0.781957,-0.446814,-0.494656,-3.26337,1.36051,-0.00918259,0.744024,-1.83906,-0.681437,-1.39342,-0.0323294,0.626978,0.541577,-0.775803,-1.38938,-0.899333,-1.6054,0.884343,0.722776,0.872765,-0.183654,-0.0162591,0.235142,0.327487,-2.93901,-0.848783,-0.722582,-0.691092
-214.678,0.999886,0.0434776,6,63,0,222.366,-0.240097,1.17102,0.879629,1.66273,0.281331,-0.868376,-0.849454,0.206941,-0.90653,-0.594616,-0.87274,-1.36126,-0.272697,-2.07727,1.2654,0.870647,0.888944,0.767125,0.341238,0.167127,0.0169284,-0.581174,-2.07825,-3.26925,-1.13291,-1.72313,0.28398,0.947391,-0.820094,-3.78692,-1.34329,-0.842456,0.981879,1.40194,1.38028,0.687251,-0.703467,-1.0838,-0.0838612,0.106684,0.117673,0.372969,-0.962303,-0.438433,0.165723,0.449705,-1.5083,-0.386707,-0.299181,-1.05526,1.32111,2.66855,-1.5475,3.3417,1.87269,-4.43922,-0.119874,0.188411,0.287225,0.166033,-1.21,-0.828612,-0.272697,-2.07727,1.2654,0.870647,0.888944,0.767125,0.341238,0.167127,0.0169284,2.28632,-1.30558,-0.625863,0.0597329
-217.817,0.992088,0.04464,7,127,0,228.882,-0.0317652,-0.746501,2.08192,0.433293,1.27222,-0.535957,-1.53187,-0.140299,-0.858497,-1.46206,-0.088643,-0.860924,-1.50032,0.949524,0.241116,-1.07641,-1.23381,-1.88114,-0.311006,1.10974,1.1904,-1.09107,-0.303317,-1.89497,-1.49593,-2.37543,-1.85444,0.853914,-2.83926,-0.1068,0.916968,1.01162,-0.576365,-0.686732,0.051912,-1.29822,2.54152,0.445313,2.37842,-1.33397,-1.02273,-0.486822,-0.383261,-0.366347,-0.413064,-0.225685,1.5765,-0.220497,0.61299,0.613026,13.4967,-1.30941,2.05761,1.93659,3.16803,2.87086,-0.958326,0.147257,1.28822,-1.08041,8.77349,0.265859,-1.50032,0.949524,0.241116,-1.07641,-1.23381,-1.88114,-0.311006,1.10974,1.1904,-0.728513,-2.01728,0.463525,-3.73774
-218.223,0.998081,0.0450526,7,127,0,228.765,-0.205687,-1.61569,1.00294,0.0448247,-0.370029,-1.42665,-0.817642,1.67714,-0.873866,-0.0273656,0.85523,0.0549367,1.14978,-0.396416,-0.0546979,0.620008,0.85716,1.41529,-0.209235,-0.453132,-2.17908,-0.458882,-2.63088,-2.20252,-3.31499,0.595857,0.146621,0.952675,0.751669,2.92961,-1.16436,1.45465,0.534494,1.81046,-0.305514,2.73109,0.0969027,-1.07209,1.1991,0.22132,-1.13073,-1.07704,-1.44911,-0.752869,1.01352,0.172397,-2.1929,-0.42851,0.031309,-0.0951543,-5.43783,-4.82393,1.09488,-1.88777,0.838078,-4.09641,-1.07573,1.99529,0.1865,1.2877,0.268925,0.264447,1.14978,-0.396416,-0.0546979,0.620008,0.85716,1.41529,-0.209235,-0.453132,-2.17908,7.47704,-1.4179,-0.531604,-0.833693
-214.463,0.997817,0.0460453,6,63,0,232.892,-0.338379,1.18715,0.651716,0.0792889,-0.593867,-0.235832,-0.525096,-1.45692,-1.1579,-0.196592,0.110824,-0.881921,-0.275177,0.190423,-0.0285594,-0.428467,0.855781,-0.281302,1.85802,-1.07987,0.768889,-1.05776,-0.586394,-1.28711,-1.5817,2.78518,-3.01584,0.159037,-2.29479,-0.0891083,-0.00363901,-1.76656,1.8738,0.392571,2.92812,1.36012,0.338172,1.22592,-0.404254,-0.0956735,0.590081,1.80488,1.51691,0.569171,-1.27453,-2.13323,0.313666,-1.53892,-0.992627,-0.0191598,-7.73316,1.48201,-1.71315,-2.54198,-1.84348,0.726732,-0.855611,-3.4251,-0.583865,0.376646,-2.43802,-2.44702,-0.275177,0.190423,-0.0285594,-0.428467,0.855781,-0.281302,1.85802,-1.07987,0.768889,-1.11408,0.654151,-0.161421,0.484165
-213.406,0.997161,0.0470167,6,63,0,224.686,-0.565719,-0.123001,0.895294,0.447167,0.520809,-1.37313,0.86946,1.11038,-0.865436,-0.0885631,1.10371,-0.722937,-0.792934,-0.610113,0.161632,-1.76802,-1.68249,0.686352,0.731191,0.940202,0.129784,-1.01847,-1.19327,-1.96362,-2.94995,1.74199,1.79275,-1.07031,-0.635826,-1.22764,2.15036,0.474198,-3.32474,-0.649125,0.264134,0.235444,-0.760182,-0.457091,0.164544,0.0445605,-0.626054,0.159316,-0.0787346,2.17882,-0.832703,0.852483,-4.10642,-0.409303,-0.373034,0.851353,5.45137,-0.206466,-0.278834,0.992386,1.86686,-0.272344,1.12399,0.913942,0.0513883,0.534568,2.45699,-0.251665,-0.792934,-0.610113,0.161632,-1.76802,-1.68249,0.686352,0.731191,0.940202,0.129784,-4.40262,0.456158,-0.104586,-0.392014
-219.689,0.998509,0.0479257,6,63,0,228.632,-0.13726,-0.670804,0.498758,0.189856,-1.15454,-0.84145,0.0289635,-0.901646,-1.43104,-1.50561,-0.0311359,0.182103,-1.20012,0.741813,-0.853224,-0.159336,2.9111,-1.20063,-1.18678,-1.98479,-1.41976,-0.7507,-0.154663,-1.85785,-2.5555,0.512771,1.8532,-0.668565,-1.33944,-2.73201,2.06262,-1.66252,-0.75586,0.0322862,-0.734645,-0.923552,-0.493083,1.45826,0.483703,0.476657,2.15431,-0.158342,-0.0888351,-0.409078,0.0892992,0.614617,0.852454,0.106253,0.578787,0.818832,-0.869539,-1.47543,-1.5992,-0.563821,-1.40269,2.1159,0.416976,-2.0381,-0.633649,-1.12425,-4.96054,4.48416,-1.20012,0.741813,-0.853224,-0.159336,2.9111,-1.20063,-1.18678,-1.98479,-1.41976,-4.69814,0.793604,-0.44622,-0.680971
-216.46,0.999415,0.0489754,6,63,0,227.118,-0.4267,-0.108198,1.26165,-0.0633993,-0.466288,-0.92771,-0.130309,-1.22014,-1.11928,-1.85622,0.486741,-0.316875,-1.23655,0.419347,-0.207703,0.865925,3.16706,-1.07507,-0.0150146,-1.3888,-0.2293,-0.411991,-0.0449684,-1.68329,-1.37843,-0.251438,1.63894,1.72101,-0.0402365,2.96735,-0.588756,-0.338556,0.801862,0.639663,0.165365,1.27614,-0.429675,0.602058,-0.705454,0.798625,1.11414,-1.42969,0.724537,1.69308,1.45791,1.61919,2.29218,-0.129224,0.259217,0.548176,-11.1195,-0.887691,1.5264,-3.9294,-2.39059,-3.7823,-0.246319,-4.26592,-0.0435561,-2.37335,-4.82291,-5.22989,-1.23655,0.419347,-0.207703,0.865925,3.16706,-1.07507,-0.0150146,-1.3888,-0.2293,3.29496,-1.07159,-0.0480577,2.54941
-211.257,0.999819,0.0501259,6,63,0,225.765,-0.281457,-0.167229,0.287475,0.53498,-0.219614,-1.01735,-1.036,1.21711,-1.07807,-0.785851,0.251988,-0.0683759,-0.061389,-0.274892,-1.65323,0.510021,1.38252,-0.805431,1.68172,-1.02381,-1.72751,-0.0721841,-0.617003,-1.90688,-2.25394,0.703178,-0.142303,0.788939,-0.402181,1.08297,-0.979612,0.00671909,-3.45061,-0.0746161,-2.09859,-0.447662,1.65317,-1.32794,0.556107,-0.357529,0.889149,3.09351,-1.06102,-0.340366,-1.37141,-0.134534,-2.48247,0.325538,-0.130905,-0.417496,-3.2317,-0.41527,-2.62611,2.44722,1.31279,-5.90412,-1.72806,1.95472,-0.555115,-0.243364,-2.17505,0.766831,-0.061389,-0.274892,-1.65323,0.510021,1.38252,-0.805431,1.68172,-1.02381,-1.72751,4.49951,-1.12913,-0.271071,-0.558001
-212.702,0.989349,0.0513285,6,63,0,226.03,0.60484,-0.415439,-0.0983978,-0.674294,-0.724446,-0.861513,0.173418,0.436384,-1.37137,-0.0467557,0.0574566,-0.457294,0.137504,-1.09351,-1.17834,1.12222,0.0510036,2.11903,-0.251274,-1.22908,-0.97009,-0.0690495,0.200855,-1.28753,-1.64508,-3.79053,0.739847,-2.55923,1.59192,1.07101,-0.944875,-0.889927,2.78394,-0.330681,0.0417646,0.00789742,-0.0897426,-0.138428,0.312526,-1.30843,-0.0356569,1.33149,-1.61224,2.22411,-0.652157,-1.51515,0.573385,0.349522,-0.502732,0.712676,13.6061,0.653786,-1.88031,-0.269956,0.158002,9.10618,2.04648,1.73305,0.0932191,3.00785,14.4498,1.04364,0.137504,-1.09351,-1.17834,1.12222,0.0510036,2.11903,-0.251274,-1.22908,-0.97009,-8.95659,0.363016,-3.24661,-0.423304
-212.421,0.999646,0.0514151,6,63,0,227.584,0.338255,0.138385,1.06938,1.12741,-0.0613476,-0.760139,-1.10208,-0.198061,-1.02599,-1.91098,-0.697454,-1.07642,-0.166273,-1.88563,-1.41736,-1.73185,-0.715605,-1.46014,0.314124,0.410679,0.185672,-0.595607,-0.592889,-2.18477,-0.985939,3.39038,-0.258954,0.803409,-1.75526,-2.15291,-2.12131,1.18163,-0.0901093,0.143658,0.331728,-0.0110799,0.0273968,0.0786857,-2.03041,-2.75491,0.721,-0.533797,1.57855,-0.162891,-1.20336,-1.04347,3.62741,-0.347666,-0.222363,-0.833464,7.29599,0.181812,0.0528888,3.38531,1.11548,0.154784,-0.139251,0.461083,1.57048,-2.29209,1.96841,0.103447,-0.166273,-1.88563,-1.41736,-1.73185,-0.715605,-1.46014,0.314124,0.410679,0.185672,-2.72817,-3.57662,0.711092,-2.37649
-213.509,0.997492,0.0525991,6,63,0,229.446,1.14182,-0.592797,0.364367,0.0582088,-0.789424,-1.21585,-1.10528,-0.931749,-1.95983,-0.498623,-0.709455,-0.985621,0.959359,-0.838573,-0.321352,-1.04844,0.339145,0.307845,2.43264,-0.859846,1.81892,-0.225223,-0.107957,-2.24364,-1.17636,-0.201071,-0.953355,-1.6554,4.06227,0.733564,3.2076,-1.11458,-0.516962,-1.64281,-2.02404,-0.408163,-1.27267,0.0720265,-2.30072,-1.69592,-2.15342,-0.592088,-1.45,0.85091,0.102546,0.830376,-1.66736,-0.630661,0.0120857,-0.471357,-1.44353,-1.25743,-0.308312,-0.0311096,-0.821083,-3.24013,-0.808897,-2.88883,-2.16511,1.71441,-4.02902,0.013169,0.959359,-0.838573,-0.321352,-1.04844,0.339145,0.307845,2.43264,-0.859846,1.81892,1.24425,1.26832,-0.399735,0.792969
-211.003,0.992922,0.0535555,6,63,0,224.363,0.558554,-0.419598,-0.0628834,-0.954962,-1.05424,-1.29748,-1.19045,-0.238828,-1.15522,-1.95511,0.552448,0.267123,-0.540223,1.08457,-0.091307,-0.276894,0.181872,-0.787229,-0.632043,-1.0384,-0.678871,0.31605,0.46268,-2.243,-1.13608,-3.01714,1.17283,1.28069,-2.274,0.0433964,-0.0443113,0.113579,0.523393,3.00041,-0.121908,0.231304,0.973789,-1.0135,1.04568,0.333839,1.18341,-0.373229,-0.201161,-2.72125,1.01797,-1.80678,-0.290488,-0.803172,0.646647,-0.873689,5.2682,4.6534,4.62141,-6.51081,-2.24818,-0.839775,-1.51592,1.30919,3.40183,-2.72766,9.82082,-1.5208,-0.540223,1.08457,-0.091307,-0.276894,0.181872,-0.787229,-0.632043,-1.0384,-0.678871,1.08834,5.23102,-1.26755,-1.21082
