# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,index.1
-210.009,0.995041,0.138821,4,15,0,211.41,-0.412361,-1.11344,-0.839563,-1.15089,0.191405,0.17254,-0.346362,0.268444,6,0.166667,0.329321,0.345758,0.327105,0.410723,0.409497,0.376287,6
-212.804,0.987686,0.140116,5,31,0,214.901,-0.367339,1.5501,0.776505,1.20518,-0.672448,-1.29373,-1.08398,0.0139025,6,0.166667,0.414404,0.411797,0.413241,0.406926,0.404843,0.405546,6
-214.441,0.994647,0.139625,5,31,0,218.64,-0.601916,1.88152,1.40408,-0.612198,-1.5035,-1.2967,-0.155594,0.0139794,6,0.166667,0.359943,0.358406,0.351951,0.349114,0.349772,0.353408,6
-214.028,0.999808,0.140804,5,31,0,219.252,-0.26849,0.678569,0.457656,0.128937,1.73855,2.07582,-0.00288602,0.0635454,6,0.166667,0.443895,0.440432,0.435291,0.460579,0.465908,0.433233,6
-213.006,0.998881,0.143234,5,31,0,217.193,-0.681393,-0.0962391,0.28508,-0.417637,-1.57068,0.56877,-0.820017,0.0113023,6,0.166667,0.335708,0.33667,0.334898,0.332002,0.337386,0.333886,6
-213.424,0.997651,0.14545,5,31,0,218.226,-0.216416,-0.177737,0.179235,1.1308,-0.380468,1.03609,1.35044,0.0114933,6,0.166667,0.445602,0.446615,0.44932,0.445026,0.449051,0.449945,6
-210.693,0.998644,0.147369,4,15,0,214.969,-0.614947,0.293489,0.190027,1.08428,0.0729157,0.333348,-0.164499,0.0133386,6,0.166667,0.351824,0.351509,0.354233,0.351153,0.351945,0.350432,6
-208.564,0.999817,0.149542,4,15,0,211.381,-0.5043,-0.306842,0.315716,-0.0760117,-0.189306,0.582197,-0.42325,0.0350623,6,0.166667,0.374008,0.379133,0.375905,0.374974,0.381335,0.373053,6
-208.978,0.994887,0.152023,5,31,0,213.695,-0.401111,1.05285,0.744886,-0.898296,-0.34787,-1.27199,1.40352,0.131244,6,0.166667,0.434644,0.424739,0.373084,0.39013,0.361686,0.445985,6
-212.278,0.990217,0.153246,4,15,0,213.928,-0.526439,1.47203,-0.446102,-1.69417,-0.637754,-2.30061,1.35804,0.144888,6,0.166667,0.422344,0.356389,0.316067,0.350045,0.297388,0.41832,6
-212.564,0.999917,0.15326,5,31,0,218.219,-0.457839,-1.61513,-0.119742,0.479665,0.51115,-1.81956,1.8719,0.0562337,6,0.166667,0.366175,0.385902,0.39392,0.394343,0.363511,0.412758,6
-215.081,0.994545,0.155766,4,15,0,217.946,-0.528932,-0.883172,-0.226587,1.04702,1.63693,-2.21094,1.69626,0.178608,6,0.166667,0.334774,0.361375,0.415342,0.441133,0.284179,0.443748,6
-210.859,0.94593,0.15688,4,15,0,219.923,-0.383687,0.0491312,0.882044,-2.04396,0.0585916,-0.884441,-0.607244,0.0337758,6,0.166667,0.405638,0.412438,0.388714,0.405715,0.398059,0.400304,6
-205.795,0.993603,0.145764,5,31,0,214.09,-0.55922,1.37413,0.0177062,-0.485871,-0.740389,-0.3008,0.150564,0.440245,6,0.166667,0.511431,0.365534,0.315804,0.292107,0.333667,0.379202,6
-206.669,0.982989,0.146591,4,15,0,208.952,-0.476645,0.926014,1.4455,-1.09452,-0.0411925,-0.415233,0.639933,0.276579,6,0.166667,0.44509,0.480797,0.314456,0.380356,0.356293,0.425642,6
-207.849,0.975302,0.144858,4,31,0,209.268,-0.543453,0.172874,0.20547,-0.521986,0.458673,0.524968,-0.267646,0.110795,6,0.166667,0.371847,0.372691,0.354049,0.379273,0.381004,0.36052,6
-207.249,0.998852,0.141357,5,31,0,209.326,-0.481349,0.766589,-0.231062,-0.578184,0.63925,-0.194395,0.738627,0.346212,6,0.166667,0.446222,0.363236,0.335921,0.435356,0.366177,0.443831,6
-211.276,0.985563,0.14337,4,15,0,213.213,-0.684913,0.695475,1.43515,-2.681,-1.15493,-0.977987,0.484506,0.404094,6,0.166667,0.400381,0.47378,0.145755,0.240195,0.253485,0.380099,6
-209.785,0.999308,0.142278,5,31,0,213.911,-0.676287,1.05289,0.304486,1.33048,0.984835,0.367514,0.466641,0.160862,6,0.166667,0.375916,0.348122,0.386449,0.373352,0.350426,0.354064,6
-209.387,0.995309,0.144381,5,31,0,213.669,-0.408637,-0.868329,-0.249313,-1.25206,-1.17025,-0.617589,-0.482314,0.0633437,6,0.166667,0.386123,0.395457,0.380377,0.381599,0.389894,0.391934,6
-208.978,0.998729,0.145549,5,31,0,213.083,-0.469057,1.13065,-0.0519985,0.754445,0.900968,-0.865267,1.18856,0.146995,6,0.166667,0.424859,0.383031,0.411406,0.416631,0.355203,0.426941,6
-212.578,0.963153,0.147525,4,31,0,215.431,-0.415139,-0.703641,0.644206,0.813174,-2.35095,-0.915163,-1.74223,0.133495,6,0.166667,0.375411,0.41845,0.423949,0.325419,0.368814,0.343504,6
-209.752,0.9982,0.141196,5,31,0,216.291,-0.21047,1.09438,0.117127,-1.31877,-0.620531,-2.37553,0.0166501,0.372428,6,0.166667,0.549118,0.458384,0.331454,0.391366,0.250644,0.44911,6
-210.14,0.997898,0.14298,4,31,0,212.601,-0.171273,1.16845,0.148302,-1.43067,-0.573868,-2.37145,-0.0542003,0.387501,6,0.166667,0.569915,0.471579,0.326148,0.402839,0.251578,0.452079,6
-208.993,0.996717,0.144699,4,15,0,213.373,-0.204599,1.10629,0.0855973,-1.2437,-0.540158,-2.23942,-0.203034,0.39971,6,0.166667,0.559121,0.457507,0.331432,0.396396,0.249793,0.429044,6
-207.8,0.82953,0.146147,4,15,0,214.363,-0.240066,0.566547,0.825606,-0.879095,0.120392,-1.12241,-0.23018,0.186873,6,0.166667,0.466502,0.478568,0.400269,0.445822,0.389405,0.429699,6
-211.312,0.982888,0.113189,4,15,0,216.051,-0.258967,0.802688,0.00535635,-0.677563,0.659908,-1.42852,-0.135377,0.748831,6,0.166667,0.584703,0.436604,0.31727,0.558529,0.209376,0.410877,6
-207.738,0.999365,0.111916,4,15,0,213.216,-0.301146,0.184143,0.432187,-0.0168351,-0.193456,-1.16199,-0.555822,0.103341,6,0.166667,0.429935,0.436228,0.424852,0.420398,0.396223,0.411302,6
-206.647,0.998955,0.113574,5,31,0,209.825,-0.653449,0.525129,0.167271,-0.638974,-0.0117225,0.38366,0.985204,0.377616,6,0.166667,0.388137,0.35657,0.290134,0.341217,0.375528,0.430106,6
-208.161,0.99334,0.115168,5,31,0,209.877,-0.40454,1.38113,1.02337,1.12783,-0.0539205,-1.14805,-0.244028,0.350815,6,0.166667,0.519984,0.488621,0.49778,0.39569,0.308467,0.379858,6
-209.447,0.97559,0.115745,5,31,0,212.439,-0.462062,-1.10345,-0.926453,-1.39195,-0.708626,-0.286969,0.0657571,0.177007,6,0.166667,0.341328,0.348407,0.329942,0.35721,0.374524,0.38926,6
-209.049,0.99988,0.113134,5,31,0,213.452,-0.314946,0.794773,1.9489,-1.08435,-1.31927,-0.946593,-0.00326974,0.238997,6,0.166667,0.468791,0.537637,0.360291,0.347454,0.367913,0.421717,6
-211.71,0.997439,0.11486,5,31,0,214.582,-0.536813,1.11304,2.59031,-2.4505,-0.589734,-0.361801,0.230794,0.178873,6,0.166667,0.416364,0.48164,0.273857,0.344727,0.353994,0.378592,6
-211.779,0.999174,0.116155,5,31,0,218.291,-0.195852,0.323133,-0.880592,0.929682,-1.29178,-0.253188,-2.04381,0.14032,6,0.166667,0.462443,0.420818,0.483656,0.406823,0.442412,0.381629,6
-212.699,0.989873,0.117768,5,31,0,217.295,-0.615181,0.287035,1.76048,-1.89404,0.226273,-1.81988,1.17346,0.0734351,6,0.166667,0.355694,0.38086,0.319892,0.354672,0.321078,0.370748,6
-210.757,0.999566,0.117687,5,31,0,214.143,-0.575175,-0.225901,1.56495,-1.60208,-0.184931,-1.62767,0.362339,0.081324,6,0.166667,0.355822,0.389858,0.330602,0.356586,0.330142,0.366861,6
-211.255,0.999547,0.119369,5,31,0,214.024,-0.334677,0.777435,-1.28209,-0.351774,-0.51746,1.12823,0.672808,0.175915,6,0.166667,0.450682,0.363498,0.402139,0.395152,0.466001,0.44613,6
-211.483,0.999988,0.121058,5,31,0,213.681,-0.551458,-1.22509,0.390162,-0.0840864,0.86543,-1.61932,-0.604709,0.0248679,6,0.166667,0.35849,0.367779,0.365041,0.370532,0.356239,0.362046,6
-211.453,0.997104,0.122839,4,31,0,212.767,-0.531706,-1.30199,0.500862,0.495392,0.889357,-1.87757,-0.3883,0.0436189,6,0.166667,0.35698,0.375227,0.375171,0.379208,0.351238,0.366179,6
-209.036,0.997815,0.124083,5,31,0,214.305,-0.554611,0.559954,0.298733,0.933435,0.059536,0.53649,1.536,0.229466,6,0.166667,0.395053,0.380822,0.415707,0.367967,0.393767,0.449633,6
-207.01,0.994926,0.125464,5,31,0,211.602,-0.505844,1.10932,1.05469,-1.60483,-0.171398,-0.772275,0.808335,0.27618,6,0.166667,0.450297,0.446565,0.279073,0.365127,0.327584,0.429817,6
-210.517,0.983982,0.126292,5,31,0,214.363,-0.377956,-0.376564,0.463326,1.14652,0.656799,1.12646,-0.521832,0.0256109,6,0.166667,0.404295,0.409486,0.413724,0.410685,0.413599,0.4034,6
-208.761,0.987138,0.125029,4,31,0,218.19,-0.229092,0.517547,-0.45879,0.105668,-0.798913,0.331227,-0.3155,0.527647,6,0.166667,0.510996,0.384339,0.456774,0.342846,0.486423,0.402378,6
-206.115,1,0.124372,4,15,0,209.438,-0.366723,0.228606,0.279939,0.292027,-0.857155,-1.29917,-0.28319,0.32169,6,0.166667,0.427225,0.431271,0.432225,0.34469,0.313318,0.387503,6
-206.172,0.998613,0.126135,5,47,0,208.112,-0.46031,0.901658,0.243128,-0.692638,0.624045,-0.0763068,0.303969,0.346089,6,0.166667,0.463004,0.407052,0.331807,0.439218,0.380667,0.412144,6
-207.289,0.993525,0.127643,5,31,0,209.507,-0.327913,-0.0233742,-0.325598,-0.592741,-1.69511,-1.00702,0.243668,0.343585,6,0.166667,0.416795,0.391793,0.370151,0.286933,0.337622,0.439254,6
-207.123,0.999435,0.128177,4,15,0,210.676,-0.195851,0.420004,-0.703175,-1.35374,-0.292535,-1.39422,-0.663648,0.383553,6,0.166667,0.491312,0.385669,0.328477,0.42359,0.325062,0.389267,6
-206.598,0.995493,0.129845,5,31,0,209.518,-0.271459,0.80222,0.871585,-1.08263,-0.380362,-0.259379,0.0553385,0.627218,6,0.166667,0.557669,0.568373,0.278783,0.375187,0.393137,0.441087,6
-205.023,0.996772,0.130752,4,15,0,207.613,-0.297801,0.438028,0.539451,-1.2378,-0.439146,-0.758168,-0.390781,0.447688,6,0.166667,0.474597,0.48593,0.299024,0.378857,0.345874,0.383966,6
-207.331,0.995271,0.131906,5,47,0,209.461,0.117813,0.470843,-0.339966,-0.610248,-0.842146,-1.34599,-0.292956,0.772623,6,0.166667,0.618125,0.46385,0.412491,0.369853,0.284524,0.472894,6
-207.099,0.941475,0.132765,4,31,0,211.27,-0.0864313,-0.409746,-0.581788,-1.27837,-0.617481,-0.405543,-0.134854,0.702402,6,0.166667,0.407517,0.378697,0.272027,0.372817,0.40823,0.454835,6
-205.132,0.994945,0.12342,4,23,0,209.738,-0.0142859,0.168925,-0.242264,-0.513714,-0.517592,-0.686511,-0.66445,0.938259,6,0.166667,0.53599,0.439894,0.378415,0.377559,0.341097,0.345764,6
-205.587,0.989369,0.124174,5,63,0,209.91,-0.690185,1.0583,0.642223,-1.6254,-0.493902,-0.0348187,0.217295,0.626493,6,0.166667,0.493209,0.428534,0.15336,0.269018,0.329157,0.364925,6
-206.319,0.967412,0.123906,5,31,0,209.203,-0.582258,0.448111,0.689874,0.730731,0.500819,-0.349678,0.555033,0.410509,6,0.166667,0.40172,0.425788,0.429893,0.406931,0.326116,0.412313,6
-206.632,0.994659,0.119724,5,31,0,209.324,-0.634863,0.281212,0.687055,-1.08898,0.499532,0.51865,0.22906,0.460449,6,0.166667,0.376277,0.421039,0.243004,0.400147,0.402262,0.370659,6
-206.989,0.971151,0.120398,4,15,0,210.34,-0.664103,0.175739,0.42392,-1.15455,-0.135617,0.33183,0.361542,0.289529,6,0.166667,0.351325,0.36787,0.26926,0.331066,0.361692,0.36368,6
-209.87,0.987846,0.116993,4,31,0,215.167,-0.351472,-0.945282,-0.205476,1.16409,0.603404,-0.761795,0.299001,0.290091,6,0.166667,0.348488,0.398654,0.496556,0.456007,0.360669,0.4342,6
-207.918,1,0.116489,5,31,0,210.816,-0.375576,0.00385009,-0.180478,-0.271749,-0.368165,-1.39125,-0.443502,0.0839821,6,0.166667,0.407272,0.403541,0.401697,0.399753,0.379325,0.398236,6
-206.99,0.998608,0.118046,5,31,0,211.105,-0.449326,1.18958,1.42202,-0.4212,0.15688,-0.298936,0.446303,0.204822,6,0.166667,0.448762,0.460566,0.369212,0.397189,0.375064,0.411465,6
-208.702,0.996321,0.119372,5,31,0,210.48,-0.433354,-0.260139,-0.831997,-1.04816,-0.937668,-0.863258,0.929323,0.22759,6,0.166667,0.379291,0.349166,0.338071,0.343721,0.347551,0.444764,6
-209.445,0.999088,0.120305,5,31,0,211.757,-0.497676,2.04514,1.75798,0.397292,0.115244,-0.0438651,-0.337568,0.150279,6,0.166667,0.45256,0.441892,0.392225,0.382168,0.376538,0.366235,6
-208.147,0.99932,0.12172,5,63,0,212.534,-0.288282,1.07303,-0.0283757,0.87476,-0.486586,-1.77397,-0.579525,0.287334,6,0.166667,0.505009,0.426429,0.490768,0.394581,0.310452,0.38822,6
-209.915,0.994119,0.123182,5,31,0,212.728,-0.524459,0.646668,-0.264794,0.521368,-0.102635,-2.37692,0.378016,0.138599,6,0.166667,0.392973,0.363279,0.388838,0.368494,0.298616,0.384127,6
-210.661,0.997667,0.123726,4,31,0,212.132,-0.492077,1.21567,-0.737827,0.706841,-0.680731,-2.31523,0.288473,0.135387,6,0.166667,0.418851,0.356183,0.402183,0.357958,0.308844,0.388643,6
-211.8,0.979898,0.124897,5,31,0,216.439,-0.347727,-0.156814,-0.0607503,-0.0707049,1.15034,0.221262,0.229274,0.00221302,6,0.166667,0.41385,0.413901,0.413896,0.414552,0.414053,0.414057,6
-213.45,0.99718,0.122922,5,31,0,214.712,-0.5964,-1.41825,-0.0181503,-1.08922,-0.904359,-0.319036,0.351,0.00269711,6,0.166667,0.354292,0.355157,0.354495,0.354609,0.354971,0.355385,6
-212.986,0.995236,0.123989,5,31,0,218.128,-0.270464,2.0674,0.212589,0.728783,-1.18773,1.15104,-0.696655,0.233146,6,0.166667,0.552689,0.444999,0.474883,0.366473,0.499474,0.393437,6
-215.878,0.978247,0.124713,5,31,0,223.08,-0.507377,-1.68451,1.16598,-0.360849,-0.159268,-1.48299,-2.48508,0.0086763,6,0.166667,0.372387,0.378185,0.375075,0.375485,0.372795,0.370765,6
-218.929,0.999166,0.12246,5,31,0,222.927,-0.302869,1.6993,-1.27617,0.366378,0.152531,1.60678,2.52614,0.00118074,6,0.166667,0.425347,0.424488,0.424962,0.4249,0.42532,0.425585,6
-214.329,0.999083,0.123852,5,31,0,223.578,-0.456,3.00533,-0.534556,0.453979,0.353218,0.502791,-0.119559,0.0082616,6,0.166667,0.393847,0.386887,0.388826,0.388628,0.388922,0.387701,6
-214.307,0.998928,0.125235,5,31,0,217.155,-0.253411,2.42879,-0.162054,0.430245,0.669966,0.617218,-0.82511,0.0109651,6,0.166667,0.443547,0.436547,0.438145,0.438792,0.43865,0.434759,6
-210.782,0.999606,0.126595,5,31,0,217.591,-0.627324,-0.682337,-0.936089,-1.70853,0.197539,-0.0750054,0.327098,0.107023,6,0.166667,0.331735,0.325742,0.307853,0.352931,0.346298,0.356103,6
-211.808,0.998375,0.128082,5,31,0,215.25,-0.553521,0.830417,-0.921348,-1.78044,-1.43869,0.709477,0.392855,0.0434998,6,0.166667,0.373461,0.355809,0.347291,0.350668,0.372231,0.369018,6
-210.17,0.999997,0.129353,5,31,0,214.23,-0.330923,0.449995,0.0285854,0.997761,-0.755673,-0.948111,-0.546451,0.022999,6,0.166667,0.420536,0.418176,0.423609,0.413794,0.412721,0.414962,6
-209.836,0.997202,0.130922,5,31,0,212.989,-0.327903,0.282935,-0.000607115,0.937817,-0.628395,-0.774936,-0.540863,0.0237879,6,0.166667,0.42039,0.418747,0.424191,0.415117,0.414271,0.415623,6
-207.766,0.995566,0.131986,5,31,0,214.112,-0.446021,0.129994,0.189382,-1.06756,0.470341,0.277878,0.287616,0.0939224,6,0.166667,0.393216,0.394548,0.366726,0.400869,0.396535,0.396754,6
-210.616,0.993748,0.132749,5,31,0,212.128,-0.418551,0.864891,0.380904,-0.46417,-1.66855,-0.29982,0.766828,0.0202837,6,0.166667,0.40107,0.398714,0.394612,0.388791,0.395409,0.400592,6
-210.214,0.995676,0.133174,5,31,0,213.757,-0.493328,0.518306,0.496518,-0.353383,-1.63534,-0.198753,0.792647,0.0233493,6,0.166667,0.381963,0.381842,0.37717,0.370164,0.378018,0.383476,6
-210.004,0.994356,0.133952,4,31,0,212.46,-0.470879,1.21953,0.641343,-1.43757,-1.15759,0.372465,-0.313371,0.0508851,6,0.166667,0.399194,0.392159,0.367251,0.370567,0.388903,0.380642,6
-211.882,0.994517,0.134482,5,31,0,215.068,-0.541768,0.471971,-0.185725,-0.360918,0.166398,1.28406,1.76684,0.257457,6,0.166667,0.396455,0.35673,0.346448,0.377793,0.447401,0.478293,6
-209.871,0.909639,0.135039,4,15,0,217.559,-0.600732,-0.758049,0.327459,0.321531,-0.444024,0.941971,1.50797,0.0823123,6,0.166667,0.340037,0.360365,0.360253,0.345861,0.372105,0.383054,6
-207.657,0.999263,0.12072,5,31,0,211.779,-0.476107,1.75814,0.127678,-1.07183,0.73631,-0.455371,-0.195588,0.322655,6,0.166667,0.522776,0.392954,0.305353,0.440648,0.349092,0.36837,6
-207.112,0.996557,0.12203,5,31,0,210.102,-0.519796,0.342704,1.75441,-0.27491,-0.935908,-0.541488,0.679316,0.283232,6,0.166667,0.395863,0.494278,0.354879,0.31327,0.337789,0.418875,6
-211.952,0.980505,0.122892,4,15,0,213.564,-0.807919,0.259256,0.705168,-1.23115,-1.72751,-0.806062,1.13383,0.230305,6,0.166667,0.321211,0.344001,0.251344,0.23045,0.27021,0.366609,6
-209.488,0.988041,0.121082,5,31,0,219.034,-0.651328,0.386497,0.80419,-0.894026,1.42083,0.916597,0.390773,0.354823,6,0.166667,0.374212,0.409512,0.27517,0.46327,0.41919,0.374567,6
-208.631,0.970927,0.120529,5,63,0,215.134,-0.541666,0.468668,0.169025,0.657757,1.32841,-0.0535972,-0.221983,0.166284,6,0.166667,0.3861,0.374359,0.393579,0.420487,0.36573,0.35926,6
-210.136,0.999812,0.117233,5,31,0,211.291,-0.328516,-1.151,-0.331119,-0.061988,-1.05453,-0.752219,-0.0559534,0.0278754,6,0.166667,0.410814,0.416357,0.418181,0.411465,0.413508,0.418222,6
-207.621,0.999154,0.118572,5,31,0,211.772,-0.398276,1.61313,0.972837,-0.254986,0.20573,-0.223742,0.557129,0.388132,6,0.166667,0.556713,0.494828,0.378188,0.421059,0.381044,0.454616,6
-208.011,0.987491,0.119812,5,47,0,209.931,-0.497434,1.15143,-0.374728,0.398943,0.184077,-0.597448,-0.634986,0.187593,6,0.166667,0.430102,0.361761,0.395896,0.386298,0.352171,0.350566,6
-206.805,0.988425,0.119174,3,15,0,210.259,-0.612585,0.623919,0.0732476,-0.243444,-0.0786939,-0.49199,-0.0775521,0.278081,6,0.166667,0.391959,0.356127,0.336198,0.346498,0.320952,0.34657,6
-207.931,0.992376,0.118688,4,15,0,209.189,-0.428837,0.904225,1.19656,0.0274095,-0.0660486,-0.720391,0.434591,0.632584,6,0.166667,0.535729,0.581295,0.398553,0.38447,0.292237,0.461595,6
-210.076,0.878588,0.11883,5,31,0,216.242,-0.205803,1.34399,0.288235,0.497497,-0.473069,-0.843811,-0.0872094,0.0824244,6,0.166667,0.476261,0.454614,0.458894,0.439105,0.431593,0.446953,6
-206.676,0.996293,0.102204,5,31,0,213.771,-0.471396,-0.421266,0.478252,-0.121563,-1.15629,-0.44711,0.0717803,0.213906,6,0.166667,0.363199,0.40876,0.378152,0.327672,0.361921,0.387925,6
-212.606,0.989572,0.102891,5,31,0,214.532,-0.370868,-2.51219,0.172624,-0.328268,-0.151552,-0.770137,1.33185,0.15189,6,0.166667,0.320289,0.414681,0.396342,0.402782,0.380402,0.457956,6
-216.141,0.997857,0.102655,5,31,0,219.055,-0.518907,3.35953,0.0104168,-0.539312,-0.919329,0.811916,-1.90916,0.0574486,6,0.166667,0.419237,0.373248,0.36589,0.36084,0.384081,0.347831,6
-213.422,0.998222,0.103551,5,31,0,220.171,-0.517882,2.20602,-0.527776,0.739963,-0.302161,0.758511,-1.50695,0.184578,6,0.166667,0.472354,0.350852,0.405813,0.360394,0.406639,0.310875,6
-214.078,0.998232,0.104498,5,31,0,216.456,-0.472619,2.06338,-0.623173,0.813536,-0.352528,0.968767,-1.52589,0.212347,6,0.166667,0.491384,0.353212,0.42559,0.36645,0.433667,0.310745,6
-209.681,0.999127,0.105449,5,31,0,218.07,-0.431416,1.8397,0.276821,0.891893,1.16454,0.0523613,0.180552,0.123861,6,0.166667,0.449288,0.402002,0.420445,0.428696,0.395337,0.399139,6
-209.991,0.99925,0.106528,5,31,0,212.708,-0.582259,1.24223,1.22462,0.85386,1.10058,-1.2763,1.14181,0.135772,6,0.166667,0.39805,0.397477,0.385486,0.39345,0.319615,0.394787,6
-207.809,0.99976,0.107628,5,31,0,213.257,-0.390393,-0.786433,-0.257375,-1.6817,-0.671441,-0.171988,-0.0393796,0.327905,6,0.166667,0.34338,0.383484,0.280531,0.351931,0.390125,0.400518,6
-207.556,0.991314,0.108805,5,31,0,210.945,-0.377156,-0.0393779,1.32338,-0.456517,-0.211523,0.267231,0.333571,0.19709,6,0.166667,0.404942,0.47095,0.385296,0.396793,0.419583,0.42277,6
-208.47,0.994929,0.108778,4,31,0,210.874,-0.336864,0.524841,0.791485,-0.900748,-1.06477,0.254069,0.771097,0.281813,6,0.166667,0.452901,0.471577,0.356473,0.345941,0.43407,0.470146,6
-207.05,0.999667,0.109264,4,15,0,210.531,-0.482128,0.0573597,0.845557,-0.546345,-1.39479,0.0457374,-0.257438,0.418921,6,0.166667,0.387437,0.468067,0.329377,0.256082,0.386282,0.356641,6
-205.169,0.995098,0.110428,4,31,0,208.535,-0.38237,0.590436,0.225077,-1.40703,-0.12088,-0.631172,0.32591,0.622612,6,0.166667,0.496311,0.439736,0.221248,0.387548,0.315324,0.455256,6
-205.954,0.998997,0.110935,5,63,0,207.174,-0.628524,0.584244,1.27767,-0.161969,-0.477655,-0.238319,0.0266851,0.406606,6,0.166667,0.403485,0.472773,0.333059,0.305182,0.326199,0.350311,6
-205.987,0.996325,0.112006,4,31,0,208.1,-0.529136,0.69763,0.542163,0.569083,-0.371325,-0.686749,0.329541,0.260877,6,0.166667,0.414076,0.404272,0.405964,0.348417,0.329976,0.390987,6
-205.448,0.997486,0.112689,4,15,0,208.014,-0.559971,0.278232,1.01077,0.0493247,-0.37795,0.193366,0.330391,0.484272,6,0.166667,0.395266,0.482387,0.369099,0.322348,0.385485,0.401319,6
-204.889,0.974646,0.113542,4,31,0,208.666,-0.410065,0.771275,-0.163772,-0.832976,-0.232516,-0.220054,0.216455,0.640408,6,0.166667,0.520954,0.374035,0.280192,0.363786,0.365635,0.432552,6
-208.823,0.953932,0.111075,4,15,0,211.362,-0.528928,1.73461,-0.0562604,-0.0381746,0.453902,-1.09882,-0.512478,0.155203,6,0.166667,0.435434,0.368732,0.369386,0.387346,0.33193,0.352409,6
-207.685,0.99847,0.10581,5,31,0,211.057,-0.300117,-0.295562,0.789008,-0.195404,-1.4602,-0.150781,0.25143,0.323658,6,0.166667,0.402327,0.488815,0.410146,0.315891,0.413645,0.445532,6
-211.235,0.979589,0.106749,5,31,0,214.761,-0.482093,1.34735,-0.890381,-1.53084,-1.71018,-0.913817,-0.597683,0.0874414,6,0.166667,0.409924,0.363559,0.350703,0.34714,0.363085,0.369502,6
-210.4,0.99729,0.105114,5,31,0,215.667,-0.311658,-0.129814,1.2864,0.92089,0.715483,-0.430111,0.672337,0.252511,6,0.166667,0.414732,0.503293,0.48023,0.467299,0.396453,0.464588,6
-208.669,0.995961,0.10588,4,15,0,213.013,-0.54448,0.193683,-0.00432048,0.684823,0.247673,-1.49679,0.414551,0.0889017,6,0.166667,0.371156,0.367057,0.381403,0.372277,0.336809,0.37575,6
-209.207,0.995052,0.106466,5,31,0,213.463,-0.235907,0.287278,0.465528,-1.21144,-1.09335,-0.0676199,-0.950389,0.614097,6,0.166667,0.485132,0.51249,0.272922,0.287547,0.431083,0.305862,6
-207.855,1,0.106926,4,15,0,211.302,-0.244635,0.295231,1.02104,-1.08217,-1.28962,-1.21161,0.119263,0.241656,6,0.166667,0.456785,0.500527,0.376097,0.364409,0.368786,0.446255,6
-210.158,0.993069,0.108062,5,31,0,214.742,-0.421856,-1.8995,-0.00373934,-0.206467,0.451305,-1.35102,-0.161568,0.189731,6,0.166667,0.313835,0.395903,0.386742,0.416726,0.336666,0.388764,6
-205.73,0.995468,0.108247,5,31,0,212.036,-0.285565,1.06475,0.109924,-1.44841,-0.612082,-0.366083,-0.024715,0.440922,6,0.166667,0.545848,0.441002,0.284103,0.364602,0.390079,0.426422,6
-207.867,0.981562,0.10876,4,15,0,213.393,-0.229148,-0.111168,0.0897177,-1.92884,-1.58477,-0.700605,-0.638961,0.295052,6,0.166667,0.434885,0.449504,0.310399,0.332536,0.392727,0.397073,6
-207.084,0.997195,0.107368,5,31,0,211.404,-0.295436,0.83405,0.314096,-0.754475,0.16555,-1.19838,0.203289,0.602732,6,0.166667,0.551633,0.473495,0.320782,0.451242,0.265469,0.456881,6
-206.836,0.998895,0.108107,5,31,0,209.279,-0.342604,-0.117293,0.273643,-0.624783,-0.712892,-1.43831,0.497721,0.312887,6,0.166667,0.406295,0.436105,0.368632,0.362239,0.311604,0.453417,6
-207.625,0.995555,0.109081,5,31,0,210.026,-0.446389,0.65445,0.416599,-1.30343,0.44719,0.230156,-0.547566,0.37985,6,0.166667,0.450711,0.428458,0.280598,0.431306,0.41121,0.342003,6
-209.157,0.995853,0.109596,5,31,0,212.812,-0.630178,-0.836139,0.976953,-0.181622,-0.787072,-1.04288,1.18274,0.157773,6,0.166667,0.318191,0.383187,0.341002,0.319873,0.311157,0.39089,6
-209.691,0.999942,0.11015,5,31,0,211.658,-0.645061,-1.12626,0.569298,0.0460481,-0.000365782,-0.966006,1.39558,0.149081,6,0.166667,0.307259,0.363504,0.345654,0.344091,0.312368,0.392454,6
