# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1
-209.28,0.997457,0.132351,4,31,0,211.751,-0.430627,-0.872237,-0.452619,0.313963,-0.181666,-1.02534,-0.9335,-3.05595,3.08492,-2.38872,0.43534,-0.36608,-0.328538,-0.207055,0.685006,-0.15869,-1.4715,-1.01025,-0.619981,0.397884,-0.0721697,-0.854521,-1.04136,-0.82479
-208.168,0.993867,0.133737,5,31,0,211.876,-0.312793,-0.270367,-0.0898119,0.507937,0.10662,-0.516524,0.356222,-0.546696,5.84837,-1.81423,-1.26486,1.144,0.862818,-0.332641,0.392886,-0.709836,11.2815,-1.96039,-1.54267,1.93607,2.35086,0.386874,5.6348,2.54467
-207.104,0.999781,0.134353,4,15,0,210.515,-0.541938,1.48243,0.286217,-0.924245,-0.825547,-0.605656,-0.282789,-1.3097,-1.90111,-1.74915,-1.79334,1.07467,0.906432,-0.552866,-0.0184668,0.417519,-10.8859,1.14685,-0.714112,-0.604929,-0.879821,-0.564847,-2.04459,-1.29071
-206.532,0.995762,0.136236,4,23,0,209.728,-0.521084,1.02819,0.111335,0.0317591,-0.464377,-0.854594,-0.315769,-0.894731,4.77986,-1.43009,-0.100276,1.38336,1.18958,-0.444915,0.750604,0.663355,-13.2237,0.607629,-1.45617,0.697751,-0.382746,-1.76324,-3.35845,0.522327
-206.636,0.995939,0.137252,4,15,0,209.969,-0.323595,-0.00614093,0.423094,-2.00168,-0.0911825,-0.270437,0.077136,-0.814129,-7.35369,-0.746139,-1.61714,-0.0506523,-1.48305,-1.22059,-0.452173,-0.28584,8.89299,-0.979961,0.556315,-1.73258,1.21122,1.58686,1.57211,-1.53901
-210.784,0.983833,0.138303,5,31,0,214.113,-0.976431,2.17209,1.18712,1.3631,0.133786,1.02063,1.43518,-0.914164,-3.23557,-0.81496,0.663588,-0.524244,0.361354,2.07281,0.0675658,-1.54116,-3.55626,1.74933,-0.468265,2.06814,-0.399681,1.92035,1.40792,-1.71375
-205.397,0.930358,0.136722,5,31,0,213.25,-0.490075,0.58364,0.143998,-1.55179,-0.510999,0.0858127,-0.0051659,0.0734228,-14.67,-0.412189,-1.39452,-1.34852,1.76055,0.72231,-0.723019,1.20898,-2.8112,0.824178,-2.16986,-1.84909,-2.79351,5.38556,-3.14974,1.98212
-207.135,0.950137,0.124293,4,15,0,210.631,-0.40115,0.253364,0.407409,-0.278242,-0.400197,0.550368,0.254983,-1.90217,0.148861,-0.453677,0.601977,1.37602,0.271128,-0.330315,0.3526,-1.90467,6.18462,-0.102855,0.0770203,-0.0188954,-0.0792555,1.4759,0.418664,-0.725094
-208.807,0.995842,0.116605,4,15,0,210.51,-0.429691,0.107886,0.750196,0.529814,-0.0391294,1.04572,0.1087,-1.29663,-3.99123,-0.240885,0.71313,0.934168,0.847158,0.695818,-0.523806,0.652704,9.58697,-0.595811,0.532768,1.07806,0.59419,3.53318,0.0998648,1.90034
-207.044,0.994867,0.11751,4,31,0,210.356,-0.359313,0.491929,0.132808,0.138009,-0.672721,0.158577,-0.247609,-1.93307,3.16798,-0.541564,0.870132,0.706762,0.933198,2.62381,0.626578,0.509553,5.55729,0.202188,-0.187087,0.414651,-0.356619,1.01499,-0.230977,-1.08309
-206.913,0.996426,0.118233,5,31,0,208.874,-0.588203,0.635176,0.849127,-1.20709,0.258142,-0.482963,0.758926,-0.393654,-4.28352,0.526831,-0.0254785,0.0909562,-0.837668,-1.83917,1.05546,-0.263135,10.0491,-0.266586,2.06851,-0.949427,1.96478,-2.38925,7.55912,6.34827
-207.018,0.999733,0.119239,5,31,0,210.32,-0.394062,0.0157342,0.000938657,-0.765802,-0.492087,0.245886,-0.0784848,-1.92182,4.72659,-0.0978791,-0.233355,1.89675,-0.624961,0.106076,-1.02195,0.694415,3.31795,-0.354628,-0.417793,-0.526872,-0.183521,1.06033,-0.108121,-0.992108
-209.141,0.991488,0.120859,4,15,0,210.554,-0.512562,1.05418,-0.544522,0.28388,-0.862522,-0.0434761,-0.988067,-1.76412,-5.46877,-0.964938,-0.42799,-0.499631,-0.04868,0.83359,-0.416932,0.409609,-11.1707,0.672636,-1.46113,0.575562,-0.762714,0.467267,-2.41828,0.65589
-207.39,0.98516,0.120942,4,31,0,213.699,-0.387019,-0.366057,0.89138,0.921845,-0.395222,-0.16404,0.140592,-0.997398,-6.06269,1.37837,-2.01616,0.448565,-0.876947,0.851266,-3.19758,0.139553,7.78191,-1.539,1.3606,1.8136,0.18586,1.35802,0.86243,0.660662
-207.764,0.993519,0.119849,5,31,0,211.537,-0.277459,-0.433697,-0.106108,-1.1691,-0.617056,-0.343852,-0.870835,-1.68821,0.849355,1.05163,-1.32223,-1.52031,-0.332883,-1.55757,0.228924,-1.05524,4.68689,-0.869535,-0.41783,-0.863468,-0.115384,0.736162,-1.09293,-1.43788
-207.772,0.992988,0.120299,5,31,0,213.342,-0.617522,0.463281,1.4396,-0.722168,0.137438,-1.17982,0.859591,-1.62226,-7.55512,1.78573,-0.123071,0.715019,0.299201,0.81649,0.547831,-2.23327,-7.02144,-0.168519,1.01947,-0.479234,0.359093,-1.56381,0.566458,-1.64397
-206.06,0.999598,0.120645,4,31,0,208.94,-0.444833,0.625424,1.39559,-0.0883044,-0.843619,-0.649351,0.170914,-1.02288,2.76123,0.230746,-1.92489,0.217922,-0.596008,1.64629,-1.31314,0.0635021,3.24916,0.0321027,2.37065,0.516261,-0.871831,-0.449886,0.341564,0.219317
-210.789,0.947758,0.12221,5,31,0,212.073,-0.318595,0.015724,-0.0271588,-0.611085,0.17149,-1.86168,-1.93277,-2.52436,-2.40521,0.493309,1.46328,-0.102272,-0.815725,-0.107873,0.313076,-0.369622,2.39463,-0.156686,-0.185424,-0.461766,0.446154,-1.55684,-2.11356,-1.18053
-213.231,0.995743,0.114416,5,31,0,215.734,-0.670322,0.557545,-0.297112,0.201313,-1.1969,2.0306,-0.450956,-3.52987,-3.4436,0.902133,0.371614,-0.978692,-0.662877,-1.74879,0.792175,0.60536,-15.8628,0.445701,-0.478126,0.241707,-1.18983,2.07678,-0.697005,-0.774858
-213.426,0.990826,0.115227,4,31,0,224.946,-0.604961,0.332186,-1.10013,-0.0467167,0.215823,0.592394,-0.468996,-6.93836,9.39414,-0.54658,-0.801716,-0.244585,2.49307,-3.31791,0.205205,-2.80667,-11.5363,0.328713,-1.10532,-0.0452887,0.216803,0.594017,-0.474966,-0.990567
-214.292,0.994106,0.115177,5,63,0,217.4,-0.252313,-0.252813,-1.47902,0.714617,1.81569,0.843335,-0.0128677,-4.76927,-4.08498,-0.440818,1.12131,-0.18528,0.125998,-0.524987,0.617425,1.91213,14.6362,-0.268333,-1.48998,0.732195,1.8496,0.906255,0.0255585,-0.844678
-209.665,0.997423,0.115694,5,31,0,220.012,-0.576942,0.551781,1.45137,-1.60828,-0.215916,-0.0605923,-0.91673,-1.47425,-3.68707,-1.03721,-2.33922,0.291352,2.83298,2.00831,-3.12863,1.43674,-12.0301,-0.0953414,1.21258,-1.38872,-0.0228394,0.370297,-3.49654,0.46938
-209.365,0.998975,0.116785,5,31,0,212.012,-0.487048,0.534849,-0.284229,1.24804,1.0172,-0.472048,1.11292,-1.87461,7.77769,0.21098,1.14014,-0.165387,1.04993,1.04996,-0.504588,0.755951,2.53799,0.136333,-0.971801,1.55279,1.50996,-0.109077,1.5026,0.279626
-207.521,0.996372,0.118152,5,31,0,212.417,-0.713895,1.12099,1.32075,-1.51876,-0.819705,0.157362,0.24797,-0.986289,-1.28486,-0.0534231,-1.41852,-1.27167,-1.04594,-0.494907,1.98651,-1.68028,-10.6916,0.35948,1.03912,-1.32391,-1.56058,0.493683,-2.22047,-2.10046
-212.769,0.990186,0.119059,4,15,0,214.477,-0.818687,1.03751,2.04628,-2.62932,-0.83864,0.838779,0.406073,-0.827026,1.25988,0.208671,-0.243846,0.422887,-0.803974,-0.907013,-1.62504,0.765981,-6.57211,-0.00990925,3.33761,-2.69153,-2.16887,2.61342,-2.73629,2.48471
-210.613,0.958144,0.118865,3,7,0,214.8,-0.78186,1.0391,1.68901,-2.57187,-0.519297,0.561453,0.6942,-1.23691,-4.67308,0.0136701,1.69302,-0.592959,-1.60436,1.63127,-1.64516,0.593388,-10.499,0.175855,1.21903,-2.5,-0.925252,0.983059,-0.880775,-3.23118
-207.051,0.987348,0.113158,5,31,0,214.31,-0.402874,0.677903,-0.0784984,0.840964,-0.00750736,-0.383468,0.177069,-0.223661,-8.06527,2.30431,1.25952,-0.502963,-1.255,0.570472,1.69806,1.92866,5.99159,0.861369,-3.05102,3.21484,2.04916,-0.310964,3.576,2.71224
-206.414,0.998361,0.11251,4,31,0,209.533,-0.33555,0.283137,-0.37145,0.302583,-0.622433,-0.694342,-0.0858215,-1.46821,-0.373194,0.611467,-0.511698,1.23016,1.2431,0.686911,1.19367,1.2842,3.31133,-0.156961,-1.10563,0.771891,-0.16055,0.0810634,0.221879,-1.33185
-212.509,0.984208,0.113699,5,31,0,214.91,-0.370169,0.434486,-0.353153,2.53281,-0.499774,-1.65261,0.382102,-1.1781,-1.30705,0.349952,1.01159,0.554191,0.227783,-0.812817,-0.100102,-1.66389,1.05395,-0.0997769,-1.54592,3.52011,0.00664497,-2.37377,1.77501,3.46854
-210.426,0.999909,0.112522,5,31,0,216.055,-0.290285,0.63192,-1.6922,-0.286964,0.16006,-1.12405,-0.430516,-2.80532,5.03047,0.088389,0.19704,2.55182,-0.526253,-1.36896,1.26785,0.51343,8.74548,0.522053,-1.86434,-0.168056,0.379653,-0.787608,-0.276904,-1.16093
-210.859,0.998548,0.113957,5,31,0,215.343,-0.453215,0.161871,0.240175,-2.76813,-0.197797,-1.66558,-0.682423,-1.52244,1.62255,0.560511,-2.74183,0.338224,0.595427,-0.13277,-0.337447,-1.57895,-10.9147,-0.419049,-0.40218,-2.5925,0.209194,-1.98535,-2.00448,-0.161989
-207.38,0.999583,0.115168,5,31,0,212.987,-0.37959,1.57693,0.0745024,-1.19791,-0.110644,-1.30288,0.444648,-1.16903,4.67179,1.07836,0.30965,2.17667,-0.166228,1.81643,1.64224,0.612616,4.93135,1.60134,-0.673891,-0.811714,0.675572,-1.61461,1.9579,-0.177194
-209.298,0.979212,0.116559,5,31,0,211.776,-0.512819,0.699702,0.776729,-1.80419,0.164189,-1.65559,0.571078,-2.08192,3.84505,1.5451,-0.716401,-0.652326,0.149686,-0.95016,1.0631,0.804634,-4.52914,0.362896,0.386959,-1.64653,0.400801,-1.66228,0.409276,-1.74064
-209.728,0.998636,0.114508,5,31,0,213.252,-0.398279,0.38984,1.51721,-0.910033,-1.47546,-1.96712,0.69834,-1.5401,0.539066,-0.328019,-0.457402,1.34907,-1.22295,1.59262,-1.38464,-0.995515,3.3482,-0.0686184,1.75028,-0.59041,-1.43856,-2.29147,1.69465,0.377735
-210.971,0.987626,0.115719,5,31,0,214.502,-0.5427,0.931891,-0.710422,0.284148,1.83159,-0.347974,-0.0975376,-1.40104,0.714298,-0.656529,0.0950027,0.844629,-0.827264,3.01461,-0.503054,-0.450367,-6.08761,0.40702,-2.33753,0.699933,3.11817,-0.0259528,-1.33589,2.39652
-209.805,0.992212,0.115083,5,31,0,215.538,-0.244483,0.808325,-0.741307,0.312196,0.406719,0.207974,-0.0592628,-2.64212,-6.71583,0.494898,-0.423234,0.198276,3.30374,-0.967637,-0.0624574,1.29831,15.1899,0.703042,-0.861565,0.462638,0.70403,0.754141,0.271445,-0.662866
-211.799,0.993291,0.115211,4,31,0,217.501,-0.356537,1.16635,1.12535,-1.53792,0.282676,0.27837,-0.280132,-4.36834,-9.07729,0.0793974,2.60178,-1.22783,-0.406469,-0.0627582,-0.357464,-1.1822,6.84651,1.1375,1.097,-1.51449,0.321081,0.34994,-0.265062,-1.06237
-210.781,0.997717,0.115516,5,31,0,214.919,-0.883002,0.825953,0.400695,0.766672,-0.352896,-0.322383,0.153114,-0.724642,-5.5751,-2.34912,1.24739,-1.17387,0.119352,0.159613,-0.755771,-0.463688,-27.1024,-0.621113,-2.64473,1.55341,-1.42475,-2.49902,-5.5959,-2.12812
-213.777,0.991576,0.116555,5,31,0,219.724,-0.49147,0.58621,1.30528,-1.71311,1.10045,1.28859,2.05855,-3.24153,12.8704,-0.24134,-1.32252,-0.651538,0.777021,1.52655,1.52369,-0.983251,0.83449,0.472189,1.17162,-1.65261,1.18847,1.45397,2.04417,-1.02548
-211.237,0.993405,0.116564,5,31,0,220.337,-0.742253,1.28727,-0.388692,0.589299,-0.828329,-0.692694,0.340596,-2.09009,12.9859,-1.06313,-2.57904,1.07694,-0.717867,-0.0490281,1.84186,-1.59744,-21.5153,0.857229,-1.30328,0.758793,-0.924973,-0.893834,-0.755608,-1.1285
-207.114,0.997151,0.116876,5,31,0,214.787,-0.469737,1.32257,0.753735,-0.628505,0.316616,-0.505175,1.00136,-1.23766,10.8191,-0.32949,2.10189,-1.2625,2.06444,0.606174,0.998173,1.46395,9.99459,1.04648,0.428156,-0.223083,1.1362,-0.0723321,2.98048,0.447357
-210.412,0.990163,0.117811,5,31,0,212.289,-0.596361,-0.526156,-0.173081,0.925684,1.33874,0.459114,0.482416,-3.05595,-1.83416,-1.37864,-0.524114,0.021721,-0.522535,0.455232,-1.47627,-0.714457,-9.56333,-0.69846,-0.424211,0.998963,1.4127,0.559368,0.236207,-0.724691
-210.303,0.999806,0.117571,5,31,0,212.28,-0.31254,-0.529424,0.580038,-0.613635,-1.13959,0.154688,0.575699,-3.75941,-0.85512,0.696719,0.266431,-0.715605,-1.81552,-0.7154,-0.545688,0.545223,10.3036,-0.580463,0.540193,-0.568599,-1.06632,0.303002,0.64729,-1.01977
-218.108,0.994274,0.118947,5,31,0,219.685,-0.61019,1.10891,1.63542,0.639461,-0.212708,1.97695,2.12452,-6.19184,-4.36897,0.515664,-0.951413,0.243,1.41796,-0.0706408,-0.672539,-0.0427456,-11.6577,1.10155,1.62445,0.642461,-0.210733,1.98032,2.1119,-1.0427
-218.009,0.999982,0.11939,5,31,0,220.704,-0.53628,1.11232,1.67548,1.0681,-0.0669157,1.78646,2.45639,-5.95233,-7.18747,0.184984,0.141607,-0.82015,-0.64866,1.28821,-1.17815,-0.774109,-6.27639,1.10391,1.66379,1.07223,-0.0628953,1.79374,2.44614,-1.03437
-208.154,0.998266,0.120799,5,63,0,220.402,-0.40075,-0.335809,1.49817,-0.579372,-0.430576,0.126212,0.770718,-1.69241,-0.593946,-1.12912,-2.22907,-0.949828,-0.00401229,-2.69127,-3.36392,2.71528,10.357,-0.867063,1.57913,-0.279214,-0.0630692,1.09272,1.56706,-0.112629
-207.702,0.997513,0.121919,4,31,0,209.255,-0.454279,-0.120758,1.46497,-0.630407,-0.730077,0.354176,0.250272,-1.92188,4.18463,-0.712053,0.514843,-0.0467138,0.640717,-0.338423,1.66197,0.0789191,2.82429,-0.54991,1.3209,-0.401151,-0.532257,1.06366,0.166696,-1.07149
-211.064,0.993333,0.122911,5,31,0,213.762,-0.277333,1.71183,-1.78652,-0.181427,-0.0537155,-1.44245,-0.471885,-1.93781,2.03677,-0.110257,1.1419,0.00756889,-0.0847388,-1.33866,-0.183152,-1.69931,5.27435,1.61653,-2.43864,0.10272,0.463772,-0.933966,-0.235035,-0.778649
-209.857,0.987494,0.12318,5,31,0,217.266,-0.381172,-0.362205,1.44933,0.663684,-2.13024,-0.225644,0.346275,-1.54774,-0.421624,1.74387,-3.58184,0.693194,0.393959,-1.70769,-0.988772,0.77155,6.4514,-0.971554,1.68114,1.10659,-2.28068,0.714554,0.944639,0.378878
-209.869,0.982877,0.12244,5,31,0,216.026,-0.379322,1.07018,-0.659136,-0.967886,-0.60232,0.948027,-0.162612,-3.12177,4.41435,-0.173735,-1.24176,0.812275,3.6172,-0.565034,-0.191477,0.952049,5.00562,0.971979,-0.792913,-0.889765,-0.487861,1.20807,-0.145886,-0.87359
-206.774,0.998009,0.120925,5,31,0,213.299,-0.40646,0.915205,1.24094,-0.0124899,0.277312,-0.767508,0.044063,-0.75374,2.72415,-1.78242,-0.178105,1.37013,-0.624266,-1.90609,3.22915,-0.0689872,8.53276,0.739787,3.22373,0.829167,2.00403,-1.12604,0.233669,2.52243
-205.655,0.998255,0.121974,4,15,0,207.634,-0.573609,0.912766,1.01821,-0.616824,-0.353522,-0.421283,0.101632,-1.228,4.3171,0.236369,1.21186,0.579075,1.24815,-0.968083,-0.584772,0.244378,-6.47375,0.299036,0.602068,-0.253875,-0.220396,-0.340416,-1.17345,-2.12563
-205.643,0.985784,0.123066,4,31,0,210.888,-0.694772,0.927939,1.11767,-1.41314,-0.128033,-0.349116,0.411595,-0.741416,-7.63221,0.0373771,0.222619,-1.61674,0.982134,0.531149,1.68348,1.56409,-7.35889,0.0610657,1.10625,-1.21277,-0.192254,-1.34664,-1.02377,-1.85819
-205.539,0.997237,0.122033,5,31,0,207.717,-0.4187,0.238267,0.449785,-0.147903,-1.02901,-0.572208,0.30855,-0.442441,-5.74341,0.507922,-1.29289,1.00118,0.402767,-0.572952,0.146512,0.501159,1.81289,-0.973664,0.694347,0.893052,-2.55777,-1.2351,3.86034,2.35807
-206.61,0.999442,0.122942,4,15,0,208.993,-0.46738,0.446297,0.258107,-1.06949,0.645753,0.00357593,0.378655,-0.539355,-1.73538,1.32798,0.287192,-0.527398,-0.677456,-0.135934,1.5262,-1.10977,10.564,-0.477127,-0.866209,-0.626333,3.69462,2.24507,3.12551,1.4238
-210.006,0.929393,0.124227,5,31,0,213.462,-0.504308,-0.816311,1.29389,1.18521,-0.980485,0.346352,-0.211387,-2.7857,-9.17777,-0.154162,-0.575435,-0.26828,1.26223,0.449664,-1.13566,1.20552,-3.99654,-1.02231,1.09477,1.29358,-0.898877,0.566222,-0.431542,-0.856663
-207.975,0.999091,0.11399,5,31,0,212.024,-0.279589,-0.028512,-0.354886,-1.11209,-1.05313,-0.105316,-0.832968,-1.70645,-5.72782,-1.43274,1.02039,0.847505,-1.26235,1.12341,-0.83053,-1.24627,4.78562,-0.388805,-0.764758,-0.808358,-0.677229,1.08058,-1.00896,-1.37471
-209.063,0.996609,0.115136,5,31,0,211.238,-0.711652,1.43078,0.527493,0.177209,0.710885,-0.372172,1.41654,-1.81856,1.57302,1.22344,-1.10981,0.953555,1.03836,0.511168,0.662772,0.373698,-10.1695,0.948837,-0.377878,0.396145,0.885547,-0.506111,1.00958,-2.36854
-210.073,0.997399,0.11589,5,63,0,214.534,-0.281275,-0.490426,0.122114,-0.450068,-0.0773404,-2.02776,0.976938,-2.17884,1.4786,-1.0025,0.0748289,-0.29435,-1.44916,0.966628,-3.21273,-0.413161,11.8386,-0.745242,-0.0276593,-0.232332,0.324639,-1.67399,1.77968,-0.842382
-208.06,0.996956,0.11677,5,31,0,211.878,-0.375366,-0.0549451,0.222794,-0.703611,-0.0904867,-1.7588,-0.607426,-0.945607,-5.04031,1.0922,0.125951,0.0781624,-0.672255,2.22551,-2.11133,0.474282,-11.6232,-1.04774,-0.393045,-0.158621,0.903468,-3.60073,-3.06497,3.56475
-208.053,0.999986,0.117578,5,31,0,210.555,-0.439736,0.79732,0.72502,0.601998,-1.42008,-0.896006,0.954766,-1.72684,8.20603,-0.497892,0.132252,0.168039,0.37862,-1.96492,0.107561,-0.321298,3.6528,0.432257,0.395303,0.944018,-1.35965,-0.583881,1.66281,-0.835855
-210.514,0.988943,0.118874,5,31,0,214.538,-0.514603,1.54629,1.76983,0.907367,-0.115993,-0.979689,1.60304,-1.54994,-6.91013,0.884613,1.09621,-0.264845,2.55426,0.194816,-0.098873,-0.727628,8.61791,1.23306,1.82631,1.31943,0.207602,-1.0014,3.08432,1.56004
-210.624,0.985857,0.11839,5,31,0,215.44,-0.476416,0.31906,1.2101,0.839996,-0.61589,0.853162,1.48863,-3.31522,-0.611875,-1.8843,-1.47229,-0.725879,-0.440968,2.49468,-1.20376,-0.707722,0.328276,0.213811,1.08939,0.902925,-0.54883,1.00428,1.46271,-1.04142
-210.389,0.999817,0.117416,5,31,0,212.986,-0.461592,0.555567,1.04165,0.607064,-0.795058,0.765052,1.5881,-3.16628,-1.58636,-1.4247,1.11474,0.908314,1.10033,0.787312,-0.548212,-0.67901,1.7996,0.439025,0.909004,0.680797,-0.715988,0.951277,1.5936,-1.02767
-207.319,0.999996,0.118667,5,31,0,212.67,-0.448397,0.604776,0.642078,-1.32428,0.549413,-0.94294,-0.559142,-1.36326,-10.5701,0.024457,-2.3272,0.312444,1.56738,0.770668,1.13215,-0.155382,-4.77753,0.0852377,0.251174,-1.02,1.42019,-0.844241,-2.02996,-0.504578
-206.604,0.999315,0.119952,5,31,0,209.395,-0.462524,0.505556,0.0337095,-0.0688787,-1.60094,-0.422219,-0.0207399,-1.08657,4.68408,1.81983,-0.631463,1.15996,0.548224,-0.165469,0.491688,0.482726,-6.71192,-0.176612,-1.16249,0.493265,-2.23303,0.139481,-0.742487,-0.296793
-209.316,0.993189,0.121131,5,31,0,211.844,-0.373873,-1.20807,0.245138,1.05393,0.520329,-0.393867,0.23688,-1.50422,-0.923246,0.2057,-0.907981,0.653905,-2.02649,0.353788,0.0713264,1.01139,6.27275,-2.04367,-0.190126,1.55518,1.36841,0.474014,0.767349,0.878338
-212.809,0.983987,0.121314,5,31,0,215.852,-0.494754,2.19185,1.27016,-0.985597,-2.49529,-1.31253,1.09061,-1.47494,3.49349,0.812462,-0.598834,-0.923976,0.56058,0.852821,-0.758351,1.61514,1.09608,2.08553,1.1459,-0.690144,-3.01881,-1.5773,2.17799,1.38649
-210.191,0.99287,0.120007,5,31,0,216.592,-0.285859,0.674085,-0.516468,0.0293719,1.00781,-1.36824,-1.273,-1.34597,0.691647,-2.53406,-1.15899,0.38269,2.57844,1.31575,-1.8504,0.0125829,-2.12196,0.393227,-1.34356,0.554172,2.51745,-1.08158,-2.96406,2.79548
-207.662,0.998859,0.120134,5,31,0,211.477,-0.584001,-0.614689,0.585949,-0.461446,-1.06534,-0.497417,0.891157,-1.14786,0.701214,-0.647417,-1.35391,-0.271233,1.18273,-1.93315,-1.30572,-1.31076,-5.31792,-2.00928,-0.337817,-0.0566445,-1.48598,-0.619788,1.84558,0.806013
-208.506,0.994421,0.121221,5,31,0,211.054,-0.38907,-0.996703,0.907051,-0.186998,-0.227254,-1.1868,0.921944,-1.73259,4.77012,0.147918,0.306707,0.220536,1.64164,-1.08357,-0.962503,-1.02872,6.66286,-1.59637,0.757437,0.126343,0.19825,-0.876025,1.86857,-0.0125755
-209.646,0.996634,0.121591,5,31,0,214.364,-0.390763,1.63292,-0.387578,0.972845,-0.442272,0.0786039,-0.914369,-2.50695,-4.16388,1.42931,0.0889408,1.67129,-1.80813,0.856763,1.52704,0.376568,2.07488,1.4825,-0.648622,1.13256,-0.2445,0.497609,-1.07841,-0.81209
-210.066,0.990097,0.122316,5,31,0,213.113,-0.664467,-0.814072,-0.237246,-1.0032,-0.42236,-0.160379,0.442927,-2.62608,1.42401,1.48224,-1.18669,0.567793,-0.836068,0.335864,-1.18349,-1.25595,-15.7728,-1.11367,-0.686263,-0.911629,-0.399268,-0.117811,-0.0589538,-0.907959
-208.16,0.997788,0.121981,5,31,0,215.648,-0.497408,0.0698112,0.996247,0.468069,-0.740645,-1.47947,-0.538785,-1.68431,-11.6565,-1.67899,-1.73021,-1.161,0.207623,1.86364,1.17042,-1.19804,-9.54469,-0.485936,0.648269,0.800516,-0.596273,-1.63242,-1.63785,-0.332766
-208.977,0.99335,0.122887,5,31,0,212.46,-0.256148,0.407451,0.628652,-3.00426,-0.545827,-0.680745,0.0954052,-0.425058,3.46729,-0.443741,2.33939,0.113324,-0.188151,-1.4668,1.09082,-0.699031,10.4423,0.115645,3.19874,-3.20973,0.0732327,-0.540847,4.25752,1.73176
-205.97,0.997778,0.123072,5,31,0,210.483,-0.567329,0.95296,0.502695,-1.32891,-0.521506,-0.407465,-0.0318285,-1.0816,-6.76165,0.55818,-0.317506,2.34234,0.195574,0.476507,-0.0409005,0.52896,-9.64133,0.350854,-0.479539,-1.03799,-0.538005,-0.356579,-1.84935,-2.06939
-204.065,0.993679,0.123974,4,31,0,206.953,-0.345721,0.589594,0.264603,-0.564589,-0.837139,-0.359109,-0.013165,-0.160751,8.91628,-0.769376,-0.20971,0.768167,0.37267,0.0419401,0.987224,0.989052,1.60253,0.861235,0.687537,0.398243,-2.74625,0.456291,1.08208,0.870921
-205.617,0.946432,0.124206,4,15,0,207.574,-0.319423,0.213084,0.147387,0.214405,-0.396508,-0.474766,-0.175931,-1.13184,-2.47957,-0.507538,-1.113,-0.163809,1.21422,-1.0195,3.95884e-05,-0.967789,5.24343,-0.370341,-0.296922,0.880007,0.332309,0.727791,0.0485143,-1.62406
-206.365,0.997454,0.116973,5,31,0,208.177,-0.247027,0.552949,0.327866,-1.36442,-1.25145,-0.910707,-0.380581,-1.20469,-0.549193,-0.341051,-0.454454,0.540229,-2.12803,-0.045454,0.408095,-0.0773085,5.37571,0.275232,0.371095,-0.947302,-0.988955,-0.0172171,-0.033588,-2.68299
-206.056,0.991943,0.117781,4,31,0,209.71,-0.269487,0.0421861,0.0292642,0.413724,-0.977345,-0.912019,0.014576,-0.541983,0.110826,-0.472373,-0.43051,0.986222,1.75504,1.68248,-0.524211,-1.36571,1.56103,-0.992822,-0.633279,1.83833,-1.40354,-1.62565,2.49197,1.21143
-211.189,0.917401,0.117739,5,31,0,213.989,-0.569288,0.309539,-0.0517973,-0.865531,0.0107169,-0.947271,-0.555808,-5.02194,2.30899,-0.00419725,0.641071,-0.852765,1.43736,2.18671,-0.474868,-0.306755,-9.18701,0.287122,-0.0843202,-0.855508,0.0192084,-0.933313,-0.590147,-1.00138
-216.09,0.99328,0.106821,5,63,0,217.414,-0.455063,0.85402,0.413604,-3.0173,-0.935141,-1.1228,-0.937335,-5.07348,-5.86766,-0.37152,-0.476353,0.300214,1.02453,-0.295273,0.148114,-0.515818,-0.988623,0.836352,0.391308,-3.00674,-0.92168,-1.09841,-0.94911,-1.07882
-214.11,0.999782,0.106987,5,31,0,219.117,-0.48336,-0.996707,0.0135554,2.45606,1.98968,-0.210665,-0.709284,-2.85098,2.33789,0.450203,0.454072,-1.59407,-0.102471,-1.50464,-1.64081,-1.78857,-3.27324,-1.18583,-0.212845,2.56633,2.15747,-0.016177,-0.927537,-0.0382525
-211.25,0.996882,0.108057,5,31,0,218.729,-0.430896,0.343884,-0.713732,-1.10682,1.68797,0.563965,-0.829703,-3.55708,-1.8765,-1.93344,0.592389,2.84752,1.51945,-1.03287,-0.312275,0.273744,0.795198,0.267484,-0.814896,-1.05819,1.76742,0.696588,-0.877872,-0.730486
