# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=917402092
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,sigma.1,sigma.2,sigma.3,sigma.4,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.9.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.9.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,marginal.9.4,index.1,index.2,index.3,index.4
-282.701,1,0.0625,4,15,0,994.763,0.895561,0.334214,-1.65295,0.251274,-0.559953,-1.25242,-0.0716113,-0.732173,0.0970107,0.94303,-1.58533,0.429308,0.783285,0.372751,1.58749,-1.26334,-1.34887,-1.73114,-0.114408,0.613824,0.621162,1.2062,0.542519,0.663048,0.917548,360,0.000315844,0.615898,0.169326,0.5955,0.390783,0.238092,0.513925,0.349517,0.556841,0.751752,0.350705,0.558418,0,0,0,0,0,0,0,0.469656,0.370288,0.292044,0.429459,0,0,0,0,0,0.28317,0.483296,0.366945,0.513683,0.661258,0,0,0,0,9,11,6,9
-282.701,0,10.0182,0,1,1,291.257,0.895561,0.334214,-1.65295,0.251274,-0.559953,-1.25242,-0.0716113,-0.732173,0.0970107,0.94303,-1.58533,0.429308,0.783285,0.372751,1.58749,-1.26334,-1.34887,-1.73114,-0.114408,0.613824,0.621162,1.2062,0.542519,0.663048,0.917548,360,0.000315844,0.615898,0.169326,0.5955,0.390783,0.238092,0.513925,0.349517,0.556841,0.751752,0.350705,0.558418,0,0,0,0,0,0,0,0.469656,0.370288,0.292044,0.429459,0,0,0,0,0,0.28317,0.483296,0.366945,0.513683,0.661258,0,0,0,0,9,11,6,9
-282.701,0,0.951493,0,1,1,292.553,0.895561,0.334214,-1.65295,0.251274,-0.559953,-1.25242,-0.0716113,-0.732173,0.0970107,0.94303,-1.58533,0.429308,0.783285,0.372751,1.58749,-1.26334,-1.34887,-1.73114,-0.114408,0.613824,0.621162,1.2062,0.542519,0.663048,0.917548,360,0.000315844,0.615898,0.169326,0.5955,0.390783,0.238092,0.513925,0.349517,0.556841,0.751752,0.350705,0.558418,0,0,0,0,0,0,0,0.469656,0.370288,0.292044,0.429459,0,0,0,0,0,0.28317,0.483296,0.366945,0.513683,0.661258,0,0,0,0,9,11,6,9
-222.897,1,0.0488594,5,31,0,294.996,-0.137976,0.256853,-0.0905833,-0.985467,-0.86512,-0.942107,-0.456796,0.05442,-0.024663,0.157988,-0.446629,-0.6619,0.671831,-0.0466773,1.13108,-0.898719,-0.504039,-1.04319,0.211339,0.232945,0.30777,0.213251,0.421187,0.48566,0.09782,360,0.000315844,0.312576,0.296908,0.25873,0.263675,0.260505,0.280895,0.303392,0.299846,0.308072,0.28757,0.269421,0,0,0,0,0,0,0,0.274825,0.28659,0.279029,0.328644,0,0,0,0,0,0.26712,0.276482,0.286559,0.284986,0.288627,0,0,0,0,9,11,6,9
-218.678,0.999481,0.0333642,6,127,0,240.559,0.446943,-0.546557,-0.548576,0.265792,-0.308875,-0.981674,-0.0633817,0.274785,-0.14045,0.0406493,-1.10362,-0.993533,0.655543,-1.11417,0.69117,-0.0535502,2.11091,-0.232049,-1.11039,-0.192742,0.766018,0.377055,0.474582,0.398052,0.152061,360,0.000315844,0.432926,0.432741,0.508456,0.454864,0.393484,0.477705,0.509296,0.47052,0.487416,0.446497,0.459254,0,0,0,0,0,0,0,0.473509,0.417511,0.354622,0.441261,0,0,0,0,0,0.42214,0.456055,0.468662,0.453189,0.459928,0,0,0,0,9,11,6,9
-222.802,0.999947,0.0260717,7,127,0,230.101,-0.707562,0.346585,0.349421,0.80786,-0.0289042,-0.311029,0.0812708,0.0340091,-1.47343,-1.62638,1.57051,-0.668318,-0.0173969,1.27411,0.274271,-0.0705418,-2.77882,1.08738,0.151963,0.523418,-2.97478,0.250625,0.133495,0.276165,0.267274,360,0.000315844,0.375401,0.375565,0.402431,0.353938,0.338179,0.360181,0.357497,0.277146,0.269631,0.375294,0.309275,0,0,0,0,0,0,0,0.363223,0.312531,0.296317,0.318991,0,0,0,0,0,0.358666,0.382763,0.379827,0.291603,0.283335,0,0,0,0,9,11,6,9
-223.67,0.996146,0.0222698,7,255,0,239.241,0.833288,-0.348393,0.330714,-0.497654,0.541073,0.110806,-1.3249,0.116113,0.23328,0.859215,-0.826789,-1.23742,-1.08239,0.767021,-2.09839,-0.456188,1.56083,-0.767678,0.426137,-1.0079,2.33624,0.0448193,1.10978,0.178963,0.126743,360,0.000315844,0.409014,0.416281,0.407422,0.41854,0.413924,0.398633,0.413981,0.415236,0.421962,0.458605,0.349731,0,0,0,0,0,0,0,0.409754,0.4547,0.435951,0.374953,0,0,0,0,0,0.419377,0.376384,0.419539,0.423111,0.442321,0,0,0,0,9,11,6,9
-226.633,0.989203,0.0199465,7,127,0,239.164,0.508375,0.0580842,-0.514834,-0.612909,1.75908,1.31991,-1.43145,0.0656511,-0.450093,1.11766,-0.25368,-0.594847,-1.56005,0.635401,-1.73996,-0.448983,2.4133,0.116902,-0.25223,0.208063,1.04843,0.067381,1.74465,0.655966,0.0887914,360,0.000315844,0.417245,0.408757,0.407309,0.442741,0.43612,0.395296,0.417357,0.409713,0.43308,0.478634,0.346675,0,0,0,0,0,0,0,0.370094,0.728791,0.669612,0.257675,0,0,0,0,0,0.449054,0.395004,0.424165,0.414044,0.445017,0,0,0,0,9,11,6,9
-229.223,0.996659,0.018215,8,255,0,244.821,-0.86123,-0.621065,0.183764,0.912808,-1.31435,0.1495,0.676533,-0.504513,0.581729,-1.15608,1.76268,1.35895,0.509324,-0.697756,2.4077,0.240696,-2.27769,-1.13841,0.680938,0.34398,-1.08091,0.0466993,0.272313,0.0357456,0.0172179,360,0.000315844,0.393733,0.402732,0.410941,0.386038,0.402348,0.408275,0.395032,0.407207,0.38779,0.409421,0.383137,0,0,0,0,0,0,0,0.400702,0.381763,0.394174,0.398677,0,0,0,0,0,0.399064,0.40124,0.39637,0.400848,0.393692,0,0,0,0,9,11,6,9
-217.08,0.996772,0.0175376,7,255,0,236.195,-0.0991427,-1.33147,-0.820703,-0.99055,-0.0952333,0.548899,-0.0154333,0.0518325,-1.02283,0.337894,0.107301,-1.20889,-0.650692,-0.11239,-0.882536,0.51712,0.265049,-0.362162,0.545905,-0.0349363,-0.298881,0.0854625,0.437794,0.546285,0.0805603,360,0.000315844,0.323787,0.333037,0.329947,0.346391,0.358449,0.347875,0.349128,0.329361,0.354479,0.394734,0.270984,0,0,0,0,0,0,0,0.301863,0.411334,0.496545,0.421715,0,0,0,0,0,0.353272,0.343368,0.344542,0.326018,0.349554,0,0,0,0,9,11,6,9
