# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_sigma.1
-203.065,0.999973,0.0271873,7,127,0,206.272,-0.65944,0.724092,0.826542,1.30607,-0.386007,-0.0937842,1.39918,0.602473,0.335014,-0.035892,-0.764059,2.43261,-0.61254,2.0232,0.99139,-1.26643,2.84025,1.24855,-0.238437,0.0745674,-0.382752,-0.693743,-5.49617,0.492895,-2.50806,0.375363,-1.46276,2.2718,1.62756,-0.212031,1.39436,0.445752,-4.31318
-203.235,0.999905,0.023247,7,127,0,207.718,-0.60707,0.110802,1.01391,0.958264,-0.772768,0.00161951,0.496415,1.15982,0.617135,-0.0105101,-0.105039,-0.417963,1.11835,-1.46351,1.45856,-1.31363,2.53865,1.81984,-0.625957,1.07804,0.40543,-2.24065,3.07564,-1.33365,-0.374314,1.8397,-6.97376,6.84563,0.766715,1.03428,4.05615,1.02945,6.08034
-201.488,0.999978,0.0210795,8,255,0,206.845,-0.408885,0.171538,1.31288,1.21495,0.259179,-1.09299,0.16223,0.569259,-1.62201,-0.90648,-1.05378,2.81692,-2.13436,-1.65439,-0.57766,-3.63271,0.0920758,1.19768,0.762351,1.42828,-0.216363,-0.115562,0.762976,-0.0585089,-0.0900324,0.741887,1.61662,-0.0815357,0.184572,0.0744591,-1.3305,-0.579883,-4.90808
-198.534,0.999855,0.019922,7,255,0,204.936,-0.216852,0.0157672,0.818745,0.396408,-0.135337,-0.807937,-0.684805,0.0733586,-0.0754777,-0.142121,-0.145277,8.7694,0.418559,0.773715,-0.0169852,-3.12931,3.80463,0.0973346,0.445173,1.23624,0.309879,3.22572,6.50903,0.218341,0.987406,0.159837,3.06377,-0.916275,-1.08221,-1.05624,2.53536,1.36504,-0.655118
-201.28,0.999606,0.0193835,6,127,0,206.577,-0.2223,-0.517461,0.683795,-0.170987,-0.0990343,-0.439628,-0.866637,0.623877,-0.457891,-0.460708,0.421112,0.118417,0.246296,2.16279,-0.65269,1.69479,-3.75385,-0.356641,-1.20651,1.82318,1.05973,-2.2667,-3.14464,-7.11348,5.36391,-9.49296,4.78278,0.21073,-2.5721,1.22635,1.04977,0.387691,8.7343
-201.699,0.995981,0.0192529,7,127,0,210.776,-0.542217,0.710901,0.223279,1.14107,-0.204649,-0.171418,-0.0203344,0.989667,-0.605807,-0.524687,0.0980533,-6.82982,2.54728,-0.856346,2.25388,0.956974,-0.123013,1.91185,-0.653768,-0.00901864,0.138792,-5.95819,3.45511,4.02513,-7.89992,6.87771,-1.88126,4.64297,-0.227299,1.06907,-0.368947,-0.290293,6.52544
-202.013,0.999428,0.0192061,7,127,0,211.076,-0.674274,0.541071,1.65352,-0.0330971,-0.1159,-0.272776,-0.683131,1.39314,0.0117007,-0.0411,-0.356044,0.979716,2.33971,-3.49803,-1.78674,-2.05914,4.3524,-0.0552471,0.498496,-0.258878,-0.258084,3.92148,-7.69878,0.308357,1.74334,-5.66277,-1.08184,0.473839,-1.24354,1.11196,1.23835,0.645475,-0.2051
-201.923,0.999987,0.0195978,7,127,0,206.092,-0.589562,0.579715,0.778687,1.33612,-0.30342,-0.0828981,1.06328,1.05738,-0.238207,0.715382,-0.184573,-0.246307,0.570301,0.602166,-2.52701,-0.986123,2.1214,-1.41148,1.02012,1.13581,0.523257,-1.27032,7.98808,1.26853,-2.49375,4.22228,-2.24935,5.0922,1.78291,0.704176,0.907141,2.80385,3.31317
-201.565,0.999994,0.0202085,7,127,0,204.899,-0.359153,0.472507,2.11215,0.516218,-0.0413063,-1.06355,-0.427774,0.233471,-0.550518,-1.65914,-0.552298,5.03375,-1.87332,0.258449,0.209361,1.28824,-2.00741,-1.30927,-0.0400797,-1.13646,-0.783211,0.605692,3.47461,1.02255,4.05575,-0.695098,1.73269,-1.88083,-0.562725,-0.599827,0.439572,-1.71321,3.51917
-204.794,0.999712,0.0209744,8,255,0,207.518,-0.468797,0.781582,0.959984,1.9308,-1.50944,-1.18323,-0.806326,0.091748,0.0273927,-0.900744,-1.22461,2.17696,0.695279,2.01631,0.260741,1.36032,0.176482,-0.579512,-0.38767,0.161749,-1.67674,0.928303,-7.04549,0.785294,-0.895793,1.77231,-2.42082,-0.522627,-0.908392,-0.457667,0.737189,-0.630427,-2.38887
-205.602,0.99989,0.0218551,8,255,0,210.404,-0.375702,-0.25799,1.78695,1.66867,-0.661616,-1.16677,-1.51853,-0.278038,-0.145408,-1.59467,-1.4536,2.79969,-2.39427,1.74483,-1.21354,3.41468,0.0617885,-0.348721,-0.315239,-0.599661,-0.56517,0.740426,1.97225,-0.534407,0.830774,1.3507,-0.366475,0.348969,-1.60612,-0.714498,0.458971,-1.38653,-5.06341
-197.291,0.999961,0.022866,7,127,0,208.099,-0.44096,0.377681,0.619497,0.423935,-0.180742,-0.65938,0.362636,0.996551,-0.320343,-0.509219,-0.104169,-0.827724,0.624439,-0.983679,-4.2918,1.17245,4.03985,1.89153,1.12809,-1.59817,1.67088,1.75614,-5.06937,1.16298,-2.4064,-1.44555,0.162058,-3.23564,0.684685,0.905027,1.07985,0.0330634,-1.53173
-201.716,0.998912,0.0239899,7,127,0,204.784,-0.414243,0.497075,1.17364,0.237215,-0.319139,-0.535942,1.66438,0.571905,-0.557134,-1.17772,0.0805675,-1.75914,0.485217,-0.897119,-0.491179,0.198497,-2.43301,-1.65554,1.10482,0.872669,1.10271,0.697011,0.355707,2.9655,4.84418,-3.04574,-1.87149,-2.66255,3.8352,-0.0677628,0.218405,-1.82692,10.0549
-203.285,0.999979,0.025134,7,127,0,207.004,-0.761298,1.67995,2.10283,0.850185,-0.0932432,-0.248389,-1.15523,1.38639,-0.556296,0.15493,-0.521916,2.40532,1.09013,0.0947864,0.132735,0.107176,-0.651054,2.0596,0.461028,-0.554355,-1.18365,-3.33791,-4.01956,3.43958,2.19291,-1.51757,-1.31741,-0.227103,-1.77681,0.865807,-0.248341,0.776647,0.756093
-201.817,0.999644,0.02645,7,127,0,208.711,-0.569609,0.668757,1.50656,1.77712,0.690962,-0.943837,-0.210671,0.880381,-1.01117,-0.667633,-0.628662,-3.71713,3.19471,1.94179,-0.663991,-1.28503,2.23118,-1.7148,1.01149,0.51909,1.22151,2.1253,0.724985,0.761562,0.317127,2.92026,3.56775,-2.91353,-0.381798,0.2404,-0.758843,-0.372048,2.70187
-202.403,0.99931,0.0278274,6,127,0,215.123,-0.46377,-0.564102,0.46386,0.256775,-0.482662,-0.415866,0.865775,0.224911,-1.26738,-1.55329,-0.220896,7.18423,-2.35967,-1.56393,-3.16418,-4.55893,3.6915,1.35894,-0.934903,-0.0181258,-0.940014,3.3752,-15.2324,-3.65584,-3.86175,-2.95087,-2.43735,1.76628,1.49658,-1.02839,-1.59125,-2.05087,0.199319
-202.833,0.99977,0.0292588,6,127,0,208.52,-0.299048,0.160398,1.61008,1.03955,-0.0411235,-0.730162,1.74476,0.741752,-1.21143,-1.73412,-0.610826,1.40553,-2.40763,-0.724962,-0.579128,-0.199346,3.48762,1.49652,-0.668998,-1.15546,-1.68745,2.56972,12.4371,0.258198,2.12982,1.62146,2.05325,2.13331,2.44131,0.311293,-0.730721,-1.72374,-0.88093
-203.281,1,0.0308089,7,127,0,204.939,-0.322973,-0.0487792,1.59025,1.13001,-0.100176,-0.816479,1.7272,0.89659,-1.23185,-1.90684,-0.826598,3.3616,1.10413,0.404926,-0.140187,0.793661,1.52052,0.515044,-0.490347,-0.0477996,0.275288,2.42837,8.73666,-0.324848,1.19361,1.20329,1.33682,1.66199,2.17901,0.519687,-0.725596,-1.84014,-3.5729
-200.806,0.999958,0.0324588,6,63,0,205.009,-0.437983,0.386312,0.932399,0.686729,-0.506549,-1.03462,0.98185,0.725096,-1.03567,-1.76108,-0.274494,-0.293605,0.870371,-1.6143,-1.2403,-1.09281,0.273969,-1.98198,-0.412218,0.808189,1.29784,2.32241,-11.8153,0.841562,-0.494523,0.168102,-2.1273,-6.25795,1.65229,0.136797,-0.899875,-2.29091,5.4985
-198.935,0.99861,0.0341821,6,95,0,206.03,0.103303,-0.384218,0.32063,0.0763399,-1.0613,-1.21135,-0.705478,0.0984504,-0.907337,-0.972142,-0.406651,-2.54176,-1.66674,1.00059,-1.42142,-0.329167,-2.7683,-1.45061,-0.412254,-0.0750297,1.77501,5.60327,7.6465,-0.0189994,-0.636066,0.0762443,-0.804589,2.16745,-0.674191,-0.343081,0.612661,-0.102994,-7.43617
-200.582,0.997965,0.0358426,5,63,0,205.327,-0.0584222,0.112343,0.134472,0.5489,-0.665163,-1.52748,-0.248356,0.0737063,-0.664131,-1.05624,-0.213801,-6.12087,1.9088,-0.193371,1.34601,2.65827,-2.13491,1.26829,0.0786067,0.703072,-0.14185,1.48175,-6.15718,1.48659,-3.10444,2.33056,-0.278467,-8.15988,-0.104553,-0.732032,0.932925,-0.587456,8.72704
-205.295,0.999318,0.0374969,6,63,0,207.653,-0.0166204,-0.217253,0.731563,-0.404643,-0.477898,-1.71493,-0.604581,-0.756602,-2.73702,-1.38245,-0.929036,-5.0194,-1.07059,1.61525,-0.372786,-1.43183,-0.0676911,0.0861409,0.35234,-0.971868,0.43189,1.26118,6.74645,0.122558,-0.00355667,-1.67464,1.63092,0.383737,-0.532511,-1.39864,-2.53847,-0.882254,-6.1024
-204.288,0.999762,0.0393558,6,127,0,210.064,-0.22135,1.00142,0.143062,0.652053,-0.329764,-1.42412,-0.737243,0.480887,-1.75937,-2.05636,-0.456346,-2.89639,0.00677549,0.929903,1.64897,-1.14245,2.4503,0.539901,1.75495,2.95764,0.788642,1.45375,-5.51736,3.56496,-3.51441,0.882821,1.24853,-4.45705,-0.945141,-0.0471643,-1.81375,-2.30376,6.13054
-205.129,0.999965,0.0413306,7,127,0,208.765,-0.0946423,-0.917896,1.17656,-0.133435,-1.52986,-1.86385,1.39277,1.31735,-0.781993,0.243695,-0.657858,3.31876,2.52232,-1.13365,0.215577,1.06461,-0.666817,0.180447,0.869692,-1.23187,-1.382,-0.752719,-4.72797,-1.93803,1.38946,-1.73552,-2.996,-3.63024,2.04476,1.39125,0.40238,1.5754,6.85765
-203.154,0.999971,0.0433973,6,127,0,208.653,-0.218164,-0.747242,0.709496,0.723811,-1.18586,-1.30656,1.53836,1.52985,-1.038,0.300596,-0.778739,1.83038,-1.23854,1.18438,-2.12042,-2.4283,-4.50835,0.610074,0.199031,0.590461,0.500583,1.85959,-0.191686,-1.62752,-0.8754,0.545181,-1.85511,-0.289797,2.04236,1.50669,-0.275081,1.36528,-1.40376
-202.848,0.998424,0.045533,6,127,0,208.28,-0.299127,0.313877,1.15551,0.089202,0.625902,-0.980311,-1.30453,0.134809,-0.400065,-0.343818,-0.754225,0.594948,-1.69971,-1.81505,-2.17589,-0.138834,-0.109333,1.25525,1.36262,-0.295504,1.46102,-2.81243,7.48162,0.574941,0.154116,-1.78932,4.36005,0.731053,-1.57161,-0.556295,0.694682,0.352833,-1.53508
-203.575,0.999276,0.0475357,6,63,0,206.005,-0.227947,0.636526,1.35788,1.55544,-1.24249,-0.906698,1.01634,1.28616,-0.489751,-0.262185,-0.614096,-1.41925,2.00351,-0.772201,-0.168688,0.694839,-1.62233,-0.968036,0.145103,1.16979,0.829927,0.434343,13.1588,1.84177,1.54111,3.88393,-2.85099,1.62901,1.50286,1.24252,0.759572,0.645426,3.46686
-204.692,0.999052,0.0497037,6,63,0,209.279,-0.139403,-1.03574,0.717378,-0.214312,0.445254,-1.27782,-1.17686,-0.092572,-1.10897,-0.393723,-0.882469,-5.57951,-1.2849,-2.62263,-0.852212,1.60232,-0.557002,0.506138,0.704871,0.366952,1.17344,2.1451,7.95778,-1.84557,-0.510798,-1.75108,3.9964,1.1947,-1.28373,-0.653002,-0.295345,0.361362,-2.89937
-202.889,0.997577,0.0518989,6,63,0,210.717,-0.232573,-0.0812277,0.503044,0.555653,-1.15086,-0.727414,0.133502,-0.117812,-1.58536,-1.05363,0.0855949,-0.389486,3.8399,1.00875,-1.96251,-1.23149,1.09225,1.35775,1.78368,1.41836,-0.178493,-2.2942,-13.9051,-0.614536,-1.07637,2.83534,-10.3092,-3.5963,0.5596,-1.98508,-2.96981,-1.26218,15.9232
-201.06,0.998675,0.0539376,5,63,0,208.177,-0.222507,0.323981,0.988052,0.738076,-0.598089,-0.510723,0.46864,0.72064,-1.49738,0.0807454,-0.671218,2.79229,-0.862721,-1.37607,0.144795,-3.20485,0.194428,-0.297444,-1.75541,-0.815799,-1.96422,4.8815,14.0198,0.908824,0.0864641,0.740861,0.0606652,5.04128,0.735048,0.358325,-1.08908,1.15061,-5.07896
-208.355,0.994145,0.0561781,6,63,0,212.318,-0.295781,1.30829,2.41693,1.58567,0.443701,-1.09707,-0.365617,0.293294,0.459457,-1.18315,-1.68116,4.88489,-1.57809,-1.53661,1.88008,1.61546,1.3449,-0.232775,0.193182,1.20641,0.116999,-1.76553,15.229,1.52677,1.85845,1.30535,1.419,0.842132,-0.356282,0.0177725,1.0676,-0.929228,-4.12222
-210.03,0.999348,0.0577806,6,127,0,214.144,-0.615995,0.327902,2.82552,-0.446135,-0.326752,-1.8172,0.24869,0.10491,0.971839,0.988857,-1.29749,-1.68686,1.76187,1.1031,1.40384,1.67779,1.1714,-0.513947,-0.0484129,0.608727,-1.56839,-3.1557,-16.8488,-0.140969,2.01072,-2.73699,-0.547089,-3.0598,0.202677,-0.480324,1.73295,1.4614,1.30343
-203.772,1,0.0602005,6,63,0,213.192,-0.242879,0.280442,1.13291,1.16335,-0.249434,-1.54349,1.64641,0.602039,-0.0201749,-1.7989,-1.00702,6.33486,0.629791,3.37808,-1.61797,0.9098,-1.11852,1.13826,-0.26785,2.72399,1.40852,-4.09358,7.62779,0.508296,0.0965275,1.26219,1.10144,-0.634679,1.99106,0.219966,1.12274,-1.5792,-3.45047
-200.517,0.999044,0.0627784,6,63,0,206.514,-0.232879,-0.22487,1.55923,0.423718,-0.592428,-0.567535,-0.198278,0.656715,-0.808477,0.137859,-0.644716,3.07912,0.662734,-1.58189,0.790204,0.39938,3.39086,-2.45498,-0.0915987,-1.4323,1.51929,1.25535,12.4588,-0.57694,2.11041,-0.417259,-0.0151822,4.46537,-0.154841,0.249101,0.125287,1.26074,-3.9677
-204.162,0.998175,0.0652563,6,63,0,206.562,-0.347846,0.492599,0.125328,0.978594,-0.122761,-1.19766,0.476723,0.897238,-1.38652,-1.97472,-1.15909,3.32704,0.598232,-1.94837,0.936192,-0.38993,1.07651,-0.297814,-0.747301,1.04898,0.340787,-1.56007,-0.846706,0.585392,-2.22309,0.383164,0.830737,0.232534,0.556101,0.541863,-0.949833,-1.82459,-4.53044
-202.339,0.999278,0.0676333,6,63,0,208.27,-0.232175,-0.190683,0.933918,0.941965,-1.16937,-1.76325,-0.0705661,2.07396,-0.461964,-0.378704,-0.909354,6.82401,-0.709749,2.31655,-0.392256,-1.19053,-0.511424,-0.591206,-0.472773,1.19978,2.02943,3.54744,-0.79864,-0.358201,-0.314108,0.914955,-1.48451,-2.06606,0.000357554,2.14287,0.567999,0.283844,-1.44263
-200.149,0.997019,0.070243,6,63,0,207.813,-0.318487,-0.0159461,1.06353,0.848928,-0.0263137,-0.687409,-0.319206,-0.943931,-0.926744,-0.526687,-0.192646,3.39944,4.06761,1.81271,-0.463844,-1.75475,-3.01931,1.74206,0.013806,0.180426,-0.557495,-1.015,4.53816,-0.472832,1.73145,2.64438,2.95911,-0.204215,-0.490232,-3.41628,-0.480076,0.200547,3.24725
-201.553,0.994033,0.0724918,6,63,0,207.06,-0.538847,0.0698824,1.3808,1.10247,-0.658918,-0.0716569,-0.833007,-0.458153,-0.444461,-0.233879,-0.493586,-7.57001,0.539019,0.52466,-0.0380965,-2.29967,2.83211,-0.531518,1.94665,1.19836,0.45921,-2.53353,0.0543917,-0.869624,0.429595,0.983952,-2.73711,4.93925,-1.26112,-2.0156,0.355199,0.39066,-0.320326
-203.058,0.996697,0.074216,5,63,0,208.497,-0.666885,0.265152,1.83905,1.38521,0.58086,-0.169438,-1.39543,0.97771,0.354483,0.662123,-0.654108,6.08374,-0.762188,-0.326877,0.201187,-3.25628,2.50265,-0.252489,-2.33327,-0.741527,-0.564563,0.604947,3.80195,-0.635027,0.955564,0.875435,2.30088,1.79053,-1.91787,0.293267,1.57261,1.5877,-1.27822
-201.868,0.996232,0.0764421,4,31,0,208.921,-0.828781,0.304945,1.79217,1.0402,0.501795,-0.168081,-1.14057,0.690552,0.171981,0.390564,-0.543265,10.198,-0.429352,0.404278,2.00523,1.06203,0.0250629,-1.36667,1.39251,1.31603,1.50523,-2.59192,-8.76688,-1.10918,0.37561,-1.09764,1.18618,-0.388716,-1.76868,-0.379689,1.07587,1.07895,-4.83071
-199.294,0.999474,0.0785997,6,63,0,206.573,-0.284461,-0.169889,0.512527,0.760563,-0.713358,-0.810928,0.737318,0.814166,-1.39374,-1.33027,-0.448982,-5.69104,2.92539,-0.184716,0.551119,0.426697,2.06051,-2.87302,0.894345,0.227036,1.04937,-1.4264,-2.74126,-0.759974,-2.09419,1.04975,-1.48012,0.850087,1.20455,0.474761,-1.1986,-1.20799,-2.54399
-198.497,0.997611,0.0814105,5,63,0,202.66,-0.329324,0.118718,1.04133,0.601883,-0.169128,-0.846634,1.27685,0.576383,-0.834451,-0.356511,-0.395705,2.49093,-0.678439,-1.69253,2.30548,-0.839184,-0.297314,1.41285,0.44433,-1.25021,-1.10189,0.196578,3.12119,0.0845661,0.423977,0.0898133,1.4002,-0.673104,2.04949,-0.0178099,-0.112494,0.486697,-1.95324
-204.257,0.98516,0.0838904,5,31,0,207.378,-0.5947,1.06026,1.74099,1.59368,0.476138,-0.771556,-0.652757,0.13716,0.369199,-0.602342,-1.362,-5.39583,0.216501,-1.54119,0.959159,1.2334,-2.22834,1.40302,-0.526779,0.115365,-0.201016,-0.372699,-4.87432,0.931647,0.217515,0.745074,0.979815,-0.0436225,-0.757478,-0.398397,0.954532,-0.37453,-5.133
-202.121,0.997017,0.083864,6,63,0,210.021,-0.0678148,-0.0738743,0.707055,0.0757146,-0.195685,-1.45725,-1.04567,1.37047,-1.72055,-1.9125,-0.476337,4.2079,0.388078,-0.185467,4.07482,-0.926558,-3.615,-1.4011,-0.819653,0.642465,-0.880992,1.44692,2.71931,0.416866,0.135186,-0.981763,3.24858,-2.36026,-1.26924,1.67551,-1.47099,-1.91522,-0.0300354
-203.063,0.988134,0.0862166,5,31,0,209.7,-0.0605847,-0.844988,0.997812,-0.156728,-1.91507,-1.16764,0.0251285,0.334909,-0.312206,-0.675469,-0.765275,2.43595,-0.309421,1.12049,-3.41299,0.751731,1.45703,-1.14336,1.63835,-0.927749,-1.79812,0.170588,3.94889,-1.4441,0.71058,-1.45914,-3.54958,2.39127,0.229305,-0.0417726,1.21467,0.0997494,-2.25772
-202.927,0.992753,0.0867529,6,63,0,209.096,-0.752117,0.790987,1.0864,2.195,0.696953,-0.174093,-0.0334048,0.960923,-1.06789,-0.391477,-0.691594,1.86149,1.006,-0.675614,-0.979414,0.981138,-5.04269,1.19595,-2.26263,-0.395454,-0.3388,2.5386,-3.01406,0.439516,-2.17937,3.12173,2.11392,0.673962,-0.241906,0.190464,-1.05321,-0.13443,-2.30079
-201.267,0.998974,0.0882204,5,31,0,206.316,-0.650706,0.490389,1.55397,0.195055,-0.30366,-0.118663,0.358876,1.55484,0.23071,-0.359043,-0.44122,5.93956,-1.50935,-2.91738,0.430891,0.606067,1.27125,0.219956,-1.2483,0.570477,0.253916,-2.84529,-4.19152,0.119884,0.825525,-3.99025,-1.83859,2.75809,0.347781,1.35663,1.69603,0.0497454,-2.48293
-200.127,0.995761,0.0909864,5,31,0,205.814,-0.506862,0.428503,0.955839,1.22582,0.303791,-0.676979,0.643556,0.734259,-1.1027,-1.49614,-0.285073,-0.0276869,0.980078,1.48245,-3.01253,1.2194,2.64472,0.670428,1.50289,1.53714,-0.275735,0.00251139,0.810384,0.691116,-0.880267,3.09687,3.61519,-2.50456,0.997979,0.0503727,-1.16717,-1.89308,3.03716
-199.199,0.993214,0.0930933,5,31,0,204.743,-0.249576,-0.209389,0.954602,0.279031,-0.923596,-0.845782,-1.21111,0.126934,-0.387329,-0.519357,-0.287941,5.41714,0.840947,-1.14165,1.29402,1.33327,-4.59789,0.350835,0.732219,0.156478,2.00997,-0.40415,-4.82269,-0.964197,0.928194,-1.14067,-3.4843,-0.376258,-1.81437,-0.853953,1.22823,0.312378,1.00283
-200.591,0.99316,0.0946515,5,31,0,203.506,-0.33445,-0.68137,0.474597,0.649711,-0.768627,-0.773873,0.00488163,1.06171,-0.0555678,-0.786108,-0.65133,-1.00666,0.120976,0.14224,-1.04,-1.57852,0.0391366,-1.95229,-1.35762,-0.00126407,0.33651,0.991853,-3.57313,-2.0616,-2.31353,-0.110572,-1.36759,1.41479,0.0512225,0.767884,1.3739,-0.317619,-3.34822
-205.799,0.994056,0.0961894,5,31,0,208.937,-0.394482,0.226601,1.49972,0.524141,0.243923,-0.51502,-0.512523,-0.162053,-2.09958,1.42178,-0.327053,0.916633,-2.36132,-1.39034,-1.67517,-0.242313,1.40256,-0.183019,0.284894,0.711956,0.811597,-0.365652,8.89006,0.271354,2.90262,-0.673791,3.97131,2.00777,-0.808977,-1.60483,-2.95886,4.21496,6.97832
-202.042,0.996882,0.0979169,4,15,0,209.179,-0.623198,0.871717,1.15902,0.573047,0.147027,-0.606553,-0.255761,-0.123192,-1.63616,-0.437554,-0.793441,-2.7225,1.23801,-0.637637,0.877344,-1.02761,-0.619999,0.637559,0.679579,1.9451,-3.63021,-1.91652,-11.8692,0.905813,-1.31244,-1.69312,0.574072,-0.471262,-0.429326,-1.16706,-1.70307,-0.0984402,-4.56628
-199.747,0.99704,0.100276,5,63,0,206.467,-0.264809,-0.637049,0.692146,0.481083,-0.875824,-1.16907,0.331204,0.632771,-1.56395,-0.628305,-0.353116,1.18996,-0.685028,-1.47361,-0.413593,-4.00231,-0.395807,-0.267733,1.34996,3.14288,-0.57782,-1.17289,-12.2654,-2.58501,-0.958668,-0.0718585,-2.81157,-3.96419,0.654232,0.182088,-1.66831,0.0559057,4.05301
-206.977,0.982202,0.102683,4,15,0,208.318,0.0982126,-0.734889,0.844315,0.107672,-1.09969,-0.503817,1.71065,-0.130979,-1.57467,-1.10435,-0.30431,-0.172508,-0.857465,0.646461,0.976747,-0.343833,0.985349,-0.424332,0.875748,-0.678582,0.585412,-1.24037,19.6587,-1.6418,2.49684,0.275411,-1.75971,11.8056,3.1703,-0.866253,-1.13691,-0.400868,-2.53143
-205.731,0.990384,0.101689,5,31,0,212.79,0.0239562,-0.621265,-0.430073,-0.300766,-0.490787,-1.92607,0.670912,0.119496,-1.55149,-0.969327,-0.327972,-1.87616,0.962206,-0.638339,0.289961,0.719265,-6.44484,-2.45713,0.646345,0.647992,0.311592,-0.178063,-15.6598,-1.41986,-5.66605,-2.73071,2.21324,-8.8264,1.47834,-0.442507,-1.18202,-0.22175,14.3393
-206.253,0.999878,0.102541,5,31,0,210.682,0.00671117,-0.237504,0.566638,-0.514937,-0.842876,-1.52801,1.40282,-0.686742,-0.819701,-1.81748,-1.08526,3.96075,-0.893169,-2.84813,-0.671773,1.74824,-1.8871,-0.0214367,0.661666,-1.38287,0.645187,1.45907,13.7913,0.11406,-0.303074,-1.57122,0.646475,1.90468,1.77085,-1.17612,0.214019,-1.42083,-7.91099
-211.552,0.996278,0.105559,5,31,0,217.816,-0.184538,-1.67069,0.533656,1.35213,-1.41764,-1.6198,-2.27252,-1.08077,1.16584,-1.48305,-1.09538,4.49685,1.00837,1.72809,1.49541,0.78729,0.653043,-1.23698,1.91824,-0.437711,1.98396,-3.15,0.710878,-2.65473,-0.991016,1.71795,-1.50638,-0.117356,-2.47318,-1.77153,2.74299,-1.14016,0.884284
-209.131,0.987936,0.107762,5,63,0,217.221,-0.481335,0.549712,0.926754,-0.354038,0.53056,-0.268772,1.90961,0.807856,-1.65021,0.642585,-1.72499,-5.8559,-3.19706,-1.64333,-0.43458,-1.84022,-1.07114,-1.50274,-2.06357,1.43694,-1.12093,-1.87236,-1.16963,0.395188,-0.419826,-1.54438,1.07103,1.4471,1.96732,0.510578,-1.39819,0.942586,-2.26078
-202.637,0.996762,0.107994,4,31,0,211.517,-0.445862,0.297773,1.15817,1.30123,0.141587,-0.440072,0.86511,-0.00669797,-0.34387,-0.366579,-1.21636,1.51384,0.602845,-0.65269,-2.66701,1.67639,1.91077,1.99787,0.943933,-2.29074,1.46917,-4.67613,4.2458,0.0869035,-0.471615,0.682629,0.977002,2.04189,0.943276,-0.564055,0.287087,0.0137094,-4.71798
-203.537,0.997782,0.110294,5,31,0,208.617,-0.783252,0.477511,1.63358,0.587533,0.198478,0.489779,-0.424106,1.55158,-0.351814,-0.471614,-0.0734454,2.41874,-2.25327,-3.05491,0.524493,-0.776705,0.558361,0.0924052,-1.07733,0.284231,-1.65542,-0.0281132,12.7257,-0.0819125,3.82383,-2.94627,0.607143,14.5663,-1.18821,1.80367,0.084714,-0.425989,8.67938
-201.323,0.999942,0.112849,5,31,0,206.677,-0.827392,0.229378,1.68491,0.73995,0.0769157,0.365606,-0.437887,1.35295,-0.378594,-0.386819,-0.0879874,-4.85462,-2.22384,0.0411915,1.49332,-1.6341,-4.18435,0.0591386,-1.48127,-0.218063,0.592177,-0.996112,4.75311,-1.82222,3.694,-1.96844,-1.2015,10.0892,-1.23249,1.18057,-0.0987242,-0.283489,4.25172
-199.616,0.996696,0.115954,5,47,0,206.617,-0.196378,0.481495,0.605557,0.586907,-0.0404093,-0.618312,0.226175,0.804774,-0.589415,-0.808024,-0.381858,-10.5016,0.806091,-1.20133,1.20454,1.58598,-1.10825,-0.966082,2.12735,0.266387,-0.536505,3.26463,15.5899,2.06893,-1.02775,0.917587,3.44123,4.34131,0.531647,0.599089,0.751844,-0.199523,-4.93401
-201.581,0.998495,0.118275,5,31,0,204.029,-0.0100396,-0.744835,1.4175,0.634041,-1.10087,-1.24201,-0.453491,-0.106058,-1.47795,-0.809947,-0.698119,0.982579,2.13452,-0.185199,-0.122975,0.660541,0.43792,0.1005,-1.11188,-0.877618,-1.16274,-1.48885,12.7311,-1.16798,2.42137,1.35783,-0.637365,2.24902,-0.350614,-0.666052,-0.728836,-0.0220102,-4.88414
