# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=639647342
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-224.599,0.999852,0.0363044,7,127,0,241.245,-0.555002,-0.289735,-1.31995,0.59605,-0.494183,1.51611,-1.54864,2.24573,0.658777,0.237233,0.0771998,0.837534,1.58915,-0.519783,-1.58297,-1.16629,-1.36397,0.885648,1.00737,-0.792389,-2.22792,-1.57035,-2.08298,-1.62821,0.889317,0.813749,-2.28687,-0.996226,-1.54573,-0.326282,0.0233671,-0.194943,0.997442,0.162493,-0.472601,-0.785898,-0.980337,0.508229,-2.43153,-0.33527,-3.12733,1.23591,0.535394,-0.618943,-1.51551,2.53797,-0.43296,0.429159,6.25521,-0.490944,-1.57014,1.77232,-0.56529,1.45457,-1.20499,3.58531,1.33563,0.414085,1.28319,0.837534,1.58915,-0.519783,-1.58297,-1.16629,-1.36397,0.885648,1.00737,-0.792389,-0.318508,-0.649026,0.218652,1.47404
-224.197,0.995661,0.0367115,7,127,0,238.472,-0.727648,1.78986,2.2275,-0.993693,-0.484239,0.655814,1.31441,-1.46817,-0.117503,1.0904,-1.38523,1.55887,0.0298928,0.236448,-0.725873,-0.336151,-0.213984,-0.682887,-0.511442,0.550742,-1.9306,-0.579808,-1.15542,-1.80375,-2.99045,-0.473026,-0.722867,-0.146593,-1.4817,2.08408,-1.21146,1.68428,1.35119,-1.00691,0.210237,1.63997,2.11189,-0.471711,-2.20173,-1.55989,-1.77733,0.602604,0.868036,-0.527572,-0.0362128,-0.570768,0.959413,0.934126,0.810814,1.30641,2.43016,0.0542912,-0.613367,-0.494924,3.35644,-2.5545,0.338205,5.59675,-4.96775,1.55887,0.0298928,0.236448,-0.725873,-0.336151,-0.213984,-0.682887,-0.511442,0.550742,0.788627,9.36842,-2.50813,1.4901
-224.573,0.999853,0.0369011,7,127,0,234.144,-0.205117,-0.695251,-2.04467,-0.631282,1.26261,-0.181532,-0.666722,0.692594,-1.2141,1.41679,-0.225971,-1.82904,0.09336,-0.0217323,0.838439,0.908587,0.0513176,0.556274,0.878103,-0.207451,-3.2171,-2.25379,-0.221077,-4.31392,1.66161,1.51177,0.939827,-1.03306,1.18968,0.514252,2.85695,-1.9981,-0.591811,1.51585,-1.95005,0.599544,0.317257,0.43245,-0.61933,0.327501,-0.294874,-0.402742,0.547181,1.07859,0.039203,-0.771159,-1.09879,0.131873,-8.89156,-0.837766,-2.17923,-7.32768,2.29711,-0.309734,-1.94882,0.650962,-1.24062,0.225859,0.0424733,-1.82904,0.09336,-0.0217323,0.838439,0.908587,0.0513176,0.556274,0.878103,-0.207451,-0.519032,-2.62821,6.18342,-1.03488
-223.504,0.997868,0.0373096,7,127,0,235.488,-0.791397,-0.586246,-0.94962,-1.61251,0.856502,0.441892,-0.902962,1.67439,-1.3839,1.0402,-0.00805992,-0.99355,-0.08316,-0.883177,1.63634,0.626909,-1.22586,1.32531,0.0789163,-1.07981,-3.41937,-0.515127,-1.46542,-3.2946,4.35705,-0.535501,-2.0748,1.56797,1.10052,-1.16709,-0.0492595,-0.700002,-0.336453,1.91411,-0.486853,-1.80523,0.142667,0.53724,-0.73116,0.774228,1.00574,-0.186344,0.972354,0.304624,-0.296991,-1.98303,0.417099,-1.44672,-13.1463,-0.727199,-1.04984,-3.97625,0.827469,-0.0326135,-1.25992,1.54301,-1.45924,-5.07163,-1.32152,-0.99355,-0.08316,-0.883177,1.63634,0.626909,-1.22586,1.32531,0.0789163,-1.07981,-0.698634,-6.70353,3.23164,-1.31677
-216.9,0.994993,0.0376146,7,127,0,231.509,-0.686664,-0.800655,-0.407541,-0.0708946,-0.543613,0.0616718,0.460288,1.28028,-0.614388,0.37238,0.00493109,-0.774,-0.598954,1.54747,1.36578,1.13446,0.535837,0.124958,0.207759,-0.0472112,-2.38142,-0.568529,-0.82383,-1.33187,2.39418,0.378724,1.05029,2.73192,-1.2682,-0.00242729,1.71621,-1.52077,1.99381,-1.6261,-0.21136,0.808531,-0.0869114,1.55299,-1.35257,-0.0516127,1.70858,-1.3798,-0.00724485,1.02315,1.14433,0.0740973,0.864278,1.68982,0.131563,-1.10366,-0.619716,1.208,-0.975472,-1.99707,2.31334,2.26513,-1.12606,-1.30844,2.20043,-0.774,-0.598954,1.54747,1.36578,1.13446,0.535837,0.124958,0.207759,-0.0472112,-0.141686,-1.06781,-0.57071,1.30104
-218.584,0.998394,0.0377671,7,127,0,229.38,1.54145,0.652154,0.516715,-1.45253,-1.3122,-0.278121,-0.592463,-0.395724,-0.1853,-1.29381,-1.4204,0.370899,1.08595,-1.63847,-1.30614,-0.925864,-0.450569,-0.265286,0.0215259,0.0108292,-2.19291,-0.166995,-0.528662,-1.11296,0.346253,-0.711099,0.397077,-0.0985905,-0.381279,0.417706,-0.409263,2.14819,-1.57185,-1.40725,-1.85194,1.46471,1.32892,-0.861557,-0.808511,-0.873108,-1.04849,-1.51603,1.6074,-0.0943844,-1.27158,-0.800414,0.204261,0.946577,-5.91715,0.334643,0.294579,-6.03131,-1.7583,-1.59948,-0.0423121,-1.23572,0.0488139,-11.6004,1.83717,0.370899,1.08595,-1.63847,-1.30614,-0.925864,-0.450569,-0.265286,0.0215259,0.0108292,-0.988713,7.59967,6.65711,0.560313
-211.956,0.977468,0.0380994,7,127,0,230.713,0.287825,0.0606993,-0.0220896,-0.377313,-0.140348,0.0950404,-0.214541,-0.0568371,-0.404004,-0.345609,-1.43001,-0.257797,2.00439,0.473477,-1.73408,-0.411858,-1.42693,0.241767,0.254676,-0.535912,-0.630171,-0.454704,-0.3888,-0.346057,-6.97684,-0.17134,-2.66287,-1.54274,2.64823,1.39725,1.32862,0.832737,-2.26842,3.20341,0.49235,-0.554284,-0.962758,1.71704,0.729301,0.982767,0.166755,0.30021,0.00574138,-0.0122844,-0.879856,0.814376,-0.653399,0.543676,-1.38001,-1.26718,-0.482469,-0.355686,-0.377452,-2.30736,2.73993,-0.100898,-1.18938,-1.39476,-2.35686,-0.257797,2.00439,0.473477,-1.73408,-0.411858,-1.42693,0.241767,0.254676,-0.535912,-0.619512,1.00552,-0.282547,-0.450689
-223.306,0.9713,0.0373264,7,127,0,231.893,-0.97274,1.71323,-0.164075,0.463931,0.363151,1.70328,-0.0889572,1.12271,0.821411,0.513902,0.101433,1.50027,-2.06779,-0.824463,1.38757,2.61345,0.958372,-0.633285,0.176731,0.315274,-2.53046,-1.84735,-1.60358,-1.06042,-1.08984,1.02357,0.967718,0.158178,-0.456441,-1.22112,0.200663,-0.734606,-0.0227881,-3.21601,-1.81782,0.720319,0.399439,-0.261405,-1.94586,1.22325,-1.1246,-0.390568,0.644758,-0.515343,0.0940466,-0.0331172,-0.044761,-1.88215,-1.96743,1.55341,-0.372271,0.639092,0.230679,1.36021,-0.193182,1.15349,1.23679,-0.592761,0.753965,1.50027,-2.06779,-0.824463,1.38757,2.61345,0.958372,-0.633285,0.176731,0.315274,-1.12252,-1.19208,-0.588537,-1.22044
-219.604,0.998795,0.0362593,7,127,0,233.87,-1.02543,-0.0506292,1.11134,1.33933,-0.77615,-0.00483756,-1.08294,-0.350253,-1.47631,0.986484,0.237572,-0.123056,1.76183,1.34101,-0.548891,-1.47977,-0.305269,-1.18254,0.375486,0.0172954,-1.24961,-0.244963,-3.08927,-1.70535,-0.389975,-1.5181,-0.689932,-1.68118,-0.115155,-2.04867,0.114852,-2.55072,-0.602127,0.237627,-1.24169,-1.74356,1.23185,0.263827,-1.93681,-2.8326,-0.966422,1.28163,-0.391413,-0.371087,-1.04524,1.28846,-0.163419,-0.0393007,-6.38162,-0.943415,1.63914,1.75902,-0.828384,-1.05095,-1.791,-0.748506,-2.22496,-1.81026,-1.01189,-0.123056,1.76183,1.34101,-0.548891,-1.47977,-0.305269,-1.18254,0.375486,0.0172954,2.22288,-3.41733,-0.929939,-0.383805
-216.255,0.977494,0.0365975,7,127,0,229.412,-0.480239,-0.00185887,-0.776054,-1.44499,0.528901,0.836202,0.0208817,0.155148,0.327681,0.284528,-0.491977,0.560531,-2.08686,-1.12232,-1.09893,1.09549,-0.132683,1.12627,-0.351919,0.0452852,-2.14335,-0.89169,-1.83226,-1.12001,-0.671892,-0.890188,0.925283,1.35171,-1.28031,1.29444,-1.28108,-2.11612,-1.45325,3.58632,2.61716,0.250036,-0.147306,0.743166,-1.17749,-1.25142,-0.588148,-0.481497,0.152471,0.123574,-0.529183,2.54498,0.761082,-0.432383,-5.34188,-0.398834,-1.13012,-2.08839,0.491883,-0.590527,0.903665,-0.941684,0.680343,-2.5195,0.104094,0.560531,-2.08686,-1.12232,-1.09893,1.09549,-0.132683,1.12627,-0.351919,0.0452852,-0.463828,-1.61998,-0.125718,-1.91157
-220.346,0.991165,0.0358626,7,127,0,228.81,-0.590237,1.09632,0.501287,0.444662,-0.150462,-1.18947,0.112999,0.500853,-1.39371,0.251441,-0.171386,0.0814762,2.22673,1.21351,0.00707205,-1.17153,0.278181,-0.138647,0.655164,0.120818,-2.73931,-0.0121664,-1.2059,-2.73222,1.93603,0.298834,-0.298215,-1.14851,-1.31336,0.221705,0.732467,-0.0954881,-0.606227,-0.13284,1.79151,-1.00585,-0.290457,0.0394674,1.64167,-0.477592,-0.194404,-2.42074,-0.668681,-0.789147,-1.05056,0.165345,-0.915756,-0.646261,8.07221,0.954719,0.455807,4.38273,-0.349159,-2.2235,0.878147,0.653412,-1.16306,7.30228,1.38602,0.0814762,2.22673,1.21351,0.00707205,-1.17153,0.278181,-0.138647,0.655164,0.120818,-0.950691,1.48115,1.86241,-0.795567
-216.324,0.999716,0.0358153,7,127,0,227.105,-0.600501,0.172476,0.108904,-0.932332,0.399685,2.32232,-0.75337,-0.0204082,0.138024,0.299068,-0.48272,0.677742,-2.00784,-0.960597,-0.808827,-0.576294,0.0157821,0.418782,-0.0300144,-0.0894979,-1.52566,-0.149843,-2.87997,-1.47775,0.801257,-0.744222,0.186328,0.191498,-0.121549,-0.21858,-1.46873,-1.53511,3.42794,1.18411,-1.22901,-0.602831,-0.914638,-0.743974,0.274569,1.99668,-0.420966,-0.297816,-1.04034,-0.0838718,-1.89247,-0.0227964,0.733227,-0.796972,-0.0319314,-0.379412,-0.0373991,-0.913802,0.400679,3.32943,-0.584071,-0.61427,0.674281,2.19553,-2.04458,0.677742,-2.00784,-0.960597,-0.808827,-0.576294,0.0157821,0.418782,-0.0300144,-0.0894979,0.51825,1.22826,-1.19711,0.303743
-220.437,0.991382,0.0361914,7,127,0,229.757,0.00800027,1.83057,-0.299609,-0.286387,-0.929411,-0.292857,-0.116947,0.801683,-1.50547,-0.15628,-1.20095,0.60894,1.56716,-0.0923664,0.507722,-1.68357,-0.58464,-1.17011,-0.421033,0.309057,-3.35065,-0.176341,-0.179904,-1.35968,2.30892,-0.723587,0.499726,1.61521,0.654978,-3.22471,0.784202,-1.25765,0.503454,1.72823,-1.16093,-1.07487,1.19875,1.2602,1.05623,1.34034,0.324184,0.332494,0.361316,-0.183656,-0.767476,0.419278,0.175293,0.0345389,-9.29468,1.70178,-0.389279,-3.77892,-2.18296,-4.1924,-0.555922,1.04595,-2.65722,-4.67348,-4.75749,0.60894,1.56716,-0.0923664,0.507722,-1.68357,-0.58464,-1.17011,-0.421033,0.309057,-1.11881,4.77254,2.683,1.68543
-218.981,0.999937,0.0361523,7,127,0,226.499,0.237801,-1.31912,-0.578863,-0.620809,0.807175,0.493146,-0.637635,-1.49385,0.530403,-0.38176,-0.883085,-0.668157,-1.42917,0.0633731,-0.469183,1.50687,0.648349,1.14373,0.38783,-0.242522,-1.64415,-0.0804749,-1.89983,-1.12815,3.24697,0.247332,0.613325,-0.887095,-1.09325,-1.09694,0.787873,-0.219372,-0.45731,2.01884,-2.12669,-0.0187947,-0.705363,0.948535,0.339018,-0.883974,0.398343,1.03238,0.457676,-0.241967,1.20646,0.260339,-1.29263,-0.446563,-1.26872,-2.18231,-0.947779,-0.46197,0.818258,-0.263475,0.682816,-4.33927,3.0566,-1.30114,-1.54012,-0.668157,-1.42917,0.0633731,-0.469183,1.50687,0.648349,1.14373,0.38783,-0.242522,0.533179,0.782726,-0.968138,3.8105
-223.596,0.996774,0.0365389,7,127,0,236.084,-0.789894,1.1217,0.563303,-0.350611,-0.641226,-0.302782,0.396481,2.12926,-1.63939,1.00548,-0.0452652,0.217289,1.28623,-0.0643289,0.795594,-1.30986,-0.729146,-1.26289,-0.0763685,0.562529,-2.33352,-0.475969,-0.986747,-6.49876,-0.800938,-1.94163,-0.83962,-1.34423,0.894669,0.598619,-2.05449,2.20286,-0.378244,-1.5828,-2.12889,-0.867566,-0.831606,0.00952536,-0.155536,0.960464,0.0413096,-0.0836415,0.950785,2.12197,-0.299592,0.0907227,0.488038,1.57054,5.78732,0.870304,0.49862,3.11808,-0.902428,-0.790578,0.952719,2.29846,-1.6692,5.25662,-0.209838,0.217289,1.28623,-0.0643289,0.795594,-1.30986,-0.729146,-1.26289,-0.0763685,0.562529,-0.429335,3.90291,-1.68677,-1.00212
-217.958,0.99935,0.0367675,7,127,0,234.438,-0.0446032,-0.407292,-0.0807894,-1.15528,1.27936,0.705643,-0.542425,-0.943425,0.576492,-0.0309351,-0.331236,0.821224,-0.51121,-0.550088,-0.910737,0.0883069,0.709907,0.925737,-0.984691,-1.32315,-1.22865,0.479197,-1.56156,-0.530352,-2.57425,0.152232,0.171256,0.933584,0.441759,-3.55288,2.66368,-1.54847,1.2755,2.65486,-0.988634,0.708029,1.33088,-0.589839,0.914463,-1.62726,-0.420033,-0.869154,-1.05085,-0.781507,-0.656192,1.42365,0.373807,2.15215,-3.48716,-1.556,-0.482383,-1.83981,1.42074,1.32463,-0.8839,-7.54258,5.65359,-4.06043,-2.27817,0.821224,-0.51121,-0.550088,-0.910737,0.0883069,0.709907,0.925737,-0.984691,-1.32315,0.931984,1.37141,-0.358926,8.77747
-222.399,0.999464,0.037126,7,127,0,229.322,-0.817332,0.53316,-0.248808,1.03997,-1.09759,0.268707,-1.09447,1.43757,-1.94983,1.25175,-0.723788,-1.29449,0.689179,1.12595,-0.187674,-0.305245,-0.149881,-0.719957,1.29617,1.26648,-2.1421,-1.21858,-1.54402,-3.0811,-2.21656,-1.03282,-1.48341,0.134199,0.373617,-1.31778,-0.375106,1.3899,-0.424629,-1.35721,-0.0493017,-0.227315,0.873391,1.40881,-1.52833,-0.219863,1.23305,0.707665,0.74743,-0.481736,-0.583895,0.0190802,-0.300986,0.220577,2.03211,0.248937,-0.391638,2.75394,-1.33933,-0.296086,-0.760597,1.65467,-1.91902,2.24137,-0.859364,-1.29449,0.689179,1.12595,-0.187674,-0.305245,-0.149881,-0.719957,1.29617,1.26648,-1.14806,0.618002,1.5525,-1.34643
-218.801,0.998969,0.0374913,7,127,0,228.209,-0.212035,0.572402,0.51206,-0.853729,0.5751,0.922426,1.51293,-0.813068,1.453,-0.0583414,-0.358571,0.856826,-0.131712,-0.875502,-0.120084,-0.0804235,-0.432402,1.20309,-1.24507,-0.926753,-1.49073,0.28736,-0.919383,-3.1393,4.96236,-0.0497417,0.724235,-0.638274,1.37221,0.198213,-0.187776,-1.2615,2.57804,1.63255,0.0461221,1.19591,-0.887486,-0.725822,0.280713,0.431412,0.51948,-0.128911,-0.585969,-0.812871,0.369154,0.956265,0.560049,1.0906,4.20136,-0.188272,0.125315,0.0739429,0.639463,1.0626,4.46731,-1.12917,1.76652,1.86695,3.60716,0.856826,-0.131712,-0.875502,-0.120084,-0.0804235,-0.432402,1.20309,-1.24507,-0.926753,3.25097,-1.20093,-1.22712,-0.433828
-217.137,0.999245,0.0378324,7,127,0,225.671,-0.121802,-0.0571053,0.429692,-0.738874,1.8306,1.37582,0.0704313,-0.672184,1.43364,0.063983,-1.14221,0.353633,-0.456086,-0.862894,-0.131484,0.821812,0.185862,0.263497,-0.302877,-0.403927,-2.19249,-0.574505,-0.932054,-3.39161,-0.37681,-0.683926,-0.267883,0.501527,0.664558,0.198152,-3.33123,0.660423,-0.880074,-0.578388,-1.30367,-0.96418,-0.10515,0.477198,0.0444218,0.99738,0.725159,-1.27765,1.27428,0.77244,-0.703588,-1.35522,0.00565616,0.191415,4.87544,-0.403221,0.398031,0.700897,2.22109,1.86166,0.596507,-0.654853,1.64896,2.54483,-0.813039,0.353633,-0.456086,-0.862894,-0.131484,0.821812,0.185862,0.263497,-0.302877,-0.403927,-0.572533,-0.654052,-0.334127,-0.894818
-219.042,0.998332,0.0381883,7,127,0,228.981,0.168151,1.38757,-0.261742,-1.38773,-1.90572,-0.391626,-1.42028,0.474914,-2.34353,0.665955,0.193534,0.28755,0.473677,0.78762,0.335321,-0.242392,-0.119664,-0.256308,0.129614,0.44912,-1.68492,0.53129,0.108442,-2.82794,-0.112659,1.67324,0.191631,-0.434029,-0.270635,-2.17586,-0.238055,-0.374401,2.03701,-1.09878,-0.0179505,1.26908,-0.628888,-0.510348,0.110098,1.28369,0.232185,0.0639644,-1.32306,-0.501065,-2.0065,1.26806,0.773126,0.880637,-5.2078,1.1238,-0.404857,-6.58198,-3.6097,1.68088,-3.5119,0.778164,-2.6024,-7.16722,-1.14523,0.28755,0.473677,0.78762,0.335321,-0.242392,-0.119664,-0.256308,0.129614,0.44912,0.333845,-4.75668,11.9699,-0.925782
-219.173,0.989457,0.0384977,7,127,0,228.426,-0.866452,0.0859728,-0.384985,0.926391,2.37331,1.5536,-0.824997,0.80574,1.09381,0.743677,-0.262131,-0.315224,0.325,-1.27518,0.306421,0.243066,-0.0644485,0.212949,0.279018,-0.0620768,-1.94456,-1.11646,-4.47345,-1.13748,1.17662,1.32438,-0.714026,0.412488,0.0124202,2.55928,-1.18898,3.06236,-0.296237,0.818203,-1.02311,-0.746682,0.931387,-0.588834,-2.08119,0.19155,-0.588371,-0.143921,0.637642,0.499653,0.0305341,0.102548,0.355836,-0.332196,-1.62472,-0.35228,-0.757463,1.03604,2.41108,1.32626,-1.38182,0.553368,2.55806,0.129015,-0.0203998,-0.315224,0.325,-1.27518,0.306421,0.243066,-0.0644485,0.212949,0.279018,-0.0620768,-0.390183,-1.10034,-0.980404,0.554376
-216.291,0.999514,0.0383452,7,127,0,226.917,0.484215,-0.38494,-0.902938,-1.15677,0.439047,-0.657526,-1.06046,0.784391,-0.87671,0.543059,0.0998893,-0.0632251,-1.91091,1.07032,-0.423201,-0.931902,-0.549553,-0.107073,-0.411314,-0.714254,-1.89191,0.158528,0.123269,-1.89058,2.21351,-0.938099,-0.505175,0.497808,3.02701,0.104245,-1.25896,-0.0700827,2.2643,-0.259297,-0.639001,-0.693483,0.264419,-0.994905,-1.3477,-1.06325,-0.453596,0.189574,0.179138,-0.0191289,0.181913,-1.87696,-0.506596,-0.925118,5.57156,-0.733509,-1.05354,2.72688,2.53024,-0.0772317,-0.912692,1.51414,-0.626667,4.03654,2.6741,-0.0632251,-1.91091,1.07032,-0.423201,-0.931902,-0.549553,-0.107073,-0.411314,-0.714254,-1.1746,2.2683,-2.82572,-0.998213
-216.563,0.178796,0.154856,2,5,1,225.646,0.393627,-0.57293,-1.05668,-1.11697,0.41277,-0.554897,-1.11421,0.915256,-0.738927,0.57093,0.0474632,-0.0535879,-2.21949,0.857245,-0.425429,-0.692047,-0.439755,-0.113053,-0.337122,-0.830725,-1.749,0.0690729,0.132883,-1.82917,-1.95174,-1.69321,-0.987883,0.783863,-0.362677,1.44643,-0.501155,1.04495,1.49524,0.518983,-0.948298,0.0688952,-1.33023,-1.29691,0.0158109,1.7645,0.728938,-0.0396204,0.491948,-1.18925,0.746309,-0.249406,-0.45536,0.281322,-1.79323,-1.10269,-1.42137,-4.80122,2.33174,-0.519805,-2.2197,1.4405,-0.770475,-2.52263,0.805077,-0.0535879,-2.21949,0.857245,-0.425429,-0.692047,-0.439755,-0.113053,-0.337122,-0.830725,0.0533621,-1.6629,6.34786,-0.607949
-216.563,0,0.348557,0,1,1,227.813,0.393627,-0.57293,-1.05668,-1.11697,0.41277,-0.554897,-1.11421,0.915256,-0.738927,0.57093,0.0474632,-0.0535879,-2.21949,0.857245,-0.425429,-0.692047,-0.439755,-0.113053,-0.337122,-0.830725,-1.749,0.0690729,0.132883,-1.82917,0.866186,-0.60812,1.39143,1.93462,0.290162,0.928718,1.09598,-0.678683,-0.931056,2.9474,1.61056,-2.50878,-0.0708439,0.495052,-0.588307,0.259419,-0.24289,0.0225328,-0.254797,-1.06466,0.0457903,1.2223,-0.395696,-0.253502,-1.79323,-1.10269,-1.42137,-4.80122,2.33174,-0.519805,-2.2197,1.4405,-0.770475,-2.52263,0.805077,-0.0535879,-2.21949,0.857245,-0.425429,-0.692047,-0.439755,-0.113053,-0.337122,-0.830725,0.0533621,-1.6629,6.34786,-0.607949
-210.935,0.984694,0.0212674,7,127,0,223.867,-0.33442,0.306864,1.39516,-0.515475,-1.16978,0.640937,0.00535714,-0.0689484,-0.120089,0.0241651,-0.483496,0.309886,-0.629581,0.438963,-0.99486,0.324784,0.424989,-1.07898,-0.153675,-0.451015,-1.1429,0.0270303,-1.22333,-0.294129,2.24895,-1.36292,-0.953604,0.190867,-0.154401,-1.12739,0.151178,-2.71366,0.448185,0.791746,2.14533,-0.0240694,-2.30632,0.928712,-0.451621,-0.711732,-0.377459,-0.0654712,-0.360047,-0.9572,-0.842104,-0.211009,0.741053,1.26836,4.1954,-0.413025,2.3221,0.999424,-1.47572,2.5364,4.41943,-1.83408,0.160591,3.9732,0.133266,0.309886,-0.629581,0.438963,-0.99486,0.324784,0.424989,-1.07898,-0.153675,-0.451015,0.660421,-0.173245,-1.31978,0.991389
-216.545,0.999223,0.0116971,8,255,0,225.217,-0.702103,-0.307177,-0.764,-0.133904,-0.176282,0.833696,-0.215438,0.70841,0.325445,0.483276,-0.23534,-0.109605,0.582601,-1.08704,-2.6651,-0.376119,-0.485279,-1.70572,0.397677,-1.09812,-1.98806,-1.32011,-1.03656,-0.655765,-1.38267,0.686375,-2.14546,0.692142,1.56596,-0.89214,-1.26321,-0.0974323,0.470583,1.50144,-0.299564,-0.357524,0.564597,-0.587182,0.097489,-0.480689,-0.540836,0.538899,0.24228,-0.167763,-2.0753,0.0179128,0.0774293,0.170155,1.09682,-0.691871,-1.1132,1.02463,-0.415835,0.105453,0.169204,1.67714,1.19016,0.122012,0.749618,-0.109605,0.582601,-1.08704,-2.6651,-0.376119,-0.485279,-1.70572,0.397677,-1.09812,-0.484529,-1.20849,-0.431164,-0.454691
-214.743,0.999674,0.00822452,9,511,0,226.028,-0.0268406,1.73337,0.140844,-0.433102,0.414932,0.579424,-0.731017,-1.00826,-0.975593,-0.182309,-0.475459,0.738791,-0.294823,-0.876653,0.7453,-0.00923162,-0.984576,1.59723,0.102823,-1.09401,-0.990136,-0.728487,-1.11929,-1.20675,1.27837,-0.0454424,1.27885,-1.13003,0.133818,-1.76803,0.972121,0.700952,-0.82778,-1.46764,0.599411,-0.148155,-0.442944,1.60792,2.7991,0.414605,0.931162,1.62905,-0.470406,1.33412,-0.812204,-0.455651,-0.441876,0.204977,-4.80788,2.39163,-0.117837,-1.75262,0.501762,0.649341,-1.85015,-2.77536,-2.02212,-4.42493,1.38793,0.738791,-0.294823,-0.876653,0.7453,-0.00923162,-0.984576,1.59723,0.102823,-1.09401,2.53662,-0.642933,0.267179,0.579871
-215.525,0.999645,0.00656194,9,511,0,224.038,-0.698262,0.737543,0.0142914,1.02399,0.920825,0.903893,-0.837216,0.332107,1.01481,0.114386,0.0308799,-0.226616,0.888064,0.523603,1.28985,0.334181,1.08653,1.36011,0.0457714,-0.444713,-1.61335,-0.0690567,-2.31978,-1.23698,-3.29222,-1.80395,0.115738,0.148197,-0.458259,-0.232552,0.155514,1.96866,0.278289,-0.707773,0.265389,-0.749462,0.0324555,0.766239,-0.69562,0.0197722,0.905304,-1.61353,-0.104956,1.29834,0.166664,-1.3241,-0.161173,-0.131765,0.81771,0.36251,-0.38833,1.65183,0.928845,0.358308,-0.623462,0.150174,2.73975,-2.25951,3.64125,-0.226616,0.888064,0.523603,1.28985,0.334181,1.08653,1.36011,0.0457714,-0.444713,-0.638255,-0.206378,-0.423127,0.0146453
-222.537,0.999912,0.00567375,9,1023,0,233.86,-1.11336,0.43905,-0.346206,-1.59652,0.820216,0.0807921,-0.0864468,1.00984,-0.871034,1.34014,0.682374,0.760188,-1.26252,0.890087,-0.515474,0.8037,0.071555,0.155969,1.91894,0.959216,-3.62224,-0.701603,-3.9226,-1.58996,1.93934,-0.820388,0.274589,-1.22074,-1.44105,0.64902,0.471425,-1.29044,-1.82279,2.13195,1.62121,-0.135174,0.0532323,-1.2284,-1.29431,-0.750587,-1.29029,-1.64047,-1.1892,0.522473,0.327014,-0.903213,0.597146,0.00105874,-5.14848,0.351639,-0.408691,-1.62605,0.808747,-1.35263,0.653948,1.13404,-1.33048,-1.23002,1.46055,0.760188,-1.26252,0.890087,-0.515474,0.8037,0.071555,0.155969,1.91894,0.959216,-0.969837,-3.69712,-0.959523,-0.17387
-228.426,0.999943,0.00518439,10,1023,0,241.114,0.122638,0.0214157,1.05494,1.79053,-1.64256,0.106429,-1.04182,-0.271907,0.299748,-1.30024,-3.04572,-0.595663,0.761781,0.922758,-0.283324,-0.692006,-0.549969,-0.271341,-0.707532,-1.07179,-0.932697,-1.53802,-6.94214,-2.04703,-0.180476,1.54359,0.41249,-0.917139,-0.0254143,-3.21227,-0.273026,1.23087,-1.41362,0.880924,1.46675,0.48427,-1.00545,1.48594,-1.79943,0.435264,-0.380345,-0.277078,1.88704,1.82181,-0.923208,0.54758,-0.0312375,-0.395172,5.81073,-0.773077,2.49744,3.29375,-1.71027,0.126692,-1.23457,0.0190145,1.18653,-0.630116,-2.6046,-0.595663,0.761781,0.922758,-0.283324,-0.692006,-0.549969,-0.271341,-0.707532,-1.07179,4.6327,-3.14386,-0.983902,-1.28424
