# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1
-210.227,0.999834,0.022121,7,127,0,214.116,-0.358304,0.0891614,0.329923,1.59316,-0.161132,0.10861,-1.24538,-3.11351,1.14022,0.253701,0.70746,0.646301,-0.264653,0.569884,-1.62925,-1.56404,5.1656,-0.0148864,0.229756,1.68206,-0.0310134,0.359284,-1.26535,-0.825108
-211.374,0.999966,0.0223337,7,255,0,213.855,-0.399347,-0.313361,1.3043,-0.485202,0.356252,1.97476,-0.584024,-3.00955,-0.292704,-0.00828082,-0.0911324,-1.71607,0.105225,-0.123029,1.30482,0.440603,4.95885,-0.443895,1.19832,-0.397909,0.494022,2.29432,-0.627901,-0.3846
-211.173,0.999938,0.0228171,7,255,0,213.815,-0.474931,0.34124,-1.66936,0.0161191,-0.342175,-1.69115,0.31108,-3.57034,-0.440038,-0.266135,-0.721576,-0.885968,0.31513,1.41657,-0.825908,-0.963192,-3.20695,0.259621,-1.79264,0.0635425,-0.28701,-1.60836,0.253697,-0.96989
-210.593,0.996901,0.023508,7,127,0,214.941,-0.439804,-0.259816,0.641815,0.0772114,-2.07445,-0.123139,-0.247762,-0.577122,0.486943,-0.208578,-1.93382,0.428217,-0.649248,-0.818066,0.405117,-1.79965,-8.647,-2.21944,1.20771,1.09645,-5.05642,1.64815,-3.27103,7.22944
-207.366,0.999998,0.0241439,6,63,0,212.918,-0.508102,0.347654,-0.200911,0.320985,-0.523921,-0.14634,-0.554633,-1.56376,0.347582,1.03251,-0.988095,-0.019652,2.52893,-0.68326,0.148007,-1.43389,-9.32752,-0.228057,-1.18666,0.685394,-0.333475,0.416439,-1.95714,-0.0800428
-208.567,0.999751,0.0251566,7,127,0,211.249,-0.386414,1.87195,-0.217023,-0.113479,-0.25459,-0.505818,-0.671515,-0.736067,-0.495504,-1.05112,-0.653851,0.878738,-0.0777841,0.957489,-1.37126,-0.105766,-6.54704,2.88843,-2.13762,0.720402,0.593061,0.118308,-5.02396,4.09522
-209.012,0.999945,0.0262822,6,63,0,210.549,-0.261541,2.12875,-0.462225,-0.255346,-0.295459,-0.238319,-0.509319,-0.978139,0.163032,0.229235,-0.362342,-0.510307,-0.241578,0.551499,0.957618,-1.15036,7.42789,2.97952,-1.72466,0.451877,0.783215,1.89663,-1.1272,1.07723
-208.938,0.994711,0.027543,7,127,0,213.194,-0.548775,-1.30604,1.09663,-0.966117,-0.629556,-0.948835,0.291687,-1.2012,1.11512,1.70703,0.288622,1.53342,0.546863,0.998422,-0.172899,-0.771321,-8.87375,-2.84275,0.878511,-0.631709,-0.630824,-1.4649,-0.274988,1.07072
-209.163,0.988146,0.0284595,7,127,0,213.086,-0.261782,0.187039,0.825946,0.464008,0.206335,-0.283917,-0.657846,-2.74194,1.6423,-1.67803,1.16133,-0.681771,-0.32407,-0.643257,0.0160729,-0.0247271,13.0864,0.0707595,0.787439,0.599087,0.457587,0.156832,-0.469913,-1.12336
-210.257,0.99373,0.0288727,6,127,0,214.626,-0.282448,-0.451887,2.13299,0.553402,-0.246377,-1.12086,-0.205269,-2.01484,1.64855,-0.672621,1.24283,-0.139906,-0.657678,-0.910797,0.92302,1.37463,12.0556,-0.756146,2.40296,0.838244,0.199243,-0.537354,0.160247,-0.83454
-208.509,0.998852,0.0298223,7,127,0,213.15,-0.255168,0.136761,-1.13167,-0.499396,-0.779339,-0.146538,0.117993,-1.45047,-1.10073,-2.19538,1.02876,1.24626,-0.202786,-0.60034,0.187768,0.450079,9.89921,-0.253957,-2.15468,-0.0642441,-0.231576,1.42061,1.36245,-0.388284
-207.132,0.994307,0.0312941,7,127,0,210.638,-0.441789,1.04571,0.779299,-0.31262,-0.267676,-1.22845,-0.271736,-0.555719,1.27392,0.272236,2.18089,-0.117651,0.250173,0.62521,-0.127696,-0.27215,-7.2922,1.23403,1.96436,0.517281,0.354128,-4.58111,-3.67396,5.31128
-207.355,0.999991,0.0324084,6,63,0,208.691,-0.636635,0.426135,-0.290075,-0.48376,0.109183,0.428791,0.502105,-1.17612,0.661991,0.619529,-0.186711,0.268351,0.622785,-0.993565,-0.362999,0.486329,-7.49521,-0.529273,-2.35611,-0.116243,0.42528,1.42409,-0.271057,-0.604061
-209.792,0.986342,0.0341265,6,127,0,212.693,-0.622649,1.04324,0.460094,0.0691851,1.37178,-0.590195,-0.545412,-1.9859,-1.10214,-0.455382,-1.04448,-0.516444,-0.604723,1.28101,0.763929,0.657977,-13.1978,0.635582,-0.201048,0.269496,1.69638,-0.565883,-1.75186,-0.48941
-206.367,0.996647,0.034539,6,63,0,211.339,-0.418225,-0.130942,0.543667,-0.852985,-0.23461,0.159002,0.457743,-1.03939,1.78565,0.676549,-0.003799,0.585265,2.00954,0.111399,-0.711407,-1.18233,8.8999,-1.15513,0.256358,-0.396076,0.411477,2.10491,2.0159,-0.187096
-206.449,0.999817,0.0360091,6,63,0,209.13,-0.436454,1.24835,-0.342002,0.341542,-0.387304,-0.684483,0.294873,-1.04412,-0.963914,0.690407,-1.59859,-0.189544,0.213341,0.0701773,0.214606,-1.12601,0.107357,1.07784,-2.02671,1.02836,0.0562898,-0.484375,1.011,-0.14772
-212.57,0.966299,0.0378658,7,127,0,215.341,-0.67519,-1.06036,1.07908,-0.286232,-0.0879987,0.168817,0.000873741,-4.88949,-0.937035,0.19393,1.32158,0.780935,-1.0121,-0.708635,0.803841,0.310636,-16.3862,-1.09011,1.03361,-0.276013,-0.0845042,0.173487,-0.0605188,-1.01249
-210.626,0.999871,0.036218,7,127,0,216.16,-0.26908,1.12606,-0.748936,0.392376,-1.00178,0.295382,0.598112,-3.05411,1.11437,-0.307748,0.687506,0.186652,-1.76483,1.05011,0.98508,-2.00916,13.8612,1.0492,-0.832697,0.489713,-0.844562,0.637293,0.828707,-0.857034
-210.37,0.999845,0.0380716,7,127,0,213.573,-0.312211,0.0969039,0.160793,-0.533003,1.15945,0.399817,-1.5949,-2.45463,-1.39132,1.09567,-1.14672,0.317891,-0.220959,1.0689,-0.618811,-0.528575,7.32982,-0.0820373,0.0145508,-0.37151,1.52017,0.990383,-1.72608,-0.177465
-212.295,0.959405,0.0399874,7,127,0,216.736,-0.608515,0.141882,-1.42243,-0.399628,1.39984,0.356845,-0.866557,-3.91667,2.15742,-0.0145891,0.79921,-0.361477,0.674659,0.378915,-1.38814,0.9654,-12.2685,0.0704927,-1.53594,-0.370681,1.4237,0.391073,-1.00081,-0.678373
-210.784,0.999913,0.0375675,6,127,0,217.685,-0.406589,0.717755,0.880603,0.177913,1.17351,0.710732,1.45127,-3.31956,1.20254,0.357355,2.37001,0.578021,-0.928242,-0.00395856,2.059,1.0839,5.80584,0.628255,0.785473,0.243339,1.27979,0.898674,1.50095,-0.769811
-211.433,0.991991,0.0394392,6,127,0,214.072,-0.594294,0.545293,0.915829,0.192183,1.383,0.692043,1.41801,-3.53528,-0.841079,-1.13279,0.162197,0.0717003,1.21925,-0.18115,-0.316807,-1.27897,-8.53599,0.444587,0.772687,0.235866,1.42405,0.754402,1.28326,-1.23961
-218.059,0.986633,0.0404965,6,63,0,221.174,-0.420101,1.24731,2.70835,0.438016,-0.159459,0.356277,2.92068,-4.65381,1.71122,-0.00242677,-0.278172,0.0220515,1.62059,0.634203,0.201444,0.392781,3.17278,1.22242,2.68105,0.454994,-0.135947,0.400279,2.9226,-1.07047
-211.291,0.984235,0.0409708,6,63,0,221.051,-0.60488,1.00438,1.73881,-0.220821,0.615709,-0.372639,1.64014,-3.05384,1.18579,-0.995312,-2.31536,-0.52852,0.266681,-0.500903,-2.58691,2.11397,-8.12909,0.846181,1.53167,-0.152133,0.674035,-0.306691,1.45754,-1.7752
-207.456,0.999912,0.0411768,6,63,0,214.48,-0.541398,0.622265,1.36165,-0.27713,0.690028,-0.865161,0.590171,-1.81171,0.917032,0.806025,1.04438,0.0744356,0.158723,0.72688,2.13631,-2.51838,-2.26488,0.169371,1.04254,-0.0317761,1.08395,-0.785354,0.361528,-1.55314
-206.711,0.982087,0.0431172,5,63,0,210.214,-0.606382,0.799985,0.781807,-1.20516,0.165205,0.462835,0.311025,-0.140107,0.376682,-0.194961,1.39785,0.353122,1.45281,0.065717,-0.664775,-1.47955,14.5591,0.771325,3.31553,-1.09737,2.02121,7.49856,1.98928,5.7823
-205.11,1,0.0430613,5,31,0,210.196,-0.596877,0.892722,0.286832,-0.197657,-0.157605,-0.28991,0.36774,-0.96081,-0.303305,0.302797,1.31514,-1.11886,0.343092,-0.807055,0.915862,2.32326,-6.05146,0.19134,-1.23264,0.324785,0.0745256,-0.245593,-0.297123,-2.07658
-206.536,0.992013,0.0450411,5,47,0,208.546,-0.465263,0.206269,-0.257771,-1.34158,-0.0732296,-0.212527,0.159857,-1.33955,-1.2925,0.805165,0.186501,1.25007,0.0430816,0.0854825,0.305158,0.0036385,-2.27369,-0.482443,-1.43836,-1.04157,0.440453,0.564566,-0.0353722,-1.21224
-208.757,0.998298,0.0461167,6,63,0,210.39,-0.382476,-0.848148,1.45925,0.132205,0.286698,-0.460636,-0.473265,-1.18843,-0.238,-0.00554101,-0.964993,-1.27594,0.345412,0.548775,-0.378601,0.294082,3.14734,-1.99203,2.3053,0.713247,1.35605,0.43419,-1.64513,2.03528
-208.731,0.99695,0.0479558,6,63,0,212.022,-0.568603,2.5255,0.273171,-0.821023,-0.49487,0.0608755,0.110903,-1.50608,-0.0858523,-0.79244,0.047213,-0.0915684,0.698676,-0.639985,-2.23605,0.194485,-5.5651,2.40471,-0.662087,-0.544976,-0.396095,0.600607,-0.855712,-1.68863
-212.16,0.966397,0.0496614,6,63,0,218.857,-0.484989,-0.776114,0.856807,-0.420262,2.02763,0.177015,0.703921,-1.23127,-0.947656,-2.00367,0.850053,0.420275,-0.654815,-1.17628,1.20415,-2.07831,10.9197,-1.9688,0.587527,0.00831638,4.04421,1.44788,1.77913,4.87745
-212.129,0.998548,0.0475971,6,63,0,216.65,-0.293237,2.55999,-0.885652,-1.16497,-0.557775,-0.0228226,-0.507304,-2.55798,0.853766,-1.07074,0.334818,-0.23431,2.47709,0.728495,0.436288,0.378178,9.87086,2.48268,-1.07731,-1.02267,-0.312463,0.48797,-0.349415,-1.34506
-206.552,0.999978,0.0494474,5,63,0,214.11,-0.455162,-0.208487,0.873476,0.133896,-0.259177,-1.18615,-0.100309,-1.43881,1.04221,-2.54119,1.49957,1.11234,0.316773,-0.569423,0.75565,1.75809,-3.89026,-0.942513,0.616393,0.553738,0.144954,-1.25916,-0.674994,-0.738583
-206.159,0.997849,0.0515142,5,47,0,208.941,-0.229161,0.11384,0.260149,-0.437918,-0.153064,-0.605908,-0.716194,-0.420759,0.138728,0.776072,-1.38626,-1.00921,-0.47003,0.85868,0.615065,0.815607,-2.94211,-0.745644,1.09443,0.622676,1.96301,0.266833,-6.52158,2.61637
-205.28,0.996665,0.0533467,5,31,0,208.565,-0.313976,0.449723,0.373703,-0.688269,-0.620375,-0.304698,-0.563989,-0.495896,-0.09566,0.866524,1.02311,-1.28654,0.70398,-0.637841,0.47758,-1.4063,-2.83963,0.0170634,0.93455,0.0861231,-0.411168,1.70654,-5.2252,0.977313
-206.406,0.957857,0.0550481,5,47,0,209.609,-0.334855,0.896398,0.141465,-1.07426,-0.248515,-1.00772,0.372817,-1.31083,-1.13802,0.620206,-0.289263,-0.486246,0.54016,-1.0739,1.49264,-0.855944,7.79953,0.629797,-0.311991,-0.685669,0.460386,-0.56532,1.746,-1.56102
-207.258,0.981266,0.0516756,4,31,0,212.758,-0.264475,-0.0696387,0.344452,-1.46976,0.385712,-0.191056,-0.276694,-0.705821,-1.24011,1.67391,-0.557746,0.501749,-0.868697,-1.55727,0.885099,-1.46041,10.2534,-1.08539,0.749608,-1.02728,3.03733,2.55085,-0.309416,-0.438383
-206.492,0.983368,0.0513558,6,63,0,209.597,-0.595212,1.78553,1.13218,-0.063631,-0.665946,-0.00895883,0.10721,-0.86665,-1.89367,0.364775,-0.16816,-1.03435,-0.240936,-0.582197,0.988917,0.131891,-2.10588,1.9175,1.34681,0.543933,-1.08535,0.729479,-1.80101,-0.0715614
-206.409,0.984391,0.0512901,6,63,0,208.896,-0.465088,0.404674,-0.409174,-0.565464,-0.595139,-1.08499,0.153976,-1.00839,0.378594,1.89559,0.462393,0.586478,-0.623448,0.498706,-0.0937923,-0.18516,-8.67711,-0.380685,-2.39617,-0.0666543,-0.443304,-1.84774,0.0426446,0.298036
-207.092,0.999569,0.0513408,5,63,0,209.592,-0.486349,1.27155,0.549449,0.870856,-0.0175552,-0.957064,0.126913,-1.5593,-1.01013,0.199071,1.3039,0.42807,0.187773,1.09208,-0.799338,-0.435364,-2.25126,0.925641,0.00634509,1.28583,0.385361,-0.869599,-0.260555,-1.30655
-205.004,0.999413,0.0532533,6,63,0,210.112,-0.894744,1.04369,0.593576,-0.676067,-0.183239,0.37493,0.692211,-0.234233,0.379135,1.19451,-1.11816,1.61731,-0.0747819,1.60689,-1.43419,-0.367731,-3.39971,0.361601,-1.96619,-0.3975,-1.85978,1.77535,1.94976,-0.9257
-209.558,0.925894,0.0551805,5,31,0,214.333,-0.852001,1.30828,0.437613,-1.13004,-0.102943,1.10235,0.615198,-0.314361,-1.19745,0.742371,-0.288319,-1.53089,0.442767,1.38993,-0.830457,-1.52304,4.02458,1.33914,-2.85037,-1.05537,-1.09687,8.92547,0.529611,6.92089
-209.723,0.982953,0.048159,5,31,0,213.744,-0.886546,1.27055,0.293655,-1.07836,-0.0114562,0.880908,0.728898,-0.100774,-0.901576,-0.403905,-0.705903,0.437723,0.707443,-2.28535,0.455968,0.666243,8.54972,2.05602,-4.6997,-1.1311,-1.05179,9.91515,5.5273,10.9605
-206.886,0.999749,0.048032,5,63,0,215.259,-0.395374,1.09022,0.139916,-1.26721,-1.12686,-0.0676057,0.4387,-1.26703,1.29318,-0.55129,0.283366,-0.102615,-1.71053,-2.42287,-0.875256,-2.26167,6.24504,0.818903,-0.536976,-0.917309,-1.07461,1.24389,1.54365,-1.21503
-208.261,0.999167,0.0497822,5,63,0,209.542,-0.654106,1.37546,0.23053,-0.9795,-1.12867,-0.0391603,1.31242,-1.17435,0.487372,0.30403,0.515525,0.747387,0.445729,-0.0427784,1.05812,0.295328,-2.985,0.850946,-1.34126,-0.688203,-1.70818,0.188348,2.74912,0.470627
-214.068,0.975306,0.0514956,5,31,0,215.635,-0.371799,2.37657,0.586221,-1.39641,-1.7549,-0.624771,1.5553,-2.98859,-1.16473,0.286959,-0.246324,-0.349624,-0.409227,0.382949,0.813197,0.732922,7.55299,2.28508,0.47356,-1.30886,-1.64632,-0.381266,1.71889,-1.44362
-213.301,0.992258,0.0504325,6,63,0,220.212,-0.280913,-2.32702,-0.0687865,0.152079,0.789948,-1.9451,0.597871,-2.19805,1.20435,-1.59854,0.927352,0.104725,1.47026,-0.0409533,2.12406,-1.5066,10.3351,-2.68943,-0.244425,0.378626,1.2743,-1.57377,1.23228,0.0405351
-211.147,0.999995,0.0513197,6,63,0,218.38,-0.513846,1.1484,-0.463779,-0.364658,-0.834799,0.305257,-1.88547,-2.30222,-0.0524188,-2.74317,-0.851642,0.529197,1.55,-0.755146,-0.983329,1.41199,-10.6483,0.891581,-0.946498,-0.208548,-0.727934,0.661243,-2.77872,0.675703
-215.408,0.979187,0.0531154,6,63,0,217.514,-0.77265,-0.576917,0.591866,-0.0854035,0.494045,1.34,2.95389,-2.81366,-0.00165018,-0.678678,0.634626,0.291214,0.489608,-1.6148,0.604716,0.225158,-16.4699,-0.84817,0.182854,-0.0132056,0.49163,1.36078,2.602,-2.04458
-211.258,0.998447,0.052455,6,63,0,217.931,-0.495108,1.07891,0.168595,0.368497,0.931157,-0.150924,-2.04422,-2.93645,-1.79575,0.326861,-0.508871,-0.190958,-1.14501,-1.7248,-2.23342,0.667161,-6.11744,0.932333,-0.0415039,0.457793,1.05175,0.0212999,-2.36794,-0.359547
-210.252,0.990257,0.0540583,6,63,0,213.536,-0.488352,1.61461,0.955134,-0.334657,0.449044,0.507306,-0.907444,-3.22631,-1.18561,-0.452826,0.274217,-0.57907,-0.898115,0.233627,1.89757,0.291591,-2.9872,1.50762,0.814699,-0.269539,0.53134,0.658089,-1.05744,-1.0394
-211.583,0.999907,0.0546877,6,63,0,215.075,-0.448474,-0.752335,-1.00976,0.253942,-0.271925,-0.545819,1.42521,-4.95473,-0.329361,-2.2278,0.0649481,0.18931,-0.592512,-0.176503,-0.960139,0.754164,-0.0741109,-0.772373,-1.03513,0.266146,-0.256168,-0.517265,1.41675,-0.981099
-212.033,0.999049,0.0564885,6,63,0,216.347,-0.428413,-1.32628,-1.5878,-0.819444,0.281657,0.739074,-1.0324,-3.79779,-0.0137278,-1.43939,-1.84667,-0.0463964,-0.134149,-0.200309,1.08244,-1.38363,0.303856,-1.39049,-1.67072,-0.780637,0.336911,0.844393,-1.06823,-0.662165
-209.677,0.9957,0.0582093,6,63,0,213.807,-0.404189,0.164317,1.45019,0.016572,-0.810653,0.56907,0.780657,-3.25155,-0.0916005,1.39905,1.59768,0.771684,-0.29285,-0.897873,1.02595,1.0959,4.82413,0.0651512,1.36087,0.0863825,-0.719478,0.769441,0.810197,-1.04278
-209.231,0.995591,0.0595205,6,63,0,212.094,-0.274371,0.724627,-0.268615,-0.558739,0.0618833,-2.363,0.173332,-1.24854,-0.627494,0.605826,0.578062,-0.261559,-0.641374,-2.00272,0.272269,0.258158,4.16112,0.481092,-0.942418,-0.0563201,1.16099,-3.32323,1.72202,1.6162
-208.792,0.999272,0.060823,6,63,0,211.988,-0.323791,1.06752,-0.726444,-0.642297,-0.084673,-2.09414,-0.394416,-1.34769,-0.251815,0.79342,-0.978637,-0.201969,-0.573805,1.25716,-1.62003,-0.408213,-3.61187,0.874311,-1.83602,-0.211449,0.718157,-2.66297,-0.610857,0.791486
-211.956,0.959555,0.0626211,6,63,0,216.807,-0.40811,-0.720517,2.17483,0.0906465,0.142437,0.856511,1.20997,-3.51257,1.47374,0.346368,-0.258048,-0.370403,0.52587,-2.29935,0.973014,0.834244,5.02617,-0.801667,2.10776,0.144326,0.220359,1.01065,1.2345,-0.879906
-209.015,0.946917,0.0592244,5,63,0,216.582,-0.551843,0.163056,0.140279,-0.292721,-1.62684,0.0673557,-0.0235678,-2.75617,1.7615,0.997029,-2.30243,-0.307715,-1.09417,-1.02839,-1.31378,1.2887,-8.38485,-0.0450385,-0.153548,-0.195643,-1.58733,0.22942,-0.31796,-1.08645
-210.535,0.998583,0.0545611,6,63,0,215.567,-0.348297,2.66092,0.210913,-0.0133356,-1.06847,0.0489633,-0.299151,-2.14694,-1.14462,-0.328232,0.837508,-2.14372,1.74435,0.528993,0.0161985,0.159945,7.18625,2.57956,-0.0240215,0.207953,-0.82875,0.728668,-0.243231,-1.39173
-210.193,0.988099,0.0560763,6,63,0,216.915,-0.299763,1.90161,-0.564315,0.130248,-0.497246,-1.33902,0.292717,-2.5047,-0.666459,1.92573,1.19039,-0.188664,-1.17647,2.28975,-1.07761,0.226296,9.83209,1.79893,-0.750653,0.293446,-0.241171,-0.951717,0.602928,-1.54229
-213.859,0.998733,0.0563593,5,31,0,215.311,-0.375901,2.77109,-1.89404,-0.590014,-0.191859,-1.40451,0.733834,-2.27579,-1.09187,-0.175683,-0.579429,-0.707604,0.376954,0.474423,0.130739,0.677657,4.13851,2.67056,-2.4018,-0.410466,0.0834707,-1.09857,1.04501,-0.574279
-213.615,0.980628,0.0579003,6,63,0,217.93,-0.497835,2.70149,-1.76428,-1.27554,0.185001,-1.27448,0.376942,-2.10172,1.16213,-0.644137,0.832265,-1.81644,1.04247,0.599732,-1.0596,0.550605,-5.68323,2.53306,-2.56608,-1.10501,0.433769,-1.16135,0.180837,-0.307771
-213.354,0.999267,0.0572721,5,31,0,217.35,-0.345594,2.41475,-1.90053,-1.16593,-0.125204,-0.952163,0.192234,-2.82737,-0.219301,-1.25059,-0.0167338,0.5054,-0.935269,1.07101,-0.597279,-1.93551,6.12422,2.32241,-2.11516,-1.06033,0.0540916,-0.664792,0.309754,-1.15249
-212.126,0.994682,0.0588661,5,63,0,215.488,-0.320378,1.57956,-1.26903,-1.40223,-1.05406,-0.862126,0.826672,-3.01945,-0.0714323,-1.7794,1.50565,0.255985,-0.848302,0.422461,0.505917,0.255211,9.05152,1.49309,-1.40194,-1.31298,-0.913672,-0.593856,1.00574,-1.27548
-208.689,0.985156,0.0599144,5,31,0,214.015,-0.565639,0.119675,0.271085,-0.966854,-0.229646,-0.0603489,-0.825441,-2.50267,0.959116,-1.50599,1.58285,1.09291,0.951233,0.729938,-1.02742,1.1275,-10.7282,-0.15419,-0.10801,-0.851493,-0.133944,0.119258,-1.39512,-0.727794
-206.94,0.999273,0.0597911,6,63,0,212.58,-0.763703,0.999843,0.431491,0.618499,-0.449748,-0.402947,0.758558,-0.637956,0.898002,1.78359,-0.819506,0.200687,-1.73733,0.266322,1.61903,-0.932522,-9.72074,0.0856286,-1.96771,1.54175,-1.43512,-2.34266,1.34117,-0.183188
-207.334,0.90986,0.0613943,5,63,0,215.198,-0.114557,0.0760092,0.389326,-0.430039,-0.116707,-1.00629,0.015096,-0.425824,-0.547557,-1.54894,-0.283351,-2.1986,0.338065,-0.244583,-2.80898,-0.221939,17.3445,-0.473119,2.83515,0.756755,2.74651,-1.54414,6.01107,0.350935
-207.412,0.972386,0.0526164,5,31,0,213.415,-0.574504,-0.178357,0.385879,-0.769285,-0.521386,-0.694614,-0.341671,-1.34324,1.44767,-0.445485,0.104294,-0.880674,-1.06554,1.13216,-0.503483,-2.5009,-15.0593,-1.13352,-0.609578,-0.454166,-0.468674,-0.848479,-2.38555,-0.417455
-209.48,0.987818,0.0511959,5,31,0,212.817,-0.552182,-1.15358,0.144825,-0.301829,-0.746366,0.596992,0.668841,-1.10799,-1.92693,0.232705,-0.126867,-0.593867,-0.0306869,-1.00235,-1.22753,-0.161774,-1.15886,-2.82842,-1.23357,0.159823,-0.894735,2.4511,1.35435,2.59943
-207.557,0.999561,0.0513809,6,63,0,212.039,-0.446316,1.85515,0.883047,-0.35001,0.106601,-1.34424,-0.198375,-1.29821,0.361465,2.6862,0.132228,0.47658,-0.0593248,-0.868123,-0.55912,0.550321,-1.59362,1.80487,0.731149,0.0797943,0.790314,-1.73159,-1.03561,-0.345172
