# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=758170905
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
406.104,0.837432,0.297622,3,11,0,-397.014,0.757029,-0.0947637,-1.74472,-151.117,33.6607,-7.03736,-122.916,-52.3561,5.3244
406.848,0.974038,0.316222,3,15,0,-405.231,0.801558,-0.162307,-1.73355,32.6797,-40.5189,-4.07898,-107.082,-73.5634,14.7182
406.494,0.87505,0.409802,4,15,0,-406.095,0.83385,-0.208502,-1.76894,20.1052,13.7953,14.9417,-85.3741,-82.1251,-8.48036
407.206,0.889555,0.459317,3,7,0,-406.302,0.827307,-0.189222,-1.74338,14.2879,-33.0442,-5.61751,-18.6062,-29.3149,9.45199
407.202,0.204969,0.525428,4,15,0,-406.663,0.782267,-0.126179,-1.74598,-31.64,-1.46073,18.7981,-68.4686,-31.9999,7.05086
407.101,0.999687,0.22336,4,31,0,-406.219,0.82088,-0.183413,-1.78116,31.8076,-22.792,-16.1354,-51.8385,-48.6614,-15.4371
406.621,0.870308,0.299803,3,15,0,-405.818,0.811918,-0.143934,-1.78171,-15.0094,30.5831,7.00573,136.537,91.7877,-16.9131
403.881,0.755253,0.333603,3,15,0,-403.29,0.74973,-0.100981,-1.77747,1.63704,18.4519,25.9539,-260.661,-141.66,-20.519
405.58,0.991646,0.314583,2,7,0,-403.626,0.778309,-0.0881606,-1.75626,60.3502,3.08865,35.6702,153.594,128.734,-2.94547
406.461,0.790256,0.416092,4,15,0,-404.468,0.807851,-0.145762,-1.80993,-65.7031,0.125189,-29.6358,80.1064,55.1887,-35.6534
405.913,0.955996,0.41234,4,15,0,-405.218,0.832934,-0.182886,-1.69724,-38.5546,12.1268,10.0447,78.0949,36.3868,36.9721
405.913,0.153406,0.517316,3,13,0,-404.06,0.832934,-0.182886,-1.69724,47.8086,3.02209,-45.2467,78.0949,36.3868,36.9721
406.743,0.992264,0.207508,4,23,0,-400.482,0.842376,-0.212239,-1.76072,-11.3068,30.4845,105.1,-16.0776,-39.1398,-2.49106
406.682,0.658059,0.274206,2,3,0,-403.751,0.838595,-0.206949,-1.78204,-75.3204,-30.7072,-19.2706,-21.6367,-41.0697,-16.5514
405.262,0.911117,0.2257,2,7,0,-404.098,0.847146,-0.230841,-1.79181,51.1659,-11.0469,-16.2122,-101.817,-105.058,-25.583
404.84,0.994298,0.265596,2,7,0,-404.018,0.863718,-0.23157,-1.80822,38.8642,7.37625,-21.8038,90.2267,16.5507,-36.8135
404.551,0.434643,0.351014,4,15,0,-400.893,0.757893,-0.0998125,-1.68587,-9.41335,-54.8839,52.5318,-131.129,-63.1086,40.5155
406.425,0.992418,0.211398,5,31,0,-402.372,0.847084,-0.206839,-1.78333,-91.9986,22.361,-35.609,77.2647,22.332,-17.7522
406.866,0.949987,0.27842,4,15,0,-405.592,0.820948,-0.186872,-1.78358,52.9793,-17.8391,-7.25194,-76.9946,-66.5693,-17.4779
407.133,1,0.345147,4,15,0,-406.578,0.825285,-0.189649,-1.74391,-31.6292,5.83604,18.4005,-43.1759,-45.2737,8.92651
407.038,0.346071,0.458225,3,7,0,-405.411,0.817344,-0.163777,-1.72138,-58.1909,-12.192,-24.3871,47.385,24.7784,23.2611
406.056,0.921751,0.245065,3,15,0,-404.262,0.816197,-0.149338,-1.7097,22.1177,-29.4153,-44.1166,127.408,82.3296,28.8701
406.261,0.969504,0.291773,3,11,0,-403.93,0.77694,-0.131528,-1.74923,-43.4881,22.2567,-50.6266,-163.561,-95.3477,2.9758
403.297,0.610594,0.370764,3,11,0,-402.767,0.825685,-0.221533,-1.75545,-4.32319,-26.4841,-0.471568,-263.557,-201.934,-6.22792
406.627,0.977452,0.286942,2,7,0,-403.234,0.835454,-0.180995,-1.76884,-34.7576,-60.5681,21.0663,130.781,69.8247,-8.13679
406.196,0.861562,0.36822,4,15,0,-404.886,0.782262,-0.121152,-1.69668,58.5172,0.266382,12.4571,-30.0879,-6.83175,37.1056
406.915,0.475167,0.402585,4,15,0,-404.424,0.794403,-0.128707,-1.79589,18.277,53.8593,20.3438,48.3016,43.3014,-25.8164
406.586,0.997291,0.259261,3,15,0,-405.047,0.829828,-0.18124,-1.71288,-21.9082,23.2214,-43.9259,59.7103,25.0647,28.096
407.355,0.618667,0.341307,2,7,0,-403.95,0.814118,-0.159043,-1.73678,-83.6891,-10.3919,-40.0931,46.5955,26.4258,13.8223
406.045,0.769829,0.2679,2,3,0,-405.896,0.803123,-0.172463,-1.72868,8.37998,9.26378,10.9003,-157.242,-110.281,16.3106
404.638,0.929243,0.258532,2,7,0,-403.954,0.799253,-0.176328,-1.71909,7.47398,9.53345,34.5376,-218.681,-151.277,19.6739
406.107,0.963763,0.309746,3,15,0,-403.215,0.836121,-0.182178,-1.71424,89.553,2.68889,0.0650915,117.195,61.4729,26.3574
406.278,0.877652,0.388525,4,15,0,-404.516,0.772934,-0.0993322,-1.70959,7.53201,33.6592,42.3577,15.4134,32.2331,28.7368
406.278,0.248567,0.433405,1,1,0,-405.325,0.772934,-0.0993322,-1.70959,33.002,27.4078,-1.58142,15.4134,32.2331,28.7368
406.786,0.27801,0.828391,1,3,0,-404.671,0.783143,-0.111645,-1.79011,-1.79304,-29.4871,-36.4164,44.0561,49.037,-22.4793
406.786,0,3.2067,0,1,1,-404.89,0.783143,-0.111645,-1.79011,20.0127,-14.2573,-38.5779,44.0561,49.037,-22.4793
404.881,0.909313,0.367275,3,9,0,-404.423,0.755952,-0.0726687,-1.68991,-23.0487,-4.49417,15.111,16.0717,42.7433,38.5142
405.737,0.911926,0.327228,4,15,0,-404.184,0.819656,-0.186123,-1.81925,59.3175,-16.4859,3.91307,-93.3757,-77.5484,-42.9645
406.517,0.995636,0.356761,2,7,0,-402.551,0.835849,-0.184662,-1.72458,11.6394,-5.01138,60.5379,100.3,49.3678,20.4463
406.517,0.194278,0.557542,2,3,0,-404.692,0.835849,-0.184662,-1.72458,-34.9974,-16.2693,-32.9205,100.3,49.3678,20.4463
403.764,0.983985,0.0811334,5,47,0,-403.186,0.859655,-0.206109,-1.8066,19.4025,3.47182,-20.0406,238.5,125.066,-37.9931
406.594,0.966714,0.133226,3,11,0,-401.848,0.842694,-0.213106,-1.73714,43.2023,55.3436,38.393,-17.4377,-39.3418,12.5591
405.095,0.960978,0.216179,4,15,0,-404.934,0.846052,-0.198132,-1.69078,11.9831,-11.4167,-1.22578,109.403,50.1818,39.7691
405.094,0.889578,0.353127,4,15,0,-403.836,0.855522,-0.203157,-1.77908,-24.5438,4.57642,-30.907,200.517,103.352,-17.5054
406.849,0.970019,0.466715,3,11,0,-404.357,0.767131,-0.0987651,-1.76253,-36.6196,43.9483,20.0045,-43.9796,-2.56923,-4.64149
406.849,0.000572958,0.801127,1,1,0,-406.203,0.767131,-0.0987651,-1.76253,-38.0126,-10.9644,-2.52139,-43.9796,-2.56923,-4.64149
406.385,0.998378,0.0650729,6,79,0,-404.746,0.846773,-0.222151,-1.75259,-51.4742,28.2386,-1.03286,-36.9453,-56.8144,2.16368
406.944,0.982764,0.123829,5,31,0,-404.309,0.799388,-0.127691,-1.74939,-20.4799,35.2808,-37.1905,105.574,78.961,4.56145
404.952,0.720163,0.224044,3,11,0,-402.605,0.81786,-0.137577,-1.75442,-3.76715,-53.5121,-4.61209,239.033,159.992,-2.40296
405.298,1,0.178974,3,15,0,-403.424,0.768048,-0.124856,-1.74278,-8.10051,47.5315,4.23087,-210.593,-122.588,5.12665
407.132,0.952249,0.340084,2,3,0,-405.67,0.783582,-0.123346,-1.73005,-26.263,-38.5147,-1.33727,-33.5454,-8.85718,17.2865
406.851,0.472282,0.55436,1,3,0,-404.7,0.781145,-0.11119,-1.78937,12.5289,-3.4519,44.2688,24.0223,36.3864,-21.8967
407.461,0.966338,0.209696,4,31,0,-406.026,0.815086,-0.172586,-1.75678,-9.67043,35.3007,-19.173,-36.4181,-33.1502,1.04154
407.055,0.890886,0.356096,2,7,0,-406.124,0.808765,-0.152735,-1.79787,36.9939,-1.39385,19.8264,36.0417,23.1351,-26.6044
407.055,0.0332601,0.479162,2,7,0,-405.59,0.808765,-0.152735,-1.79787,-60.8727,1.52574,8.44353,36.0417,23.1351,-26.6044
406.65,0.992243,0.050856,6,79,0,-404.769,0.840494,-0.191054,-1.76664,-18.3599,-37.0467,24.6055,114.484,54.5413,-6.56692
406.037,0.996964,0.0932803,5,31,0,-405.147,0.824566,-0.16509,-1.80823,29.2982,-12.7661,-20.2757,132.415,78.5372,-35.1253
406.474,1,0.17179,2,3,0,-405.898,0.819673,-0.180171,-1.8096,-21.045,-20.5259,8.0511,-44.7229,-42.9819,-35.2133
407.015,0.960795,0.31599,2,7,0,-405.572,0.825595,-0.170538,-1.73756,5.9627,-2.49347,-36.6106,90.0301,49.0049,12.8198
407.217,0.975354,0.514409,2,7,0,-406.948,0.812842,-0.154957,-1.7318,-15.6846,12.9001,-6.26003,60.2274,36.9946,16.7674
407.217,0.00407235,0.865622,1,3,1,-406.343,0.812842,-0.154957,-1.7318,24.9894,-9.38517,23.1364,60.2274,36.9946,16.7674
406.762,0.994127,0.0943567,4,15,0,-406.176,0.802543,-0.144184,-1.70746,-14.0112,-24.6699,4.2823,23.9869,18.2514,31.5274
406.503,0.972373,0.168264,4,19,0,-405.564,0.773868,-0.122023,-1.737,-15.976,15.2883,-24.8098,-127.594,-68.289,11.3739
404.388,0.957971,0.279856,3,15,0,-402.438,0.812062,-0.143576,-1.66788,-55.4504,21.122,-20.2905,113.752,75.4083,52.6767
406.354,0.774582,0.443689,2,7,0,-403.952,0.824386,-0.161931,-1.7885,-18.1152,-0.0706864,46.3122,149.161,90.9087,-21.6615
406.461,0.510679,0.42423,3,15,0,-403.445,0.773104,-0.0938449,-1.72913,-5.45237,55.902,21.1245,54.0187,60.5155,16.3933
406.601,0.986173,0.199389,4,23,0,-405.144,0.804534,-0.160273,-1.80706,-14.3089,34.1815,-20.2011,-73.3328,-50.8455,-33.5515
407.091,0.969475,0.337958,2,7,0,-404.125,0.817266,-0.160007,-1.72986,7.22031,-10.0807,51.9081,72.3669,42.4841,17.8477
407.091,0.128116,0.543372,1,3,0,-406.831,0.817266,-0.160007,-1.72986,-10.6851,-3.30157,-13.9879,72.3669,42.4841,17.8477
405.631,0.991075,0.0948991,4,23,0,-403.544,0.821949,-0.161846,-1.69074,-4.32997,-15.5684,42.0936,101.208,60.0942,40.4482
405.182,0.981454,0.161808,5,31,0,-403.82,0.829535,-0.201394,-1.68556,-6.69726,-36.8131,-15.2493,-68.698,-65.1414,43.0583
404.471,0.969704,0.266851,4,15,0,-403.111,0.853787,-0.235709,-1.81732,51.0932,-5.34894,18.3876,-64.034,-85.216,-43.6442
406.18,0.687071,0.423686,3,7,0,-402.744,0.820866,-0.193435,-1.78966,-72.6611,26.7564,28.7612,-128.274,-102.916,-22.809
406.096,0.978178,0.324973,2,3,0,-405.58,0.817722,-0.190337,-1.78919,-10.1035,-23.7502,-4.37054,-141.702,-109.941,-22.7238
407.17,0.14379,0.522611,3,7,0,-403.932,0.802747,-0.161873,-1.7531,13.2594,-50.8828,-31.8015,-95.6705,-66.041,2.66513
407.063,0.999008,0.102678,4,31,0,-406.195,0.815065,-0.154776,-1.78239,24.5275,4.33435,-24.2931,92.8077,58.3496,-16.417
406.847,0.999252,0.174144,3,7,0,-406.83,0.804903,-0.163601,-1.79281,4.056,-3.65635,-0.7312,-91.8466,-64.4454,-23.7827
406.565,0.953984,0.293231,4,15,0,-406.222,0.806116,-0.170302,-1.7882,4.95052,5.28462,-17.1065,-126.949,-90.3303,-21.3301
406.565,0.000338524,0.43844,1,1,0,-404.122,0.806116,-0.170302,-1.7882,-39.6126,-47.6041,4.34375,-126.949,-90.3303,-21.3301
407.056,0.999954,0.0636501,5,63,0,-405.91,0.807979,-0.15668,-1.79971,16.4997,32.7265,-12.8795,-3.4599,-4.20962,-27.8073
407.127,0.999307,0.106894,5,39,0,-406.209,0.781756,-0.12105,-1.7816,-23.2098,16.3478,21.6846,-42.0451,-11.2805,-16.2852
405.403,0.904142,0.17793,2,7,0,-404.638,0.778517,-0.0922845,-1.79696,-43.7206,2.86726,-6.31362,137.085,118.982,-29.7713
402.158,0.928685,0.234268,3,7,0,-400.577,0.766691,-0.0840001,-1.86382,-46.4415,-30.8905,-0.434113,67.2552,84.1553,-79.9198
403.562,1,0.325684,3,7,0,-401.147,0.758868,-0.0764592,-1.84158,-36.2749,4.55112,42.3449,25.8093,59.8355,-62.7484
404.909,0.217307,0.533235,3,7,0,-402.098,0.746563,-0.0598845,-1.79715,-31.9331,5.7353,47.5535,4.20056,50.4656,-31.3066
406.111,0.998774,0.138758,3,15,0,-404.46,0.751439,-0.0757699,-1.75694,15.0417,-24.8238,31.6817,-53.863,1.69414,-2.68598
407.123,0.974365,0.226291,4,23,0,-405.179,0.806709,-0.14767,-1.72304,-61.111,23.1998,10.1433,44.3182,29.9796,22.179
407.228,0.905943,0.346556,3,15,0,-406.735,0.795425,-0.146784,-1.73531,-5.83199,-18.222,14.118,-67.3848,-41.0451,14.2381
407.346,0.250347,0.451054,4,15,0,-404.316,0.827701,-0.182657,-1.753,-8.97222,-58.8942,-13.4042,30.9657,5.32429,3.47957
407.32,0.991661,0.131065,4,31,0,-406.54,0.800235,-0.15453,-1.7716,-34.5394,19.2476,-5.63568,-74.7632,-49.0351,-9.10947
407.22,0.993094,0.207719,3,15,0,-406.751,0.815278,-0.154761,-1.74924,14.9084,-11.0577,16.4363,89.7588,56.1412,5.46801
406.133,0.939308,0.328356,2,7,0,-404.724,0.806779,-0.160326,-1.69142,28.3846,11.6193,-30.6516,-35.3352,-26.7639,40.7739
405.544,0.450678,0.457525,3,7,0,-405.041,0.820707,-0.174422,-1.83416,23.7161,18.5912,3.48747,13.0408,-3.21847,-53.0348
407.155,0.991752,0.213913,3,15,0,-404.344,0.808879,-0.163248,-1.72436,-15.7608,9.38378,49.9054,-35.9181,-28.3756,21.4211
405.389,0.951804,0.334207,3,7,0,-404.843,0.760827,-0.0760242,-1.8009,-7.90777,1.8111,22.1056,51.0952,72.5589,-32.6058
407.338,0.609472,0.475654,2,7,0,-404.54,0.786329,-0.130401,-1.74703,-56.8388,30.0061,-28.4405,-54.0463,-24.6894,6.69452
406.751,0.637665,0.318826,3,15,0,-404.209,0.772794,-0.108505,-1.78675,19.7486,46.9026,-24.0374,-53.2615,-11.9391,-20.5099
406.002,0.993546,0.228252,2,7,0,-405.669,0.768997,-0.0941054,-1.80479,9.49315,-13.954,11.5288,10.1387,37.206,-33.7986
406.002,0.35628,0.354055,1,1,0,-405.076,0.768997,-0.0941054,-1.80479,-37.7358,-21.6397,3.54423,10.1387,37.206,-33.7986
407.454,0.99995,0.138839,5,31,0,-405.89,0.788733,-0.127754,-1.76651,40.2907,-15.8779,26.6041,-10.6215,5.01174,-5.71191
406.663,0.988981,0.217819,4,19,0,-405.811,0.764282,-0.0885797,-1.75049,-23.0674,26.6134,8.64532,-2.92424,27.8138,2.78217
407.232,0.784495,0.332154,3,15,0,-405.088,0.817008,-0.177809,-1.73965,-8.48238,42.5933,24.6814,-50.0347,-44.1238,11.7621
407.111,0.958799,0.327158,3,11,0,-406.266,0.800511,-0.131719,-1.74636,-34.4241,20.2737,-7.9784,89.3172,66.5673,6.8823
407.111,0.381402,0.464946,1,3,0,-406.299,0.800511,-0.131719,-1.74636,-24.7127,-23.5964,11.1627,89.3172,66.5673,6.8823
406.845,0.979146,0.196729,4,19,0,-406.176,0.821576,-0.160623,-1.77573,39.9442,-2.30708,-7.94555,123.147,74.861,-12.4142
406.265,0.814057,0.291322,1,1,0,-406.107,0.823632,-0.157446,-1.77503,-15.2713,-8.73129,3.02739,169.543,106.166,-13.0901
407.457,1,0.305253,2,7,0,-406.337,0.821062,-0.174053,-1.76886,14.1513,33.8332,-10.5503,19.0792,1.59885,-6.72248
407.457,0.101391,0.468764,3,7,0,-406.635,0.821062,-0.174053,-1.76886,16.0153,29.8776,1.75653,19.0792,1.59885,-6.72248
407.437,0.996955,0.113755,4,23,0,-406.828,0.814498,-0.165042,-1.73773,23.9385,-3.45144,-19.0217,10.0887,0.283632,13.3757
406.78,0.99082,0.173694,4,23,0,-406.061,0.765199,-0.0968456,-1.75787,36.4859,-10.091,11.4009,-51.2245,-6.57737,-1.7718
406.814,0.92841,0.260791,4,15,0,-405.511,0.791055,-0.142094,-1.71949,-46.8716,8.55546,19.8919,-78.9492,-46.6026,23.6363
407.443,0.695172,0.343809,2,7,0,-405.878,0.794728,-0.131298,-1.74743,-35.6211,-26.0906,22.5161,30.1321,28.8585,6.76824
407.455,0.996409,0.283007,2,7,0,-407.167,0.793288,-0.129047,-1.75642,-11.1219,0.598963,-15.0664,30.5723,30.4708,0.925245
407.455,0.380386,0.425973,2,7,0,-405.732,0.793288,-0.129047,-1.75642,-56.0739,-4.75162,22.2846,30.5723,30.4708,0.925245
407.204,0.995847,0.187692,4,31,0,-406.739,0.828893,-0.190892,-1.7456,10.1435,-21.7763,-6.3371,-13.2013,-26.6805,8.0333
407.169,0.957311,0.281596,3,13,0,-405.822,0.791976,-0.143083,-1.73758,47.6868,-24.2778,4.09855,-79.088,-46.8197,12.5885
406.776,0.883988,0.390068,2,3,0,-406.667,0.792815,-0.150441,-1.73576,-1.40192,6.58967,8.33868,-119.554,-76.1439,13.0027
406.903,0.177726,0.466545,3,7,0,-405.353,0.841478,-0.206365,-1.76136,22.647,40.116,-7.15295,15.6415,-16.0201,-2.6023
406.593,0.968979,0.140529,3,15,0,-405.239,0.847814,-0.206509,-1.75682,-54.2938,2.59829,-15.1863,84.0599,27.9506,-0.163902
407.34,0.971638,0.198813,4,23,0,-405.995,0.806541,-0.162814,-1.77395,57.707,-9.18201,-5.32243,-63.8575,-46.0977,-10.5041
406.807,0.966894,0.281793,4,15,0,-406.418,0.781162,-0.104125,-1.76534,-5.3166,16.6412,12.0323,73.9476,70.6023,-6.35473
404.946,0.801028,0.394491,2,5,0,-404.714,0.758564,-0.0615199,-1.73787,-15.783,8.76248,8.54023,120.104,118.214,7.47849
406.574,0.951617,0.400759,3,7,0,-405.185,0.770072,-0.0923429,-1.77659,-58.3944,4.84815,9.35493,35.1091,52.1586,-14.2984
406.574,0.0678966,0.542359,1,1,0,-406.365,0.770072,-0.0923429,-1.77659,16.449,11.3973,1.51181,35.1091,52.1586,-14.2984
406.861,0.909127,0.136866,3,15,0,-403.588,0.798581,-0.125453,-1.75293,90.088,5.06553,14.1724,113.102,84.9567,2.08289
407.208,0.989999,0.171273,4,31,0,-404.844,0.807251,-0.153153,-1.72288,2.86444,-46.9401,23.2781,13.8335,8.00092,22.4616
407.152,0.986168,0.24903,4,19,0,-406.672,0.813322,-0.156269,-1.72721,25.5783,-11.917,-10.6316,56.0186,33.6763,19.6263
406.882,0.738115,0.35831,3,15,0,-405.743,0.790386,-0.126196,-1.79895,-48.6548,-10.9962,-12.0447,19.8269,26.4473,-27.9309
406.921,0.974,0.323608,2,3,0,-406.769,0.787969,-0.133032,-1.79526,0.136786,8.36835,-9.48157,-60.7926,-28.8761,-25.4878
406.921,0.0231269,0.453236,2,7,0,-404.113,0.787969,-0.133032,-1.79526,-74.1383,-10.8093,24.8252,-60.7926,-28.8761,-25.4878
406.003,0.965661,0.109129,5,39,0,-404.722,0.807007,-0.177475,-1.78513,-11.1842,32.9658,-18.2524,-169.142,-120.959,-20.4356
407.14,1,0.150759,4,31,0,-405.803,0.785278,-0.133765,-1.747,19.8777,33.7259,15.8975,-88.5417,-48.3693,6.30338
405.373,0.924002,0.221189,3,7,0,-404.459,0.788777,-0.128798,-1.83625,26.9094,27.9258,3.11315,-21.3192,0.0540887,-55.2393
406.092,0.99667,0.281568,3,15,0,-404.708,0.803284,-0.145595,-1.82481,26.686,-25.3618,23.6748,26.2728,21.0315,-46.1364
406.331,0.401012,0.408225,3,7,0,-403.948,0.826464,-0.173831,-1.80931,47.3907,6.27466,37.7048,87.5345,45.1572,-35.2045
407.09,0.998062,0.200653,4,15,0,-405.992,0.83253,-0.184445,-1.77004,10.5807,11.3839,29.9138,73.2285,31.2288,-8.03461
406.363,0.978188,0.291135,3,7,0,-406.187,0.850518,-0.210666,-1.77498,11.3294,6.82698,9.19713,87.2911,27.2295,-12.3852
406.516,0.74702,0.40637,3,7,0,-405.232,0.8177,-0.152408,-1.72643,-24.0105,30.7175,-16.9236,126.684,80.6903,18.9309
405.556,0.811952,0.374072,2,7,0,-404.945,0.803575,-0.1738,-1.70987,-21.3918,-14.8477,15.6697,-155.194,-109.383,27.57
404.971,0.418941,0.386819,2,3,0,-403.319,0.830017,-0.156993,-1.73419,-49.2553,-19.2248,20.4351,226.864,142.887,10.9979
406.549,0.974889,0.199042,3,7,0,-404.577,0.81997,-0.153221,-1.75862,38.2986,39.7364,-11.639,153.832,98.0188,-1.90611
406.735,1,0.275127,3,11,0,-405.785,0.79931,-0.146656,-1.70644,15.3606,30.8741,9.22839,-23.8387,-13.4779,32.0891
407.374,0.881353,0.396481,2,7,0,-406.349,0.798992,-0.134991,-1.74424,8.13816,12.8549,-28.5551,50.2765,39.9657,8.77296
407.226,0.420988,0.462662,3,7,0,-405.416,0.829577,-0.191113,-1.76764,-21.7708,-20.0105,-35.0929,-8.07835,-24.0784,-6.24632
405.684,0.928408,0.241152,3,11,0,-405.479,0.850533,-0.234341,-1.7455,-16.0139,7.80771,-7.47548,-79.7728,-89.5476,5.44179
406.674,0.916136,0.305626,3,13,0,-402.908,0.775977,-0.111146,-1.71679,-17.6471,54.8795,-33.7449,-30.3221,-1.88162,24.889
405.075,0.686936,0.378489,3,15,0,-403.249,0.78081,-0.140274,-1.69799,-48.0608,28.4708,-16.9397,-163.87,-100.619,33.9987
406.48,0.959492,0.314886,4,15,0,-404.538,0.813193,-0.178746,-1.71671,-64.067,-1.20761,-19.4857,-92.1476,-71.2195,25.1209
406.101,0.855131,0.419442,3,11,0,-405.006,0.770922,-0.11938,-1.78366,21.1036,-0.70651,29.5468,-155.24,-82.9253,-19.8274
406.738,0.939659,0.466116,3,15,0,-406.043,0.837088,-0.201513,-1.72693,11.5877,-28.2021,-1.03408,1.9309,-21.2765,19.3892
406.738,0.227954,0.598032,1,3,0,-406.423,0.837088,-0.201513,-1.72693,-3.25812,-13.1905,-12.655,1.9309,-21.2765,19.3892
407.379,0.990679,0.227852,4,15,0,-406.488,0.799696,-0.147099,-1.78346,37.6526,-11.3382,15.5215,-27.8729,-15.1622,-16.7205
407.101,0.993538,0.319005,3,15,0,-405.412,0.836439,-0.19501,-1.75292,40.2763,-31.2845,16.4942,39.8813,5.2137,3.19275
405.494,0.815557,0.447697,2,3,0,-405.244,0.840525,-0.217892,-1.70408,1.61564,-7.24301,13.945,-67.4731,-72.0215,31.8261
405.205,0.84667,0.464351,3,7,0,-404.454,0.862903,-0.244179,-1.719,-1.81872,20.4803,19.6504,-13.5214,-49.751,21.9483
405.101,0.181901,0.507311,4,15,0,-404.98,0.865061,-0.246835,-1.71904,7.93347,8.93151,-5.54994,-8.88246,-47.953,21.7574
406.112,0.932636,0.182079,4,15,0,-403.105,0.786252,-0.144305,-1.7903,-68.8292,20.5947,-28.932,-165.004,-101.552,-23.9003
407.067,1,0.230177,2,3,0,-406.108,0.79316,-0.12351,-1.77856,-20.6687,-25.6672,-15.8065,70.8291,59.7348,-14.2609
407.49,0.824385,0.324916,2,7,0,-406.28,0.792473,-0.137599,-1.75075,18.6688,27.9484,-20.4957,-37.9176,-17.6232,4.67269
405.898,0.885868,0.342068,2,7,0,-405.523,0.80405,-0.138501,-1.82115,-4.23986,11.0266,15.9365,92.4183,67.199,-44.1364
406.226,1,0.398441,3,7,0,-405.611,0.823932,-0.190716,-1.70581,2.9662,-12.7213,21.2617,-59.594,-55.3585,31.879
406.226,0.173482,0.559371,2,3,0,-406.134,0.823932,-0.190716,-1.70581,-3.00048,9.34744,4.08185,-59.594,-55.3585,31.879
406.153,0.791362,0.202057,2,3,0,-402.984,0.832389,-0.174502,-1.71825,-42.7414,-42.1588,31.3668,130.137,73.0864,23.7738
405.84,0.998335,0.201699,4,31,0,-405.104,0.761632,-0.104989,-1.78165,-29.7259,11.7054,-16.6321,-155.33,-75.8873,-19.166
407.362,0.95719,0.282053,4,15,0,-404.817,0.803031,-0.139089,-1.75043,74.4481,-8.72905,-19.5848,66.117,48.3536,4.78158
407.333,0.857661,0.368108,2,3,0,-406.965,0.798002,-0.149354,-1.73852,24.3072,12.7442,3.8122,-58.0344,-36.1857,12.3996
404.256,0.772346,0.40823,3,7,0,-402.606,0.821083,-0.172401,-1.65559,12.3492,-31.7065,27.0568,26.5129,8.08196,60.5583
407.225,0.998323,0.394247,3,7,0,-403.267,0.783226,-0.115707,-1.74176,-26.4163,20.3376,-56.2495,13.8143,25.433,9.8521
406.398,0.0736749,0.547647,2,5,0,-402.975,0.814921,-0.144938,-1.73755,36.0515,-60.2018,0.48889,150.551,99.5131,11.415
406.898,0.999761,0.172483,4,27,0,-405.812,0.840776,-0.202274,-1.77125,27.1062,30.6755,6.73612,37.4583,-0.442147,-9.06397
406.901,0.912947,0.240261,4,19,0,-405.926,0.771311,-0.108248,-1.74015,-2.98786,-34.2573,-4.51997,-61.8952,-19.7283,10.0827
406.918,0.960363,0.290839,3,15,0,-406.174,0.791175,-0.137815,-1.79732,-10.6055,28.7814,5.41989,-59.4187,-30.3948,-26.7867
407.517,0.933204,0.379121,2,7,0,-406.548,0.792544,-0.131101,-1.75719,14.6262,9.74261,-27.6286,7.98776,15.0418,0.531576
407.274,0.69153,0.472611,2,7,0,-406.224,0.799543,-0.152597,-1.7364,34.7609,-18.3585,17.4678,-63.417,-41.142,13.6839
406.743,0.773265,0.401828,3,7,0,-406.372,0.78824,-0.144551,-1.76825,11.1452,9.40696,15.4117,-137.045,-84.1354,-8.26667
407.233,0.984056,0.388892,2,7,0,-406.433,0.793243,-0.135225,-1.78895,20.0374,14.9278,-21.0176,-14.707,-0.627999,-20.6784
406.977,0.145883,0.523877,4,15,0,-406.125,0.785137,-0.112421,-1.77571,-36.3887,11.6349,15.2146,60.0422,58.1796,-12.7044
405.084,0.990715,0.190026,4,15,0,-404.561,0.742685,-0.0494686,-1.75323,-29.1978,-0.156051,13.8293,34.8426,70.6677,-2.43457
404.731,0.982481,0.258735,4,15,0,-403.084,0.772103,-0.0947833,-1.67382,-58.3736,19.331,7.99981,34.1875,44.2491,48.9022
407.454,0.991681,0.347151,3,7,0,-403.889,0.800572,-0.139258,-1.74426,56.2614,-18.273,-44.5526,37.926,30.0714,8.94302
406.604,0.570373,0.471623,3,7,0,-402.563,0.846631,-0.207336,-1.77391,-18.1557,-11.3081,59.9089,67.235,16.0578,-11.2805
406.459,1,0.333632,2,3,0,-406.371,0.848954,-0.211571,-1.77791,-1.24942,-9.70807,-3.28466,63.2269,11.22,-14.13
