# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=758170905
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
406.704,0.932778,0.551334,2,3,0,-406.65,0.781209,-0.117969,-1.71293,-4.50875,6.51378,-0.605313,-21.392,0.69476,27.5348
406.704,4.16728e-55,0.837834,1,1,0,-404.136,0.781209,-0.117969,-1.71293,-45.5761,-37.9213,-8.85227,-21.392,0.69476,27.5348
406.432,0.998519,0.0821285,5,47,0,-405.568,0.796833,-0.143308,-1.81608,-11.1267,16.1868,23.994,-35.5862,-17.5677,-39.8794
406.135,0.961412,0.152609,4,31,0,-405.192,0.810941,-0.175164,-1.80879,-23.1546,6.17034,-26.3039,-111.82,-83.3514,-35.5032
406.008,1,0.252261,4,15,0,-405.371,0.83611,-0.190106,-1.70003,15.207,12.044,20.0814,64.2902,24.4234,35.4036
406.217,0.650026,0.461762,3,7,0,-405.46,0.831079,-0.204346,-1.7195,6.77585,1.9463,-28.0691,-77.6437,-73.2769,23.0788
406.246,0.995326,0.310488,4,15,0,-405.777,0.848871,-0.203041,-1.73823,8.83692,-4.69957,-20.9837,115.971,50.7288,11.2569
406.246,2.16627e-13,0.554449,1,1,0,-403.36,0.848871,-0.203041,-1.73823,67.6853,10.764,-23.8869,115.971,50.7288,11.2569
406.745,0.998975,0.061321,6,63,0,-405.593,0.823816,-0.162995,-1.77554,36.1013,-22.0204,-4.06927,131.301,78.9183,-12.4532
403.999,0.919846,0.111061,3,7,0,-403.415,0.82641,-0.146926,-1.78192,16.8225,-16.5402,13.2858,281.592,183.286,-22.0626
404.441,1,0.16037,3,7,0,-403.646,0.826098,-0.149386,-1.78528,-22.9607,-21.0173,-9.42732,261.498,169.223,-23.3682
406.967,1,0.286147,1,1,0,-405.456,0.818811,-0.160233,-1.78575,-39.8294,-26.6782,1.80221,96.2582,57.8443,-18.7343
406.868,0.161433,0.505737,2,6,1,-406.187,0.797679,-0.154087,-1.78826,16.4401,-22.964,-2.60837,-104.089,-67.4807,-20.8898
405.757,0.981638,0.0942252,5,55,0,-404.138,0.863632,-0.228992,-1.75009,41.4646,17.0594,22.7356,98.2834,26.79,2.83148
405.377,0.968611,0.15857,3,7,0,-404.948,0.858022,-0.244244,-1.75768,-13.4187,-13.654,-12.7099,-69.4243,-88.4318,-2.95453
405.076,1,0.25572,3,7,0,-404.951,0.873135,-0.24067,-1.74767,12.7708,2.53667,-6.42841,119.579,35.1328,3.22537
405.094,0.843467,0.444185,3,7,0,-402.822,0.760754,-0.11086,-1.78313,-35.0834,38.4742,12.5575,-209.457,-113.441,-21.6296
405.094,0.000281983,0.510069,1,1,0,-405.049,0.760754,-0.11086,-1.78313,-3.59961,-6.14419,-0.345188,-209.457,-113.441,-21.6296
406.895,0.997125,0.0670143,4,15,0,-404.191,0.771482,-0.110004,-1.76878,-61.8146,-19.3087,-22.1072,-76.6692,-28.6149,-8.5529
405.609,0.895277,0.115234,3,7,0,-403.938,0.78723,-0.10017,-1.77049,56.7277,9.44559,-2.78189,171.62,135.432,-12.018
406.718,0.975894,0.151877,3,11,0,-404.298,0.788318,-0.145508,-1.7511,6.4586,45.2924,-17.5831,-137.983,-85.4714,2.84349
406.19,0.994208,0.244046,3,11,0,-404.729,0.799402,-0.130067,-1.80996,-17.3496,-15.0444,-34.1545,99.8004,76.0925,-36.3445
407.169,0.737138,0.407561,3,15,0,-405.917,0.783407,-0.112701,-1.74805,16.2803,9.084,33.4442,36.6273,41.7293,5.64587
407.339,0.781362,0.35757,4,15,0,-406.01,0.801372,-0.153548,-1.73611,-45.3999,7.25788,-16.991,-50.542,-33.3264,14.0278
407.504,0.707628,0.350333,2,7,0,-406.374,0.802635,-0.152333,-1.77374,21.0248,14.8859,27.1996,-31.9164,-20.4732,-10.1009
405.782,0.640182,0.286789,2,5,0,-405.476,0.815028,-0.139017,-1.75195,-12.1587,-5.73689,-14.6733,197.119,132.39,0.816574
407.217,0.998423,0.199921,3,15,0,-405.345,0.784947,-0.116222,-1.77097,20.3502,39.7461,-6.80059,29.9116,36.7776,-9.13944
405.824,0.94664,0.331529,3,11,0,-405.257,0.805812,-0.15672,-1.83038,12.4609,-21.2415,5.36177,-32.0225,-22.3494,-50.2584
405.824,0.00914871,0.482382,3,7,0,-403.629,0.805812,-0.15672,-1.83038,-53.1892,1.21993,29.576,-32.0225,-22.3494,-50.2584
406.556,0.98861,0.0754908,4,23,0,-404.97,0.803324,-0.141957,-1.81069,35.4568,9.95071,-30.647,54.7354,40.9455,-36.0242
407.35,0.999963,0.121824,5,31,0,-406.235,0.819656,-0.172015,-1.78096,26.7818,-2.29105,28.61,18.1972,1.91857,-14.8319
407.439,0.860942,0.200586,3,15,0,-406.067,0.808538,-0.164196,-1.76909,16.5507,32.0158,14.0251,-50.6701,-38.3159,-7.11382
406.136,0.991935,0.237425,3,15,0,-405.996,0.829936,-0.197066,-1.80942,14.1887,-6.34838,-0.535164,-51.6321,-56.3085,-35.5968
405.221,0.996348,0.379516,4,15,0,-404.724,0.849127,-0.222959,-1.69432,-26.6558,10.3401,6.52131,-14.156,-39.5413,37.782
405.221,5.92412e-14,0.609087,1,3,1,-398.909,0.849127,-0.222959,-1.69432,62.9318,44.2597,-50.4506,-14.156,-39.5413,37.782
404.916,0.998943,0.10002,3,7,0,-404.727,0.856472,-0.226469,-1.69066,-12.1808,-6.61036,8.77447,34.9974,-9.33147,39.6844
403.723,0.956489,0.161823,4,15,0,-402.901,0.867707,-0.253389,-1.685,38.1593,6.31371,-8.63987,-22.4605,-56.9818,41.1938
403.799,0.930286,0.236481,2,3,0,-403.354,0.873901,-0.245673,-1.68746,16.8991,14.1721,-10.3049,83.7707,14.1129,39.8626
402.954,0.763431,0.324336,3,7,0,-401.905,0.881627,-0.277018,-1.69574,36.6524,9.26881,-18.0887,-35.0155,-75.7878,32.9471
401.109,0.942194,0.305599,3,7,0,-400,0.904299,-0.31454,-1.76405,3.14905,-14.3209,31.0331,-56.8937,-114.774,-14.7167
403.879,0.26228,0.427943,3,15,0,-399.592,0.722856,-0.0453399,-1.73937,72.4063,-25.8912,33.4027,-147.972,-46.0372,3.93808
404.267,1,0.133723,2,3,0,-403.819,0.725575,-0.0435451,-1.73639,27.2842,7.52593,5.23427,-106.312,-18.8277,6.6839
406.291,0.914552,0.212637,4,15,0,-403.455,0.75566,-0.0819696,-1.76617,12.378,-51.0393,-9.16347,-52.2286,0.492029,-8.27432
406.88,0.627565,0.27925,2,7,0,-403.897,0.770973,-0.110212,-1.747,73.8097,-0.904068,18.6079,-80.0193,-31.9245,5.58367
407.005,0.989258,0.196543,3,7,0,-406.76,0.775455,-0.102508,-1.7492,-19.1227,-7.33505,3.45146,21.3683,36.7747,4.4573
406.096,0.979052,0.302216,2,7,0,-405.977,0.759577,-0.0917016,-1.71871,-0.472383,5.09855,9.93128,-70.5081,-18.9708,22.2582
405.485,0.284137,0.45244,3,7,0,-403.946,0.755311,-0.089806,-1.79782,13.4977,-2.55861,-39.4499,-120.024,-44.5134,-30.4816
406.299,1,0.153878,5,31,0,-404.729,0.787212,-0.137684,-1.7048,-42.5799,24.5065,8.39969,-86.5034,-49.8042,32.1066
406.42,0.879252,0.240575,3,7,0,-405.343,0.802604,-0.133239,-1.71204,37.7056,11.5704,-16.2313,95.1053,68.6672,27.862
407.084,0.90935,0.290329,4,15,0,-405.565,0.792024,-0.129476,-1.79305,-10.1724,-27.6724,27.0642,14.2032,20.9516,-23.6705
407,0.609446,0.372349,3,7,0,-404.367,0.823135,-0.186957,-1.73153,-24.0197,-7.28741,-49.7711,-46.3549,-45.7946,16.6838
407.034,0.755237,0.255175,2,7,0,-405.555,0.820348,-0.18668,-1.74824,28.3576,26.7268,-19.4513,-76.3338,-65.2448,5.83167
406.729,0.994695,0.237385,4,15,0,-404.669,0.7819,-0.104903,-1.73728,-0.194833,0.337167,-47.1381,72.8165,68.0033,11.7534
405.399,0.70825,0.361792,3,7,0,-405.317,0.765644,-0.119702,-1.74055,9.78424,-0.682855,6.10686,-200.087,-113.556,6.74277
405.167,0.971748,0.305309,2,7,0,-403.935,0.788631,-0.0991945,-1.77387,-9.79042,-22.4518,-26.7969,195.727,151.569,-15.0818
406.848,0.188816,0.441493,4,15,0,-405.925,0.807374,-0.137494,-1.76018,31.5482,-17.7031,11.0602,126.51,88.0443,-2.52732
407.276,1,0.130043,3,11,0,-406.573,0.80709,-0.163547,-1.73659,-32.8019,-9.1223,-9.958,-57.8699,-42.5877,13.6812
405.335,0.797444,0.199157,2,7,0,-404.575,0.797921,-0.170685,-1.72854,27.2662,3.81399,-20.3073,-199.309,-136.441,14.897
407.403,0.955471,0.202231,2,3,0,-404.746,0.809214,-0.158953,-1.7332,-57.5888,-28.7924,14.0601,-4.39932,-6.22981,16.1704
407.403,0.847209,0.281497,1,3,0,-406.996,0.809214,-0.158953,-1.7332,24.6334,10.0425,2.76765,-4.39932,-6.22981,16.1704
407.56,0.98567,0.314926,2,7,0,-406.388,0.797004,-0.138812,-1.76651,23.3794,-11.9099,28.6176,2.61308,8.13902,-5.37699
407.56,4.82032e-08,0.462787,2,5,0,-402.96,0.797004,-0.138812,-1.76651,-20.6831,-65.2821,1.21739,2.61308,8.13902,-5.37699
407.559,0.999982,0.0973278,5,47,0,-407.451,0.816021,-0.168409,-1.75774,7.75775,-7.48364,4.76533,3.19118,-5.78088,0.630662
406.896,0.956343,0.14735,5,31,0,-405.965,0.780926,-0.120674,-1.79162,15.1431,24.7831,14.1489,-49.9587,-15.7513,-23.2745
406.646,0.979286,0.204066,2,3,0,-406.499,0.779435,-0.11987,-1.79866,-12.1264,-7.79129,3.65876,-62.401,-23.017,-28.376
406.822,0.995001,0.294561,3,15,0,-405.324,0.819319,-0.179452,-1.79899,38.9698,-20.2747,18.9334,-42.3274,-40.8859,-27.6244
406.519,0.356045,0.436776,4,15,0,-404.906,0.766179,-0.106404,-1.77074,-26.8594,26.6356,23.8948,-110.778,-48.6232,-10.6498
406.511,0.971117,0.188832,4,31,0,-405.504,0.805434,-0.139474,-1.7102,-5.24656,29.5889,9.93662,83.1376,58.2455,29.2871
406.056,0.931713,0.267031,3,15,0,-404.258,0.855698,-0.21368,-1.75158,-7.30833,33.1305,26.3125,118.958,47.1554,2.31389
407.31,0.593255,0.349176,2,7,0,-404.953,0.829431,-0.186249,-1.76262,-8.19908,47.0101,-7.20986,25.0583,-0.365293,-2.81901
407.1,0.966616,0.239643,3,15,0,-406.153,0.818112,-0.178354,-1.78675,-13.4881,18.3195,-23.505,-46.9736,-43.1067,-19.1261
406.129,0.872909,0.334038,4,15,0,-405.516,0.853804,-0.224486,-1.72985,-31.6096,-0.763765,11.6135,22.6015,-18.4875,16.5653
406.295,0.855158,0.38922,3,7,0,-405.279,0.839291,-0.193594,-1.80014,37.1258,-15.0151,10.9106,87.9677,35.3124,-29.0908
406.171,0.103345,0.438081,4,15,0,-405.831,0.845182,-0.205349,-1.79907,1.17044,16.6597,-7.5728,68.1738,16.5877,-28.5347
406.214,0.998536,0.121248,3,7,0,-406.006,0.841707,-0.213298,-1.79429,-1.30596,-7.64162,-12.5988,-33.7185,-52.5969,-25.3936
405.759,0.884703,0.178775,4,19,0,-404.435,0.789777,-0.109822,-1.70742,51.2255,-1.81916,6.47309,115.966,92.0266,29.3512
401.354,0.624845,0.212855,2,7,0,-401.305,0.7675,-0.144462,-1.70339,0.807766,6.85333,0.521193,-323.416,-204.556,22.8595
400.919,0.949546,0.156834,1,1,0,-400.452,0.76767,-0.146826,-1.70358,-27.5171,-9.4735,2.35484,-336.815,-214.152,21.8715
401.79,1,0.210081,1,1,0,-400.332,0.769761,-0.146028,-1.70481,42.9517,22.6269,-5.57469,-311.93,-197.847,22.8356
405.671,0.949964,0.307792,3,7,0,-402.177,0.795486,-0.157713,-1.7,-66.2014,-25.5461,27.1106,-130.276,-86.4752,34.0951
403.86,0.543282,0.410422,2,3,0,-403.741,0.809059,-0.125056,-1.68985,8.255,-1.00785,9.55588,203.578,141.036,37.2723
406.659,0.83693,0.261421,2,7,0,-402.873,0.797098,-0.156491,-1.72589,59.9037,30.521,-34.0172,-112.883,-74.6791,19.2555
406.238,0.999652,0.283796,3,15,0,-406.151,0.827824,-0.170564,-1.80182,-4.83229,-7.90363,-3.5184,127.81,72.7568,-30.4945
405.427,0.0870059,0.412383,3,15,0,-403.637,0.818181,-0.149653,-1.81107,-60.2285,0.974334,-4.20982,176.045,114.663,-38.2996
405.132,0.952641,0.11672,4,19,0,-403.336,0.826278,-0.151563,-1.75309,-25.1785,-14.2073,-37.1339,232.468,149.153,-1.03894
407.359,0.997269,0.156044,3,7,0,-404.374,0.812884,-0.16803,-1.73579,-52.0357,-30.0111,28.1565,-27.0407,-24.873,14.4602
405.869,0.909502,0.225287,2,7,0,-404.468,0.821464,-0.160621,-1.6976,-0.850622,-4.02814,38.6276,105.418,63.3189,36.4589
407.271,0.98943,0.277691,3,11,0,-405.172,0.791408,-0.139275,-1.73685,8.19781,-30.599,34.4722,-59.2259,-32.3616,13.2571
404.913,0.612288,0.393373,3,7,0,-404.43,0.740825,-0.0756946,-1.73882,4.50972,19.4484,-9.49321,-163.532,-69.9972,6.5754
405.435,0.957078,0.286727,4,15,0,-403.648,0.797375,-0.118,-1.80452,45.9014,-27.0204,2.41587,167.68,125.723,-34.3504
406.717,0.483758,0.382739,3,7,0,-404.24,0.784907,-0.126287,-1.71138,26.2339,35.2962,-30.4108,-37.6648,-13.4113,28.6255
406.544,0.968106,0.223563,4,15,0,-404.904,0.796961,-0.151065,-1.80495,20.1056,-8.70613,-38.372,-93.1479,-58.746,-32.4093
407.135,0.290714,0.303783,3,9,0,-401.584,0.825079,-0.169495,-1.75424,17.4303,55.9847,-48.4396,94.4754,52.2349,2.20752
407.044,0.98848,0.127708,3,15,0,-405.52,0.837512,-0.19923,-1.74893,-2.76906,38.1792,-4.50092,22.0087,-8.1,5.69207
406.361,0.901226,0.179674,3,15,0,-403.49,0.812619,-0.184604,-1.76081,-48.5668,37.2891,-17.5779,-149.23,-111.257,-3.81154
406.361,0.643481,0.217082,1,1,0,-404.921,0.812619,-0.184604,-1.76081,-35.0618,-27.8027,-6.80157,-149.23,-111.257,-3.81154
402.809,0.719403,0.168568,2,3,0,-401.344,0.811219,-0.203503,-1.77108,-48.9214,-10.97,13.6269,-305.013,-220.571,-17.6101
406.685,1,0.149233,2,3,0,-402.504,0.8346,-0.183485,-1.78394,-72.162,-38.3317,11.5301,106.157,52.532,-17.8556
406.513,0.979133,0.212886,4,31,0,-403.734,0.85072,-0.215658,-1.76499,-18.8361,43.8621,-25.959,52.3151,2.85159,-5.58013
406.352,0.934381,0.292403,4,15,0,-405.504,0.845711,-0.218855,-1.73285,-1.58123,-13.3053,-26.7838,-24.1999,-46.092,14.9183
406.162,0.703247,0.371591,3,15,0,-404.86,0.795485,-0.152904,-1.80768,-47.9683,12.9704,2.18015,-125.935,-80.7003,-34.9708
406.069,0.979227,0.319759,2,3,0,-405.927,0.804196,-0.133768,-1.80672,1.09742,-2.62014,-12.0466,128.542,92.4703,-34.4048
406.536,0.410769,0.437121,3,7,0,-406.003,0.81105,-0.16712,-1.81148,26.0418,-5.1283,13.7147,-48.0487,-38.2457,-36.4552
406.581,0.796697,0.231042,2,3,0,-404.941,0.802669,-0.151767,-1.81323,-50.7617,-14.886,12.8178,-30.2872,-18.7175,-37.6377
407.097,0.991896,0.232934,3,15,0,-405.733,0.816655,-0.16266,-1.79238,-21.0432,16.7616,-30.4314,53.7143,29.3518,-22.8185
406.126,0.483341,0.324447,3,7,0,-405.135,0.829219,-0.164841,-1.77173,-24.5769,-16.2897,-21.3674,178.04,107.975,-11.1253
406.371,1,0.19475,3,15,0,-405.513,0.798994,-0.16531,-1.76215,34.0332,-13.6078,-10.4575,-163.589,-111.222,-4.87841
407.474,0.601583,0.27443,3,11,0,-403.344,0.792124,-0.130667,-1.7469,30.6434,57.9662,15.0533,6.46068,13.9653,7.13679
405.937,0.827393,0.200751,2,3,0,-405.642,0.801313,-0.120508,-1.75391,-10.3571,-12.3187,-9.62977,177.666,128.712,-0.363005
405.059,0.938171,0.21283,2,3,0,-404.856,0.804194,-0.118437,-1.75445,9.96127,12.2262,1.11098,223.798,159.283,-2.4259
404.041,0.804544,0.270138,4,15,0,-398.929,0.828034,-0.186336,-1.85577,-64.893,-27.3895,-49.6076,9.08706,-12.9031,-69.9734
405.369,0.78139,0.275565,3,7,0,-402.844,0.812617,-0.164697,-1.83899,-4.9235,37.5785,33.7823,-10.8624,-13.1778,-56.6567
405.507,0.431156,0.270718,2,3,0,-402.939,0.817279,-0.159536,-1.83089,46.5744,30.9729,-23.7048,90.791,54.8533,-51.0398
405.818,1,0.151184,4,15,0,-405.238,0.805493,-0.15753,-1.82985,-29.5349,0.736786,12.848,-42.6153,-29.5889,-49.9301
407.471,0.999267,0.211493,3,15,0,-405.525,0.793475,-0.140373,-1.76564,-13.3737,4.00872,44.5757,-47.9437,-25.0432,-5.03712
407.225,0.976073,0.294865,4,15,0,-406.819,0.821845,-0.181434,-1.78064,-22.8487,2.1477,-12.5507,-26.0822,-31.1544,-14.8377
406.066,0.863059,0.395298,3,7,0,-405.82,0.812148,-0.170296,-1.69231,-2.93503,13.39,7.87025,-45.2433,-37.2899,40.1492
406.213,0.131892,0.44182,2,5,0,-403.548,0.810931,-0.138862,-1.72604,-35.1415,12.5973,-45.2613,146.312,99.3294,18.4715
406.316,0.999594,0.154582,5,31,0,-405.455,0.785297,-0.108042,-1.71694,9.51372,25.6167,-12.3645,84.2325,72.9045,24.2055
407.156,0.995861,0.214911,4,15,0,-406.258,0.780354,-0.120992,-1.77459,5.77916,21.9944,20.3407,-56.8698,-21.0381,-11.681
406.745,0.999725,0.296412,3,7,0,-406.498,0.767521,-0.0914057,-1.75469,13.9897,-3.16292,12.3497,12.5959,36.7113,0.25675
407.296,0.598387,0.410484,3,15,0,-405.437,0.825461,-0.175668,-1.77095,39.499,-11.5795,32.1537,57.0711,25.1416,-8.33361
407.291,0.663678,0.30236,4,15,0,-405.826,0.803923,-0.145062,-1.78674,-14.5294,-36.0047,-5.39212,36.3265,27.0714,-18.9654
407.364,0.974207,0.247099,3,7,0,-406.961,0.802088,-0.156386,-1.77162,-10.1089,1.95084,-19.3957,-67.2785,-45.1451,-9.01026
405.852,0.949951,0.328026,3,7,0,-405.366,0.839017,-0.201642,-1.81624,-30.2756,3.14103,-5.53785,23.4692,-10.8432,-40.4508
405.852,0.000236563,0.418622,3,7,0,-404.167,0.839017,-0.201642,-1.81624,37.7848,29.5447,-9.79368,23.4692,-10.8432,-40.4508
404.088,0.922504,0.122504,3,7,0,-403.728,0.82543,-0.206497,-1.82279,-8.5469,17.741,-0.964596,-185.301,-147.593,-48.4623
407.213,0.859729,0.15006,4,31,0,-399.422,0.824188,-0.171365,-1.74193,83.5465,26.6617,-62.7341,70.127,35.8371,10.3531
406.953,0.925902,0.166671,3,11,0,-405.063,0.829148,-0.195406,-1.77805,21.242,31.1264,26.9333,-44.829,-50.0474,-13.575
405.218,0.655666,0.204785,2,7,0,-403.14,0.840256,-0.178349,-1.78959,33.7931,27.8518,-27.8916,212.058,122.912,-24.371
405.963,1,0.166159,3,7,0,-405.304,0.838229,-0.181404,-1.78803,-26.182,-16.5,6.88669,164.899,91.1592,-21.899
404.841,0.823472,0.228316,2,7,0,-403.473,0.811843,-0.194371,-1.76358,-22.0139,14.5832,31.366,-228.334,-166.725,-8.66319
405.137,0.939009,0.239357,2,7,0,-402.933,0.810085,-0.188735,-1.77993,-18.1994,-30.0773,34.6106,-214.882,-155.803,-18.739
404.543,0.954783,0.298936,2,3,0,-403.368,0.840767,-0.173195,-1.78287,19.4814,30.8131,-3.59532,253.427,152.109,-21.3439
404.442,0.672861,0.381867,3,13,0,-403.351,0.861856,-0.207586,-1.73988,-18.132,-22.0751,21.4954,223.13,117.262,6.80625
403.319,0.949016,0.318319,4,15,0,-401.343,0.782416,-0.146355,-1.83349,57.3314,-18.7693,-2.82966,-246.377,-154.05,-57.6355
405.824,0.845893,0.402462,3,7,0,-403.136,0.760747,-0.0987019,-1.71225,-18.9012,-22.0393,46.5992,-102.8,-43.1064,25.9335
405.43,0.216175,0.435309,2,7,0,-404.727,0.766542,-0.100456,-1.6885,-25.163,-0.914871,-20.5838,-53.0158,-13.1905,40.6791
406.843,0.984417,0.183411,4,31,0,-404.418,0.800246,-0.149884,-1.71092,-44.2082,9.11045,38.6554,-35.4563,-22.2655,29.406
405.838,0.766816,0.244348,2,3,0,-404.854,0.789185,-0.149747,-1.71043,18.9525,27.4314,-6.04326,-145.134,-92.4982,27.553
407.183,0.924003,0.235102,4,15,0,-404.986,0.820105,-0.170092,-1.72776,21.7594,38.2807,22.1818,34.574,13.7273,19.4481
405.903,0.417088,0.285688,2,3,0,-404.358,0.809717,-0.179349,-1.71137,-33.751,-29.8309,-8.81736,-129.778,-95.5233,27.3902
406.025,1,0.163769,2,7,0,-405.469,0.812479,-0.179888,-1.70607,-25.8051,-4.9047,-14.8899,-104.373,-79.3987,31.1201
403.377,0.833393,0.222599,5,31,0,-399.297,0.722011,-0.0449587,-1.7095,-89.8895,6.67342,-9.65774,-145.064,-47.0475,22.3581
405.237,0.983712,0.23636,2,7,0,-402.591,0.743084,-0.0612404,-1.71765,68.9986,-11.277,-14.2961,-39.6189,14.1734,21.0236
405,0.495684,0.31283,2,3,0,-403.299,0.741271,-0.0505374,-1.72556,-38.0815,-29.148,-11.2545,11.662,52.5193,15.3803
406.347,0.979329,0.202333,4,15,0,-403.052,0.841127,-0.193664,-1.7914,-38.1612,26.0473,45.0846,107.641,48.157,-23.2707
405.376,1,0.265784,3,7,0,-404.905,0.826288,-0.190992,-1.83041,5.13603,-19.5086,8.40335,-51.0646,-53.3703,-50.8351
406.142,0.914768,0.359274,3,15,0,-404.829,0.810504,-0.155161,-1.69099,30.3041,-3.46499,-30.3104,32.3705,18.7795,41.1258
405.506,0.927921,0.428407,2,7,0,-403.35,0.855071,-0.23541,-1.78897,-23.3743,19.38,40.2506,-42.7591,-69.3165,-23.1076
406.548,0.333454,0.520178,1,3,0,-404.571,0.838618,-0.211162,-1.77645,-18.8822,38.8294,16.4034,-51.8521,-62.2801,-13.1798
406.575,0.91285,0.267272,4,15,0,-405.454,0.843967,-0.212638,-1.73378,-26.3264,-11.8409,26.2352,-0.790266,-28.3093,14.727
406.968,0.485946,0.317607,3,7,0,-404.254,0.837417,-0.204115,-1.75599,-66.7169,-20.817,-10.0053,-13.1182,-33.17,0.948084
405.777,0.732391,0.204135,2,3,0,-404.879,0.84874,-0.194906,-1.75617,-38.838,-12.4966,0.344981,175.57,92.1413,-1.36238
405.766,0.97014,0.187232,4,23,0,-403.782,0.783859,-0.0998292,-1.71763,62.0848,-8.6783,4.98883,123.143,101.49,22.6353
406.297,0.983432,0.241371,2,7,0,-404.699,0.770989,-0.102984,-1.70843,-51.2737,-6.73468,16.9906,-27.2942,3.22269,29.5038
405.185,0.944867,0.316705,2,5,0,-403.989,0.763692,-0.0976001,-1.68545,13.7024,-11.1273,-32.4643,-62.3605,-18.1497,42.1284
406.752,0.552908,0.392814,3,15,0,-403.017,0.843337,-0.210506,-1.74421,11.527,-37.7218,-48.7666,6.89637,-22.8591,8.28315
407.231,0.974338,0.279018,3,15,0,-405.99,0.791689,-0.124134,-1.77528,36.1744,-23.5731,5.58836,49.1151,45.3825,-11.8175
406.317,0.954138,0.360524,3,11,0,-405.684,0.818672,-0.16277,-1.81372,-18.8989,21.0778,1.06944,79.6433,45.9246,-38.2298
404.255,0.0962998,0.45215,3,7,0,-401.314,0.800606,-0.132468,-1.84925,-64.156,14.8757,-27.5197,102.916,78.115,-65.754
405.584,0.946763,0.169159,4,15,0,-401.695,0.763271,-0.11165,-1.7792,-20.7991,19.0912,59.6898,-184.71,-98.1659,-18.0609
404.987,0.98701,0.210111,4,29,0,-404.614,0.75057,-0.0954896,-1.73896,16.4884,-2.14413,15.9102,-194.726,-99.0665,6.75636
403.438,0.566255,0.275824,1,1,0,-402.963,0.745127,-0.0978961,-1.74295,17.1621,16.2775,-7.93837,-270.865,-148.742,0.996979
405.341,0.928946,0.200767,3,15,0,-400.954,0.778408,-0.110962,-1.67877,-33.6419,-60.4881,8.43953,-3.66493,13.6573,46.9932
406.136,0.99956,0.242745,4,15,0,-404.366,0.760311,-0.0854748,-1.78945,-20.7146,10.6771,39.4479,-26.877,16.7874,-23.67
403.365,0.496567,0.323502,2,3,0,-403.019,0.743109,-0.0891397,-1.79367,12.6855,-16.0001,1.8304,-257.982,-132.92,-32.1724
403.673,0.769006,0.214153,2,3,0,-397.872,0.759938,-0.0631991,-1.81271,-65.2016,-43.9487,43.2654,142.102,138.76,-43.7303
405.134,0.968413,0.207151,4,15,0,-401.782,0.795267,-0.114073,-1.80881,21.4488,-40.1903,39.7349,174.051,132.073,-37.7729
406.885,0.962404,0.263977,3,7,0,-403.953,0.811491,-0.161808,-1.80491,-16.8418,-35.2315,40.4264,-0.871594,-5.19546,-31.4729
407.144,0.425273,0.333226,3,7,0,-405.19,0.812569,-0.175118,-1.76932,-23.4254,-24.0396,34.3073,-84.1086,-65.0708,-7.78265
407.491,1,0.200742,2,3,0,-407.105,0.817156,-0.172175,-1.7682,24.517,8.81679,3.62082,-11.2554,-16.9267,-6.29383
407.207,0.813411,0.266683,3,11,0,-406.374,0.823626,-0.187716,-1.76011,38.0338,6.85776,9.19903,-49.5051,-48.8074,-1.49035
406.79,0.949977,0.274065,2,7,0,-404.798,0.824604,-0.191922,-1.78437,-13.5578,-1.60646,45.2652,-72.285,-66.1024,-18.0882
406.965,0.922542,0.339342,3,7,0,-406.283,0.818371,-0.164307,-1.7959,0.051942,21.3385,15.1647,61.8696,33.7365,-25.3488
406.813,0.817338,0.404342,2,3,0,-406.662,0.814883,-0.163191,-1.80584,-14.7749,-1.38945,-6.74372,29.4191,13.5022,-32.1684
406.808,0.671983,0.417254,2,7,0,-405.799,0.800873,-0.16142,-1.73146,12.7763,-1.49652,-31.6176,-107.819,-73.6343,15.9847
407.2,0.989476,0.353487,3,7,0,-406.826,0.805579,-0.139997,-1.74746,17.1446,2.03158,15.6333,86.9285,61.204,6.42551
407.2,0.0148181,0.460499,2,7,0,-405.963,0.805579,-0.139997,-1.74746,35.167,-0.633108,-26.1184,86.9285,61.204,6.42551
407.266,0.984347,0.160748,4,23,0,-405.55,0.79552,-0.148419,-1.77024,25.7767,9.17265,37.5219,-83.5326,-51.6855,-8.40893
406.976,0.968014,0.208083,4,19,0,-406.505,0.81196,-0.177117,-1.74966,4.64108,-18.7586,10.2487,-101.001,-76.6048,4.66079
407.253,0.859951,0.263198,2,7,0,-405.779,0.814668,-0.167487,-1.72738,-28.8272,-26.7302,-18.9162,-4.41496,-10.0891,19.7468
