# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=758170905
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
403.791,0.623396,0.294069,4,15,0,-402.301,0.852907,-0.194065,-1.80745,-11.9756,-12.7462,-39.9762,250.705,139.173,-38.619
403.974,0.978016,0.179158,2,3,0,-403.068,0.835036,-0.224487,-1.80239,25.1163,16.0007,-15.6435,-200.725,-165.894,-35.2551
407.532,0.774821,0.305918,4,15,0,-404.095,0.803436,-0.154974,-1.75167,-5.84298,-41.0575,-39.9478,-39.8855,-27.0388,4.32585
407.458,0.950918,0.289706,3,11,0,-407.281,0.811686,-0.154394,-1.76805,4.66092,7.19928,11.2637,55.2437,34.341,-6.35221
407.458,0.00217438,0.452283,1,3,0,-406.434,0.811686,-0.154394,-1.76805,38.3913,-3.35413,-12.0446,55.2437,34.341,-6.35221
407,0.998712,0.048789,5,63,0,-406.542,0.830192,-0.188576,-1.72802,10.7515,14.7102,-11.6551,16.3726,-6.24482,19.0845
406.916,0.99634,0.0876834,4,31,0,-402.865,0.825984,-0.184031,-1.72022,-39.4056,20.128,58.7877,3.03879,-12.6046,23.914
406.55,0.997759,0.155032,4,31,0,-405.256,0.803888,-0.148961,-1.70015,30.5468,-21.7396,-11.5412,6.93404,5.17633,35.8816
406.138,0.99457,0.272583,4,15,0,-404.755,0.851559,-0.221568,-1.72475,4.84262,-1.86758,-42.8656,18.5991,-19.4748,19.862
405.615,0.23944,0.470724,1,3,0,-405.217,0.853041,-0.211944,-1.70977,19.7121,0.333282,-14.7078,94.6992,34.2209,28.5853
406.22,0.997023,0.105373,5,31,0,-404.551,0.82897,-0.193722,-1.81062,-12.7116,30.9885,-20.052,-37.3985,-45.4599,-36.2288
406.525,0.891732,0.182946,4,15,0,-403.739,0.78626,-0.110003,-1.78745,-34.3882,-2.43088,52.6093,92.4674,80.7655,-21.2287
405.191,0.906375,0.23815,3,7,0,-404.699,0.748278,-0.086052,-1.77719,-6.98707,-9.66827,21.3413,-167.757,-74.7361,-17.7383
407.473,0.669794,0.320815,2,7,0,-400.159,0.802955,-0.151988,-1.73892,38.3794,-63.1344,39.1277,-23.5245,-15.2711,12.4907
406.128,0.938336,0.232044,3,15,0,-405.681,0.773254,-0.110884,-1.70195,-2.25686,17.9877,4.5023,-54.3523,-17.8148,33.4168
407.287,0.924068,0.33801,3,7,0,-405.831,0.814753,-0.155128,-1.76617,25.0885,-10.5128,-35.2969,84.0874,52.4595,-5.42292
407.357,0.335519,0.471881,1,3,0,-406.978,0.819013,-0.175819,-1.77759,11.4213,-11.2356,-13.3215,-17.1008,-22.5623,-12.6401
406.805,0.979807,0.146211,4,15,0,-406.49,0.839388,-0.193058,-1.7726,19.7719,-3.76594,8.7742,88.6925,36.8676,-10.1517
407.116,0.935197,0.235302,2,3,0,-406.491,0.835038,-0.192343,-1.76799,-11.6725,-19.4437,-7.46836,44.3127,8.89814,-6.60448
406.709,0.991369,0.336137,3,7,0,-406.561,0.846008,-0.209242,-1.74566,-2.32322,-3.0586,-13.3375,44.2246,1.59141,7.2975
406.404,0.276412,0.549425,1,3,0,-404.788,0.846993,-0.206444,-1.78441,-20.3181,-4.61166,-42.4098,79.3018,23.7897,-18.5023
407.37,0.979927,0.151997,3,15,0,-404.673,0.823937,-0.178497,-1.77311,-58.2457,15.9867,19.5934,19.473,-0.374506,-9.61549
407.221,0.72512,0.241195,2,7,0,-406.284,0.82069,-0.166031,-1.77762,36.7944,8.81729,3.03016,73.8121,40.5623,-12.9041
406.059,0.948911,0.20421,3,15,0,-404.074,0.817625,-0.185922,-1.70584,-5.25695,-1.15616,-51.4647,-91.6424,-73.8337,31.4261
406.27,0.967783,0.29798,4,15,0,-405.616,0.828715,-0.200351,-1.71734,-12.5397,-9.46274,24.3362,-75.2806,-69.9265,24.5529
406.27,0.0203983,0.45259,1,3,0,-405.752,0.828715,-0.200351,-1.71734,14.4274,2.0754,-22.7811,-75.2806,-69.9265,24.5529
406.865,0.997295,0.0710812,5,47,0,-404.771,0.800404,-0.156537,-1.79327,-40.4932,3.55618,-38.0701,-91.5898,-60.6757,-24.1173
403.727,0.997364,0.116245,4,31,0,-403.332,0.767154,-0.108012,-1.84636,18.0632,-11.5749,4.87179,-130.692,-57.9305,-65.4102
407.371,0.86812,0.188867,4,15,0,-402.426,0.814415,-0.17379,-1.76474,-58.8419,-2.31612,-61.651,-53.21,-44.569,-4.32141
407.19,0.936126,0.225261,3,15,0,-406.556,0.777277,-0.115579,-1.75365,4.36616,21.3147,5.2465,-49.9746,-14.8829,1.96312
406.467,0.860151,0.313966,3,15,0,-406.103,0.849685,-0.212974,-1.77498,23.5936,0.705753,5.60306,60.9818,9.22727,-12.1917
406.591,0.511771,0.365533,3,7,0,-405.577,0.842034,-0.194231,-1.77272,37.2609,-10.2167,-6.10285,110.159,50.0501,-10.6126
405.224,0.995656,0.190834,4,15,0,-404.267,0.784356,-0.133297,-1.83082,-21.063,17.4619,19.4881,-113.904,-61.9817,-52.068
399.899,0.381342,0.303012,3,7,0,-398.687,0.819188,-0.131368,-1.84794,-15.4962,8.80816,-36.018,356.429,241.256,-73.3285
405.246,1,0.118775,3,7,0,-400.123,0.8009,-0.158334,-1.83343,57.5066,39.1954,-37.9225,-108.267,-72.1089,-53.4684
407.199,0.909283,0.189889,3,15,0,-404.09,0.816041,-0.156561,-1.74248,28.5215,15.7801,55.4512,84.4949,51.8843,9.83422
407.143,0.808036,0.246319,3,11,0,-405.383,0.790257,-0.118941,-1.75203,-0.150101,-35.6367,10.3083,67.8165,58.9652,3.10444
404.608,0.991321,0.254217,3,15,0,-403.305,0.838056,-0.196954,-1.84198,15.1344,-25.4527,-20.2773,50.8391,8.26865,-59.7033
404.608,0.0149722,0.393441,3,7,0,-403.684,0.838056,-0.196954,-1.84198,-37.7208,-4.91843,-5.45509,50.8391,8.26865,-59.7033
403.487,0.994069,0.0706981,4,15,0,-403.065,0.839542,-0.213429,-1.85085,9.86361,-13.986,-11.8479,-68.5314,-78.0235,-67.6795
404.13,1,0.110322,2,3,0,-403.44,0.840349,-0.204817,-1.84777,4.25353,18.9172,16.6301,15.1776,-19.2817,-64.377
401.87,0.533781,0.173477,3,7,0,-399.816,0.849445,-0.186368,-1.84031,-22.4909,-28.1308,-30.6375,286.235,165.194,-63.9006
402.756,0.997819,0.099026,3,7,0,-401.392,0.823695,-0.205467,-1.84322,45.0563,7.90348,-7.4167,-207.364,-162.134,-64.4434
401.82,0.987835,0.15426,3,7,0,-401.302,0.856518,-0.199166,-1.84164,-12.9683,7.01603,-21.7095,272.253,149.015,-64.7353
406.34,0.906844,0.234044,3,7,0,-401.565,0.849603,-0.211785,-1.78287,29.1605,34.8866,59.679,69.6755,15.0127,-17.5814
406.23,0.657968,0.297523,4,15,0,-405.134,0.828672,-0.202798,-1.7872,-41.8363,4.29816,1.49827,-106.584,-93.6575,-20.9788
406.62,0.999972,0.222862,4,31,0,-405.243,0.786298,-0.115042,-1.79752,36.5886,-3.09458,-27.1351,56.2286,55.4723,-27.5866
407.236,0.836623,0.343749,3,15,0,-404.779,0.828833,-0.183001,-1.74241,21.7569,-29.6398,36.789,40.2015,11.2756,10.1678
406.878,0.594236,0.374985,2,3,0,-406.715,0.833506,-0.183471,-1.73613,-5.89251,-8.0501,8.72102,85.8172,40.4102,13.6137
406.696,0.997709,0.246804,3,7,0,-406.659,0.828892,-0.197704,-1.72884,-2.66323,-4.98884,-0.178496,-57.791,-57.903,17.9246
405.413,0.248754,0.376034,3,15,0,-403.793,0.810772,-0.187676,-1.72379,-6.11166,34.4777,5.58383,-177.21,-129.814,18.3462
407.046,0.992846,0.122043,4,31,0,-404.202,0.790635,-0.129935,-1.7198,66.8525,7.79444,6.54149,-3.88978,6.88338,23.8874
405.417,0.839828,0.18395,5,31,0,-404.458,0.821886,-0.201941,-1.72129,-30.0218,-1.06291,23.3913,-156.142,-122.583,20.1631
407.583,0.995975,0.202125,3,15,0,-405.487,0.798992,-0.146099,-1.75861,-11.8597,-34.801,23.3858,-26.8514,-14.4013,-0.157803
406.833,0.838642,0.304499,2,7,0,-406.657,0.784983,-0.136265,-1.77877,-1.09165,-8.81148,9.8593,-116.568,-66.7167,-14.9821
406.932,0.89703,0.332589,3,7,0,-406.593,0.790846,-0.136125,-1.79786,-6.74577,-12.9457,-10.9273,-50.5019,-23.7943,-27.1181
406.932,0.0499745,0.408063,1,3,0,-405.041,0.790846,-0.136125,-1.79786,38.5418,5.19538,-35.7187,-50.5019,-23.7943,-27.1181
405.654,0.998685,0.0920209,5,31,0,-404.621,0.848866,-0.216211,-1.80982,-26.2794,4.84552,-27.9521,29.4664,-14.4204,-36.4956
404.746,0.975103,0.138762,5,31,0,-403.373,0.73419,-0.0455751,-1.72609,-0.508624,-19.6402,-34.0751,-28.5717,29.0075,14.4391
405.759,0.987306,0.198903,4,15,0,-402.75,0.788638,-0.126251,-1.68354,49.0045,-24.0602,-32.3236,0.337994,10.1195,44.8762
406.377,0.797578,0.291021,2,7,0,-401.878,0.796389,-0.119922,-1.78266,-3.36084,4.97233,77.4913,135.214,102.961,-18.2595
404.46,0.88185,0.292537,3,15,0,-402.952,0.860669,-0.209365,-1.78944,-33.0338,24.0197,-10.2232,218.197,111.138,-25.4161
403.927,0.158557,0.346551,4,15,0,-399.184,0.859419,-0.220262,-1.83103,25.7484,20.1272,71.5514,131.563,47.6244,-53.5587
402.581,0.978399,0.100682,4,15,0,-400.923,0.877045,-0.247244,-1.83299,13.5059,22.3378,34.5515,136.193,35.5876,-57.1884
406.521,0.99939,0.144201,4,15,0,-401.731,0.838077,-0.188537,-1.72662,-45.9192,25.2544,59.8303,98.03,46.138,19.1678
406.777,0.991601,0.214321,4,15,0,-406,0.814693,-0.176899,-1.71931,12.1184,-22.7814,-0.165544,-65.3574,-53.271,24.0457
406.919,0.752876,0.31268,4,15,0,-405.803,0.783305,-0.130954,-1.73096,28.2292,5.47427,28.1728,-87.3092,-46.722,16.2667
406.53,0.732154,0.288436,3,11,0,-404.504,0.807017,-0.153074,-1.81537,-41.3767,-6.77679,35.1913,12.8334,8.25722,-39.0608
406.12,0.964339,0.255987,3,7,0,-405.909,0.794309,-0.143278,-1.82048,-7.88352,6.56949,12.4694,-67.1677,-37.7109,-43.4033
405.576,0.489952,0.35262,3,15,0,-404.785,0.835038,-0.180277,-1.69705,16.4141,5.97657,27.9345,114.841,61.0408,36.4604
407.007,0.993787,0.198467,3,15,0,-403.056,0.80102,-0.160843,-1.74278,-44.0349,15.8695,-57.2393,-104.945,-71.515,9.02232
405.95,0.708715,0.288378,2,7,0,-403.206,0.792095,-0.117704,-1.70073,49.2854,-1.16424,-41.1652,87.7143,70.2658,34.1205
406.268,0.909578,0.245462,3,11,0,-403.533,0.793889,-0.158735,-1.75787,15.0585,-14.1944,-56.0147,-171.918,-113.418,-2.37704
406.355,0.982066,0.303767,3,15,0,-404.077,0.849822,-0.224151,-1.74919,-15.2461,39.9627,-5.29533,-17.5604,-45.1409,4.36833
406.747,0.433728,0.429037,2,7,0,-404.908,0.84301,-0.202377,-1.77511,26.3649,-15.8808,38.1512,62.3411,15.3123,-11.8379
406.737,0.764901,0.220181,4,15,0,-404.947,0.821572,-0.18948,-1.73028,-0.592528,-36.4876,-6.06011,-79.2956,-68.0188,16.9425
406.885,0.963971,0.208514,3,15,0,-405.158,0.805271,-0.13742,-1.73181,19.9274,-33.0726,6.96507,98.5082,69.468,15.9709
406.147,0.41564,0.284124,3,9,0,-401.53,0.788591,-0.137749,-1.69731,-65.1908,-29.8662,33.6363,-72.0866,-40.7479,36.6962
406.483,0.954768,0.14249,4,23,0,-404.909,0.814009,-0.185013,-1.76678,27.2348,1.8806,-38.784,-138.497,-104.7,-7.42502
406.142,0.999354,0.190749,3,11,0,-405.638,0.842849,-0.18832,-1.76569,-27.0914,6.0872,-3.05722,160.148,85.1599,-6.92728
405.792,0.876382,0.276071,2,3,0,-405.194,0.843166,-0.184919,-1.76123,24.7945,9.66817,-11.543,186.427,103.74,-4.71909
406.818,1,0.319409,2,5,0,-406.08,0.838624,-0.207469,-1.76916,-7.75383,-19.8776,-15.4755,-24.2943,-42.4786,-7.90025
406.267,0.213284,0.460476,2,5,1,-404.09,0.848569,-0.221833,-1.73216,20.9513,-2.33399,50.6129,-14.2448,-41.0261,15.2496
405.979,0.991178,0.162902,4,15,0,-405.549,0.848548,-0.217228,-1.71238,26.1459,-2.14462,2.87497,16.0595,-18.5865,27.536
406.775,0.992081,0.231131,4,15,0,-405.748,0.788976,-0.129022,-1.80385,33.0355,-13.4006,12.8469,-18.8699,0.347639,-31.3505
407.234,0.997447,0.327557,3,7,0,-406.616,0.797686,-0.138455,-1.79025,9.25701,-6.70033,26.0922,13.0491,15.5628,-21.462
407.234,0.133184,0.467348,1,3,0,-406.084,0.797686,-0.138455,-1.79025,-23.4101,24.713,2.84728,13.0491,15.5628,-21.462
401.921,0.970913,0.145947,4,15,0,-400.962,0.709546,-0.00233159,-1.70221,22.6581,-5.04689,-28.6955,3.20489,65.4641,24.0491
401.869,0.862441,0.198856,3,7,0,-400.721,0.703848,-0.00594106,-1.70271,-15.5908,-26.9012,-7.41284,-75.6731,13.44,23.5626
404.571,0.991155,0.223778,4,15,0,-399.466,0.73347,-0.0390211,-1.75952,-51.1097,28.0895,57.6048,7.43297,58.7528,-7.66767
400.807,0.383527,0.314542,2,5,0,-400.105,0.733273,-0.0102677,-1.7623,33.4837,-2.6715,3.27612,209.657,202.516,-17.0063
403.77,0.997567,0.154277,4,15,0,-399.998,0.731231,-0.0645992,-1.77661,3.81648,-51.8409,-16.6471,-205.16,-88.1577,-20.4048
404.603,0.998447,0.218996,4,15,0,-402.036,0.759266,-0.0651185,-1.70275,24.1471,-39.9467,11.5044,96.5976,98.5276,29.6514
404.262,0.980367,0.310526,4,15,0,-402.918,0.737828,-0.0725395,-1.7829,21.5404,-16.674,-30.5276,-190.413,-82.0784,-23.4356
405.501,0.40066,0.425815,2,5,0,-404.418,0.756157,-0.0647466,-1.76536,18.9148,-12.5341,29.7232,76.5967,91.3328,-9.32309
406.541,0.968916,0.217013,4,15,0,-405.046,0.776808,-0.125276,-1.72933,18.5796,-30.4041,9.02584,-116.667,-63.0245,16.4784
407.018,0.878744,0.291554,3,11,0,-405.334,0.798738,-0.147126,-1.7984,-39.2713,-3.84544,31.2043,-40.5628,-23.0794,-27.1743
406.29,0.677994,0.335579,3,15,0,-405.672,0.834198,-0.173977,-1.7561,7.27412,-3.61833,27.6697,163.203,94.1499,-0.540778
406.072,0.954145,0.275104,2,3,0,-405.454,0.836296,-0.175485,-1.76038,-18.11,-16.1353,-9.96752,177.04,102.255,-3.7261
404.852,0.136661,0.35909,3,7,0,-400.709,0.802433,-0.134004,-1.67104,-67.1892,-12.2033,39.9983,82.1082,59.0317,51.3957
407.421,0.999907,0.119107,5,31,0,-404.624,0.822618,-0.17723,-1.74716,-9.74181,-18.7149,-55.3608,13.4338,-3.27594,7.34336
406.985,0.98517,0.167967,4,23,0,-406.608,0.770414,-0.102413,-1.75184,-22.9889,2.77852,-7.68742,-32.6447,2.34439,2.63202
406.893,0.936573,0.230586,2,7,0,-405.662,0.77534,-0.11993,-1.75011,29.093,-22.9705,4.62759,-100.717,-49.6015,3.64474
406.368,1,0.291427,3,7,0,-406.263,0.758014,-0.0914871,-1.75197,8.80699,6.35304,-2.32775,-91.2875,-30.093,1.14764
405.499,0.172069,0.408317,1,3,0,-404.915,0.750045,-0.0888824,-1.74773,16.352,17.1325,6.57148,-158.32,-72.1177,2.06589
406.784,0.976708,0.146191,4,31,0,-404.287,0.799629,-0.155406,-1.71755,63.3009,-5.73115,2.63892,-78.1781,-52.0033,24.965
406.538,0.997121,0.197153,4,31,0,-405.619,0.849117,-0.217627,-1.76782,25.6635,3.595,-25.9261,20.437,-18.6804,-7.3989
406.622,0.481783,0.274345,2,3,0,-405.006,0.847294,-0.214097,-1.7697,44.7753,17.1831,-0.829886,25.4308,-13.8562,-8.48627
406.197,0.946773,0.164546,4,31,0,-404.238,0.761119,-0.0778508,-1.76696,-51.8439,13.7564,9.42217,38.3308,60.5997,-8.90976
406.657,0.997871,0.210656,4,15,0,-403.367,0.787171,-0.132654,-1.80319,51.0852,-27.4041,-30.7329,-68.5637,-33.4241,-31.1879
404.467,0.37881,0.292455,3,15,0,-402.016,0.849909,-0.228066,-1.68146,-19.3312,-35.2855,27.8188,-37.0774,-55.698,44.6562
403.357,0.875541,0.149266,2,7,0,-402.034,0.835741,-0.228412,-1.6922,14.5503,-20.085,29.7912,-176.822,-145.956,35.2069
404.925,0.998492,0.170049,3,11,0,-402.808,0.85094,-0.192515,-1.72885,-32.2235,-5.15112,-44.1639,205.418,113.124,14.7496
402.301,0.428618,0.235714,1,1,0,-401.847,0.856116,-0.18436,-1.7234,18.5712,8.61308,-13.998,310.036,183.942,13.1292
405.553,1,0.131193,2,3,0,-402.245,0.845285,-0.189402,-1.72275,-64.0416,-24.6127,-0.558955,165.529,89.0983,19.8718
405.157,0.939258,0.182054,2,3,0,-404.445,0.82568,-0.207461,-1.71374,30.2654,5.70925,-12.1369,-151.091,-121.501,24.6173
406.583,0.996232,0.228933,3,15,0,-401.565,0.806801,-0.138987,-1.71886,36.3628,-55.5111,13.2612,101.527,70.4204,23.8167
406.46,0.993766,0.314588,3,15,0,-404.784,0.84821,-0.207878,-1.73593,-42.6476,13.7556,20.5549,75.904,22.923,13.1679
406.678,0.408291,0.429755,1,3,0,-406.46,0.843697,-0.205045,-1.73456,-18.7827,1.19739,-0.9492,47.4243,6.0137,14.4174
407.155,0.830705,0.233321,3,15,0,-405.022,0.813824,-0.157881,-1.79003,2.51021,-35.2523,25.5284,56.232,33.3892,-21.2246
407.027,0.894662,0.246573,3,7,0,-406.459,0.799728,-0.151316,-1.79509,23.4406,7.7069,-14.396,-60.3282,-37.9488,-24.9879
406.229,0.921377,0.287874,4,15,0,-405.519,0.837594,-0.18628,-1.79619,-2.19852,4.54174,-30.268,122.848,61.5498,-26.6835
406.365,0.628616,0.350046,3,7,0,-404.97,0.809632,-0.140442,-1.79338,29.642,-5.59098,-33.1698,139.012,95.3783,-25.0484
407.263,1,0.26976,3,11,0,-406.366,0.814784,-0.155552,-1.74379,13.7637,13.8147,-26.6788,78.1808,48.3127,9.0871
405.179,0.463728,0.37013,3,7,0,-405.002,0.787817,-0.097254,-1.74166,13.7669,1.4279,8.83333,188.546,145.938,5.88202
407.026,0.869428,0.221407,4,15,0,-403.829,0.82087,-0.181875,-1.78908,-27.9108,-38.7619,31.3947,-41.3717,-41.3339,-20.7437
406.958,0.89541,0.248123,4,15,0,-405.605,0.792428,-0.125843,-1.7929,26.6322,3.41356,-34.8908,46.407,43.4449,-23.8151
405.534,0.813503,0.289181,4,15,0,-404.565,0.84286,-0.226434,-1.72777,10.6022,-13.5462,-29.7678,-103.661,-100.171,16.542
406.477,0.904029,0.297041,4,15,0,-404.838,0.842606,-0.210683,-1.78838,-49.8963,2.13572,-12.2947,-3.12681,-31.3664,-21.0132
406.477,0.210365,0.350269,2,7,0,-405.28,0.842606,-0.210683,-1.78838,-33.4386,-13.8159,18.7776,-3.12681,-31.3664,-21.0132
405.906,0.999904,0.14356,5,31,0,-405.65,0.753935,-0.0769789,-1.72109,4.55253,-8.6512,13.9314,-32.1237,12.3008,20.2585
405.241,0.985991,0.196017,2,7,0,-403.328,0.74791,-0.0640754,-1.71006,-24.2831,21.7233,35.3465,-8.86135,31.9988,26.0264
406.919,0.990504,0.261594,4,15,0,-404.723,0.792588,-0.135771,-1.80094,-46.1199,23.163,15.811,-27.2797,-8.64016,-29.1172
406.801,0.413015,0.350913,4,15,0,-404.241,0.830624,-0.177633,-1.73107,-49.4642,12.5541,33.9739,94.0004,48.3853,16.7022
406.639,0.976504,0.197076,3,11,0,-405.701,0.838351,-0.196277,-1.7225,-1.01005,-25.3897,10.5989,49.2965,11.5561,22.0898
405.274,0.72369,0.25864,4,15,0,-404.292,0.762641,-0.115739,-1.74816,11.7792,-17.9788,25.1412,-208.244,-116.64,1.50394
406.968,0.975616,0.232161,2,7,0,-405.085,0.796132,-0.123641,-1.75078,-2.60365,-37.5773,-3.52945,98.6852,76.4927,3.65667
407.138,0.972441,0.303672,4,15,0,-405.297,0.81026,-0.172033,-1.74432,25.8532,-31.8354,-11.1031,-83.1688,-62.746,8.43175
405.036,0.756853,0.394744,3,7,0,-404.67,0.766686,-0.0723161,-1.72378,18.3321,-10.1081,5.87487,129.3,118.033,16.9355
406.675,0.453529,0.372088,3,7,0,-404.532,0.779163,-0.128032,-1.7794,-15.8671,37.8346,-11.2579,-122.934,-66.6919,-15.7883
406.245,0.998432,0.223948,4,15,0,-403.473,0.763769,-0.0797673,-1.75985,-27.0495,34.9396,30.9084,53.5712,68.8837,-4.15258
406.211,0.986465,0.302084,1,1,0,-406.031,0.763688,-0.0792283,-1.76,8.75355,10.0556,-0.331447,56.5093,71.0359,-4.31496
406.211,4.87542e-07,0.399713,3,15,0,-402.876,0.763688,-0.0792283,-1.76,10.6037,47.5841,-19.0428,56.5093,71.0359,-4.31496
406.642,1,0.124103,2,3,0,-406.177,0.763263,-0.0883133,-1.76085,2.69837,18.6087,1.80019,-12.5002,22.5152,-4.01092
406.48,0.974422,0.16764,2,7,0,-406.367,0.761479,-0.0976541,-1.75971,-10.1568,5.73681,-2.91489,-98.1899,-36.9559,-3.61691
406.437,0.97809,0.217796,4,15,0,-405.688,0.766027,-0.0870129,-1.73284,9.18556,13.4095,-24.8717,26.161,45.986,13.8356
406.378,0.876891,0.284074,3,7,0,-405.806,0.772168,-0.119123,-1.72944,26.6643,-9.70038,-4.25013,-123.929,-64.9036,16.0201
406.2,0.85077,0.31942,4,15,0,-404.683,0.798084,-0.119436,-1.77488,24.2932,-29.5407,-0.932927,156.051,116.231,-13.5263
407.29,0.982915,0.345608,2,7,0,-406.243,0.802863,-0.159965,-1.75127,-31.8987,5.12828,-22.9403,-80.767,-55.5923,4.09544
407.29,0.0047259,0.452425,1,3,0,-406.76,0.802863,-0.159965,-1.75127,-2.25062,-14.4713,18.3175,-80.767,-55.5923,4.09544
404.741,0.840532,0.144426,3,15,0,-402.677,0.828439,-0.154078,-1.77925,-1.46509,24.9759,40.809,250.808,159.957,-18.8028
407.418,1,0.154199,3,15,0,-404.59,0.817745,-0.171701,-1.73991,40.2323,30.7217,28.1807,-0.737197,-9.72191,11.9777
407.445,0.542097,0.206854,3,11,0,-403.128,0.808019,-0.163175,-1.77,64.8336,28.1321,30.7207,-49.2497,-36.9086,-7.70386
405.899,0.871648,0.143941,4,27,0,-403.851,0.775155,-0.0872816,-1.76034,56.7807,0.768713,-10.2098,126.192,111.876,-5.00874
407.378,0.990415,0.160569,5,31,0,-405.433,0.804662,-0.153683,-1.78497,54.9797,2.82225,10.8254,-19.3339,-12.9714,-17.6269
407.527,0.949899,0.211975,5,31,0,-406.152,0.797925,-0.142431,-1.77273,34.3231,-4.9859,28.9434,-13.2961,-3.69186,-9.47354
406.272,0.980311,0.263827,3,15,0,-406.153,0.783584,-0.121368,-1.8146,-1.87068,6.06614,-9.56507,-25.3971,0.610224,-39.431
404.448,0.655256,0.342429,4,15,0,-402.558,0.737622,-0.0421284,-1.77778,11.4344,-22.5014,-39.178,32.2024,75.2414,-19.744
403.678,0.759495,0.28047,4,15,0,-402.506,0.884556,-0.263229,-1.70501,-29.7039,-10.0788,25.8946,80.5418,3.30956,28.4082
404.592,0.962493,0.266318,3,7,0,-402.691,0.878542,-0.264874,-1.74757,42.0157,-11.7952,29.3252,10.7303,-45.9259,2.43998
404.246,0.842634,0.336443,2,3,0,-403.99,0.879027,-0.270641,-1.74348,-20.1374,1.31404,2.9383,-23.5881,-70.2141,4.42256
405.595,0.938358,0.358878,3,7,0,-404.019,0.857899,-0.235652,-1.72128,-26.6748,29.1308,4.79468,-8.91218,-43.1756,21.1492
404.079,0.2718,0.437499,2,7,0,-402.964,0.874154,-0.259429,-1.70147,-30.0129,10.6271,-23.6445,1.78365,-45.2433,31.3146
405.53,0.942011,0.210257,5,31,0,-402.935,0.74613,-0.0582158,-1.75643,38.2806,-0.991528,47.8315,11.3347,51.7811,-3.58334
407.1,0.978775,0.257705,4,15,0,-405.285,0.835327,-0.195544,-1.76964,-25.587,32.1787,-7.68176,24.5964,-5.3462,-7.70351
407.6,0.894238,0.33207,3,15,0,-406.988,0.799173,-0.144406,-1.76095,-11.0245,18.9598,9.11714,-13.0016,-4.67603,-1.64161
407.6,0.00571482,0.380152,1,3,0,-404.27,0.799173,-0.144406,-1.76095,19.2266,25.3484,-55.0912,-13.0016,-4.67603,-1.64161
406.938,0.989886,0.127419,4,23,0,-404.269,0.772595,-0.105739,-1.73617,-30.5773,32.5551,30.6013,-30.9131,1.08097,12.7644
407.552,1,0.166694,4,15,0,-406.842,0.816084,-0.16884,-1.75512,16.8703,-15.0751,-17.7778,0.890242,-7.44636,2.32331
406.606,0.949511,0.220843,4,15,0,-406.444,0.794476,-0.146529,-1.80392,5.02723,-5.65226,-11.8258,-87.8418,-52.9926,-31.655
407.352,0.990274,0.272639,2,7,0,-406.268,0.800562,-0.136012,-1.76872,10.0799,8.56675,-35.2816,62.7182,48.0802,-7.17604
407.088,0.221721,0.35554,3,7,0,-405.937,0.787608,-0.126962,-1.79122,29.7051,13.5201,22.3145,-18.7655,1.03315,-22.531
407.07,0.893079,0.16213,3,15,0,-405.34,0.784217,-0.128318,-1.73009,30.8671,14.1718,34.4723,-60.0916,-28.1132,17.1496
404.588,0.45718,0.185197,2,3,0,-402.345,0.798168,-0.107578,-1.73497,-40.7749,-27.0673,18.5843,225.333,164.417,9.21091
405.522,0.999251,0.116902,3,7,0,-404.267,0.784536,-0.150213,-1.75884,35.3217,8.14619,-23.3532,-215.114,-137.036,-4.64074
406.379,0.99101,0.15423,3,11,0,-404.741,0.789972,-0.145756,-1.79642,29.88,25.4343,17.8285,-134.01,-82.3159,-27.2912
406.188,0.939977,0.200965,2,3,0,-405.316,0.790103,-0.11782,-1.80845,-34.5954,-10.076,-3.02336,81.916,71.0139,-35.5081
406.188,0.392736,0.244131,1,1,0,-404.817,0.790103,-0.11782,-1.80845,27.4509,26.1915,-1.90617,81.916,71.0139,-35.5081
406.077,0.9866,0.141786,3,7,0,-405.743,0.787879,-0.114908,-1.81073,20.2794,7.90389,0.121918,77.9078,70.0888,-37.2469
406.111,0.986799,0.183356,3,7,0,-405.776,0.785016,-0.133617,-1.81234,-21.336,-0.228,-8.73165,-103.942,-56.3352,-38.2609
402.462,0.959256,0.236901,4,15,0,-401.727,0.887508,-0.290074,-1.70876,-10.6603,3.7328,29.5375,-60.9591,-99.3036,23.6094
404.574,0.991565,0.294666,3,7,0,-402.098,0.860946,-0.252252,-1.72259,-52.4063,18.9343,-20.8538,-86.7274,-100.509,18.323
