# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=758170905
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
407.283,0.946085,0.161781,4,19,0,-402.704,0.814634,-0.174103,-1.7405,-0.55459,-51.8049,-32.5081,-50.1189,-42.4831,11.2698
406.683,0.971355,0.204779,4,31,0,-405.893,0.776151,-0.121893,-1.73051,22.1374,-18.2989,2.20099,-101.239,-51.5708,15.9837
407.422,0.990839,0.269023,2,7,0,-406.335,0.796957,-0.132375,-1.76245,-4.14775,19.609,26.0622,47.8987,40.1687,-3.01398
406.372,0.532239,0.363474,2,7,0,-406.274,0.780499,-0.135662,-1.7698,3.07913,7.70925,-3.40379,-160.485,-94.8003,-10.1307
405.404,0.975064,0.244408,4,15,0,-403.024,0.842876,-0.217247,-1.69662,19.3622,15.8259,-47.3675,-39.4574,-53.4537,36.5442
404.632,0.718761,0.321942,4,15,0,-402.556,0.83917,-0.17665,-1.69585,37.3647,-28.7523,4.20506,177.293,102.608,35.42
406.187,0.978133,0.287588,4,15,0,-404.74,0.803591,-0.140699,-1.81829,1.04736,29.1611,18.1308,68.7652,50.7812,-41.7064
406.187,0.0270197,0.379785,3,7,0,-404.99,0.803591,-0.140699,-1.81829,-15.7922,-23.6991,-17.7882,68.7652,50.7812,-41.7064
407.354,0.999268,0.120164,4,31,0,-403.831,0.79359,-0.136316,-1.73329,7.75692,10.3624,64.7118,-16.0677,-3.43121,15.7708
406.243,0.991518,0.163921,3,11,0,-405.666,0.787216,-0.122881,-1.69623,2.65104,-7.17841,-25.0838,7.32954,16.3995,37.5676
407.311,0.985014,0.220653,4,15,0,-405.05,0.828031,-0.180969,-1.75184,-18.436,22.0784,41.3281,46.247,15.9351,4.16658
404.429,0.689531,0.293666,3,15,0,-404.073,0.743494,-0.0844997,-1.77682,-17.7656,10.216,2.51344,-210.885,-101.643,-19.0756
405.331,0.997878,0.251688,3,7,0,-404.376,0.74858,-0.0879348,-1.75311,-2.47399,22.0528,-18.5318,-169.433,-78.4313,-1.78983
405.331,0.381665,0.340735,1,3,0,-402.929,0.74858,-0.0879348,-1.75311,0.492475,-41.2723,-6.04867,-169.433,-78.4313,-1.78983
405.825,0.99579,0.185459,4,15,0,-404.815,0.753547,-0.0694296,-1.77566,17.7325,21.3456,14.6012,14.1348,49.9489,-15.412
407.095,0.92171,0.250086,3,15,0,-404.988,0.811681,-0.17504,-1.74867,-43.9059,22.8766,-12.3263,-89.4219,-68.1981,5.53316
407.257,0.429152,0.30199,2,7,0,-403.857,0.785441,-0.128184,-1.73803,-71.5108,-0.0691241,9.00325,-47.3188,-19.6234,12.373
407.554,0.991999,0.177113,3,15,0,-406.651,0.796881,-0.139505,-1.76825,2.29335,-15.5268,-26.6039,-3.77773,3.74498,-6.52309
406.237,0.434439,0.236956,2,7,0,-402.575,0.781731,-0.102775,-1.79215,-68.6107,-6.2387,-25.9918,94.5107,86.0043,-24.9311
405.824,0.999997,0.140526,5,31,0,-405.072,0.848347,-0.227249,-1.72403,4.67262,13.9191,24.2561,-51.8135,-67.0974,19.6508
406.297,0.987423,0.190016,5,31,0,-404.75,0.759315,-0.0783038,-1.74393,4.97404,17.3873,37.3265,14.5101,43.3082,6.24734
406.787,0.462099,0.251894,2,7,0,-403.817,0.769175,-0.0934391,-1.76099,19.6107,41.5081,20.0184,16.5427,38.6856,-3.73724
405.651,0.997905,0.156077,4,15,0,-404.995,0.781893,-0.112024,-1.68586,-17.8786,11.3727,-18.304,22.8853,30.524,43.0487
407.35,0.994352,0.20984,3,11,0,-403.4,0.784346,-0.12576,-1.74947,14.529,-4.57482,-68.9215,-43.6237,-15.7628,5.10405
406.275,0.914238,0.28025,3,15,0,-405.962,0.756849,-0.0803407,-1.7711,-4.97326,-13.2752,8.06135,-27.6009,17.4531,-11.4962
406.587,0.177999,0.333166,4,15,0,-403.175,0.847465,-0.213319,-1.73982,59.2614,14.8733,-31.9553,31.5633,-8.15405,10.8814
407.192,0.995273,0.138072,5,31,0,-405.873,0.822492,-0.17332,-1.78606,-36.5694,17.8576,1.83057,41.5525,16.1887,-18.4228
407.335,0.993873,0.184418,2,7,0,-407.097,0.81961,-0.170314,-1.78132,-14.615,-0.959349,11.0536,30.2451,10.4871,-15.1009
407.381,0.937438,0.245464,4,15,0,-406.145,0.785297,-0.120849,-1.7514,12.4736,6.72925,36.6834,0.660611,14.9973,3.9199
407.028,0.992268,0.301129,4,15,0,-406.556,0.836984,-0.199284,-1.77017,15.8293,-8.1407,16.4906,16.272,-12.5235,-8.16345
405.656,0.0190364,0.398818,3,11,0,-400.111,0.81672,-0.140611,-1.75485,79.9443,-25.4753,-24.3807,205.54,137.098,-1.29289
405.235,0.975444,0.133434,3,15,0,-403.741,0.781225,-0.14707,-1.75765,46.37,-7.4644,4.16941,-228.832,-144.346,-4.4893
402.847,0.87432,0.172682,2,3,0,-402.37,0.77379,-0.149138,-1.75337,5.18833,-13.423,-16.1564,-322.248,-205.26,-6.57915
402.373,0.960247,0.193619,3,15,0,-400.403,0.792317,-0.0890534,-1.71553,-12.2291,-24.0907,-36.5581,277.844,205.243,17.337
405.435,1,0.244742,1,3,0,-402.733,0.78246,-0.0983227,-1.70453,45.0559,25.4375,-24.4814,115.858,96.7639,30.4759
406.043,0.865679,0.326666,1,3,0,-405.3,0.782482,-0.103623,-1.70987,13.5578,17.8957,14.8765,83.3222,73.9065,28.2164
406.043,1.72084e-05,0.360998,1,1,0,-402.715,0.782482,-0.103623,-1.70987,54.3592,31.4452,5.44566,83.3222,73.9065,28.2164
405.358,0.980659,0.119534,3,7,0,-405.035,0.782783,-0.096803,-1.70853,5.82183,-14.1176,-5.41035,129.643,106.473,27.7249
406.164,0.979491,0.155253,3,7,0,-404.575,0.77749,-0.126987,-1.71309,5.17095,31.9932,13.5082,-116.885,-64.4326,26.303
405.475,0.961903,0.201063,4,15,0,-403.335,0.815565,-0.170271,-1.67689,7.92617,-37.973,10.6968,-11.5238,-15.5793,49.0494
405.679,0.859647,0.25382,2,3,0,-404.816,0.822531,-0.16194,-1.69334,-8.5095,-8.10578,30.1651,106.736,63.6004,38.8663
405.088,0.931508,0.277981,3,7,0,-404.218,0.839033,-0.193744,-1.68011,26.5019,9.44402,-19.0237,67.6698,25.537,46.5756
402.994,0.520325,0.335913,2,3,0,-402.907,0.822591,-0.210505,-1.67779,-6.07811,6.37076,-2.98675,-187.264,-144.582,43.634
402.735,0.811861,0.230703,4,15,0,-399.837,0.826083,-0.146302,-1.81759,63.7417,-10.0556,-11.6596,302.714,197.764,-47.7978
403.278,0.902123,0.236554,4,15,0,-398.317,0.77254,-0.0943982,-1.85488,2.41041,59.321,-8.37713,55.2554,69.6677,-71.7782
403.65,0.821591,0.274333,2,3,0,-402.762,0.76294,-0.0897888,-1.8482,14.017,11.364,27.0027,-32.8512,15.277,-66.8185
403.74,0.926383,0.284885,4,15,0,-402.19,0.758971,-0.0728873,-1.8344,18.6837,-9.81634,-38.6296,56.178,80.6061,-57.7193
407.157,0.987692,0.341065,3,7,0,-403.727,0.827072,-0.180111,-1.73355,-39.5358,20.801,-47.6556,40.5955,12.9996,15.7424
407.157,0.126914,0.44335,1,3,0,-405.48,0.827072,-0.180111,-1.73355,-40.774,18.8167,11.1951,40.5955,12.9996,15.7424
407.358,1,0.17961,4,15,0,-407.039,0.827665,-0.18424,-1.75818,-13.3674,2.26172,-15.6699,19.6443,-2.78133,0.137263
406.991,0.568055,0.237441,2,3,0,-405.742,0.816807,-0.183349,-1.75887,-17.5818,-27.4262,0.236725,-93.629,-74.9777,-1.2232
407.005,0.333333,0.700842,1,3,1,-406.681,0.83086,-0.178777,-1.74478,-11.5804,-12.7914,11.6136,91.0503,45.7854,8.19412
407.005,0,3.00004,0,1,1,-405.564,0.83086,-0.178777,-1.74478,-19.498,29.9927,-22.4954,91.0503,45.7854,8.19412
407.45,0.717395,0.354003,4,15,0,-406.045,0.790376,-0.126519,-1.7532,36.6183,9.8025,-30.5435,16.3597,22.4535,2.9615
407.494,0.996062,0.19238,3,15,0,-406.535,0.810432,-0.161283,-1.74054,-36.3359,16.1222,-8.30372,-7.493,-9.26021,11.602
406.978,0.925683,0.259818,3,11,0,-406.538,0.808209,-0.169501,-1.782,-3.54858,-2.66093,24.8092,-95.2195,-69.5423,-16.4331
406.978,0.361886,0.327463,2,3,0,-405.578,0.808209,-0.169501,-1.782,42.3459,20.1649,12.4509,-95.2195,-69.5423,-16.4331
407.089,0.997532,0.0788287,5,63,0,-406.147,0.799378,-0.143924,-1.79779,42.3102,7.40766,2.30544,-8.45633,-0.856543,-26.6257
407.039,0.98113,0.135327,5,31,0,-405.968,0.777961,-0.122126,-1.75006,17.7448,0.0653889,36.3341,-87.5738,-42.2093,4.00958
407.378,0.982322,0.230171,2,7,0,-406.616,0.786146,-0.120467,-1.755,-34.6012,-0.953806,15.6721,12.5614,22.9457,1.58409
406.749,0.298295,0.402646,3,7,0,-405.836,0.783433,-0.126584,-1.79791,-36.6739,-4.38916,-18.2175,-65.9476,-28.781,-27.6245
406.982,0.999923,0.0820691,4,15,0,-406.642,0.793802,-0.129815,-1.79586,2.32893,-13.8907,14.3809,32.7394,32.7551,-25.6749
404.927,0.993197,0.155105,4,23,0,-404.56,0.816834,-0.175599,-1.66808,-7.81529,12.0656,-16.5972,-30.8942,-30.0687,53.7064
403.259,0.985445,0.288295,2,3,0,-403.102,0.826037,-0.1755,-1.64228,-5.72641,3.72994,-13.5068,51.9339,23.2828,67.3015
402.684,0.300331,0.522962,3,7,0,-402.226,0.835569,-0.193597,-1.63618,-9.68259,18.5151,9.96771,33.6368,4.81616,70.2894
402.286,0.975838,0.111695,5,31,0,-400.586,0.817126,-0.191433,-1.86159,-46.2023,22.1585,-14.9501,-182.575,-138.939,-77.4443
403.291,1,0.197686,1,1,0,-402.489,0.819733,-0.186673,-1.86039,-23.8254,-20.5952,-11.7487,-105.78,-86.8826,-74.6154
403.713,0.99345,0.374947,3,15,0,-400.051,0.725322,-0.0454267,-1.70631,-8.98869,8.60318,71.5015,-114.246,-27.8147,25.1399
403.713,0.000493658,0.691788,1,3,0,-403.178,0.725322,-0.0454267,-1.70631,-12.8625,6.49996,-24.3524,-114.246,-27.8147,25.1399
400.777,0.999527,0.0624505,5,31,0,-400.415,0.722003,-0.0181594,-1.65157,-5.3883,-15.8824,11.6964,24.0045,66.229,54.8428
400.413,0.984453,0.118163,2,3,0,-400.369,0.724291,-0.0148763,-1.65149,-2.92121,3.63363,6.20306,63.0422,92.5015,54.1879
403.6,0.99145,0.211783,4,15,0,-398.558,0.732043,-0.0603112,-1.79975,46.4059,-49.2952,-47.1705,-172.591,-62.8273,-35.7919
405.658,0.94035,0.384074,3,7,0,-402.156,0.752616,-0.0910447,-1.76807,-36.7245,39.8851,-42.3098,-151.862,-67.6386,-10.8159
405.658,0.0209272,0.593964,1,3,1,-405.542,0.752616,-0.0910447,-1.76807,-3.71998,-10.4124,0.898618,-151.862,-67.6386,-10.8159
406.714,0.999988,0.0630164,6,63,0,-405.199,0.787053,-0.136872,-1.71867,52.0509,-9.60041,11.1219,-85.4582,-48.4843,23.9089
405.982,0.987886,0.116738,5,31,0,-404.883,0.751019,-0.0822174,-1.75234,-35.9772,-7.25747,-24.2458,-102.812,-33.0882,0.0469269
405.482,0.963718,0.206793,5,31,0,-403.686,0.799278,-0.129916,-1.82666,-22.757,38.0287,-11.4637,102.586,78.5391,-48.6229
407.353,0.980441,0.33884,3,7,0,-405.228,0.822461,-0.1829,-1.75366,-24.1638,-3.10563,-51.3232,-27.818,-32.4813,2.98019
407.308,0.474613,0.577129,1,3,0,-407.29,0.82895,-0.182944,-1.75497,-0.923169,-3.69569,-2.25095,42.7015,12.6754,2.14549
406.536,0.890519,0.238163,3,9,0,-405.384,0.846918,-0.214762,-1.73615,44.6454,-0.0602661,15.6059,15.8919,-18.6917,13.1598
405.893,0.935328,0.314607,3,11,0,-403.973,0.748207,-0.0679489,-1.75662,29.3416,-36.9275,13.5357,-34.2979,17.9252,-2.95528
405.893,9.36806e-06,0.467685,2,5,0,-403.05,0.748207,-0.0679489,-1.75662,-66.0701,-18.8282,-21.9311,-34.2979,17.9252,-2.95528
406.467,0.999208,0.0544565,6,63,0,-405.514,0.76283,-0.0956039,-1.77867,34.4785,-18.368,-6.42254,-71.709,-17.7929,-15.9618
406.244,0.999467,0.0969115,3,7,0,-406.184,0.766372,-0.0871438,-1.7866,7.22648,0.869923,-6.94782,31.4107,53.0958,-21.5191
406.244,0.770636,0.170968,2,7,0,-403.334,0.766372,-0.0871438,-1.7866,69.6279,22.5541,-3.53896,31.4107,53.0958,-21.5191
406.554,0.999941,0.162955,5,31,0,-405.759,0.848043,-0.209946,-1.73981,30.632,-11.529,16.8951,60.6086,12.0137,10.8328
407.544,0.964038,0.284031,3,15,0,-406.34,0.796856,-0.142829,-1.76715,-16.8031,31.3316,-10.7567,-27.8917,-13.3489,-5.82346
407.406,0.464472,0.446846,2,7,0,-406.098,0.79282,-0.137802,-1.73948,1.42176,-9.15116,-41.9792,-34.609,-15.8522,11.8407
407.39,0.927214,0.191548,2,3,0,-406.725,0.795665,-0.143177,-1.7378,32.3996,12.0643,-1.33797,-40.8078,-22.3244,12.9453
406.512,0.819754,0.273026,3,15,0,-405.448,0.775036,-0.117046,-1.71669,44.7795,2.80841,-9.80746,-78.1215,-35.1121,24.6154
405.336,0.991234,0.294298,4,15,0,-404.952,0.748256,-0.0729432,-1.70886,-9.17233,-10.1641,18.5516,-62.0261,-6.01022,27.0056
404.832,0.246401,0.488923,2,7,0,-404.574,0.759048,-0.067943,-1.70116,-3.69822,15.497,-3.7312,76.4041,84.2533,31.14
405.297,1,0.124199,3,7,0,-404.696,0.757196,-0.0761273,-1.69802,-11.1916,-22.8217,4.96349,6.7453,35.8992,34.0925
406.65,0.930743,0.210611,4,31,0,-404.184,0.78832,-0.119935,-1.80151,-7.61807,42.0994,30.8467,43.2605,44.8137,-30.0921
405.235,0.720282,0.298559,2,3,0,-405.046,0.776405,-0.130683,-1.80892,12.8262,1.99103,12.2366,-185.086,-106.917,-37.9103
406.129,1,0.251075,3,7,0,-405.456,0.778751,-0.123402,-1.80907,-21.9934,-20.5324,-4.11937,-99.7603,-48.3748,-36.1877
406.129,0.000423762,0.418725,3,7,0,-403.777,0.778751,-0.123402,-1.80907,50.3208,33.0408,3.51307,-99.7603,-48.3748,-36.1877
406.861,0.999999,0.0615696,4,15,0,-405.905,0.788145,-0.120374,-1.79483,-25.5562,-2.24701,-30.0851,37.3715,40.5239,-25.3271
406.245,0.948327,0.102929,3,15,0,-404.293,0.801201,-0.124088,-1.77518,-3.15543,-30.5111,38.212,157.682,114.998,-13.5866
405.542,1,0.150999,5,31,0,-405.171,0.838819,-0.223731,-1.76128,-7.51441,13.8004,-14.8185,-136.987,-122.179,-5.31289
406.796,1,0.249087,2,3,0,-405.744,0.842136,-0.21045,-1.76306,-14.26,-30.574,4.66203,-6.11121,-31.9988,-3.91122
406.828,0.309849,0.408099,3,15,0,-404.77,0.784811,-0.108685,-1.76851,-12.5036,43.7383,9.49948,82.5288,74.0629,-8.32693
406.9,0.999796,0.131977,4,31,0,-405.825,0.80337,-0.14639,-1.80418,44.4087,-4.55276,-10.835,20.4162,16.491,-31.0992
406.903,0.97107,0.215579,2,3,0,-406.706,0.8065,-0.148051,-1.80201,5.02184,10.5755,-10.1947,45.1373,31.4411,-29.6371
407.439,0.991042,0.327395,2,7,0,-405.631,0.801841,-0.150221,-1.78023,10.1703,0.757522,-50.3149,-25.9948,-15.5607,-14.4634
407.332,0.483797,0.517717,2,5,0,-406.951,0.795591,-0.131298,-1.77669,-22.9436,8.66748,8.15074,41.3634,36.9264,-12.4772
407.37,0.993875,0.255781,4,15,0,-405.935,0.814268,-0.173186,-1.74788,29.9897,-22.3363,26.6049,-48.5962,-41.1555,6.63783
407.516,0.591056,0.405297,2,5,0,-407.165,0.810872,-0.153959,-1.75893,-6.85955,-17.1939,6.75588,48.4973,30.1504,-0.31468
407.46,0.963308,0.257575,3,11,0,-407.253,0.79294,-0.14029,-1.75366,-19.5965,-4.18863,0.977788,-51.8938,-27.7853,2.72739
407.414,0.988226,0.378896,2,7,0,-406.83,0.803115,-0.142298,-1.7411,18.8763,-8.80579,21.8091,44.0579,32.533,10.956
407.182,0.232001,0.58636,1,3,0,-406.587,0.797102,-0.128439,-1.74595,32.4481,5.52612,8.08917,75.2224,59.0475,7.24092
407.096,0.994804,0.169301,3,15,0,-406.708,0.799395,-0.129668,-1.75059,-5.92821,9.49976,20.083,92.1648,69.4767,4.08545
405.652,0.788405,0.265666,4,15,0,-403.477,0.826971,-0.208774,-1.74312,1.95353,28.2898,44.4405,-155.937,-126.378,6.52084
407.467,0.998551,0.264011,4,15,0,-405.984,0.796297,-0.137159,-1.77593,10.145,36.6398,11.1089,6.53928,11.6875,-11.7029
407.467,0.129325,0.414344,3,7,0,-405.743,0.796297,-0.137159,-1.77593,-56.6566,4.84657,-12.9901,6.53928,11.6875,-11.7029
407.415,0.999599,0.0987659,6,63,0,-406.645,0.7914,-0.129178,-1.77367,25.4643,-19.5084,9.94027,9.02039,17.1424,-10.4083
407.09,0.980567,0.155396,3,11,0,-406.793,0.79126,-0.12415,-1.78578,14.1262,6.82034,14.7911,44.9013,43.07,-18.9391
407.427,0.801329,0.233534,2,3,0,-405.829,0.7906,-0.129934,-1.77349,43.1076,21.3404,18.0151,-5.54663,7.42735,-10.2797
407.106,0.956846,0.238648,4,31,0,-406.761,0.814834,-0.176543,-1.78043,-19.5718,8.29611,-11.1901,-70.6297,-57.2733,-15.056
406.819,0.839856,0.338712,3,7,0,-404.874,0.816102,-0.150207,-1.76124,18.7578,-24.1653,-41.357,133.17,86.2438,-3.13292
407.268,0.983542,0.374428,3,9,0,-407.012,0.789033,-0.137901,-1.74791,-9.63107,-14.4054,-1.67508,-76.8185,-42.7631,6.02124
406.592,0.248686,0.558378,1,3,0,-405.891,0.794395,-0.121566,-1.72106,-15.1868,-5.04854,28.4522,89.267,70.3311,22.2115
405.758,0.996326,0.179731,4,15,0,-405.299,0.837138,-0.190577,-1.81764,-24.723,-8.40923,-11.156,88.0942,36.458,-41.5873
406.463,1,0.275078,3,7,0,-405.554,0.818316,-0.174551,-1.81379,11.8495,-23.4312,-20.409,-17.5554,-22.6534,-37.9842
406.463,2.73889e-07,0.422287,3,7,0,-402.506,0.818316,-0.174551,-1.81379,-81.3616,-26.1527,-2.78282,-17.5554,-22.6534,-37.9842
405.27,0.988105,0.083233,5,63,0,-404.217,0.792902,-0.149657,-1.68206,8.52335,-12.2532,-35.3342,-101.064,-64.5139,44.9277
401.763,0.877434,0.124911,4,27,0,-398.947,0.799651,-0.18848,-1.68695,69.0643,-16.7527,-16.1901,-275.096,-192.082,34.8448
404.966,1,0.149153,2,7,0,-401.549,0.809813,-0.175655,-1.6778,-59.0749,-39.0272,-15.5714,-97.7762,-73.0438,47.3528
407.16,1,0.227628,3,11,0,-403.443,0.80862,-0.167226,-1.78163,23.2677,7.72959,69.8929,-73.592,-54.5403,-15.8261
407.523,0.589094,0.345907,4,15,0,-406.262,0.792765,-0.132386,-1.75285,42.7569,11.5005,18.0856,1.43293,10.1071,3.37129
406.532,0.939411,0.230377,3,15,0,-405.583,0.834239,-0.193267,-1.71265,-42.4723,6.31142,-5.21939,26.5778,-1.40975,28.2116
404.944,0.97791,0.309034,3,7,0,-404.675,0.827557,-0.182888,-1.66965,-8.7986,11.95,11.2199,24.783,2.66555,52.8989
407.347,0.733025,0.446048,3,7,0,-404.347,0.785131,-0.128288,-1.76331,8.12885,-16.1309,62.4549,-54.3358,-23.3726,-3.89027
403.754,0.404418,0.396135,3,7,0,-402.212,0.865722,-0.248503,-1.82294,13.867,-37.3125,8.58812,-18.1483,-63.1477,-48.5107
406.297,0.941322,0.184996,3,15,0,-400.341,0.844204,-0.197272,-1.78614,75.7492,-30.8956,-55.897,115.49,51.5316,-19.8938
406.192,0.978574,0.24789,3,7,0,-405.418,0.852734,-0.224692,-1.77863,-30.8284,-6.49202,19.4377,10.2442,-29.2863,-15.0584
407.113,0.694733,0.356076,3,15,0,-404.244,0.808277,-0.149801,-1.79301,-68.1991,23.8338,2.75074,52.1897,34.9344,-23.3341
404.38,0.607855,0.294568,3,15,0,-404.223,0.78407,-0.150475,-1.80637,-6.53604,11.0428,4.38265,-244.954,-155.747,-37.8469
406.598,0.915683,0.206536,1,3,0,-403.529,0.794468,-0.130899,-1.80897,47.6237,43.8714,-5.48103,33.0711,32.8385,-34.9604
405.114,0.995156,0.261887,4,15,0,-404.347,0.858181,-0.236693,-1.70452,-17.0401,16.1031,22.8805,-12.131,-44.6469,31.0954
405.152,0.848782,0.38553,3,15,0,-401.983,0.750869,-0.0571038,-1.76898,-42.014,39.6656,-32.2338,72.731,92.9123,-12.4456
406.211,0.497843,0.428416,2,3,0,-405.323,0.754576,-0.0770863,-1.76514,15.0452,-27.0029,8.13328,-29.2822,17.4813,-7.77635
406.112,0.989057,0.2451,5,31,0,-405.215,0.755822,-0.0829132,-1.78046,-32.065,17.5072,-10.8807,-59.0238,-3.22778,-17.9254
406.783,0.671646,0.354926,4,15,0,-404.59,0.81515,-0.154813,-1.71905,57.4961,-14.5403,-22.4918,83.3159,51.7653,24.2283
406.273,0.860911,0.282734,2,7,0,-405.406,0.820411,-0.153014,-1.73112,-2.62387,-10.495,-32.9419,152.007,96.6913,15.4389
405.87,0.993336,0.321146,3,15,0,-403.337,0.862386,-0.230356,-1.76417,62.5432,-13.028,-24.9931,77.2241,11.7719,-6.12016
405.87,7.05784e-05,0.46591,2,5,0,-401.844,0.862386,-0.230356,-1.76417,-51.0822,-32.5515,-49.1436,77.2241,11.7719,-6.12016
405.925,0.98428,0.107411,3,7,0,-405.181,0.861485,-0.230534,-1.76577,-35.0707,-11.7169,-0.069495,66.102,4.45504,-7.06459
404.425,0.964133,0.153462,4,15,0,-403.299,0.858992,-0.247971,-1.70575,-13.9846,1.82991,38.461,-75.7385,-90.3368,28.941
402.886,0.94706,0.210664,4,15,0,-401.733,0.875145,-0.278016,-1.77932,27.1185,-5.90634,33.0004,-124.822,-142.397,-21.6858
404.494,1,0.279563,2,3,0,-402.793,0.876395,-0.240304,-1.77021,12.5524,-38.009,-15.8453,164.028,62.177,-12.5382
406.923,0.488719,0.407512,3,15,0,-402.632,0.774621,-0.10576,-1.78021,-37.8098,58.7381,13.4728,-11.2561,16.0077,-15.8854
407.185,0.995865,0.234621,2,7,0,-406.19,0.780446,-0.113991,-1.77394,-25.733,19.3431,-20.5514,-4.80486,15.7524,-11.2038
402.787,0.274476,0.338633,3,7,0,-400.337,0.836663,-0.203866,-1.63965,23.0262,46.5046,5.46945,-13.8038,-29.5374,68.2623
403.901,0.99119,0.133362,3,7,0,-402.057,0.837146,-0.209685,-1.66102,-10.6159,-3.40729,50.594,-44.1815,-51.9543,56.5938
402.067,0.819221,0.190731,3,7,0,-400.036,0.85077,-0.209963,-1.63562,44.1549,32.6493,0.914155,74.2367,24.6923,69.6847
400.809,0.812883,0.200201,2,7,0,-398.997,0.852973,-0.186157,-1.65045,-39.0981,4.11774,-38.7369,231.06,133.846,57.5513
404.641,0.997916,0.2077,4,15,0,-400.757,0.849546,-0.228513,-1.68644,-49.4053,-29.9844,50.6268,-43.7238,-60.403,41.7623
404.806,1,0.298781,1,1,0,-404.583,0.848553,-0.22598,-1.68783,2.28608,12.5421,-9.52041,-37.8425,-55.6563,41.1634
407.359,0.454696,0.430155,3,7,0,-404.767,0.819881,-0.170053,-1.73818,-13.4606,34.3818,-43.5744,33.0299,12.6899,13.0185
407.437,0.900866,0.237204,4,15,0,-406.375,0.814936,-0.170023,-1.77521,-45.9682,-0.434061,-5.32192,-21.0981,-22.239,-10.9932
405.552,0.836595,0.286599,3,7,0,-405.012,0.837073,-0.197598,-1.82504,-10.9409,-20.6756,-8.63729,31.883,-3.61162,-46.8064
405.668,0.942964,0.309158,4,15,0,-403.518,0.836025,-0.207223,-1.69716,36.9411,-26.4957,-33.3614,-43.6739,-51.9387,36.5985
405.044,0.84942,0.400837,3,7,0,-404.249,0.860236,-0.245492,-1.71916,16.791,3.4643,-30.4775,-49.2161,-73.2173,21.4799
403.706,0.330306,0.441244,3,7,0,-403.061,0.890833,-0.266562,-1.74846,0.941688,12.1649,26.7521,131.643,30.7028,0.327783
406.727,0.999374,0.198527,4,15,0,-402.491,0.808365,-0.163808,-1.80572,-45.0295,54.9495,17.3418,-54.1973,-40.4291,-32.3682
406.332,0.989783,0.283171,3,7,0,-406.2,0.819696,-0.165129,-1.81395,1.89763,-11.3786,0.146401,73.6643,40.8375,-38.3352
406.332,0.0796727,0.396293,3,7,0,-404.921,0.819696,-0.165129,-1.81395,14.1183,32.4661,19.1948,73.6643,40.8375,-38.3352
406.444,0.997262,0.11739,3,7,0,-406.096,0.80741,-0.165081,-1.81041,5.16441,-9.09407,-19.0437,-76.3937,-55.3373,-35.9993
404.545,0.930412,0.166495,4,23,0,-399.225,0.812337,-0.142411,-1.67339,15.6895,1.68844,-86.5315,124.408,82.7916,49.4068
405.641,0.965276,0.210361,3,11,0,-403.657,0.798379,-0.167545,-1.71896,2.89804,4.86359,53.0879,-170.254,-116.363,21.7478
406.005,0.976963,0.281392,3,15,0,-404.768,0.775477,-0.131302,-1.76329,-34.0086,1.22033,-30.9447,-183.068,-107.342,-6.70041
406.005,0.3338,0.383069,1,3,0,-401.451,0.775477,-0.131302,-1.76329,-44.4766,-55.1679,27.5294,-183.068,-107.342,-6.70041
406.602,0.996914,0.177352,3,15,0,-405.274,0.780974,-0.129197,-1.72112,24.6455,26.7644,-21.1668,-97.777,-52.9226,22.0006
407.219,0.970875,0.24945,4,15,0,-406.193,0.781643,-0.117633,-1.7755,-30.2241,-10.7358,25.7435,-17.7996,5.70002,-12.1292
405.415,0.496513,0.335197,4,15,0,-402.562,0.741621,-0.0611137,-1.76841,6.44801,41.0691,-40.5678,-60.0105,5.81476,-11.6605
407.02,0.760609,0.204878,3,9,0,-403.392,0.785037,-0.111315,-1.7486,84.4004,-2.36471,12.4776,63.8259,59.8361,5.01328
404.525,0.992608,0.194293,4,15,0,-403.488,0.855693,-0.239359,-1.69409,-20.4533,9.00724,32.8749,-52.3063,-70.8742,36.6614
407.543,0.999673,0.269971,4,15,0,-403.948,0.794487,-0.139668,-1.75706,52.2396,-16.9561,53.1662,-30.9434,-13.99,0.699923
406.939,0.675414,0.378648,3,15,0,-406.416,0.774115,-0.103803,-1.73592,30.7182,3.01735,-8.34906,-1.84968,20.579,12.9493
407.203,0.508477,0.311907,3,7,0,-404.711,0.790035,-0.137194,-1.73316,67.4371,14.9479,-5.97927,-59.1464,-31.4426,15.5046
406.67,0.964445,0.196005,2,7,0,-406.496,0.786939,-0.140926,-1.72863,-4.69696,-2.70356,14.9513,-115.455,-69.3119,17.3405
