# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1313403272
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_N_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_N_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-6562.24,1,0.00390625,2,3,0,16534.3,0.860273,-0.146953,0.934364,1.47654,-0.601027,-0.0763768,1.40731,1.14842,-1.11045,0.566065,-1.26694,0.731621,0.231895,1.35766,0.5117,-0.913696,-0.416974,-0.254392,-0.40621,-14.7667,1.0057,-17.4013,-32.6212,3.84266,-3.80866,0.00748055,-0.474279,0.65358,-25.172,0.636125,-3.14602,-5.39466,-80.9091,-15.2128,-0.936083,-5.17082,-11.1886,103.559,1972.43,-62.9255,2388.2,4091.56,-440.224,734.472,26.4824,40.0649,-0.851749,3487.71,-94.1227,662.738,766.853,9998.94,1945.36,-9.6289,599.534,1603.96,-12552
-6562.24,0,10.0182,0,1,1,6569.89,0.860273,-0.146953,0.934364,1.47654,-0.601027,-0.0763768,1.40731,1.14842,-1.11045,0.566065,-1.26694,0.731621,0.231895,1.35766,0.5117,-0.913696,-0.416974,-0.254392,-0.40621,-1.23621,0.318491,1.20303,1.06843,-0.535888,-1.10554,-0.0769756,-0.337007,1.79999,0.208526,-1.25464,0.949712,1.30435,1.00542,0.137178,-0.734615,-0.286122,0.334626,0.47473,1972.43,-62.9255,2388.2,4091.56,-440.224,734.472,26.4824,40.0649,-0.851749,3487.71,-94.1227,662.738,766.853,9998.94,1945.36,-9.6289,599.534,1603.96,-12552
-6562.24,0,0.951493,0,1,1,6572.87,0.860273,-0.146953,0.934364,1.47654,-0.601027,-0.0763768,1.40731,1.14842,-1.11045,0.566065,-1.26694,0.731621,0.231895,1.35766,0.5117,-0.913696,-0.416974,-0.254392,-0.40621,0.848562,-2.25565,0.469484,-0.892437,-1.07457,-0.284773,2.18172,0.221981,-0.85056,1.1291,-1.14089,-0.0351918,1.33245,-1.56661,0.271502,-0.518217,-0.440814,-0.094614,0.556431,1972.43,-62.9255,2388.2,4091.56,-440.224,734.472,26.4824,40.0649,-0.851749,3487.71,-94.1227,662.738,766.853,9998.94,1945.36,-9.6289,599.534,1603.96,-12552
-6562.24,0,0.0488594,0,1,1,6578.5,0.860273,-0.146953,0.934364,1.47654,-0.601027,-0.0763768,1.40731,1.14842,-1.11045,0.566065,-1.26694,0.731621,0.231895,1.35766,0.5117,-0.913696,-0.416974,-0.254392,-0.40621,2.53188,1.90342,0.864739,0.873516,-0.134351,-0.208947,-0.372322,-0.0524177,-0.435712,0.242969,-1.1023,-1.64452,0.217701,-1.37774,0.981224,-0.647855,3.24084,-0.476484,1.59575,1972.43,-62.9255,2388.2,4091.56,-440.224,734.472,26.4824,40.0649,-0.851749,3487.71,-94.1227,662.738,766.853,9998.94,1945.36,-9.6289,599.534,1603.96,-12552
-3367.69,1,0.00191619,2,3,0,6487.2,0.834889,-0.142956,0.911252,1.41283,-0.597523,-0.0958855,1.40466,1.14193,-1.10607,0.509295,-1.26936,0.717588,0.211982,1.21116,0.483929,-0.90969,-0.427888,-0.280474,-0.225119,-8.40802,0.849637,-8.85461,-19.3056,1.5281,-4.95257,-0.523759,-1.22457,0.768537,-17.3855,-0.110191,-3.91763,-5.10918,-45.1166,-8.85187,0.736601,-3.15462,-7.95769,56.1772,1021.31,-47.3022,1233.97,2091.93,-241.888,415.878,18.6296,29.0612,-3.73887,2040.11,-115.383,416.041,446.042,4856.24,1050.03,-14.6435,333.418,920.945,-6103.66
-3139.59,1,0.00132442,2,3,0,3372.21,0.830616,-0.140915,0.904427,1.40888,-0.595456,-0.0984165,1.40328,1.14412,-1.10596,0.502927,-1.26953,0.71466,0.214401,1.19717,0.483816,-0.909949,-0.432898,-0.28065,-0.203602,-2.90727,0.82967,-4.13764,-4.14681,1.08763,-1.48448,-0.545579,0.790139,0.0477788,-5.01561,0.0908251,-1.63795,0.344266,-11.4102,-1.37889,-0.0778695,-2.31551,-1.24423,15.8273,950.511,-43.7516,1145.37,1950.72,-226.154,389.422,17.9534,28.1822,-3.9797,1928.37,-116.257,394.103,419.91,4488.75,983.329,-14.9102,312.25,869.048,-5639.57
-3009.7,1,0.00104407,2,3,0,3147.54,0.827657,-0.139755,0.906359,1.40451,-0.593217,-0.0979306,1.40439,1.14263,-1.10337,0.496163,-1.26962,0.71482,0.214387,1.1896,0.479156,-0.913477,-0.431041,-0.283388,-0.191173,2.38392,-0.601043,0.243695,4.07573,-1.30288,0.163484,-0.51123,0.745386,-1.24312,5.20418,-0.079021,0.328457,0.436765,8.18427,3.22479,1.67471,-0.569498,2.19754,-11.6689,910.87,-43.0911,1102.74,1870.64,-217.796,373.602,17.545,27.688,-4.05947,1855.37,-114.811,383.689,406.747,4291.02,933.665,-14.1664,302.02,837.179,-5375.96
-2646.5,1,0.000899589,3,7,0,3015.79,0.817285,-0.139337,0.895966,1.39407,-0.587539,-0.107595,1.40313,1.13973,-1.10596,0.484884,-1.27264,0.710149,0.211247,1.16048,0.474446,-0.916298,-0.427821,-0.285605,-0.155766,-4.4077,0.192027,-4.73436,-6.04364,1.94422,-3.31349,-0.379311,-0.852428,-0.709596,-6.29107,-0.630709,-1.95814,-1.56606,-15.2313,-2.8859,-0.755517,0.38328,-2.03947,18.7777,797.565,-41.4739,964.859,1644.73,-192.609,329.264,16.463,26.1591,-4.46534,1670.94,-116.891,352.885,367.394,3707.28,828.286,-16.3101,269.654,752.536,-4637.8
-2028.06,1,0.000824805,4,15,0,2652.41,0.807686,-0.13916,0.874122,1.36796,-0.585673,-0.105371,1.40852,1.13963,-1.1151,0.45344,-1.27822,0.700399,0.209547,1.10603,0.460328,-0.908615,-0.428305,-0.292599,-0.0759832,-3.67376,0.147956,-6.19799,-8.65932,0.81782,-0.453345,0.887752,-0.0893441,-1.56906,-9.72391,-0.630181,-2.61482,-1.24106,-18.5955,-4.51012,1.37042,-0.76938,-3.14006,25.2161,611.379,-39.6065,730.397,1255.18,-153.099,256.783,14.6512,23.7782,-5.20159,1324.08,-115.972,293.755,294.316,2731.5,623.522,-12.3358,210.367,596.083,-3374.69
-1996.78,1,0.000790632,3,7,0,2037.19,0.804355,-0.139698,0.873429,1.36749,-0.584825,-0.105456,1.41219,1.14236,-1.11711,0.451654,-1.27775,0.697741,0.209158,1.102,0.458944,-0.910365,-0.429948,-0.294015,-0.0724044,2.58441,0.308437,1.01031,1.27991,-0.6562,0.254296,-2.31425,-1.70559,1.26796,2.16743,-0.38777,1.91124,0.476629,4.68161,1.36305,1.09701,1.20381,1.36246,-4.89991,600.45,-40.0717,719.174,1236.73,-151.05,252.554,14.5587,23.6734,-5.25201,1306.47,-115.992,290.198,290.315,2683.73,613.579,-12.1472,206.554,587.554,-3311.46
