# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1168160790
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_S_Serum_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_S_Serum_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-3981.12,1,0.0078125,2,3,0,9349.81,1.68142,-0.652516,-1.14751,-0.0749037,-1.04736,0.0172823,-1.51107,0.328352,1.12368,1.05071,-1.33933,-1.72912,0.784414,0.687935,-1.31458,0.0695953,1.62642,1.30772,0.732076,-0.100251,-1.27049,-1.63146,-2.28994,3.37407,-0.329114,0.834387,-0.676333,-0.357816,-0.976955,-0.555657,12.6584,-24.0987,-3.22968,-0.865069,-1.68945,-38.6828,-77.3285,49.827,193.093,17.9686,-72.4984,64.155,-28.1528,122.055,-9.69019,12.1933,6.83784,247.685,-58.8625,-860.403,1399.39,143.952,12.4051,7.93791,2187.25,5006.78,-2430.81
-3981.12,0,10.0182,0,1,1,3987.65,1.68142,-0.652516,-1.14751,-0.0749037,-1.04736,0.0172823,-1.51107,0.328352,1.12368,1.05071,-1.33933,-1.72912,0.784414,0.687935,-1.31458,0.0695953,1.62642,1.30772,0.732076,0.646811,-0.850636,-1.27668,0.556429,0.0229208,0.59641,-0.492946,1.64049,0.762888,-0.913642,-0.163395,-0.554897,-1.46166,-0.595704,-1.03333,-0.282534,-1.00967,-0.126547,0.505832,193.093,17.9686,-72.4984,64.155,-28.1528,122.055,-9.69019,12.1933,6.83784,247.685,-58.8625,-860.403,1399.39,143.952,12.4051,7.93791,2187.25,5006.78,-2430.81
-3981.12,0,0.951493,0,1,1,3988.46,1.68142,-0.652516,-1.14751,-0.0749037,-1.04736,0.0172823,-1.51107,0.328352,1.12368,1.05071,-1.33933,-1.72912,0.784414,0.687935,-1.31458,0.0695953,1.62642,1.30772,0.732076,0.0814313,0.0273296,1.12173,0.335768,-0.0667161,1.07266,-1.04316,0.600305,-0.10525,1.47966,0.132764,0.0658754,0.431645,-0.661199,-1.89965,0.0971348,-1.88641,0.812003,-0.0301652,193.093,17.9686,-72.4984,64.155,-28.1528,122.055,-9.69019,12.1933,6.83784,247.685,-58.8625,-860.403,1399.39,143.952,12.4051,7.93791,2187.25,5006.78,-2430.81
-3981.12,0,0.0488594,0,1,1,3985.62,1.68142,-0.652516,-1.14751,-0.0749037,-1.04736,0.0172823,-1.51107,0.328352,1.12368,1.05071,-1.33933,-1.72912,0.784414,0.687935,-1.31458,0.0695953,1.62642,1.30772,0.732076,-0.0818103,-0.736053,-0.797402,0.63931,-0.130738,0.44191,0.312977,-0.26819,0.452512,-0.307432,-1.96951,0.164177,0.559882,-0.801683,1.18554,0.319587,0.448866,-0.313055,-0.212319,193.093,17.9686,-72.4984,64.155,-28.1528,122.055,-9.69019,12.1933,6.83784,247.685,-58.8625,-860.403,1399.39,143.952,12.4051,7.93791,2187.25,5006.78,-2430.81
-3696.89,1,0.00191619,2,3,0,3985.42,1.67858,-0.652206,-1.14472,-0.0753508,-1.04703,0.0197133,-1.51167,0.328426,1.12387,1.04746,-1.34164,-1.72459,0.767701,0.689246,-1.31255,0.0598723,1.61491,1.2687,0.752034,1.10102,-0.0555793,-0.871023,0.229806,-0.141726,-0.419248,0.137695,0.00269587,-0.0363367,1.31752,0.489312,-2.79141,6.90126,-0.0666356,-0.507916,2.55162,6.99435,19.2302,-9.58726,185.465,10.6353,-76.7747,56.2928,-29.9569,107.092,-9.71396,11.2151,6.6132,244.023,-59.8966,-827.464,1283.72,143.441,10.4373,7.36568,2020.12,4561.61,-2202.31
-3314.43,1,0.00132442,3,7,0,3707.94,1.67443,-0.647113,-1.14433,-0.0728696,-1.036,0.0221189,-1.5033,0.340838,1.11912,1.04236,-1.34092,-1.72155,0.756238,0.69639,-1.31545,0.0579775,1.58025,1.21189,0.780152,1.26419,-0.943931,-0.283301,-0.330252,-2.16395,-0.191588,-1.60566,-2.31418,0.913794,1.60273,-0.295483,-2.66483,5.32583,-0.966482,0.571592,0.376427,11.5213,22.0113,-10.681,177.635,2.68941,-81.6102,48.0636,-31.3521,91.5688,-9.62903,10.4127,6.39168,239.656,-60.9745,-758.361,1117.84,143.888,8.41979,6.70512,1762.21,3991.72,-1879.69
-1237.87,1,0.00104407,6,63,0,3320.67,1.64307,-0.656724,-1.14382,-0.0359086,-1.02853,-0.0249531,-1.50109,0.326942,1.11265,0.989789,-1.30786,-1.59865,0.524252,0.679308,-1.29924,0.0598101,1.2814,0.542112,1.09219,2.93839,0.133498,-1.03177,-1.61485,-0.743197,2.47489,-0.204323,0.731681,0.370013,4.82622,-2.25431,-11.2032,16.7262,2.12032,-0.767429,-0.060682,23.3039,51.3464,-22.9703,115.033,-46.2636,-99.1434,-0.843304,-37.8784,-11.564,-9.13166,4.45589,5.62953,209.902,-65.6369,-356.288,251.8,102.853,-2.30151,1.43861,401.265,755.549,-228.232
-1147.93,1,0.000899589,5,31,0,1244.14,1.63835,-0.651018,-1.13338,-0.03175,-1.01128,-0.00698728,-1.49117,0.324591,1.0857,0.969616,-1.30018,-1.56003,0.492411,0.665664,-1.29975,0.0468261,1.25008,0.483952,1.13913,1.13857,-0.728246,-1.42397,-0.296949,-1.4632,-1.31258,-0.753509,0.194809,1.91236,2.89704,-1.00519,-5.10378,3.87426,1.63861,0.0191871,0.910961,4.74702,9.12364,-4.53771,110.797,-46.2007,-95.7058,-1.57661,-36.1975,-8.09829,-8.89263,4.3041,5.55388,205.508,-65.3769,-320.799,213.302,91.3593,-2.17867,1.11477,322.653,648.539,-137.872
-868.132,1,0.000824805,6,63,0,1156.29,1.50819,-0.628762,-1.09044,-0.0296187,-1.06553,-0.0522659,-1.48366,0.328047,1.07097,0.825974,-1.24258,-1.425,0.402635,0.611281,-1.26974,0.0740225,1.08634,0.169234,1.21905,5.54932,-1.45452,-2.83391,-0.132223,0.980817,0.989478,-0.371003,-0.0332003,0.529982,7.42595,-2.78712,-8.71315,5.34221,2.92343,-0.928643,-0.779655,8.79179,16.4206,-2.94696,93.8214,-47.3043,-89.3841,-5.6532,-36.7701,-26.8624,-8.71218,3.91568,5.62114,173.237,-63.0811,-244.144,118.662,68.199,-2.44446,1.66378,166.128,257.004,41.1725
-305.921,1,0.000790632,8,255,0,880.564,0.955247,-0.381475,-0.530129,0.243798,-0.963254,0.153743,-1.70142,0.431706,1.05736,0.0887308,-0.80414,-0.278963,-0.0882519,0.302172,-1.07016,0.0494348,0.451716,-0.685478,0.667809,-9.39362,4.58546,8.8983,2.02068,2.97321,1.70382,-1.48777,0.712225,-0.445913,-11.8244,6.88281,17.5809,-6.18231,-5.84598,1.8757,-0.264647,-8.56636,-10.4422,-13.6897,66.9003,-39.0788,-53.8417,15.6136,-39.5159,13.4365,-11.4942,4.6697,6.31212,13.4049,-43.6656,-48.0218,-35.9584,49.9894,1.62876,0.922353,8.01134,-33.6623,194.691
-221.22,1,0.000782805,7,127,0,315.324,0.841185,-0.274017,-0.450677,0.101123,-0.929597,0.116746,-1.76559,0.464867,1.0164,0.0946742,-0.792173,-0.139303,-0.0831058,0.203781,-1.04583,-0.00265618,0.460137,-0.620737,0.386561,-3.93393,3.02791,2.92414,-2.95553,1.73018,-0.794971,-0.942434,0.525273,-0.968238,-0.22392,1.37266,3.77414,1.29133,-3.27299,0.421384,-1.08867,-0.0268516,2.14857,-10.2963,67.2868,-33.9931,-53.139,0.800431,-44.2997,-3.89215,-13.5306,5.15132,6.65594,12.3524,-44.8416,-35.4547,-51.4064,56.0808,2.74813,4.52436,6.70969,-34.5302,179.915
-149.994,1,0.00079375,7,127,0,232.691,0.727766,-0.103004,-0.392213,0.135927,-0.888417,0.128476,-1.79739,0.461904,1.06219,0.185477,-0.765953,-0.149067,0.0146592,0.0443714,-1.08799,0.121628,0.470327,-0.600488,0.122569,3.86367,-3.42418,-2.46176,-0.381967,-2.02181,-0.0197641,0.0273244,0.226662,-0.496612,-0.559675,-1.78198,-1.06873,-2.36181,4.17083,0.763839,-1.67685,-0.00710228,-1.2196,9.78059,66.583,-11.8114,-45.9409,9.94573,-45.2018,14.9339,-18.9418,6.63459,9.96603,37.9254,-43.0836,-41.2158,-2.58101,51.2453,2.67501,19.8897,4.42725,-22.9597,169.094
-144.731,0.999995,0.000819204,8,255,0,161.136,0.721479,-0.112049,-0.384115,0.126174,-0.882387,0.142215,-1.80338,0.440686,1.04563,0.195584,-0.784584,-0.154204,0.0261279,0.0171375,-1.09851,0.0886895,0.46774,-0.587165,0.102585,0.91551,0.613867,-0.909231,0.810106,-0.751581,-0.912355,0.334119,1.65955,1.32788,-0.506569,1.13508,0.118334,-0.855235,2.40565,0.821209,2.6418,0.227592,-1.15176,2.641,66.4976,-11.5443,-43.7195,10.123,-44.1933,23.4436,-18.7754,6.01044,9.68793,41.3913,-43.9668,-41.9811,5.75806,49.5212,2.9597,19.6911,4.70753,-19.4793,170.586
-58.2483,1,0.000856668,7,127,0,152.615,0.590844,-0.0888877,-0.249921,0.0644842,-0.77818,0.0502442,-1.86871,0.416148,0.934929,0.147603,-0.617518,-0.0398041,0.073783,0.0155656,-1.2126,0.0655845,0.40691,-0.537027,-0.235015,4.506,-0.662941,-3.3311,1.16285,-3.24284,1.92033,0.196462,0.63224,2.01753,2.05517,-3.78168,-2.80714,-0.0463415,2.02829,1.7724,1.38202,1.01082,-1.18006,9.94197,81.7281,-8.5472,-36.8669,3.78973,-56.3997,6.98158,-27.1542,9.6069,13.3999,33.2496,-35.6766,-26.3953,18.5523,64.9055,2.50734,41.9549,1.87428,-10.7946,123.658
