# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=282705322
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_S_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_S_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-32251.4,1,0.00195312,1,1,0,85664.3,-1.09464,-0.611077,-1.19832,0.705941,-1.75801,-0.852988,0.150097,0.61691,-1.57816,-1.32744,0.0659613,-0.908028,1.46578,0.894921,-1.343,-1.03841,-1.7476,1.59898,-1.14987,-26.4044,-25.079,-32.9353,-10.0218,-19.1384,-12.0064,-2.72222,-0.944866,-0.13993,-9.92359,-1.01725,-1.78698,-4.226,115.466,12.242,10.8351,-1.48478,-152.873,-258.27,-6140.04,-5275.16,-7722.36,-1414.64,-4471.89,-3353.81,-86.9387,-256.158,-103.676,-2401.48,-531.557,-792.441,-830.045,25781.2,2774.71,2658.38,-931.409,-41664.7,-55985.2
-32251.4,0,10.0182,0,1,1,32263.7,-1.09464,-0.611077,-1.19832,0.705941,-1.75801,-0.852988,0.150097,0.61691,-1.57816,-1.32744,0.0659613,-0.908028,1.46578,0.894921,-1.343,-1.03841,-1.7476,1.59898,-1.14987,-0.13211,0.427232,-1.24457,0.545063,-1.97455,0.0108779,0.0373511,-1.38437,0.569809,1.45421,1.11312,-1.29452,0.946746,-0.378092,2.16131,-1.46802,1.63561,0.84623,0.231356,-6140.04,-5275.16,-7722.36,-1414.64,-4471.89,-3353.81,-86.9387,-256.158,-103.676,-2401.48,-531.557,-792.441,-830.045,25781.2,2774.71,2658.38,-931.409,-41664.7,-55985.2
-32251.4,0,0.951493,0,1,1,32259,-1.09464,-0.611077,-1.19832,0.705941,-1.75801,-0.852988,0.150097,0.61691,-1.57816,-1.32744,0.0659613,-0.908028,1.46578,0.894921,-1.343,-1.03841,-1.7476,1.59898,-1.14987,-0.266036,-0.025042,0.852971,0.660801,-1.29832,0.973347,-0.0195545,0.197552,0.087415,-1.18663,-1.84895,-0.461094,-0.207791,-1.64897,-0.659683,-1.67465,-0.316853,0.377429,-0.151127,-6140.04,-5275.16,-7722.36,-1414.64,-4471.89,-3353.81,-86.9387,-256.158,-103.676,-2401.48,-531.557,-792.441,-830.045,25781.2,2774.71,2658.38,-931.409,-41664.7,-55985.2
-32251.4,0,0.0488594,0,1,1,32262.2,-1.09464,-0.611077,-1.19832,0.705941,-1.75801,-0.852988,0.150097,0.61691,-1.57816,-1.32744,0.0659613,-0.908028,1.46578,0.894921,-1.343,-1.03841,-1.7476,1.59898,-1.14987,-0.61655,1.25865,-0.698248,-1.47699,0.0149311,-0.870854,-0.453397,-0.741818,0.255459,1.41909,-0.422026,1.46911,0.689332,-0.025272,1.77122,-1.32543,-0.869523,-0.00929179,-2.19972,-6140.04,-5275.16,-7722.36,-1414.64,-4471.89,-3353.81,-86.9387,-256.158,-103.676,-2401.48,-531.557,-792.441,-830.045,25781.2,2774.71,2658.38,-931.409,-41664.7,-55985.2
-13638,1,0.00191619,2,3,0,30463.8,-1.05735,-0.578259,-1.15067,0.716137,-1.73262,-0.828435,0.152413,0.616256,-1.57618,-1.31178,0.071902,-0.904622,1.46988,0.736281,-1.35555,-1.04806,-1.74411,1.85095,-0.80748,-15.4093,-13.1391,-19.6111,-3.06689,-11.0333,-9.75391,-0.692104,-0.0827808,-0.62516,-6.63282,-2.05181,-1.73825,-1.62606,65.5514,5.88418,4.97183,-1.79097,-96.423,-137.546,-1650.58,-1202.71,-2102.53,267.141,-1391.85,-1050.08,-27.7671,-78.2489,-37.0557,-863.527,-145.276,-291.902,-55.9753,7196.71,753.067,690.859,-253.861,-3386.03,-12874.5
-11356.7,1,0.00132442,3,7,0,13620.4,-1.03047,-0.55454,-1.13074,0.717413,-1.71799,-0.814874,0.151704,0.61627,-1.58829,-1.29972,0.0726682,-0.894259,1.47578,0.646428,-1.36569,-1.0513,-1.7421,1.87783,-0.638576,-8.32227,-6.78162,-7.92598,0.427457,-5.56942,-4.79206,0.0763958,-0.160037,2.20338,-4.18791,-0.432946,-2.60302,-1.07381,31.0397,3.42134,1.98606,-0.893871,-1.79746,-57.2837,-944.771,-657.891,-1214.9,218.65,-832.587,-705.496,-17.4608,-46.4854,-26.3516,-628.58,-84.7223,-212.733,61.8122,4041.38,448.308,405.528,-155.137,4290.9,-7430.36
-10610.4,1,0.00104407,3,7,0,11361.8,-1.0214,-0.553122,-1.12345,0.711881,-1.71096,-0.80426,0.147608,0.622703,-1.58662,-1.30023,0.0681349,-0.892528,1.47325,0.60842,-1.37081,-1.05167,-1.74094,1.84533,-0.577768,4.0284,1.67206,4.13107,-1.63338,3.29968,3.99302,-0.945814,1.63272,0.453053,1.17411,-0.913883,0.852524,-0.741116,-16.8919,-2.1443,-0.914062,0.59759,-16.5014,29.4379,-846.751,-622.658,-1084.84,89.3842,-726.033,-686.879,-16.2687,-42.1456,-25.3429,-615.046,-80.1275,-207.376,67.0711,3479.04,431.476,388.107,-151.166,4028.68,-6890.06
-9727.98,1,0.000899589,3,7,0,10623.9,-1.01112,-0.544522,-1.11472,0.720007,-1.69807,-0.792166,0.155876,0.619297,-1.5854,-1.29021,0.0660963,-0.892974,1.47251,0.577998,-1.3792,-1.05008,-1.74036,1.79866,-0.493725,4.07809,3.26747,4.23044,1.73907,4.36949,4.20267,1.87293,-0.668305,0.326274,3.58394,-0.280071,0.358587,-0.324736,-13.9295,-2.79898,-0.491537,0.461514,-19.008,33.5567,-753.523,-583.761,-960.899,-15.3192,-622.349,-660.756,-14.7093,-37.3266,-24.1784,-592.487,-74.3258,-200.337,75.5912,2944.9,402.32,365.151,-144.589,3694.57,-6384.55
-9528.73,1,0.000824805,3,7,0,9735.65,-1.00663,-0.542563,-1.10741,0.720316,-1.69254,-0.793032,0.156655,0.617617,-1.58858,-1.28896,0.0674138,-0.891833,1.46917,0.568927,-1.38322,-1.05209,-1.73671,1.78619,-0.476442,2.73449,1.51011,4.12748,0.160149,2.98855,0.465404,0.332937,-0.633566,-1.25321,1.23707,0.623594,0.708573,-1.44516,-7.22969,-2.11877,-1.26335,1.65486,-9.49164,14.8359,-734.778,-576.89,-934.179,-38.3728,-601.598,-656.663,-14.4086,-36.3659,-23.9551,-588.42,-73.086,-199.515,75.7159,2827.99,397.003,362.529,-143.81,3550.94,-6304.53
-9501,1,0.000790632,2,3,0,9535.87,-1.00652,-0.542289,-1.10702,0.720396,-1.69213,-0.794578,0.156018,0.617126,-1.58919,-1.28865,0.0669267,-0.890301,1.4695,0.567102,-1.38408,-1.0521,-1.73656,1.78437,-0.473973,-0.420822,-0.573817,-0.852573,-0.118634,-0.765757,1.69553,0.800584,0.60684,0.770592,-0.621904,0.587185,-2.01627,-0.392858,3.42047,1.23718,0.161462,-0.240287,3.70065,-5.61011,-731.906,-575.601,-930.176,-41.7775,-598.367,-656.637,-14.3746,-36.2468,-23.9284,-587.78,-72.9354,-199.229,75.8923,2811.31,396.216,363.014,-143.97,3528.48,-6294.19
-9483.37,1,0.000782806,2,3,0,9507.3,-1.00716,-0.542701,-1.10747,0.721154,-1.69122,-0.795085,0.155563,0.617468,-1.5892,-1.28774,0.0663634,-0.891202,1.46958,0.566918,-1.38477,-1.05252,-1.7355,1.78379,-0.471577,-0.52883,-0.301567,-0.21004,0.98431,1.39421,-0.391779,-0.575767,0.450589,0.00390042,1.39329,-0.691232,-1.07219,0.0723139,-1.33005,-1.04435,-0.669073,1.41373,-2.12539,5.51636,-729.467,-573.919,-926.897,-41.8627,-595.699,-654.961,-14.3146,-36.0538,-23.8729,-586.272,-72.6585,-199.066,76.3103,2800.13,394.303,361.851,-143.517,3550.34,-6272.32
-9393.7,1,0.000793751,2,3,0,9488.61,-1.00325,-0.542586,-1.10525,0.721667,-1.69013,-0.795636,0.156001,0.617262,-1.59027,-1.28854,0.0674199,-0.892625,1.46921,0.563964,-1.38465,-1.0545,-1.73585,1.77934,-0.46188,-3.03403,-0.525389,-2.12443,-0.359373,-1.15006,-0.170056,-0.286917,0.100933,0.657149,0.0418499,-0.722717,0.739324,0.298893,4.05327,0.235067,1.53719,0.110172,5.63376,-11.0487,-717.533,-568.152,-912.306,-48.5337,-585.178,-649.677,-14.0805,-35.343,-23.6789,-583.379,-71.7689,-197.993,77.9076,2741.41,390.58,357.972,-141.948,3565.3,-6200.79
-9379.63,1,0.000819206,2,3,0,9399.34,-1.00446,-0.542692,-1.10529,0.721594,-1.68998,-0.795292,0.155385,0.617309,-1.58917,-1.28805,0.068102,-0.892557,1.46929,0.564164,-1.384,-1.05452,-1.73642,1.77749,-0.460482,1.18261,-0.103546,-0.329499,0.0680869,-0.424278,-0.686548,0.74582,-0.0715622,-1.34819,-0.841067,-0.862087,-0.16449,-0.0773735,0.87957,-0.634251,0.165839,0.635499,3.69793,-4.25422,-718.884,-569.758,-913.175,-51.49,-585.004,-650.724,-14.0958,-35.3641,-23.6901,-584.18,-71.9328,-198.14,77.6281,2742.93,391.532,358.717,-142.265,3512.59,-6218.83
-9222.47,1,0.000856683,3,7,0,9390.71,-1.00289,-0.539962,-1.10095,0.719202,-1.69062,-0.790365,0.157551,0.624936,-1.58896,-1.28775,0.0706531,-0.891653,1.46844,0.556957,-1.38544,-1.05547,-1.73537,1.76501,-0.446982,1.53057,1.794,2.85206,-0.848625,0.494599,2.75389,0.860728,3.01256,0.11178,0.867986,1.08497,0.606632,-0.42987,-6.28756,-1.06561,-0.832238,0.593086,-9.18385,13.2618,-708.399,-566.683,-897.298,-72.3244,-572.158,-649.491,-13.9384,-34.7013,-23.5822,-583.671,-71.4416,-197.954,77.2893,2671.51,390.7,356.234,-142.604,3303.54,-6210.69
-8825.85,1,0.000904701,3,7,0,9227.34,-0.997395,-0.539309,-1.09746,0.723837,-1.69087,-0.783146,0.160626,0.626214,-1.58614,-1.28208,0.0744012,-0.888111,1.46308,0.539012,-1.3879,-1.05996,-1.73272,1.74498,-0.403312,2.74734,1.17331,2.52149,1.42953,0.920203,3.14324,0.874191,0.412995,0.822194,2.60566,1.16055,1.3311,-1.62871,-9.54862,-1.36169,-1.86193,0.983464,-11.6568,22.9656,-656.163,-534.64,-830.653,-92.034,-524.826,-623.782,-12.973,-31.7706,-22.714,-566.67,-67.1487,-192.284,83.8136,2427.67,368.735,334.611,-136.009,3407.44,-5884.53
-8603.54,1,0.000962382,3,7,0,8834.33,-0.9997,-0.536789,-1.09565,0.72222,-1.68399,-0.780686,0.159908,0.624859,-1.58292,-1.27594,0.0740658,-0.892674,1.46169,0.528767,-1.38623,-1.06432,-1.72819,1.7312,-0.379063,-0.13069,-1.63185,-1.80204,0.415488,-3.12083,-1.74283,0.230423,0.424681,-1.14657,-2.93898,0.0204969,1.30373,0.604083,6.95533,-0.0530162,1.98447,-1.76097,9.65812,-16.7859,-633.3,-519.273,-798.803,-106.169,-500.253,-612.168,-12.5216,-30.3504,-22.2656,-559.521,-65.5208,-190.857,86.2767,2306.17,359.641,325.243,-133.079,3366.51,-5750.97
-8232.33,1,0.00102922,3,7,0,8614.27,-0.999575,-0.527725,-1.09069,0.72473,-1.68522,-0.773582,0.169218,0.632776,-1.58027,-1.266,0.0724382,-0.893768,1.45829,0.509512,-1.38732,-1.06431,-1.72469,1.70697,-0.338509,-1.29282,-3.24039,-2.79258,-0.847593,-0.691779,-2.96785,-2.28636,-1.98332,-0.689515,-3.55048,0.263446,-0.123632,1.00748,9.21826,0.988489,0.651185,-1.12015,12.7375,-21.4636,-594.063,-491.57,-746.002,-124.04,-462.963,-594.782,-11.7962,-28.1235,-21.6431,-546.184,-62.6004,-187.23,90.9643,2111.42,342.932,310.11,-128.148,3292.89,-5536.04
-8210.2,1,0.00110495,2,3,0,8242.29,-1.00007,-0.528267,-1.09172,0.726393,-1.68403,-0.773842,0.168599,0.631508,-1.58061,-1.26508,0.0735238,-0.892786,1.46062,0.508785,-1.38881,-1.06541,-1.72649,1.70529,-0.335855,0.12107,0.219777,0.526647,-1.57331,-1.33281,-0.0927239,0.553289,1.13276,0.291568,-1.13986,-1.01688,-0.991237,-2.05378,1.81924,1.53944,1.16964,1.56023,3.3365,-5.45483,-592.14,-490.532,-743.719,-124.281,-460.755,-593.423,-11.7464,-27.9908,-21.6015,-544.892,-62.2994,-186.697,91.9402,2102.85,341.24,309.211,-128.101,3285.3,-5525.93
-8068.33,1,0.00118948,2,3,0,8216.91,-0.998668,-0.524805,-1.09294,0.728021,-1.68309,-0.769987,0.167611,0.635208,-1.5801,-1.26531,0.0753165,-0.894202,1.46455,0.500318,-1.39141,-1.06434,-1.7273,1.69645,-0.319244,1.28018,2.02871,0.357354,0.834995,0.92924,2.31992,-0.401889,1.58797,0.237194,0.545138,0.82639,-0.374277,1.54012,-6.0005,-1.4912,0.0910935,-0.191059,-7.63565,13.4734,-574.777,-477.844,-722.471,-128.391,-445.301,-585.367,-11.4759,-27.0726,-21.3518,-539.085,-60.6746,-184.863,95.4545,2024.48,333.889,302.22,-126.098,3293.5,-5421.65
-8024.75,1,0.0012828,2,3,0,8079.23,-0.998847,-0.523226,-1.09456,0.729267,-1.68392,-0.767762,0.167473,0.63529,-1.57715,-1.26439,0.0758959,-0.893629,1.46607,0.497998,-1.39072,-1.06301,-1.72534,1.69163,-0.315106,-0.227532,-1.5369,0.798041,-1.05603,0.364734,-2.11052,0.0999487,-0.0810908,-2.3118,-1.06556,-0.490586,-0.564823,-1.12132,3.09916,-0.321818,-0.840919,-1.61112,5.81703,-6.71196,-572.72,-476.873,-720.152,-131.84,-442.638,-585.623,-11.4674,-27.0266,-21.3394,-539.181,-60.6719,-185.008,95.3731,2012.77,333.973,301.934,-126.67,3218.83,-5434.18
-7868.74,1,0.001385,2,3,0,8031.23,-0.997556,-0.523515,-1.08896,0.729325,-1.68258,-0.766576,0.165552,0.639873,-1.57917,-1.2642,0.0752114,-0.893269,1.46721,0.494838,-1.38905,-1.06716,-1.72862,1.68074,-0.294947,1.24713,0.548763,3.00158,0.207426,1.08744,1.23047,-0.677722,1.6911,-0.696653,0.81104,-0.164107,0.384208,0.279175,-3.86839,0.148115,-1.91074,-1.01146,-8.38343,14.7216,-558.097,-467.842,-699.791,-136.375,-429.034,-575.665,-11.1106,-25.836,-21.0174,-534.048,-59.4097,-182.593,98.909,1940.81,327.626,294.176,-124.081,3207.29,-5338.14
-7687.78,1,0.0014962,3,7,0,7881.18,-0.997337,-0.523473,-1.09204,0.725905,-1.68762,-0.76448,0.170907,0.638275,-1.57504,-1.26199,0.0808342,-0.891396,1.46685,0.484174,-1.39373,-1.06451,-1.72726,1.66966,-0.271111,0.88578,0.697815,-0.0101017,-0.935616,-1.06254,1.55175,1.8055,-0.496455,1.40915,1.52756,1.96541,0.896279,-0.273436,-6.3789,-2.04317,0.453248,0.636831,-8.55698,15.8067,-534.932,-451.13,-671.427,-140.166,-409.746,-565.183,-10.6978,-24.702,-20.6474,-524.872,-56.9066,-179.777,102.641,1846.84,315.884,285.929,-120.983,3247.33,-5190.14
-5972.5,1,0.00161657,3,7,0,7691.65,-0.983662,-0.490497,-1.07722,0.733931,-1.68563,-0.747212,0.169238,0.629685,-1.57622,-1.2204,0.081815,-0.879458,1.47266,0.411224,-1.4048,-1.07776,-1.71734,1.51821,-0.0408303,3.6229,5.30447,4.29625,1.56628,1.85566,4.30201,-0.12812,-0.789315,-0.0283579,6.66649,0.341615,2.05165,0.0281189,-14.7538,-2.47156,-2.58608,1.55658,-29.7234,46.7804,-383.379,-336.117,-478.204,-148.539,-279.402,-473.287,-7.53573,-15.3459,-17.7637,-456.829,-42.1975,-158.554,132.763,1177.88,234.246,216.006,-97.4822,2736.27,-4259.56
-5808.66,1,0.0017463,2,3,0,5984.4,-0.98616,-0.489487,-1.07337,0.733828,-1.68265,-0.746301,0.165708,0.626393,-1.57719,-1.21257,0.0772327,-0.87892,1.46917,0.402179,-1.40119,-1.0886,-1.72491,1.50202,-0.0164738,0.060745,-0.863812,-1.91852,-0.227206,-1.32747,-1.07387,0.997762,0.916795,0.248182,-3.03277,1.23931,-0.427738,1.23304,4.58332,-0.632444,3.47211,2.00026,9.36826,-14.3012,-369.658,-324.734,-459.627,-145.839,-267.709,-461.253,-7.18603,-14.3139,-17.4027,-449.962,-41.1711,-155.8,136.127,1119.66,226.729,207.191,-93.7447,2694.07,-4156.17
-3955.85,1,0.0018856,3,7,0,5808.27,-0.960813,-0.473731,-1.02867,0.73776,-1.65944,-0.711229,0.176142,0.626936,-1.5762,-1.16578,0.0854415,-0.864227,1.45862,0.322396,-1.4126,-1.09422,-1.69006,1.27006,0.314475,3.86138,2.9249,5.78602,1.10131,3.13827,5.32223,0.826557,0.102883,0.179634,6.23562,0.833588,2.05884,-1.80925,-11.4611,-2.04618,-1.51203,3.15518,-32.8078,48.3379,-229.446,-205.525,-282.733,-91.6909,-161.432,-349.812,-3.95985,-5.0286,-14.3703,-369.298,-23.8356,-131.157,169.538,578.873,136.527,125.47,-62.4044,2053.52,-2877.23
-3835.82,1,0.00203468,2,3,0,3966.21,-0.962214,-0.477025,-1.02138,0.74085,-1.65496,-0.713022,0.176767,0.61971,-1.57758,-1.1615,0.0862027,-0.867691,1.44977,0.312952,-1.4065,-1.09927,-1.68626,1.24828,0.337996,-0.113119,0.399324,-2.35321,-0.940892,-1.42218,-0.264007,-0.161407,1.76598,0.310443,-1.79816,-0.234667,0.58528,2.51914,3.46153,-1.22685,1.49031,-1.05721,9.40995,-11.5541,-221.997,-199.161,-272.515,-87.602,-155.601,-343.898,-3.77048,-4.5897,-14.1934,-365.425,-23.0793,-130.301,169.927,550.181,132.621,121.448,-60.0403,1967.47,-2809.93
-3702.8,1,0.00219378,2,3,0,3842.13,-0.965151,-0.4718,-1.01796,0.73945,-1.65362,-0.708802,0.182578,0.620914,-1.58246,-1.15521,0.0857796,-0.867043,1.43669,0.307928,-1.40765,-1.10192,-1.68333,1.2279,0.368034,-0.194343,1.61541,1.36108,-0.13439,0.637564,1.70314,1.33231,0.283598,-1.08035,2.22491,-0.0475235,0.431026,-3.35562,-2.30853,-0.544206,-0.86312,0.793139,-8.89711,12.8555,-213.418,-190.368,-261.307,-82.3079,-149.264,-334.74,-3.50921,-3.90786,-13.9921,-358.725,-21.8379,-128.426,170.561,519.05,125.821,115.008,-56.7921,1921.79,-2699.47
-3586,1,0.00236312,2,3,0,3709.9,-0.970684,-0.472314,-1.01293,0.743253,-1.64555,-0.706286,0.178835,0.612192,-1.58834,-1.15017,0.0811572,-0.866209,1.44069,0.299909,-1.40798,-1.10345,-1.68017,1.2101,0.396446,-0.678588,0.328833,1.66581,0.989956,2.04971,1.31143,-0.784043,-1.83695,-1.212,1.90673,-0.927744,0.477211,0.437635,-2.87726,-0.357561,-0.586543,0.800195,-8.27083,12.2219,-205.101,-182.18,-249.986,-76.2326,-142.728,-326.55,-3.31876,-3.42707,-13.8171,-352.636,-20.8934,-126.64,173.858,488.174,119.713,109.458,-54.7434,1891.21,-2587.01
