# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1168160790
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_S_Serum_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_S_Serum_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-979.665,1,0.03125,2,3,0,1668.05,-0.690676,0.25814,1.24378,-0.793563,-1.58701,-0.961765,0.060256,1.3115,0.601712,-0.0638591,-1.66348,-0.813785,-0.265284,-0.451698,0.0427261,1.25135,-1.86542,0.300564,1.77691,-3.45961,0.531906,1.5967,-0.470543,0.765821,-21.0789,-2.17359,0.901641,1.53152,-4.64072,-4.01671,-3.24982,-0.325288,0.524135,-0.882332,20.7386,0.41391,18.5955,-9.139,-37.7341,12.8926,74.2883,-57.2764,-41.5459,-306.295,0.360167,23.7884,5.01463,-30.6482,-86.9581,-83.3309,-45.1835,4.96045,7.42251,83.9728,0.596638,377.647,186.32
-979.665,0,10.0182,0,1,1,990.587,-0.690676,0.25814,1.24378,-0.793563,-1.58701,-0.961765,0.060256,1.3115,0.601712,-0.0638591,-1.66348,-0.813785,-0.265284,-0.451698,0.0427261,1.25135,-1.86542,0.300564,1.77691,1.38344,0.468732,-0.719927,1.6207,0.90888,-0.146267,-0.381659,2.04234,1.62613,-0.0358385,-0.0254734,0.455492,-0.609899,0.472546,-0.516337,-0.524188,-2.55328,0.855436,-0.400521,-37.7341,12.8926,74.2883,-57.2764,-41.5459,-306.295,0.360167,23.7884,5.01463,-30.6482,-86.9581,-83.3309,-45.1835,4.96045,7.42251,83.9728,0.596638,377.647,186.32
-979.665,0,0.951493,0,1,1,989.864,-0.690676,0.25814,1.24378,-0.793563,-1.58701,-0.961765,0.060256,1.3115,0.601712,-0.0638591,-1.66348,-0.813785,-0.265284,-0.451698,0.0427261,1.25135,-1.86542,0.300564,1.77691,-1.16601,-0.199977,0.418989,0.594846,-1.39254,1.29451,0.735189,0.817503,-0.0210782,-0.90557,1.92441,-0.749916,-0.961926,1.98582,-1.13739,0.182057,-0.76482,-0.958909,0.92705,-37.7341,12.8926,74.2883,-57.2764,-41.5459,-306.295,0.360167,23.7884,5.01463,-30.6482,-86.9581,-83.3309,-45.1835,4.96045,7.42251,83.9728,0.596638,377.647,186.32
-404.321,1,0.0488594,2,3,0,927.813,-0.460889,0.419946,0.796755,-0.593838,-1.47426,0.245107,0.0993623,1.28771,0.499649,-0.022822,-1.25566,-0.437993,-0.174723,-0.567359,0.144145,0.892266,-1.83913,-0.750202,0.902541,3.74287,0.522468,-7.46249,4.38572,3.12179,16.1801,0.410156,-1.51345,-1.26496,1.1441,7.86479,6.70422,2.76207,-1.48232,0.644967,-5.36119,0.282401,-12.1059,-19.7091,-23.0639,27.0898,52.5561,-40.8331,-39.0216,61.4249,-0.603746,27.981,4.54702,6.94371,-68.342,-43.7861,-28.0683,7.12203,6.86529,15.6191,-1.11054,-22.566,236.422
-261.847,0.6,0.0333642,2,5,1,408.61,-0.441095,0.407685,0.767693,-0.587436,-1.41644,0.171841,0.215313,1.19171,0.489612,-0.106371,-1.22583,-0.36675,-0.0483096,-0.610836,0.19138,0.868453,-1.83239,-0.646287,0.336693,-1.08207,1.09385,2.25524,-1.58142,-2.24307,1.84599,-1.75687,2.64177,0.350673,1.06263,-3.06775,-2.40016,-2.37648,1.17273,-0.0782977,1.05502,-0.130299,-2.26059,15.3419,-23.7551,26.5803,54.5406,-46.0756,-42.8185,-10.7824,-0.735973,41.8588,7.04829,-12.1711,-84.2711,-37.3044,-9.24886,21.3206,27.2532,24.0962,-0.677243,-22.2919,184.826
-125.305,1,0.00792348,5,31,0,270.921,-0.259466,0.348743,0.645493,-0.465552,-1.19933,0.193368,0.279888,1.12797,0.411357,-0.136686,-1.01093,-0.395873,0.0269441,-0.745565,0.0242046,0.843241,-1.79932,-0.609889,-0.17587,3.07194,-1.85116,-3.7393,3.21051,4.52133,-0.194088,0.898277,-3.28746,-1.44443,-0.58208,5.72906,1.00797,1.01822,-2.82001,-3.01387,-2.40334,0.506966,0.842079,-12.6849,-8.6185,30.3411,58.5026,-39.2831,-41.7732,27.3046,0.951495,90.0635,12.5857,20.1839,-71.3115,-37.924,6.96162,31.8147,14.2596,85.4804,-1.58049,1.90636,122.059
-55.1352,0.999233,0.00655509,4,15,0,132.201,-0.270403,0.349867,0.513892,-0.405737,-1.04369,0.191631,0.236544,1.06675,0.429277,-0.12393,-0.957744,-0.341346,0.0603935,-0.806964,-0.0307133,0.619782,-1.75957,-0.658196,-0.39244,0.180199,-0.824066,-3.73474,2.26819,3.88937,1.13099,-0.680304,-3.36804,-0.035811,0.197671,3.41179,2.03346,0.351556,-2.01015,-1.85836,-5.5383,0.698215,-0.203341,-7.17489,-13.2827,28.194,47.0955,-42.6089,-42.8687,-52.2844,-3.46559,72.6161,11.211,-1.875,-91.5345,-35.4687,7.46444,33.6891,38.7183,46.2015,-0.632721,-28.1734,116.252
-45.8171,0.999929,0.00580887,4,15,0,63.402,-0.218361,0.305778,0.507929,-0.404015,-1.0147,0.218262,0.229606,1.03411,0.439958,-0.154295,-0.956621,-0.351358,0.0493897,-0.778554,-0.017669,0.617547,-1.75979,-0.657276,-0.428429,-2.36341,2.20603,0.818199,-0.579472,-1.75116,-1.65976,0.249034,2.2378,-0.326982,1.27507,-1.13994,0.0104283,0.548249,-0.815979,-0.0969447,0.604328,0.00196037,-0.357777,2.8844,-9.02541,26.1525,49.1996,-43.3766,-43.4595,-33.304,-4.65724,71.4529,11.6239,0.0709322,-94.3333,-36.061,6.27527,35.5838,39.3619,43.7383,-0.713967,-25.0197,114.722
187.3,0.999612,0.00542152,5,31,0,58.3104,-0.0776905,0.121866,0.221595,-0.125635,-0.565784,0.318958,0.40698,0.752385,0.200367,-0.271627,-0.376046,-0.0989548,-0.224689,-1.10874,-0.25096,0.139635,-1.76654,-0.592732,-1.2788,-0.90377,3.03927,5.12703,-4.7995,-6.27114,-0.658676,-1.69813,7.26608,2.06178,-0.597912,-8.81636,-3.22609,0.316249,4.67559,2.9311,6.40827,0.0205061,-1.76619,12.997,13.3779,22.8342,35.2047,-42.2442,-46.7804,-20.1486,-4.89524,76.44,-2.90647,-73.2798,-31.7397,-5.89929,-46.8901,27.3949,8.7587,15.3523,1.07229,-31.3914,57.3358
251.755,0.999922,0.00523802,6,63,0,-178.455,-0.339884,-0.345126,-0.22772,0.366855,0.215138,-0.0134442,0.358084,0.0167327,0.175063,0.102177,0.186033,-0.0203368,0.242729,-1.27465,-0.131637,0.144058,-1.60596,-0.513935,-1.7081,-1.27781,-1.31887,-3.33464,0.272918,7.24927,-2.97646,-2.34176,-0.824116,-5.03614,4.07778,2.00646,1.38781,0.457411,-1.92337,0.22521,-1.6827,0.778533,0.763103,2.92171,-5.4517,-22.3943,-20.9836,57.8406,2.48716,81.299,40.1793,-39.7624,56.449,57.8743,78.2712,-2.5874,64.1314,9.01824,16.3865,21.7942,5.17455,70.1799,-78.7613
