# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1168160790
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_S_Serum_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_S_Serum_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-1426.02,1,0.03125,3,7,0,2301.6,1.74737,-1.70233,0.0515478,0.999312,1.81947,-0.340961,0.363275,-0.184809,-0.0785933,-1.5527,-1.7473,-0.990445,1.40566,1.07318,0.732338,1.2604,1.12691,-0.719134,2.10197,3.35694,-9.3636,-1.86954,6.31289,1.59563,0.785026,-0.133235,-1.81966,0.803565,-11.2688,-4.63996,-6.55154,10.5749,23.2251,1.47422,-1.38689,11.466,-0.707775,-24.9598,92.4493,-121.682,-4.86778,66.4091,47.5287,-105.601,1.59435,-3.88674,-2.24208,-344.976,-90.828,-127.912,233.02,43.7749,26.8468,11.0464,35.1756,-26.7716,160.64
-1426.02,0,10.0182,0,1,1,1438.17,1.74737,-1.70233,0.0515478,0.999312,1.81947,-0.340961,0.363275,-0.184809,-0.0785933,-1.5527,-1.7473,-0.990445,1.40566,1.07318,0.732338,1.2604,1.12691,-0.719134,2.10197,2.00167,-0.267127,0.117223,-0.538784,-0.138851,0.948811,0.809441,-0.506031,1.38144,-0.0715855,-0.533334,1.10244,-2.81634,-0.4575,-1.46288,-0.210145,-1.52422,-0.91965,1.08835,92.4493,-121.682,-4.86778,66.4091,47.5287,-105.601,1.59435,-3.88674,-2.24208,-344.976,-90.828,-127.912,233.02,43.7749,26.8468,11.0464,35.1756,-26.7716,160.64
-1426.02,0,0.951493,0,1,1,1442.31,1.74737,-1.70233,0.0515478,0.999312,1.81947,-0.340961,0.363275,-0.184809,-0.0785933,-1.5527,-1.7473,-0.990445,1.40566,1.07318,0.732338,1.2604,1.12691,-0.719134,2.10197,0.179277,-1.3861,-2.09196,0.941578,-1.88971,0.311545,0.738978,-0.54912,-1.42013,-0.736297,1.23136,-2.32799,-2.31257,-1.88253,0.0255785,-0.490281,-0.35365,-1.02405,-1.01959,92.4493,-121.682,-4.86778,66.4091,47.5287,-105.601,1.59435,-3.88674,-2.24208,-344.976,-90.828,-127.912,233.02,43.7749,26.8468,11.0464,35.1756,-26.7716,160.64
-609.267,0.571429,0.0488594,2,7,1,1362.38,1.29295,-1.05782,-0.0073656,0.652558,1.56385,-0.0222327,0.265017,-0.0648929,-0.130761,-0.0968821,-1.29079,-0.352684,0.382274,0.896391,0.614744,1.28104,1.04473,-0.559262,1.36672,8.95523,-11.6522,0.244658,6.4486,5.00912,-5.09971,1.10074,-1.42428,0.339122,-21.0745,-8.60347,-10.3713,17.1934,5.24787,2.02299,0.111695,2.00663,-2.30676,15.2263,87.5657,-93.1743,-6.40255,57.6949,50.9481,18.9914,2.42286,-4.70212,-5.06942,-1.1397,-75.2349,-46.3813,86.749,88.5306,12.7563,3.15742,14.9798,-4.73607,154.782
-569.787,1,0.00980599,3,7,0,618.548,1.25337,-1.03348,-0.0105724,0.607813,1.5614,-0.0262635,0.223709,-0.0437753,-0.185531,-0.103526,-1.26934,-0.347586,0.35066,0.849893,0.599991,1.27482,1.03079,-0.595173,1.21536,-2.64929,2.26266,0.013806,-2.3489,-0.855977,-0.386755,-1.43694,0.796109,-1.7674,-0.202547,1.86461,0.911085,-2.32428,-3.02348,-0.731207,-0.262175,-0.712696,-1.09699,-7.20798,88.6409,-99.3523,-9.44024,55.0565,53.0752,14.4888,2.14241,-5.7493,-7.13126,-2.09059,-78.1151,-51.9092,82.2928,101.642,17.3384,3.60311,16.4577,-10.0665,134.186
-534.292,0.999438,0.00727648,4,15,0,578.898,1.28799,-0.938819,-0.0294751,0.613285,1.53074,0.0102301,0.22427,-0.0556735,-0.180857,-0.0739488,-1.26299,-0.324048,0.29827,0.733405,0.553154,1.24086,1.0481,-0.579284,1.13103,-0.69714,4.2744,-0.347299,-0.877328,-1.79037,0.443905,-0.0250599,-0.21316,0.258382,0.688385,1.59692,1.54123,-2.97071,-4.95212,-1.6008,-1.01004,0.165408,0.571414,-4.83378,90.529,-88.0702,-9.83885,56.0245,51.3411,35.2099,2.27262,-6.77039,-7.30601,10.2129,-78.2759,-47.7899,81.5782,92.2838,17.9179,4.51059,16.5638,-6.38157,141.404
-509.425,0.999961,0.00599568,4,15,0,543.465,1.28899,-0.929591,-0.0266838,0.622802,1.48612,-0.0267695,0.207847,-0.0570177,-0.163375,-0.0972319,-1.22224,-0.276969,0.272434,0.677882,0.576454,1.27178,1.07748,-0.562239,1.06336,-1.03932,1.45966,0.249786,-0.269017,-2.45807,-1.80501,-0.712159,0.0342688,0.821381,-1.02654,2.64943,2.5409,-1.983,-3.40596,0.730811,1.24143,1.03724,0.788029,-4.51862,89.532,-90.2849,-11.914,54.7845,49.0296,13.6918,2.29139,-8.02364,-7.97695,1.45424,-79.8215,-48.5822,70.8776,89.7754,21.4829,3.84471,14.8567,-6.71729,141.94
-450.949,0.999991,0.00531731,4,15,0,515.234,1.23129,-0.87717,-0.0105101,0.508949,1.43659,-0.0268241,0.208131,-0.0435312,-0.157271,-0.0520729,-1.14434,-0.210551,0.229337,0.613961,0.525151,1.26773,1.04355,-0.577741,0.912856,-3.24587,3.10333,0.641381,-3.99021,-2.25669,-0.369688,-0.0420469,0.520269,0.325102,0.99236,3.56581,2.56841,-2.43591,-3.48081,-1.80336,-0.180888,-1.15669,-0.279774,-6.58897,90.8807,-91.1099,-11.0961,46.4504,49.8228,18.8533,2.90045,-9.06056,-9.21593,15.6458,-79.057,-38.9443,63.3724,95.5576,24.2881,3.93106,11.5221,-8.07443,135.569
-354.119,1,0.00495947,4,15,0,455.157,1.09886,-0.70296,-0.0515032,0.422732,1.31347,-0.0355501,0.19395,0.0123427,-0.0480773,-0.093145,-1.0209,-0.115755,0.139144,0.476386,0.420745,1.2725,0.997947,-0.600853,0.720079,4.79377,-5.45875,0.231463,2.64358,3.47371,0.239958,0.326832,-1.19765,-2.08883,0.800026,-4.34431,-2.56867,2.81387,4.82269,2.43717,0.0226477,0.977888,0.0160385,7.74878,81.7245,-81.4346,-18.5048,34.2321,45.3403,-16.0604,3.14526,-9.38028,-8.67952,-5.37483,-75.5584,-30.1069,23.3654,76.1403,24.1928,3.5461,3.93971,-15.9142,159.934
-51.8567,0.999932,0.00479542,5,31,0,365.163,0.475491,-0.149315,0.0498048,0.0519271,1.08115,0.0603408,0.351293,-0.0189407,0.00535656,-0.0711676,-0.490815,-0.0825855,-0.055633,0.173698,0.427828,1.11451,0.947524,-0.505011,-0.146695,9.5146,-8.84625,-2.01513,3.87145,5.02776,-0.359802,-1.02187,-1.16067,-1.18253,0.62199,-9.37521,-1.70237,1.05526,6.54844,1.63772,1.70063,0.687376,-1.5551,16.3077,54.9903,-57.2308,-23.2791,-20.6399,59.2467,-29.7716,14.0367,-43.8807,-16.0322,5.2861,-91.1503,-16.9121,-78.0043,54.2834,31.7669,4.43543,6.12228,-18.2902,155.342
