# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=282705322
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_S_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_S_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-724.482,0.999973,0.000782353,7,127,0,885.608,-1.35808,-0.587219,0.344703,-0.551068,0.882237,-0.183169,0.761343,1.24953,-1.78524,1.11234,1.26609,-1.4683,0.177825,-0.427115,1.7975,1.01183,-0.0238049,-0.533715,0.79216,3.66842,0.72824,-1.85273,2.02767,0.962168,6.60116,1.24748,-0.380405,0.889743,-7.90409,-5.28323,10.2725,-1.79841,-0.77533,4.29171,-3.05707,-2.31517,0.916013,-4.47383,-74.7163,-37.2331,22.6263,-44.8654,21.5558,-109.952,4.48045,37.4785,-25.4822,43.9994,125.084,-173.543,32.8288,12.7217,-132.589,65.7261,37.7273,-17.0378,36.1246
-636.231,0.999904,0.000793226,7,127,0,741.191,-1.31554,-0.572985,0.328071,-0.483913,0.936037,-0.0317048,0.862678,1.26119,-1.68755,1.05358,1.09348,-1.25248,0.0755814,-0.482151,1.85713,1.00971,0.00780076,-0.42902,0.695481,2.55373,1.09098,-0.953793,2.33348,0.619418,3.86633,2.05799,-0.674155,2.73267,-5.3269,-6.74192,8.20678,-3.07423,-1.34732,0.77232,-1.44425,0.131136,2.09889,-2.96839,-69.6058,-33.8113,24.8392,-36.1606,24.0795,-13.8519,6.31392,38.6773,-27.6658,163.921,114.365,-142.729,28.2563,6.62631,5.83548,59.7809,21.5376,12.1333,33.183
-589.237,0.999968,0.000818417,7,127,0,643.128,-1.25669,-0.558722,0.311696,-0.426112,0.89523,-0.0659656,0.809712,1.20342,-1.70763,0.98466,1.04093,-1.07097,0.0337922,-0.500263,1.87663,1.01191,0.0196196,-0.437857,0.684226,-2.88528,-1.12193,0.838399,-2.14101,1.4218,-0.879518,1.33488,2.12052,-0.173008,2.44135,3.24349,-7.21629,1.16386,0.641754,-3.31659,1.31425,0.311066,0.143296,0.80143,-68.9603,-36.2031,20.3835,-35.7459,21.5946,-79.9545,4.95378,34.9912,-29.349,20.3547,89.8733,-130.685,4.20854,10.012,-142.536,61.1735,24.0911,-4.34755,26.2622
-547.732,0.999946,0.000855775,7,127,0,595.815,-1.19437,-0.529966,0.319562,-0.497178,0.877558,-0.0118223,0.83289,1.1795,-1.66301,0.910517,0.950037,-0.98576,0.0477549,-0.522579,1.99079,0.98672,0.000954736,-0.458973,0.661038,2.86734,1.36859,-0.243595,-1.21048,-0.894875,1.7082,0.501043,-1.32673,1.71035,-4.45727,-4.60088,4.46457,0.00194365,-0.697039,2.95717,-1.75353,-0.760859,-0.708819,-1.24012,-62.3489,-30.7335,24.5823,-36.7634,22.5766,1.83748,6.16298,35.864,-27.3846,146.251,119.591,-110.415,21.849,4.6464,30.5573,55.0636,11.3717,9.09906,32.9421
-399.646,1,0.000903594,8,255,0,558.601,-1.03833,-0.318296,0.276686,-0.267926,0.749663,0.149786,0.875742,0.898165,-1.62918,0.589056,0.583966,-0.3094,-0.0501324,-0.479413,2.30544,0.798032,-0.0294319,-0.558924,0.45397,-4.87282,-3.45166,1.59531,-3.84266,2.23037,-2.09256,-0.128782,3.7533,-2.13048,4.60331,3.70406,-10.3003,0.364843,0.0747508,-8.77583,4.26634,0.725362,0.0847761,0.222732,-59.2548,-22.7963,18.1136,-26.5509,16.9348,-10.5446,3.6078,11.6653,-30.5217,-146.094,-9.14655,-40.6414,-28.8428,8.62952,-173.676,26.588,3.91319,-25.149,-46.4624
-380.982,0.995425,0.000961211,9,511,0,408.645,-0.944212,-0.292523,0.206825,-0.203423,0.710113,0.0864883,0.825791,0.94156,-1.59948,0.573288,0.578246,-0.213783,0.0479417,-0.48828,2.35636,0.774819,-0.0497211,-0.643488,0.559787,-3.16244,-0.966062,1.79894,-1.69716,1.21615,2.18605,1.05056,-0.384163,-1.25523,3.37935,0.856642,-2.42255,-1.84253,0.250494,-0.906042,1.28185,0.368809,1.16271,-1.93862,-51.7685,-19.1122,14.267,-19.2162,16.5768,-3.06496,3.82981,15.6396,-24.3975,-57.7165,32.4284,-26.085,-3.64196,4.12508,-91.8357,24.8578,0.362748,-25.4756,21.2255
-309.888,0.999846,0.00101361,8,255,0,389.603,-0.355596,-0.0327787,0.176711,0.00841182,0.278905,-0.0477204,0.870293,0.541694,-1.37884,0.263425,0.267798,-0.00171466,-0.00853358,-0.551711,3.16782,0.338214,-0.37167,-0.543818,0.437279,6.41975,2.21236,-1.71178,2.12269,-3.25328,-1.76562,-0.115792,-2.81145,2.86957,-0.369082,-2.61389,1.81764,0.70236,-0.436521,6.64506,-3.56123,-1.78746,2.23313,0.23484,-17.9833,-0.359501,13.3655,-3.47604,4.1018,-7.40748,4.1209,2.87916,-13.5812,-85.552,49.522,5.16253,-9.79766,-0.908474,-4.95487,4.78172,-0.247828,-8.10709,-24.5379
-302.857,0.999739,0.0010878,9,511,0,315.057,0.170074,-0.00682434,-0.0676697,0.122492,-0.0795401,-0.020919,0.767374,0.610251,-0.965996,0.332066,0.333289,-0.0193431,0.100494,-0.73853,2.91979,0.363455,-0.37025,-0.468104,0.453314,2.08593,0.0965234,-1.46898,-0.0312781,-1.18567,-0.642342,-0.873532,-0.203712,3.11409,-0.151586,0.734756,-1.07213,-0.265363,-0.663417,-0.17106,-0.254627,0.095131,1.37719,-1.15628,11.6317,1.44731,-3.24071,5.86014,-5.24793,3.58422,3.41816,4.47573,-9.60577,51.5731,39.8598,3.35421,11.2108,-0.120041,18.7964,1.13529,-0.931643,5.68478,-12.783
-303.769,0.999896,0.00117023,10,1023,0,310.714,-0.0187631,-0.0161445,0.183395,0.131866,0.180646,0.0275839,0.108953,0.845401,0.815588,0.334473,0.31398,-0.148167,0.128306,0.409711,2.88096,0.366653,0.226392,-0.487681,0.533528,-1.29427,0.562124,-0.896514,-0.181394,-0.446353,1.61591,-0.659213,0.932906,-1.31112,-0.608459,-0.347606,0.126496,-0.0818885,1.71916,0.457863,-0.0409284,0.944517,0.508004,0.631034,-2.4064,-0.0547196,20.1513,1.11993,-3.40065,3.36843,-2.92265,8.11691,8.40417,29.2888,-27.278,-15.0242,14.9765,-0.284668,-10.8069,-0.304376,-0.498937,-0.485527,30.6447
-302.732,0.99844,0.00126182,9,511,0,310.892,0.0924577,-0.170644,-0.146983,-0.0303993,0.315719,-0.0307143,-0.00247093,0.272522,0.506574,0.255237,0.238087,-0.220592,0.0781341,0.535276,3.22375,0.287206,0.267867,-0.537858,0.41382,0.375205,0.56719,-1.74504,0.365383,1.57338,0.536188,-0.623148,1.3751,2.42616,0.546024,-0.0598693,0.446229,0.371002,0.0796208,0.925965,0.173105,-0.131797,-0.336247,-0.295301,16.7048,-12.574,-12.703,-13.456,5.42212,-1.11951,-4.00908,-6.67298,5.08191,105.513,-156.265,-21.8554,6.20929,2.33127,-2.92702,-1.67213,-0.296391,-7.46434,-37.2228
-302.373,0.999854,0.0013562,10,1535,0,309.56,-0.0883009,0.158885,0.0799223,0.206597,0.220588,-0.0167794,0.156763,0.37598,0.0732532,0.330157,0.333406,-0.0420867,0.154246,0.268032,2.9116,-0.34918,0.319794,-0.638894,0.551803,1.22745,0.133072,-0.441504,-0.575729,-1.63279,0.8927,0.759512,0.492836,-1.56754,-0.0516505,0.925073,-1.52396,0.317898,-0.676917,0.182408,-1.20024,0.137014,0.136338,-0.575959,-6.49697,18.0131,8.19731,11.4002,0.512266,1.817,-0.678028,1.60384,1.00934,70.4976,50.0755,-0.91621,24.2974,0.488339,28.4721,-1.95597,0.106212,-15.2745,35.842
-302.068,0.990585,0.00146471,9,1023,0,313.016,-0.295121,-0.0189557,-0.0835351,-0.013906,0.188703,0.00174565,0.43256,0.398127,0.620184,0.274186,0.26728,0.0410782,0.0420038,0.122257,3.13973,0.3817,0.75472,-0.571653,0.567199,-0.784096,0.813263,0.248735,1.55393,-0.54902,-0.148228,0.626995,0.434508,-0.561877,-1.55332,1.57579,1.53336,1.47681,-0.0880767,-0.429825,1.79039,0.520897,1.95537,0.00229229,-14.7131,6.96917,0.469166,-2.95711,2.1034,16.4764,0.600508,-0.310219,7.25349,224.671,38.8848,27.6597,0.972158,-1.05339,74.4322,-0.33483,1.84605,-4.31526,42.3607
-299.754,0.993161,0.00153975,8,255,0,308.418,-0.134216,-0.156753,-0.142491,-0.00836955,0.167184,-0.0405014,0.354796,0.341704,0.389073,0.224985,0.222492,-0.0471322,0.181852,0.164719,3.27374,0.331961,0.576782,-0.42289,0.437704,-1.97745,0.672006,-0.200587,-0.858703,0.0892845,-0.850704,0.367853,0.00728889,1.81888,0.506117,1.06149,1.53683,0.389511,-0.350226,0.723813,0.082489,0.944846,-0.406682,-1.55114,-9.72292,-10.3231,-11.9236,-12.0441,-2.78506,-29.1861,-1.33132,-4.60898,4.22574,-441.983,-69.3758,-19.5637,5.9789,0.101421,-102.773,-2.39173,-2.82515,-0.702743,-19.9121
-299.847,0.995878,0.00163125,9,1023,0,306.177,-0.0149436,0.00735204,0.0420172,0.138103,0.0663997,0.00956293,0.858327,0.681158,0.251336,0.339757,0.338208,-0.131872,0.0691274,0.233575,2.87678,-0.046159,0.219332,-0.587059,0.439744,0.932688,0.728237,0.125784,0.667786,0.517418,-0.308098,1.33262,0.686302,-0.946462,1.6037,-0.161785,-0.610267,1.40616,0.373153,-0.559571,-0.714401,-1.17541,-0.0074833,0.0350778,-2.27999,1.4584,2.50997,-0.494103,-8.59197,-7.13093,2.8805,4.11223,2.22211,-181.626,-17.6883,-16.3735,-5.93986,-1.73578,-81.3565,-4.86148,-0.541486,-19.8401,-17.8593
-298.777,0.998025,0.00174159,10,1023,0,309.789,-0.139526,0.0958405,-0.0302903,0.112219,-0.0178589,0.103181,0.0736969,0.337514,0.0767156,0.22677,0.226984,0.084731,0.174584,-0.598452,3.12266,1.70053,1.11281,-0.593167,0.47636,0.21395,0.937692,0.551702,1.17005,0.406762,-0.453868,-0.356937,1.49419,-2.00288,1.46112,-0.153932,0.718835,0.980017,0.279718,-1.67054,-0.882793,-0.889039,0.557159,2.07291,-7.0538,8.15424,-1.09086,3.43459,-4.35052,1.50175,-16.8325,-2.77705,0.838937,-190.267,53.2819,4.8135,5.82019,-0.640131,-22.9269,-1.6834,-2.22644,-16.2731,1.73177
-299.447,0.957417,0.00186999,9,767,0,314.73,-0.0822618,-0.0718609,-0.158274,0.17687,0.417909,0.0171139,0.612757,0.365211,-0.161134,0.322102,0.30909,0.136441,0.208167,0.587673,2.83694,0.842828,1.53322,-0.586224,0.47565,1.39736,-1.10527,0.0109605,-0.258074,1.14541,-2.68385,-1.45473,-1.07969,0.169066,0.667895,1.59669,-0.419934,-0.923525,-2.3371,1.14425,1.99429,-0.162353,-0.744655,0.381458,1.23261,2.87265,-11.7475,21.3917,13.5404,44.9641,3.18587,-4.12327,-2.84318,281.41,22.4883,46.174,61.14,3.14828,86.6779,-0.973578,13.7168,-3.54047,9.63225
-296.203,0.992695,0.00178838,8,511,0,307.232,-0.0746234,-0.0264013,-0.0901608,0.104105,0.289794,0.0440464,0.611926,0.390729,-0.11998,0.340262,0.325092,0.0448329,0.151859,0.419519,2.84251,0.90304,1.42498,-0.551601,0.454315,0.251017,0.597289,1.37269,-1.2222,-1.98677,-0.0814167,-0.0987269,0.542367,0.688896,-0.0254809,-0.0889066,-1.11496,-1.6018,-2.34101,0.207106,0.928193,-1.55272,0.874486,-0.388907,3.40936,10.1018,0.0436313,11.0309,5.8728,63.7259,3.53843,-3.02739,-1.90388,352.373,42.6939,30.1349,73.2924,-0.800884,119.877,0.925092,11.6769,3.74872,-2.71772
-294.195,0.997764,0.00189058,8,255,0,303.362,0.0627991,-0.0405421,0.0642332,0.173554,0.285088,-0.0494992,0.53155,0.559692,0.00759889,0.268568,0.246991,-0.121656,0.015797,0.224575,3.16749,1.04609,1.24501,-0.496965,0.448591,-0.752846,-0.495139,0.079905,-0.505554,2.15198,1.70346,0.859161,-0.196113,-0.733885,2.30532,0.348136,0.139636,-0.408662,0.31946,0.413854,-0.507731,0.78214,1.01166,0.78877,8.21437,-0.961265,8.557,7.84029,1.05064,-9.60006,3.55739,7.03812,0.572258,151.885,-58.2098,-12.0487,5.82456,-1.58491,30.676,1.7719,2.49528,1.6489,-1.43311
-298.454,0.995177,0.00202562,10,1279,0,303.397,-0.233212,-0.216283,-0.134496,0.189853,0.336076,0.0223394,0.183052,0.337188,0.0589537,0.276348,0.261466,-0.0544838,0.106915,0.376381,3.09953,1.23204,-2.37956,-0.47356,0.456457,-0.556986,-0.69062,0.45366,-1.35603,0.826316,1.20707,-0.342449,-0.163638,0.121135,0.796881,-0.172502,-0.833409,0.854063,0.149864,-0.034765,-0.598208,-1.34165,-0.645513,-0.261809,-15.8822,-17.8331,-9.61771,14.6417,5.57884,-0.545404,-5.66962,-9.32411,0.610561,5.92343,-103.65,-4.83684,16.052,2.04357,-24.0373,-3.62919,-1.09072,-0.0949478,-2.50143
-301.841,0.964138,0.00215267,9,1023,0,308.132,-0.194511,-0.174303,-0.103111,0.227589,0.238847,-0.0136125,0.556138,0.730979,-0.169392,0.322139,0.290515,-0.0773301,-0.0793891,-0.0998952,2.96998,0.959081,-1.40325,-0.360418,0.464008,-1.29305,-0.0494065,-1.08021,0.00886552,1.0086,1.21305,0.166326,-0.459279,-0.759489,0.103157,0.0365419,-0.463112,-0.793863,-0.613856,0.440991,-0.951539,1.79342,-0.591229,0.733199,-6.68287,-9.27135,-3.04569,16.9319,2.16595,13.2137,3.37145,11.8027,-3.65086,282.111,-79.1841,-4.49137,-14.7529,-1.79184,59.9389,3.30688,-0.866968,30.4402,0.923838
-299.83,0.998358,0.00209927,8,255,0,308.796,-0.172977,-0.115447,-0.108417,0.338352,0.125975,0.0413459,0.348866,0.625528,-0.129569,0.294562,0.295438,-0.0141636,-0.0501785,-0.0491529,2.98857,0.906282,-1.45235,-0.363023,0.461142,-0.749176,-1.0151,-0.356986,0.434386,0.8634,-0.617359,1.70086,1.43601,-0.515117,-1.27826,1.05833,-0.636949,-1.23549,-0.476342,-0.507688,0.489217,0.367059,2.03262,-0.000220608,-10.0092,-7.80549,-8.05645,20.9556,-2.97252,-10.8701,-1.84817,5.90045,-3.07066,-175.733,16.9129,-0.273325,-12.125,-0.935804,-50.8425,-2.12616,-0.584371,17.3017,-1.64388
-301.575,0.998273,0.00224751,8,255,0,310.191,-0.10812,-0.0553728,0.154991,-0.0943664,0.293071,-0.0961479,0.111889,0.161512,0.0982941,0.294283,0.290329,0.000308041,0.0985999,0.147944,3.11397,1.19559,-1.22833,-0.621466,0.525482,-1.46751,-0.889074,0.367953,1.84318,-0.542755,0.302666,0.56234,1.26865,-0.697763,0.681809,-1.02366,0.282035,0.8479,-0.860746,-0.658787,-1.40473,-1.07488,0.73668,0.893283,-2.79815,2.15739,19.9103,-14.2975,4.71003,5.41195,-2.99272,-6.58315,7.57287,159.161,74.8105,3.22776,14.9104,1.16861,67.3209,-1.56378,-0.820747,-10.7687,24.2441
-300.824,0.95307,0.00240287,10,1023,0,311.216,0.000201249,-0.0718068,-0.147337,0.187809,0.281639,-0.0141628,-0.0645511,0.414829,-0.631159,0.315171,0.31874,-0.0422005,0.143166,0.324796,2.91415,-0.364573,1.0689,-0.46576,0.438368,0.663804,-0.608816,1.46727,-1.48823,-0.397509,-0.979991,0.683317,-0.578714,-1.1294,-1.61288,0.857126,0.916207,-1.22938,-0.0743757,0.460104,0.803407,-0.539907,1.81876,-1.5033,-1.72946,-5.72059,-18.3657,6.76444,0.99746,-7.30527,-2.63626,0.631242,-4.61905,-222.863,-18.687,-36.3418,4.08039,-0.928346,-85.1002,-1.72276,0.5092,-5.12032,-22.5121
-298.052,0.998985,0.002274,9,767,0,307.213,0.0492713,0.0158617,0.130959,-0.0261774,0.192845,0.0563565,0.757653,0.752515,0.360069,0.295846,0.27716,-0.0538798,0.0354315,-0.766511,3.0161,0.956088,0.146679,-0.523659,0.451506,1.00628,-0.774925,-0.191869,-0.569852,-0.0724661,-0.484047,-2.0379,0.240314,0.661489,-0.847165,0.468128,0.19811,2.13509,0.524465,-1.28034,-1.50129,1.15911,0.607123,-0.211745,5.05351,3.34709,11.0088,-5.14502,1.82785,12.4464,6.07687,12.4182,7.81305,131.217,15.0089,6.29903,-2.04783,-0.465124,39.8202,6.73016,-0.751801,-0.808685,-9.69713
-299.563,0.990129,0.00243238,9,767,0,307.552,-0.0420317,0.124308,0.0191554,0.228553,0.432997,-0.00441074,-0.0693026,0.567669,-0.359196,0.28449,0.250602,-0.0493389,0.0245104,0.268385,3.06399,0.93659,-0.59774,-0.448004,0.472433,0.605928,-0.297553,0.961379,-1.13298,-0.395368,-0.334599,-0.0334852,-0.649195,-1.19249,-0.165494,0.412396,-2.71524,-0.587038,-1.54345,-0.0740508,0.378841,0.537019,0.372798,-0.572677,-2.90103,9.50775,-0.449301,12.5651,6.62849,5.19768,-8.36951,1.30025,-7.91927,147.404,-193.026,-1.132,-2.91375,-1.88165,-6.48493,0.376787,-0.809303,5.3903,-1.66775
-296.981,0.988901,0.00253876,10,1023,0,310.828,0.0283128,-0.113234,-0.0372719,0.126001,0.336489,-0.00594136,0.370399,0.426163,-0.353878,0.300737,0.326431,-0.0195584,0.0561068,0.76544,2.99833,0.363828,-0.89918,-0.495717,0.480254,0.223507,0.838902,2.22077,-2.20115,2.25844,-0.31163,-1.84997,0.661928,-0.654846,-1.1481,-0.0868765,-0.238063,-0.211522,-1.19322,-0.310154,1.61108,0.873547,-1.15873,0.171563,8.52967,-10.4103,-2.53861,3.29161,9.76514,5.81486,-0.343359,1.43332,-3.02671,-99.8858,175.034,1.15689,5.90088,1.57619,21.4664,-2.02939,-0.8364,1.05745,3.1769
