# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1313403272
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_N_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_N_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-4044.27,1,0.00390625,1,1,0,64307.7,-1.08741,1.42042,-1.78143,1.71596,-0.994444,1.58833,-1.56812,-1.81598,-1.41398,1.30636,-1.60624,0.618898,-0.389023,1.41758,1.52853,1.41996,0.710949,-0.98981,1.06262,5.08619,11.984,3.87171,19.1223,2.38094,67.4391,-0.404689,-5.01567,-1.70422,69.7372,-5.20306,8.96449,11.5899,35.6087,113.821,132.461,1.76142,3.66713,-280.186,53.1939,460.275,-103.56,706.847,22.257,1637.4,-17.3052,-121.914,-29.8291,1696.61,-237.23,307.92,247.526,1377.39,2106.84,2221.17,31.9592,66.6119,-5387.5
-4044.27,0,10.0182,0,1,1,4048.72,-1.08741,1.42042,-1.78143,1.71596,-0.994444,1.58833,-1.56812,-1.81598,-1.41398,1.30636,-1.60624,0.618898,-0.389023,1.41758,1.52853,1.41996,0.710949,-0.98981,1.06262,0.524762,-1.37519,0.488801,0.725118,0.253956,-0.89836,0.102851,0.421224,0.370081,0.656983,-0.228468,-0.585059,0.681966,-1.3055,-0.120942,0.52829,0.516706,-0.697584,-0.845791,53.1939,460.275,-103.56,706.847,22.257,1637.4,-17.3052,-121.914,-29.8291,1696.61,-237.23,307.92,247.526,1377.39,2106.84,2221.17,31.9592,66.6119,-5387.5
-4044.27,0,0.951493,0,1,1,4052.95,-1.08741,1.42042,-1.78143,1.71596,-0.994444,1.58833,-1.56812,-1.81598,-1.41398,1.30636,-1.60624,0.618898,-0.389023,1.41758,1.52853,1.41996,0.710949,-0.98981,1.06262,-0.106451,-0.26288,-0.698082,0.137174,-0.526468,-0.590665,0.903843,-1.49266,1.51025,-1.61518,-0.249048,-0.912778,-0.284573,-1.84832,0.801071,0.322637,-0.204824,1.73957,-0.10299,53.1939,460.275,-103.56,706.847,22.257,1637.4,-17.3052,-121.914,-29.8291,1696.61,-237.23,307.92,247.526,1377.39,2106.84,2221.17,31.9592,66.6119,-5387.5
-4044.27,0,0.0488594,0,1,1,4055.64,-1.08741,1.42042,-1.78143,1.71596,-0.994444,1.58833,-1.56812,-1.81598,-1.41398,1.30636,-1.60624,0.618898,-0.389023,1.41758,1.52853,1.41996,0.710949,-0.98981,1.06262,0.1476,-1.44272,0.346129,0.678931,-2.14314,-0.843544,0.239335,-2.22915,0.0586703,-0.0196888,2.20364,0.682533,-0.113771,-0.236918,-0.942088,-0.353755,-1.64386,-0.0358008,-0.781812,53.1939,460.275,-103.56,706.847,22.257,1637.4,-17.3052,-121.914,-29.8291,1696.61,-237.23,307.92,247.526,1377.39,2106.84,2221.17,31.9592,66.6119,-5387.5
-3462.75,1,0.00191619,2,3,0,4052.51,-1.07916,1.41741,-1.77333,1.70975,-0.999607,1.56466,-1.56404,-1.81749,-1.4058,1.27636,-1.61136,0.615999,-0.380011,1.38992,1.49943,1.38918,0.723207,-0.983788,1.13509,-1.31936,1.72855,-1.71305,2.92694,0.944291,8.41332,-0.756686,-0.0601109,-1.50209,9.63935,0.250167,1.32756,-0.936178,8.35476,10.4102,10.9976,-2.04143,-0.883444,-26.2504,30.1312,386.662,-108.316,591.609,11.1448,1377.23,-15.6613,-104.285,-25.86,1407.39,-210.844,267.39,194.851,1118.4,1661.11,1752.85,29.8638,48.9894,-4226.21
-3354.68,1,0.00132442,2,3,0,3469.62,-1.07754,1.41384,-1.77599,1.70545,-1.00351,1.55916,-1.56621,-1.82012,-1.40892,1.2749,-1.60937,0.611424,-0.380756,1.38302,1.4929,1.38255,0.722325,-0.981724,1.15071,-0.575141,1.84804,0.862245,2.38601,1.48463,3.86093,0.799165,0.855094,1.14493,2.37145,-1.02548,2.07375,0.529932,4.04128,4.60108,4.75371,0.370737,-0.71705,-11.309,26.0452,372.186,-109.382,569.062,9.02514,1328.25,-15.3772,-100.998,-25.187,1353.71,-205.691,258.357,183.563,1065.24,1582.99,1665.78,27.7435,45.6916,-4008.45
-3137.89,1,0.00104407,3,7,0,3361.2,-1.07586,1.4079,-1.77718,1.70762,-1.00096,1.54401,-1.56576,-1.81891,-1.40233,1.26539,-1.61619,0.609117,-0.38456,1.37262,1.47857,1.3656,0.723144,-0.987458,1.1838,-0.358337,2.1669,0.0520748,0.622008,-0.594353,6.28212,-0.139172,-0.491662,-1.62892,4.97712,1.21267,1.07257,1.26711,4.61401,6.55404,7.32372,-0.141529,1.45945,-15.8004,16.7735,344.238,-112.595,527.406,4.93419,1224.63,-14.7349,-94.1615,-23.6362,1243.03,-196.787,241.151,159.964,974.284,1421.09,1481.11,24.8553,37.8182,-3572.85
-3130.4,1,0.000899589,4,15,0,3145.67,-1.07484,1.40761,-1.77681,1.7068,-1.00161,1.54403,-1.56537,-1.81829,-1.40351,1.26681,-1.61477,0.60869,-0.384812,1.37331,1.47793,1.36407,0.723883,-0.98701,1.18542,-1.11876,0.478818,-0.46034,1.15648,0.719898,0.53036,-0.438318,-0.733035,1.3043,-1.01997,-1.6609,0.582201,0.352671,-0.334855,1.34667,2.36937,-0.810824,-0.481109,-3.40485,16.6037,343.557,-112.694,526.189,4.75727,1220.04,-14.6717,-93.7194,-23.5492,1239.03,-196.14,240.591,159.242,971.621,1415.92,1472.97,24.6716,37.5902,-3556.92
-3010.81,1,0.000824805,4,15,0,3137.81,-1.0706,1.40999,-1.77477,1.70387,-0.999258,1.53721,-1.57066,-1.81978,-1.39717,1.25952,-1.614,0.605268,-0.381343,1.3709,1.47041,1.35485,0.726401,-0.988359,1.20746,1.26277,0.166352,0.808134,-1.7336,0.706834,-4.02775,-1.57934,-0.300041,1.96071,-4.19944,0.551195,-1.42512,0.799262,-2.2924,-4.52978,-5.13389,0.723305,-0.466955,12.3323,11.926,329.736,-114.097,503.312,2.63998,1163.42,-14.3481,-89.7337,-22.5655,1176.84,-189.788,230.69,147.597,923.178,1322.18,1373.49,23.7069,33.3634,-3317.14
-2723.39,1,0.000790632,4,15,0,3019.12,-1.07042,1.40092,-1.76985,1.69765,-1.00181,1.5141,-1.56682,-1.811,-1.39778,1.24169,-1.61531,0.607293,-0.388029,1.35198,1.44251,1.33576,0.711414,-0.988117,1.2607,0.0175504,-2.49481,1.20554,-2.43022,-0.460297,-7.20425,0.732291,1.82141,-0.0500179,-6.2498,0.265486,-0.234203,-1.56446,-5.77285,-8.36422,-6.91359,-2.76793,-0.0342404,17.9312,0.165944,292.564,-115.857,445.761,-2.53543,1035.6,-13.5915,-80.8721,-20.7523,1027.45,-174.801,205.684,113.818,791.43,1100.96,1149.74,19.991,23.8341,-2743.7
