# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1313403272
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_N_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_N_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-24608,1,0.00195312,2,3,0,134320,-1.58097,-0.770884,0.372839,0.337771,0.849927,-1.67984,-0.0126375,-0.398408,1.76558,-1.17464,-1.4177,-0.906408,1.39307,1.32099,0.813858,1.0084,-1.70381,-1.78367,-0.421543,35.1613,33.1572,20.3088,27.63,8.39013,108.117,3.10318,3.69599,-0.351501,67.4651,13.0545,0.627253,2.33029,-64.4377,-105.351,-200.005,3.65615,4.29025,379.626,-5938.3,-5217.53,-2903.22,-3671.85,-973.958,-13343.2,-186.562,-549.607,43.4505,-9441.05,-2109.38,-446.938,-323.065,10065.3,13685.8,22018.9,-445.063,-866.051,-47391.8
-24608,0,10.0182,0,1,1,24615.7,-1.58097,-0.770884,0.372839,0.337771,0.849927,-1.67984,-0.0126375,-0.398408,1.76558,-1.17464,-1.4177,-0.906408,1.39307,1.32099,0.813858,1.0084,-1.70381,-1.78367,-0.421543,-1.32496,0.611449,-0.106632,0.696932,-0.606244,-0.955955,-0.882861,-0.00167469,0.510518,0.229175,-0.789511,2.10464,0.683697,-1.03998,-0.585999,0.031537,-0.723392,-1.61198,0.56904,-5938.3,-5217.53,-2903.22,-3671.85,-973.958,-13343.2,-186.562,-549.607,43.4505,-9441.05,-2109.38,-446.938,-323.065,10065.3,13685.8,22018.9,-445.063,-866.051,-47391.8
-24608,0,0.951493,0,1,1,24615,-1.58097,-0.770884,0.372839,0.337771,0.849927,-1.67984,-0.0126375,-0.398408,1.76558,-1.17464,-1.4177,-0.906408,1.39307,1.32099,0.813858,1.0084,-1.70381,-1.78367,-0.421543,0.772534,-1.06256,0.244808,-0.671115,-0.379601,0.546919,-1.81091,-0.697586,-0.880875,0.919102,0.265599,1.48198,0.293233,0.0553468,-0.156785,-0.736067,0.376379,-0.27545,-1.70099,-5938.3,-5217.53,-2903.22,-3671.85,-973.958,-13343.2,-186.562,-549.607,43.4505,-9441.05,-2109.38,-446.938,-323.065,10065.3,13685.8,22018.9,-445.063,-866.051,-47391.8
-24608,0,0.0488594,0,1,1,24614.9,-1.58097,-0.770884,0.372839,0.337771,0.849927,-1.67984,-0.0126375,-0.398408,1.76558,-1.17464,-1.4177,-0.906408,1.39307,1.32099,0.813858,1.0084,-1.70381,-1.78367,-0.421543,-1.62936,0.418181,0.154523,0.864915,0.834213,0.105036,-0.637046,-0.86604,-0.169213,-0.871194,0.117696,-1.47993,0.337435,-0.0414128,-0.672977,-0.95677,1.36284,0.611777,1.27576,-5938.3,-5217.53,-2903.22,-3671.85,-973.958,-13343.2,-186.562,-549.607,43.4505,-9441.05,-2109.38,-446.938,-323.065,10065.3,13685.8,22018.9,-445.063,-866.051,-47391.8
-19246.9,1,0.00191619,1,1,0,24023.6,-1.57118,-0.760629,0.376868,0.34668,0.851282,-1.65765,-0.0117913,-0.400433,1.76585,-1.15506,-1.41641,-0.906572,1.39108,1.3038,0.790983,0.967479,-1.7052,-1.78227,-0.336078,-9.67496,-9.33889,-4.2816,-7.39877,-1.42815,-21.5385,-0.581918,0.641987,-0.111054,-17.3786,-2.28882,-0.276702,0.831636,16.6041,22.1292,37.4426,0.383908,-1.40479,-79.7206,-4766.57,-4161.79,-2274.08,-2869.27,-752.638,-10395.4,-146.473,-433.268,35.1651,-7472.35,-1687.66,-377.88,-215.511,7969.5,10636.8,16793.3,-356.464,-704.584,-36655.1
-17631.8,1,0.00132442,1,1,0,19178.3,-1.56684,-0.756635,0.377464,0.348314,0.849555,-1.6487,-0.0119356,-0.400548,1.76488,-1.14826,-1.41391,-0.905288,1.39139,1.29774,0.782933,0.953641,-1.70425,-1.78175,-0.305175,-6.18834,-5.55617,-1.82965,-2.97373,0.849349,-13.0599,0.0199641,-0.177145,0.754601,-9.68452,-2.91829,-1.20542,-0.357622,9.42953,12.5115,20.5399,-0.93114,-0.829638,-45.4647,-4403.78,-3836.18,-2083.37,-2627.7,-686.837,-9516.08,-134.38,-397.864,32.781,-6874.48,-1557.67,-356.752,-182.656,7325.7,9715.19,15239,-330.337,-654.52,-33420.8
-14388.4,1,0.00104407,2,3,0,17570.2,-1.56013,-0.750521,0.380979,0.353527,0.854265,-1.62945,-0.00799359,-0.400527,1.76347,-1.1352,-1.41089,-0.901851,1.38933,1.28086,0.758844,0.925419,-1.70764,-1.78294,-0.231502,-7.3065,-6.48038,-3.595,-4.90762,-2.88066,-17.9919,-2.01155,-0.37717,0.708652,-12.5965,-2.88834,-1.98794,0.843552,14.8446,20.4107,27.392,1.3158,-0.0452695,-65.8309,-3644.46,-3160.02,-1689.44,-2131.11,-549.156,-7769.66,-109.603,-326.104,28.7565,-5626.18,-1283.77,-311.452,-113.1,6000.51,7823.91,12188.5,-273.843,-549.361,-26919.7
-11141.9,1,0.000899589,2,3,0,14357,-1.54901,-0.736038,0.389959,0.361946,0.855797,-1.59748,-0.0120449,-0.398403,1.76432,-1.11683,-1.40783,-0.898721,1.38709,1.26462,0.727392,0.88324,-1.70483,-1.78238,-0.143221,8.47328,9.12077,5.30191,5.61487,1.20327,20.9569,-1.372,1.1713,0.279272,13.4287,2.65577,1.54574,-0.727653,-13.1212,-20.7543,-29.6716,1.37022,0.864275,63.9942,-2907.52,-2495.23,-1294.87,-1638.29,-413.157,-6000.89,-85.2562,-253.678,24.7505,-4379.89,-1010.78,-266.786,-44.2363,4700.18,5949.64,9102.68,-217.606,-443.095,-20418.1
-10282.2,1,0.000824805,2,3,0,11142,-1.54432,-0.731807,0.391862,0.361022,0.855438,-1.59132,-0.0135244,-0.400112,1.76362,-1.10954,-1.40558,-0.899167,1.38737,1.25772,0.721603,0.872083,-1.70407,-1.78239,-0.112185,5.12828,4.52173,2.16548,0.722116,0.104427,8.43989,-0.83008,-0.836931,-0.444008,7.86478,2.15799,-0.0566345,0.19331,-7.85415,-8.15811,-13.8606,0.626562,0.345223,34.7477,-2688.98,-2303.11,-1187.72,-1506.38,-377.607,-5533.69,-78.5142,-234.122,23.5825,-4054.87,-939.16,-254.286,-24.7436,4318.15,5457.92,8317.46,-201.901,-413.198,-18691.7
-5270.99,1,0.000790632,3,7,0,10266.1,-1.51197,-0.706206,0.415522,0.386667,0.861766,-1.5057,-0.0088907,-0.40009,1.76738,-1.06749,-1.39597,-0.891774,1.38774,1.19822,0.646521,0.765351,-1.69913,-1.77675,0.140737,-11.2249,-9.18906,-6.5301,-7.50393,-1.84227,-26.3239,-0.990151,-0.464612,-0.624387,-15.6231,-3.62571,-1.91549,0.0558246,19.1734,24.0065,34.7546,-1.29982,-1.87342,-81.0246,-1410.12,-1181.45,-553.92,-707.68,-165.13,-2791.1,-38.7133,-118.288,17.0229,-2084.71,-501.068,-176.951,93.972,2136.99,2584.49,3718.63,-106.837,-232.903,-8626.43
-4748.81,1,0.000782806,3,7,0,5275.11,-1.4998,-0.699915,0.415234,0.388698,0.863247,-1.49279,-0.00946569,-0.396805,1.7651,-1.06037,-1.39645,-0.892261,1.38547,1.19212,0.637747,0.745612,-1.69611,-1.77607,0.183529,-5.97783,-3.75818,-0.721505,-1.68702,-0.712384,-8.23949,0.126692,-1.22316,0.753038,-5.36322,-0.593358,-0.114473,0.88295,5.09324,6.60143,11.7199,-1.12258,-0.563548,-26.2781,-1271.52,-1061.97,-489.922,-625.276,-142.796,-2496.83,-34.4002,-105.502,16.0222,-1878.39,-455.272,-168.469,106.76,1899.48,2290.32,3245.33,-95.8756,-212.416,-7575.24
-4329.02,1,0.000793751,3,7,0,4761.12,-1.48925,-0.69174,0.421865,0.3912,0.862726,-1.47534,-0.0121009,-0.399063,1.76873,-1.0527,-1.40251,-0.889279,1.38376,1.1799,0.627672,0.734349,-1.70347,-1.77676,0.22044,-5.23652,-4.17183,-2.81904,-1.72347,-0.0485475,-9.27584,0.778141,0.55122,-1.11894,-5.2566,1.21788,-1.19962,0.71503,6.67826,6.6092,8.39285,2.17252,-0.106377,-22.9292,-1152.32,-959.274,-435,-558.186,-126.061,-2277.18,-31.1181,-96.2226,15.7633,-1711.06,-418.931,-160.587,118.028,1689.75,2054.15,2886.14,-86.674,-195.849,-6734.2
-4111.26,1,0.000819206,3,7,0,4337.76,-1.48695,-0.691664,0.424364,0.395317,0.863011,-1.47355,-0.0105528,-0.402427,1.76893,-1.04489,-1.40335,-0.885266,1.37938,1.17399,0.620812,0.723622,-1.7037,-1.7732,0.241995,-2.31142,-1.17332,-1.53087,-2.33466,-0.264432,-3.43902,-0.666764,1.25453,-0.0595319,-5.21294,-0.158253,-1.82731,1.93355,4.41098,5.22146,7.7814,-0.00953907,-1.68259,-16.7389,-1091.04,-907.128,-406.081,-520.766,-116.767,-2153.74,-29.1767,-90.9062,15.4225,-1619.08,-399.122,-156.383,123.106,1591.47,1920.62,2698.88,-81.8577,-187.594,-6294.85
-4033.73,1,0.000856683,2,3,0,4120.39,-1.48516,-0.689916,0.423711,0.396827,0.859107,-1.47,-0.012829,-0.401707,1.77203,-1.04276,-1.40447,-0.885752,1.37821,1.17269,0.61806,0.717876,-1.7017,-1.77195,0.248497,-1.96562,-1.78897,0.0377158,-1.32086,2.17985,-3.89489,1.3038,-0.497123,-1.79652,-2.618,0.313493,0.150174,0.787678,2.10681,3.22926,5.62723,-1.23522,-0.888988,-9.10844,-1072.22,-890.213,-396.926,-508.095,-114.11,-2108.65,-28.5823,-89.0375,15.3155,-1588.21,-392.605,-155.33,124.646,1559.99,1877.05,2626.48,-80.2979,-184.858,-6140.65
-3658.88,1,0.000904701,3,7,0,4043.41,-1.47855,-0.68757,0.427921,0.39352,0.861772,-1.45934,-0.00715033,-0.395598,1.77561,-1.03331,-1.40169,-0.891267,1.37774,1.15614,0.611126,0.702288,-1.70015,-1.76832,0.292616,3.64823,2.15901,1.83039,-0.0548203,0.927051,6.55515,1.61761,1.83968,0.962964,5.33558,1.44474,-1.24873,-0.366219,-7.20442,-5.10127,-8.74229,0.565829,1.32331,22.5455,-955.408,-791.577,-346.16,-447.342,-97.9783,-1902.62,-25.2824,-79.4583,14.8455,-1438.05,-358.313,-149.309,134.649,1370.49,1662.31,2305.46,-71.8624,-169.684,-5380.21
