# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=282705322
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_S_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgG_S_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-1364.02,1,0.015625,2,3,0,3177.78,-1.23486,1.24822,1.41431,-0.70396,0.110545,-0.809221,1.87184,-1.67365,-1.08318,0.509704,0.60118,-0.277019,0.229578,-1.38132,-1.08708,-0.888627,-1.63133,-1.9246,1.11228,2.22557,-0.314758,-1.44729,2.01425,-1.43574,8.89969,0.512349,0.125676,-0.68782,-0.0492533,-1.29118,1.5689,-0.826729,-0.64956,1.96895,-6.30252,-0.858392,2.64101,58.9724,-72.6595,64.5962,75.7091,-60.3288,-2.29946,-264.71,7.79479,-28.7044,-8.17678,55.9668,17.7145,-42.1676,13.6284,-7.87989,-35.1543,64.8287,-2.3361,-55.8329,-1135.11
-1364.02,0,10.0182,0,1,1,1374.53,-1.23486,1.24822,1.41431,-0.70396,0.110545,-0.809221,1.87184,-1.67365,-1.08318,0.509704,0.60118,-0.277019,0.229578,-1.38132,-1.08708,-0.888627,-1.63133,-1.9246,1.11228,-1.6852,-2.44122,0.508063,-0.936939,-0.0963373,1.17353,-0.973282,-0.663287,-0.237804,0.0358438,0.369695,-0.522829,-0.513967,0.887107,-1.08698,-1.16497,-1.3198,1.46514,0.597426,-72.6595,64.5962,75.7091,-60.3288,-2.29946,-264.71,7.79479,-28.7044,-8.17678,55.9668,17.7145,-42.1676,13.6284,-7.87989,-35.1543,64.8287,-2.3361,-55.8329,-1135.11
-1364.02,0,0.951493,0,1,1,1369.7,-1.23486,1.24822,1.41431,-0.70396,0.110545,-0.809221,1.87184,-1.67365,-1.08318,0.509704,0.60118,-0.277019,0.229578,-1.38132,-1.08708,-0.888627,-1.63133,-1.9246,1.11228,0.402068,-0.510138,0.0582975,0.362668,0.287313,0.667356,0.204025,-0.390461,0.347287,1.09883,0.329669,1.18393,0.233342,-1.01642,1.5079,0.165222,-0.431572,-0.232058,1.8977,-72.6595,64.5962,75.7091,-60.3288,-2.29946,-264.71,7.79479,-28.7044,-8.17678,55.9668,17.7145,-42.1676,13.6284,-7.87989,-35.1543,64.8287,-2.3361,-55.8329,-1135.11
-989.948,1,0.0488594,1,1,0,1331.98,-1.14916,1.13785,1.32039,-0.631043,0.0991844,-0.530848,1.90761,-1.68138,-1.05955,0.423982,0.535585,-0.223587,0.283606,-1.39042,-1.08568,-0.988136,-1.6005,-1.84837,2.44729,-3.20152,3.9097,3.87249,-2.54691,0.284748,-8.90402,-0.501579,-0.42496,-0.641369,3.88265,1.97612,-1.6696,-0.0172557,0.156421,-0.0932153,2.08977,-0.656644,-2.31644,-22.91,-59.2584,67.5745,79.8293,-43.165,2.13798,-131.258,9.43912,-23.8678,-6.46217,87.1145,25.936,-23.5781,44.5578,-1.21439,-2.64777,2.17506,-1.04917,-30.9574,180.657
-802.241,1,0.0333642,3,7,0,984.829,-0.863963,0.847131,0.884902,-0.385584,0.0987518,0.0729286,1.96826,-1.60011,-0.974297,0.181258,0.501922,-0.0727004,-0.0376071,-1.314,-1.02357,-0.862046,-1.69156,-1.59865,1.70922,-5.46552,5.74758,7.50461,-4.20707,0.0821332,-8.67014,-0.130647,-2.01152,-1.16907,5.23891,1.54859,-2.29047,3.59612,-0.856355,-0.845102,-1.17356,0.875689,-4.40128,8.75548,-47.0403,47.5894,50.6342,-29.8854,0.89508,-3.77369,9.35701,-24.0483,-6.37468,22.3337,21.2473,-11.195,-12.6885,-2.45472,-5.55516,0.0730558,-0.289061,-44.596,-125.432
-762.889,1,0.0261121,3,7,0,809.357,-0.864868,0.638388,0.690441,-0.237326,0.0648585,-0.010224,1.91335,-1.60255,-0.964346,0.0378317,0.467882,-0.060928,0.0567625,-1.2166,-1.07035,-0.84872,-1.59797,-1.41262,2.02924,-1.84273,4.26616,4.22725,-2.77344,0.462402,0.58851,1.06689,-0.896585,-0.368974,2.13382,1.29281,-0.531698,-1.21475,-1.30568,0.484688,-0.140756,-1.22293,-4.06838,-3.89223,-45.8527,36.403,40.1552,-18.2547,0.702742,-13.8464,9.30702,-23.3168,-6.06967,-0.240121,21.4529,-8.40212,5.43692,-1.26356,-1.88074,0.733006,-0.877272,-43.0219,60.6667
-701.094,1,0.0223089,4,15,0,768.025,-0.455922,0.405386,0.202375,-0.135211,0.00362543,0.0525989,1.80442,-1.47178,-1.04026,0.117956,0.194127,0.077979,0.11668,-1.13673,-0.96477,-0.826594,-1.41564,-1.03012,1.77498,-5.43081,3.66613,5.07734,-1.86792,0.403182,-1.45705,1.40872,-2.51318,0.12766,0.063277,2.86335,-1.08153,0.401765,-0.665671,-0.98121,-0.0999327,-1.47059,-6.15657,0.201808,-26.2592,20.9546,8.82708,-13.1673,-1.53068,-6.33331,8.58851,-22.0862,-6.72608,10.257,6.13757,3.51141,11.5629,-0.835995,-3.07937,0.344941,-1.96754,-53.0827,-65.0685
-676.876,1,0.0202232,4,15,0,708.611,-0.155924,0.250673,0.113025,0.0841699,-0.149352,0.0491859,1.93976,-1.43803,-0.855712,-0.0448771,0.292988,0.0687263,-0.00711338,-1.1664,-0.932107,-0.941865,-1.5922,-0.676637,1.99397,3.29837,-2.33841,-1.12558,1.73245,-0.814447,0.103719,0.300237,1.77901,1.71939,-0.300811,-0.10402,-0.445796,-1.01422,-0.129454,0.323848,-0.817298,-1.15991,5.65077,-0.75759,-9.78114,12.9474,4.71541,3.12089,-4.7423,1.04737,9.45299,-20.9607,-5.40405,-19.4601,12.3357,4.62632,-5.13395,-1.23563,-0.841838,-0.191644,-0.927355,-35.3529,61.4534
-663.319,0.994399,0.0191076,4,15,0,681.849,0.197998,-0.0073686,0.201208,0.195742,0.100872,0.0708137,1.55381,-1.05528,-0.632111,0.185385,0.121026,0.0223557,0.0777807,-1.14841,-0.927808,-1.25571,-1.40496,-0.0776108,1.87602,1.40127,-1.4918,-0.764218,-0.634299,1.22945,0.140152,-2.63522,3.81281,1.51069,0.260571,-1.62742,-0.309958,0.489324,0.371006,0.313535,-1.33113,0.946763,0.165177,0.778606,7.9719,-2.95654,9.70826,10.1385,1.32645,7.85295,7.54862,-15.4747,-4.01965,28.2288,3.30923,-0.971991,7.10533,-2.3046,-3.0579,-0.816992,-1.2603,86.2164,44.8523
-644.286,0.930195,0.0182704,5,58,1,672.067,-0.0577978,0.133387,0.000456532,0.140121,0.20409,0.0974708,0.709416,0.00152431,-0.585117,0.265111,0.118935,0.078623,0.0990652,-0.45701,-0.358692,-0.608552,-1.04262,-0.116149,1.88865,-0.462589,0.0722685,-1.19246,-1.98777,0.952185,0.130713,2.98508,-4.51832,-1.22643,0.433698,-1.68387,0.124997,-0.0845956,-1.66672,-1.7359,-1.60563,-1.0716,2.35371,0.335896,-7.06062,3.27879,-4.91281,3.74152,2.85304,6.75798,3.1362,-1.22846,-3.93861,37.4597,1.30766,3.51463,8.5066,-2.0118,-5.9629,-2.1108,-1.75244,71.9249,59.4388
