# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=729436361
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_N_Serum_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_N_Serum_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-1821.3,0.0666667,0.0078125,4,15,0,21620.7,-0.325836,1.55152,1.04944,0.12457,-0.827555,0.587177,0.93812,-1.14669,-1.41578,1.56815,0.156829,0.166235,-0.387668,0.143376,-1.38545,1.3312,1.73801,0.960851,1.16568,-0.544119,-3.27631,-3.58471,-2.64527,-1.1856,-71.0583,-1.44988,2.40092,-0.393338,-4.76095,1.20016,-24.6854,-33.3877,-7.63355,-3.35452,-79.8789,-5.15491,-92.4704,133.167,0.177521,121.744,90.1505,34.5239,-14.5727,490.045,15.5568,-30.8013,-13.6149,355.963,9.98155,316.636,148.714,64.7636,31.5436,242.481,-27.6173,2339.95,-211.114
-1821.3,0,1.83571,0,1,1,1828.76,-0.325836,1.55152,1.04944,0.12457,-0.827555,0.587177,0.93812,-1.14669,-1.41578,1.56815,0.156829,0.166235,-0.387668,0.143376,-1.38545,1.3312,1.73801,0.960851,1.16568,1.02713,0.559237,-0.756578,-0.371916,0.609309,1.60247,-0.221858,0.665497,-1.03423,-1.13412,-1.88931,0.200506,0.683183,-0.779579,0.0817123,1.20045,0.45532,0.40796,0.73865,0.177521,121.744,90.1505,34.5239,-14.5727,490.045,15.5568,-30.8013,-13.6149,355.963,9.98155,316.636,148.714,64.7636,31.5436,242.481,-27.6173,2339.95,-211.114
-1821.3,0,0.10544,0,1,1,1832.49,-0.325836,1.55152,1.04944,0.12457,-0.827555,0.587177,0.93812,-1.14669,-1.41578,1.56815,0.156829,0.166235,-0.387668,0.143376,-1.38545,1.3312,1.73801,0.960851,1.16568,1.22548,1.52384,-2.50357,0.679433,-0.940565,-0.551235,-0.0801131,-1.34624,-0.498644,-1.69621,0.13443,0.888389,-0.160147,0.364331,0.840489,1.85378,-0.498862,0.298957,0.499861,0.177521,121.744,90.1505,34.5239,-14.5727,490.045,15.5568,-30.8013,-13.6149,355.963,9.98155,316.636,148.714,64.7636,31.5436,242.481,-27.6173,2339.95,-211.114
-1340.15,1,0.00406291,3,7,0,1828.7,-0.335262,1.55484,1.01879,0.103061,-0.82748,0.536698,0.913438,-1.1368,-1.41131,1.50427,0.153359,0.133792,-0.375954,0.147719,-1.37636,1.29898,1.73487,0.731376,1.2073,-0.554353,-0.758091,-2.57889,-1.56235,0.134097,-6.57909,-1.63257,0.856891,0.385784,-6.73561,-0.289896,-4.21705,-0.181206,-0.189193,0.345755,-3.61275,-0.0189677,-28.8368,3.49624,-5.9542,115.111,81.2213,25.2364,-17.155,374.035,12.863,-30.8882,-13.8602,336.793,8.88554,239.006,74.5972,48.7502,21.8228,166.776,-16.2464,1359.9,-36.8402
-1159.91,1,0.00231826,3,7,0,1346.76,-0.338381,1.52768,1.00353,0.106846,-0.83732,0.508495,0.906314,-1.1268,-1.42155,1.46854,0.144734,0.12723,-0.404819,0.151294,-1.38458,1.29403,1.71981,0.602553,1.18522,-0.175666,-2.74018,-1.65146,0.102972,-0.583057,-4.51657,-0.600812,0.942448,-0.634751,-4.87661,-0.678133,-2.09171,-2.43153,-0.0664869,-0.731874,-1.46167,-1.00178,-17.3395,-1.47177,-8.087,111.362,78.1426,22.9949,-18.5273,337.803,12.4892,-32.8351,-14.9104,327.315,7.97532,222.963,31.2677,43.8221,18.5178,148.127,-8.05392,995.982,7.24692
-1062.9,1,0.00161565,4,15,0,1166.08,-0.344764,1.53964,1.00492,0.108481,-0.823096,0.460741,0.904406,-1.12687,-1.42299,1.45352,0.160209,0.114348,-0.408449,0.138713,-1.39854,1.27212,1.7229,0.521743,1.19541,-0.431463,0.212933,-0.386896,-0.0104356,1.22248,-5.68347,-0.225275,0.205451,-0.0161695,-3.26089,1.14367,-2.34456,-0.362284,-1.23436,-1.18653,-2.53604,0.262333,-12.0324,0.553001,-10.7505,109.085,75.2834,19.795,-19.2008,285.814,11.6851,-32.5906,-14.8446,321.743,8.37534,197.153,-1.46527,37.7931,14.8436,117.919,-0.770785,805.675,57.6693
-760.741,0.999994,0.0012805,5,31,0,1075.27,-0.341921,1.50461,0.933792,0.0505801,-0.867487,0.370881,0.870351,-1.10536,-1.44352,1.26756,0.0994005,-0.0166956,-0.414355,0.171934,-1.37517,1.26252,1.68272,0.14143,1.1476,0.311116,-2.78959,-3.33579,-2.02285,-1.03815,-6.56904,-1.2373,1.2384,-0.377773,-10.5822,-1.992,-6.44391,0.426154,0.519854,0.564732,-1.8835,-1.2368,-19.6166,-3.22218,-16.8757,101.978,64.5309,8.06598,-23.7762,180.244,10.1018,-37.2349,-17.5279,276.818,4.1824,105.292,-72.9422,26.7187,6.22253,78.3646,4.83262,275.055,145.98
-717.059,0.999996,0.00110702,5,31,0,767.646,-0.35182,1.47343,0.915068,0.0597982,-0.887962,0.352049,0.883688,-1.09061,-1.44859,1.20949,0.117479,-0.017792,-0.384926,0.151727,-1.38068,1.22247,1.64745,0.0995537,1.12017,0.364381,2.60729,1.59741,-0.407831,0.860857,2.67871,-0.613348,-1.12502,0.106194,5.62932,-0.914978,1.01844,-2.17668,1.32595,0.350887,2.84503,1.90227,4.67292,2.86753,-17.5627,100.124,63.3646,8.68843,-24.4442,172.16,10.133,-35.9871,-17.288,264.351,5.1239,97.5201,-63.5256,26.4738,5.83933,73.4816,2.72796,242.96,153.996
-697.452,0.999999,0.00101702,6,63,0,725.154,-0.359271,1.46687,0.903247,0.0434071,-0.880269,0.332603,0.879526,-1.10436,-1.45011,1.18318,0.131851,-0.017139,-0.379063,0.182568,-1.37848,1.21857,1.61519,0.0774839,1.09806,0.395189,1.17843,1.28126,1.20816,-0.714858,2.58474,0.365378,0.70537,-0.01692,3.71076,-0.969508,0.638454,-0.85157,-1.96595,-0.112995,0.801403,2.2823,3.22737,2.6357,-18.348,100.819,63.1306,7.45915,-24.631,167.932,10.3244,-36.957,-17.491,258.752,5.81425,93.9021,-62.145,28.7579,5.71825,73.4968,2.5254,227.185,152.191
-655.792,0.999999,0.000975867,6,63,0,707.097,-0.377893,1.45783,0.894535,0.0486956,-0.931881,0.262217,0.901147,-1.08357,-1.45054,1.12709,0.129431,-0.0516308,-0.360163,0.18936,-1.35127,1.20347,1.65173,0.039046,1.07092,-0.647373,-1.49124,-1.06803,0.181306,-2.12012,-4.78492,0.895591,1.36624,0.170043,-5.31542,-0.17183,-2.4795,1.68579,0.0200689,1.22044,-1.40383,1.63182,-4.04304,-2.99407,-21.8606,98.6014,60.4725,4.93954,-27.5332,121.025,10.4222,-37.4011,-17.9632,244.941,5.27408,71.2996,-83.9008,26.7268,3.32475,60.4858,9.33951,192.163,166.554
