# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=729436361
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_N_Serum_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/start/IgA_N_Serum_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_e.1,z_e.2,z_e.3,z_e.4,z_g.1,z_g.2,z_s.1,z_s.2,sigma_a_1,sigma_g_1,sigma_e_1,sigma_s_1,a,sigma,p_z_a.1,p_z_a.2,p_z_a.3,p_z_a.4,p_z_a.5,p_z_e.1,p_z_e.2,p_z_e.3,p_z_e.4,p_z_g.1,p_z_g.2,p_z_s.1,p_z_s.2,p_sigma_a_1,p_sigma_g_1,p_sigma_e_1,p_sigma_s_1,p_a,p_sigma,g_z_a.1,g_z_a.2,g_z_a.3,g_z_a.4,g_z_a.5,g_z_e.1,g_z_e.2,g_z_e.3,g_z_e.4,g_z_g.1,g_z_g.2,g_z_s.1,g_z_s.2,g_sigma_a_1,g_sigma_g_1,g_sigma_e_1,g_sigma_s_1,g_a,g_sigma
-11906.8,1,0.00195312,2,3,0,127964,1.45338,-0.122199,1.17274,-0.879213,-1.82624,-0.769757,0.605498,1.27681,-1.9455,-0.853588,-0.373812,-1.09063,0.353695,0.410582,-1.24914,1.32622,-1.58057,-1.5681,-0.828875,-3.04358,-14.0833,-8.39957,-16.9548,-7.63898,-217.444,2.04347,12.1674,-9.74788,-9.55081,-1.23543,-2.47314,-5.78388,13.431,9.0024,282.443,1.57936,-6.9995,-322.091,-191.571,-1699.07,-591.504,-2630.89,-1267,-16942,235.467,1378.31,-870.473,-1257.57,-163.634,-452.141,-476.085,3535.31,970.995,16450.9,183.408,-920.362,-23087.1
-11906.8,0,10.0182,0,1,1,11914,1.45338,-0.122199,1.17274,-0.879213,-1.82624,-0.769757,0.605498,1.27681,-1.9455,-0.853588,-0.373812,-1.09063,0.353695,0.410582,-1.24914,1.32622,-1.58057,-1.5681,-0.828875,-0.454492,-0.858801,0.919897,0.375787,0.715053,0.579299,-0.237389,-0.674453,2.38451,-1.73412,-0.133591,-0.773452,0.890211,-0.610414,0.514788,0.087557,-0.247973,0.45513,0.238351,-191.571,-1699.07,-591.504,-2630.89,-1267,-16942,235.467,1378.31,-870.473,-1257.57,-163.634,-452.141,-476.085,3535.31,970.995,16450.9,183.408,-920.362,-23087.1
-11906.8,0,0.951493,0,1,1,11913.6,1.45338,-0.122199,1.17274,-0.879213,-1.82624,-0.769757,0.605498,1.27681,-1.9455,-0.853588,-0.373812,-1.09063,0.353695,0.410582,-1.24914,1.32622,-1.58057,-1.5681,-0.828875,0.717229,-1.13493,-0.434829,1.00735,-0.102172,-0.104968,-1.20536,-0.841898,0.378652,-1.35147,1.42987,-0.244532,-0.914001,-0.112537,-1.0757,-0.0150032,-1.26161,-0.725054,0.194379,-191.571,-1699.07,-591.504,-2630.89,-1267,-16942,235.467,1378.31,-870.473,-1257.57,-163.634,-452.141,-476.085,3535.31,970.995,16450.9,183.408,-920.362,-23087.1
-11906.8,0,0.0488594,0,1,1,11916.2,1.45338,-0.122199,1.17274,-0.879213,-1.82624,-0.769757,0.605498,1.27681,-1.9455,-0.853588,-0.373812,-1.09063,0.353695,0.410582,-1.24914,1.32622,-1.58057,-1.5681,-0.828875,-0.227214,1.37898,0.179924,-0.847751,-0.00166307,-1.23166,3.05587,-0.436607,0.186351,0.913223,1.02041,0.0130574,-0.162541,0.112319,-0.306651,0.113482,1.56697,-0.300533,0.644268,-191.571,-1699.07,-591.504,-2630.89,-1267,-16942,235.467,1378.31,-870.473,-1257.57,-163.634,-452.141,-476.085,3535.31,970.995,16450.9,183.408,-920.362,-23087.1
-6345.34,1,0.00191619,4,15,0,11612.7,1.44904,-0.112253,1.16977,-0.865785,-1.8167,-0.654974,0.602589,1.25857,-1.94459,-0.845837,-0.374677,-1.08627,0.358821,0.389658,-1.25689,1.2165,-1.5826,-1.56339,-0.668932,1.05325,-4.95413,0.124798,-7.26181,-4.3429,-52.0898,1.08499,6.65876,-1.44543,-3.85221,-0.00647353,-1.82311,-1.96058,10.8893,3.35181,48.9109,0.779659,-2.52171,-71.5919,30.677,-994.484,-215.172,-1619.8,-813.455,-8910.81,137.746,799.446,-512.066,-802.719,-99.9161,-309.554,-249.172,2461.02,555.567,7774.44,105.891,-551.058,-11927.2
-5431.82,1,0.00132442,2,3,0,6341.82,1.45111,-0.107912,1.16775,-0.857646,-1.81545,-0.625587,0.602061,1.25608,-1.94431,-0.845823,-0.375008,-1.09033,0.359198,0.382421,-1.25781,1.19016,-1.57396,-1.56876,-0.6276,0.716049,2.84764,-0.527801,5.05702,1.47869,21.7689,-0.367474,-1.9149,0.731864,1.00071,-0.00204687,-1.14263,0.440494,-5.7935,-1.02101,-19.1032,3.13025,-1.35663,29.8569,63.4223,-864.827,-155.475,-1427.59,-726.467,-7568.44,120.412,698.542,-448.923,-721.447,-88.5973,-285.918,-210.525,2224.54,482.595,6419.66,94.2306,-480.822,-10087.3
-5057.22,1,0.00104407,2,3,0,5442.96,1.44944,-0.111339,1.16966,-0.858144,-1.8099,-0.610957,0.602079,1.25501,-1.94576,-0.840961,-0.37296,-1.09372,0.35996,0.375792,-1.25963,1.17989,-1.57404,-1.56528,-0.608624,-0.873465,-0.773286,1.06158,1.19765,3.38547,14.5705,-0.112319,-1.21567,-0.237548,3.05875,1.07041,-1.33175,0.573755,-5.42756,-1.35737,-11.2828,-0.133134,2.15236,19.1412,74.2916,-810.126,-130.164,-1343,-685.347,-7032.7,113.47,658.736,-424.644,-685.914,-83.7054,-275.488,-193.267,2116.42,449.031,5884.43,89.007,-454.319,-9334.11
-4095.37,1,0.000899589,3,7,0,5065.91,1.45366,-0.109074,1.16553,-0.846234,-1.8051,-0.56921,0.600234,1.25143,-1.94728,-0.834193,-0.377757,-1.09209,0.353694,0.35661,-1.27059,1.14007,-1.56886,-1.5594,-0.5576,1.00756,1.94763,-0.971188,5.51158,2.47002,22.8692,-0.698542,-2.0724,0.27572,3.0239,-1.19436,0.92368,-1.43353,-8.85673,-3.77,-20.3039,1.29061,2.38425,29.0736,104.927,-667.049,-70.3041,-1124.39,-584.539,-5620.12,94.551,549.296,-356.935,-593.142,-71.5329,-248.17,-151.241,1829.63,365.044,4516.45,75.8888,-383.836,-7401.06
-3964.96,1,0.000824805,2,3,0,4103.26,1.45192,-0.108345,1.16694,-0.845578,-1.80336,-0.563332,0.602002,1.25189,-1.94572,-0.833564,-0.377518,-1.08818,0.35094,0.354327,-1.26922,1.13336,-1.56759,-1.55777,-0.549274,1.14206,-0.982067,-0.903347,-1.31084,-1.53011,-8.1004,-0.995413,0.168321,-1.23195,-0.864516,-0.203018,-2.5708,1.54754,2.87332,-0.534585,7.70279,-0.709725,-1.29775,-11.0207,108.052,-647.175,-61.2699,-1094.98,-570.48,-5423.74,92.0282,533.605,-346.401,-581.488,-69.888,-243.941,-145.731,1790.11,354.553,4332.57,73.8446,-374.095,-7139.3
-2012.59,1,0.000790632,4,15,0,3972.74,1.43655,-0.0958627,1.17845,-0.808781,-1.79416,-0.411273,0.600449,1.23589,-1.91963,-0.815186,-0.386129,-1.07553,0.349907,0.309901,-1.2782,1.0123,-1.57066,-1.57163,-0.363381,2.48631,-3.41987,-1.39441,-7.88684,-2.91056,-33.8348,0.465889,3.58176,-4.31315,-4.15727,0.874108,-2.41218,-0.21209,11.2302,2.12293,26.1772,0.597802,0.670256,-42.5767,152.051,-329.804,64.9624,-607.487,-341.962,-2466.34,50.4529,291.215,-190.526,-376.05,-42.9823,-176.817,-42.9281,1117.01,172.762,1686.32,37.5691,-201.58,-3187.28
